"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","Experimenter 2-1","P1","P2",
00:36:42.128,00:36:42.916,00:00:00.788,,,,,,,,,,,,,,,"what the heck",
00:36:44.802,00:36:48.683,00:00:03.881,,,,,,,,,,,,,,"is your thing set up as one over x equals twenty-five",,
00:36:49.271,00:36:49.511,00:00:00.240,,,,,,,,,,,,,,,"yes",
00:36:50.559,00:36:50.728,00:00:00.169,,,,,,,,,,,,,,"okay",,
00:36:50.728,00:36:52.614,00:00:01.886,,,,,,,,,,,,,,,"oh my gosh",
00:36:52.614,00:36:53.582,00:00:00.968,,,,,,,,,,,,,,,"where did the pen go",
00:36:56.236,00:37:19.882,00:00:23.646,,,,,,,,,,,,,,,"I swear I'm going insane",
00:37:24.980,00:37:30.817,00:00:05.837,,,,,,,,,,,,,,,"one second",
00:37:37.532,00:37:44.586,00:00:07.054,,,,,,,,,,,,,,"did you find it",,
00:37:45.204,00:37:45.793,00:00:00.589,,,,,,,,,,,,,,,"yeah",
00:37:46.242,00:37:48.926,00:00:02.684,,,,,,,,,,,,,,"what was it",,
00:37:48.926,00:37:50.163,00:00:01.237,,,,,,,,,,,,,,,"he had the pen",
00:37:50.163,00:37:54.014,00:00:03.851,,,,,,,,,,,,,,,"he certainly grabbed it",
00:37:54.852,00:38:01.447,00:00:06.595,,,,,,,,,,,,,,,"all right so now do you know how to do this",
00:38:01.447,00:38:04.610,00:00:03.163,,,,,,,,,,,,,,,"we're going to start off by multiplying by x on both sides",
00:38:05.508,00:38:12.532,00:00:07.024,,,,,,,,,,,,,,"okay so you multiply it by x on the (inaudible)",,
00:38:12.532,00:38:16.653,00:00:04.121,,,,,,,,,,,,,,,"well actually never mind",
00:38:17.182,00:38:18.030,00:00:00.848,,,,,,,,,,,,,,,"that was wrong",
00:38:18.030,00:38:23.038,00:00:05.008,,,,,,,,,,,,,,,"wait I'm looking at the tutor worksheet",
00:38:33.205,00:38:35.700,00:00:02.495,,,,,,,,,,,,,,,"yeah you do multiply both sides by x okay",
00:38:35.729,00:38:41.456,00:00:05.727,,,,,,,,,,,,,,"okay so and so you multiply that by x",,
00:38:42.374,00:38:46.705,00:00:04.331,,,,,,,,,,,,,,"then you get one x over x",,
00:38:46.754,00:38:48.121,00:00:01.367,,,,,,,,,,,,,,"so that could be one",,
00:38:48.121,00:38:51.055,00:00:02.934,,,,,,,,,,,,,,,"oh yeah that would just be one no x on this side",
00:38:51.055,00:38:52.920,00:00:01.865,,,,,,,,,,,,,,,"after you multiply on this side",
00:38:52.920,00:38:54.148,00:00:01.228,,,,,,,,,,,,,,,"after you multiply it by x",
00:38:54.148,00:38:56.662,00:00:02.514,,,,,,,,,,,,,,,"it pause filler it cancels out the x",
00:38:56.662,00:38:59.216,00:00:02.554,,,,,,,,,,,,,,,"so then that would be twenty-five x",
00:38:59.815,00:39:06.400,00:00:06.585,,,,,,,,,,,,,,"yeah so then you divide it by twenty-five on both sides",,
00:39:07.228,00:39:07.587,00:00:00.359,,,,,,,,,,,,,,"okay",,
00:39:15.320,00:39:21.356,00:00:06.036,,,,,,,,,,,,,,"okay so then you have x equals one over twenty-five",,
00:39:25.796,00:39:43.705,00:00:17.909,,,,,,,,,,,,,,,"all right oh you all right okay",
00:39:43.705,00:39:47.726,00:00:04.021,,,,,,,,,,,,,,,"so you want to start off by adding seventeen",
00:39:47.726,00:39:48.763,00:00:01.037,,,,,,,,,,,,,,,"now what do you do next",
00:39:48.763,00:39:51.308,00:00:02.545,,,,,,,,,,,,,,,"you add a number to the sides",
00:39:51.308,00:39:53.772,00:00:02.464,,,,,,,,,,,,,,"okay pause filler okay yeah it makes sense",,
00:39:53.772,00:39:55.917,00:00:02.145,,,,,,,,,,,,,,"so you just add the seventeen",,
00:39:59.749,00:40:02.472,00:00:02.723,,,,,,,,,,,,,,"and then you would get eighty",,
00:40:02.472,00:40:06.763,00:00:04.291,,,,,,,,,,,,,,,"yeah so negative three over y equals eighty",
00:40:11.861,00:40:14.844,00:00:02.983,,,,,,,,,,,,,,,"now you want to multiply it by y on both sides",
00:40:14.974,00:40:24.602,00:00:09.628,,,,,,,,,,,,,,"okay so one pause filler negative three equals eighty-y",,
00:40:25.660,00:40:30.698,00:00:05.038,,,,,,,,,,,,,,"this you would want to divide it by y",,
00:40:30.698,00:40:36.675,00:00:05.977,,,,,,,,,,,,,,"no you would want to divide it by",,
00:40:36.675,00:40:38.051,00:00:01.376,,,,,,,,,,,,,,"no you would want to divide by",,
00:40:38.051,00:40:38.451,00:00:00.400,,,,,,,,,,,,,,,"eighty",
00:40:38.850,00:40:39.388,00:00:00.538,,,,,,,,,,,,,,"eighty",,
00:40:39.648,00:40:52.768,00:00:13.120,,,,,,,,,,,,,,"so then you would get y equals negative three over eighty",,
00:40:53.137,00:40:57.627,00:00:04.490,,,,,,,"UL",,,,,,,"that must be okay that was this is beautiful okay",,
00:40:57.627,00:40:59.383,00:00:01.756,,,,,,,,,,,,,,"okay next",,
00:41:02.187,00:41:09.759,00:00:07.572,,,,,,,,,,,,,,,"all right so two hundred ten equals negative fourteen over y",
00:41:09.759,00:41:12.862,00:00:03.103,,,,,,,,,,,,,,,"what do you think your first step is going to be",
00:41:12.862,00:41:15.746,00:00:02.884,,,,,,,,,,,,,,"pause filler so you multiply it by y yeah",,
00:41:15.746,00:41:19.657,00:00:03.911,,,,,,,,,,,,,,,"so that cancels that out on this side",
00:41:19.807,00:41:22.231,00:00:02.424,,,,,,,,,,,,,,,"and then you can equal two hundred ten",
00:41:22.231,00:41:23.987,00:00:01.756,,,,,,,,,,,,,,"so you got negative yes",,
00:41:23.987,00:41:32.867,00:00:08.880,,,,,,,,,,,,,,"and then you get two hundred and ten y equals negative fourteen",,
00:41:33.076,00:41:43.363,00:00:10.287,,,,,,,,,,,,,,"okay so after you do that you pause filler want to divide everything by twenty-five",,
00:41:43.363,00:41:52.452,00:00:09.089,,,,,,,,,,,,,,,"yeah so you're left with y on one side",
00:41:54.388,00:41:59.476,00:00:05.088,,,,,,,,,,,,,,,"because the two hundred ten is canceled out",
00:41:59.676,00:42:07.199,00:00:07.523,,,,,,,,,,,,,,"mm-hmm and (inaudible) you're both uh-huh with seven (inaudible)",,
00:42:07.658,00:42:09.005,00:00:01.347,,,,,,,"UL",,,,,,,"that looks good",,
00:42:09.005,00:42:16.627,00:00:07.622,,,,,,,,,,,,,,"okay so because this one",,
00:42:16.627,00:42:25.318,00:00:08.691,,,,,,,,,,,,,,,"you want to start off by adding twenty-four to both sides",
00:42:25.318,00:42:40.553,00:00:15.235,,,,,,,,,,,,,,"and then oh one hundred thirty-seven equals five over x",,
00:42:40.553,00:42:50.331,00:00:09.778,,,,,,,,,,,,,,"and then like the other ones you would want to multiply it by x",,
00:42:50.670,00:42:51.199,00:00:00.529,,,,,,,,,,,,,,,"correct",
00:42:54.392,00:43:10.585,00:00:16.193,,,,,,,,,,,,,,"and one hundred thirty-seven x equals five divided by hundred thirty-seven",,
00:43:11.313,00:43:11.672,00:00:00.359,,,,,,,,"UL",,,,,,,"perfect",
00:43:11.832,00:43:26.419,00:00:14.587,,,,,,,,,,,,,,"yup x equals pause filler one hundred thirty-seven yeah",,
00:43:26.419,00:43:28.454,00:00:02.035,,,,,,,,,,,,,,,"you got it",
00:43:29.153,00:43:30.080,00:00:00.927,,,,,,,,,,,,,,"yeah okay pause filler",,
00:43:30.180,00:43:32.754,00:00:02.574,,,,,,,,,,,,,,"next one",,
00:43:32.824,00:43:33.383,00:00:00.559,,,,,,,,,,,,,,,"yup",
00:43:35.368,00:43:35.608,00:00:00.240,,,,,,,,,,,,,,"pause filler yeah",,
00:43:36.606,00:43:42.522,00:00:05.916,,,,,,,,,,,,,,,"all right oh so this is different",
00:43:42.522,00:43:43.071,00:00:00.549,,,,,,,,,,,,,,"yeah",,
00:43:43.071,00:43:46.513,00:00:03.442,,,,,,,,,,,,,,,"so you negative thirty-nine is smaller",
00:43:46.513,00:43:56.630,00:00:10.117,,,,,,,,,,,,,,,"so you probably want to start off by adding thirty-nine to both sides",
00:43:56.810,00:43:57.827,00:00:01.017,,,,,,,,,,,,,,"pause filler well yeah it makes sense",,
00:44:04.931,00:44:10.559,00:00:05.628,,,,,,,,,,,,,,,"so remember that seventeen over x and twelve over x are like terms",
00:44:10.988,00:44:17.543,00:00:06.555,,,,,,,,,,,,,,,"so you probably want to subtract twelve x from both sides",
00:44:18.381,00:44:20.685,00:00:02.304,,,,,,,,,,,,,,"yeah okay one second",,
00:44:20.685,00:44:22.252,00:00:01.567,,,,,,,,,,,,,,"let me just get this up",,
00:44:22.252,00:44:27.520,00:00:05.268,,,,,,,,,,,,,,"equals twelve x or soon not to be twelve x",,
00:44:27.610,00:44:33.476,00:00:05.866,,,,,,,,,,,,,,"oh it's twenty-one (inaudible) eighteen eighteen",,
00:44:33.975,00:44:45.679,00:00:11.704,,,,,,,,,,,,,,"we can subtract that to get pause filler five over x equals eighteen",,
00:44:45.998,00:44:46.886,00:00:00.888,,,,,,,,,,,,,,,"all right yup",
00:44:46.886,00:44:56.295,00:00:09.409,,,,,,,,,,,,,,"multiply it by x to get five pause filler equals eighteen x",,
00:44:56.295,00:45:04.855,00:00:08.560,,,,,,,,,,,,,,"and we can divide by eighteen to get on with over here pause filler",,
00:45:06.511,00:45:10.762,00:00:04.251,,,,,,,,,,,,,,"five over eighteen equals x",,
00:45:10.901,00:45:16.588,00:00:05.687,,,,,,,,,,,,,,"that's so sloppy",,
00:45:16.738,00:45:17.157,00:00:00.419,,,,,,,,,,,,,,"and x",,
00:45:17.157,00:45:25.807,00:00:08.650,,,,,,,,,,,,,,,"all right so this one is very similar",
00:45:25.807,00:45:28.900,00:00:03.093,,,,,,,,,,,,,,,"so negative nine and two are smaller",
00:45:28.900,00:45:31.944,00:00:03.044,,,,,,,,,,,,,,,"so what would you do with that",
00:45:31.944,00:45:38.100,00:00:06.156,,,,,,,,,,,,,,"pause filler so you would want to you want to add it",,
00:45:38.379,00:45:45.064,00:00:06.685,,,,,,,,,,,,,,"and you get plus another ninety-two",,
00:45:45.064,00:46:00.519,00:00:15.455,,,,,,,,,,,,,,"okay pause filler then you have three x equals pause filler a hundred and three plus twelve x",,
00:46:00.848,00:46:04.041,00:00:03.193,,,,,,,,,,,,,,"and then you want to subtract with twelve x",,
00:46:04.310,00:46:06.126,00:00:01.816,,,,,,,,,,,,,,"get rid of that until (inaudible)",,
00:46:06.126,00:46:08.341,00:00:02.215,,,,,,,,,,,,,,,"well twelve over x remember",
00:46:08.760,00:46:09.837,00:00:01.077,,,,,,,,,,,,,,"oh yeah (laughter)",,
00:46:10.097,00:46:13.040,00:00:02.943,,,,,,,,,,,,,,,"but it's okay you still subtract",
00:46:13.200,00:46:13.489,00:00:00.289,,,,,,,,,,,,,,"here",,
00:46:13.489,00:46:18.488,00:00:04.999,,,,,,,,,,,,,,,"but you should subtract pause filler three x right three over x first",
00:46:19.266,00:46:20.773,00:00:01.507,,,,,,,,,,,,,,"you did that one",,
00:46:20.773,00:46:26.889,00:00:06.116,,,,,,,,,,,,,,"it could be a zero equals a hundred three plus fifteen x",,
00:46:26.889,00:46:33.893,00:00:07.004,,,,,,,,,,,,,,,"no because if you're subtracting pause filler three over x on from twelve",
00:46:34.302,00:46:40.328,00:00:06.026,,,,,,,,,,,,,,,"then it would be pause filler nine over x like one hundred three",
00:46:40.328,00:46:44.479,00:00:04.151,,,,,,,,,,,,,,"pause filler yeah one second yeah",,
00:46:44.798,00:46:47.512,00:00:02.714,,,,,,,,,,,,,,,"oh well actually right you're right sorry",
00:46:47.512,00:46:48.450,00:00:00.938,,,,,,,,,,,,,,"okay",,
00:46:48.450,00:46:49.627,00:00:01.177,,,,,,,,,,,,,,,"so you would subtract twelve x",
00:46:49.627,00:46:52.939,00:00:03.312,,,,,,,,,,,,,,,"because three x is on the other equal side of the",
00:46:52.939,00:46:58.926,00:00:05.987,,,,,,,,,,,,,,"okay so minus twelve x",,
00:46:58.926,00:47:07.097,00:00:08.171,,,,,,,,,,,,,,"yeah that's a beautiful x (laughter)",,
00:47:07.297,00:47:14.530,00:00:07.233,,,,,,,,,,,,,,"so then you know being negative nine yeah negative yeah twelve over x",,
00:47:14.530,00:47:21.115,00:00:06.585,,,,,,,,,,,,,,"and we got negative nine x equals a hundred and three",,
00:47:24.568,00:47:27.780,00:00:03.212,,,,,,,,,,,,,,"that makes sense",,
00:47:27.810,00:47:29.167,00:00:01.357,,,,,,,,,,,,,,"okay and then",,
00:47:29.167,00:47:42.307,00:00:13.140,,,,,,,,,,,,,,,"you divide by well you said you multiply I mean",
00:47:43.125,00:47:57.323,00:00:14.198,,,,,,,,,,,,,,"I guess you could divide right pause filler maybe",,
00:47:57.323,00:48:04.666,00:00:07.343,,,,,,,,,,,,,,"I think you could divide but pause filler multiply okay pause filler",,
00:48:05.864,00:48:10.064,00:00:04.200,,,,,,,,,,,,,,"x wait no nine equals",,
00:48:10.064,00:48:12.439,00:00:02.375,,,,,,,,,,,,,,,"how do you get your screen to go lower",
00:48:12.439,00:48:14.165,00:00:01.726,,,,,,,,,,,,,,,"because I can't see what you're doing",
00:48:14.165,00:48:15.651,00:00:01.486,,,,,,,,,,,,,,"pause filler you can't pause filler",,
00:48:15.651,00:48:22.167,00:00:06.516,,,,,,,,,,,,,,"see how far can you see to what I'm doing",,
00:48:24.022,00:48:25.270,00:00:01.248,,,,,,,,,,,,,,,"I can see",
00:48:25.599,00:48:29.171,00:00:03.572,,,,,,,,,,,,,,"here I'm going to write a bunch of numbers",,
00:48:29.171,00:48:30.617,00:00:01.446,,,,,,,,,,,,,,"tell me which ones you can see",,
00:48:30.617,00:48:32.014,00:00:01.397,,,,,,,,,,,,,,"can you see any of those",,
00:48:32.393,00:48:34.080,00:00:01.687,,,,,,,,,,,,,,,"I can see one two three and four",
00:48:34.459,00:48:36.754,00:00:02.295,,,,,,,,,,,,,,"okay so you can't see five and six pause filler",,
00:48:36.754,00:48:42.580,00:00:05.826,,,,,,,,,,,,,,"okay now I'll get rid of those pause filler okay pause filler",,
00:48:44.037,00:48:51.480,00:00:07.443,,,,,,,,,,,,,,"huh is your pause filler scribbler screen like fully like",,
00:48:51.480,00:48:55.052,00:00:03.572,,,,,,,,,,,,,,"is it from like one end to the screen all the way up to the other",,
00:48:56.419,00:49:01.607,00:00:05.188,,,,,,,,,,,,,,,"well it is now because I've just made it bigger but it's",
00:49:01.607,00:49:05.827,00:00:04.220,,,,,,,,,,,,,,"can you see nine equals one hundred threex",,
00:49:05.907,00:49:12.063,00:00:06.156,,,,,,,,,,,,,,,"pause filler yes I wait it's okay",
00:49:12.063,00:49:13.001,00:00:00.938,,,,,,,,,,,,,,,"just keep working",
00:49:13.001,00:49:14.598,00:00:01.597,,,,,,,,,,,,,,,"I can fix it",
00:49:16.603,00:49:17.271,00:00:00.668,,,,,,,,,,,,,,,"just keep working",
00:49:17.271,00:49:17.700,00:00:00.429,,,,,,,,,,,,,,,"it's okay",
00:49:18.259,00:49:23.577,00:00:05.318,,,,,,,,,,,,,,"pause filler ops one second I think pause filler oh actually a way to scroll down",,
00:49:23.577,00:49:28.067,00:00:04.490,,,,,,,,,,,,,,"you can just probably use a scroll button pause filler",,
00:49:28.067,00:49:30.222,00:00:02.155,,,,,,,,,,,,,,"no that one",,
00:49:30.222,00:49:31.359,00:00:01.137,,,,,,,,,,,,,,"like okay yeah okay pause filler yeah",,
00:49:31.359,00:49:32.956,00:00:01.597,,,,,,,,,,,,,,"I'll just try and go with it",,
00:49:34.123,00:49:42.414,00:00:08.291,,,,,,,,,,,,,,"so then I go pause filler one hundred and three x oh (laughter) pause filler",,
00:49:42.833,00:49:45.078,00:00:02.245,,,,,,,,,,,,,,"yes you divide a hundred and three",,
00:49:45.078,00:49:52.402,00:00:07.324,,,,,,,,,,,,,,"so you got nine over a hundred and three equals x",,
00:49:53.000,00:49:57.430,00:00:04.430,,,,,,,,,,,,,,"there we go okay",,
00:49:58.947,00:50:01.311,00:00:02.364,,,,,,,,,,,,,,"and next one",,
00:50:02.758,00:50:06.200,00:00:03.442,,,,,,,,,,,,,,,"all right so twenty-five is smaller",
00:50:06.200,00:50:23.351,00:00:17.151,,,,,,,,,,,,,,,"so you want to start up by subtracting that from both sides right",
00:50:23.541,00:50:23.690,00:00:00.149,,,,,,,,,,,,,,"pause filler yeah",,
00:50:23.800,00:50:24.169,00:00:00.369,,,,,,,,,,,,,,"come on (laughter)",,
00:50:24.169,00:50:29.507,00:00:05.338,,,,,,,,,,,,,,"that's sort of like I just want to know what that looks like",,
00:50:29.936,00:50:46.389,00:00:16.453,,,,,,,,,,,,,,"then got one over x no wait and then that will be plus thirty-five equals nine over x",,
00:50:49.671,00:50:53.762,00:00:04.091,,,,,,,,,,,,,,"and then since you have that already",,
00:50:54.151,00:50:57.973,00:00:03.822,,,,,,,,,,,,,,"you want to get rid of the one over x",,
00:50:58.282,00:51:00.377,00:00:02.095,,,,,,,,,,,,,,"and it's just the bottoms all (inaudible) is",,
00:51:00.377,00:51:01.664,00:00:01.287,,,,,,,,,,,,,,"you can just subtract that",,
00:51:01.664,00:51:04.099,00:00:02.435,,,,,,,,,,,,,,,"yes so you subtract one over x on both sides",
00:51:04.538,00:51:05.775,00:00:01.237,,,,,,,,,,,,,,,"and then you would end up with",
00:51:06.753,00:51:09.716,00:00:02.963,,,,,,,,,,,,,,"thirty-five equals eight overx",,
00:51:10.045,00:51:20.202,00:00:10.157,,,,,,,,,,,,,,,"so then you would want to multiply it by x on both sides to cancel out the x on this side",
00:51:20.202,00:51:24.432,00:00:04.230,,,,,,,,,,,,,,"well I was thinking pause filler since pause filler since the wait",,
00:51:24.742,00:51:27.007,00:00:02.265,,,,,,,,,,,,,,"you could try dividing by eight",,
00:51:27.007,00:51:29.641,00:00:02.634,,,,,,,,,,,,,,"do you think that would work",,
00:51:30.040,00:51:37.193,00:00:07.153,,,,,,,,,,,,,,,"well on my tutor sheet it doesn't say anything about dividing by eight so",
00:51:38.441,00:51:43.958,00:00:05.517,,,,,,,,,,,,,,,"I think you would just I think that it would just pause filler give you extra steps that you don't plan",
00:51:44.337,00:51:51.950,00:00:07.613,,,,,,,,,,,,,,"well maybe well I guess if you multiply if you divide it by x when you just have x right x by itself",,
00:51:53.446,00:51:55.801,00:00:02.355,,,,,,,,,,,,,,,"no because it's dividing anyway",
00:51:55.801,00:51:57.966,00:00:02.165,,,,,,,,,,,,,,,"like eight it is divided by x anyway so pause filler",
00:51:58.665,00:52:01.049,00:00:02.384,,,,,,,,,,,,,,,"you would have to multiply it or something",
00:52:01.079,00:52:02.516,00:00:01.437,,,,,,,,,,,,,,,"but it just it's pause filler",
00:52:05.459,00:52:06.547,00:00:01.088,,,,,,,,,,,,,,"okay",,
00:52:06.597,00:52:12.673,00:00:06.076,,,,,,,,,,,,,,,"it would be too complicated I guess",
00:52:12.673,00:52:18.869,00:00:06.196,,,,,,,,,,,,,,,"on all of the things it says to",
00:52:20.565,00:52:20.794,00:00:00.229,,,,,,,,,,,,,,"okay",,
00:52:20.954,00:52:26.531,00:00:05.577,,,,,,,,,,,,,,"wait so then you get thirty-five x equals eight",,
00:52:26.531,00:52:30.243,00:00:03.712,,,,,,,,,,,,,,"or so we just divide it by thirty-five",,
00:52:30.243,00:52:40.579,00:00:10.336,,,,,,,,,,,,,,"and you get x equals like could you see that stuff on the bottom I was doing",,
00:52:40.579,00:52:41.158,00:00:00.579,,,,,,,,,,,,,,,"pause filler no I couldn't",
00:52:41.158,00:52:43.812,00:00:02.654,,,,,,,,,,,,,,,"but I can see what you're doing right now",
00:52:43.812,00:52:49.409,00:00:05.597,,,,,,,,,,,,,,"okay x equals eight over thirty-five pause filler",,
00:52:49.469,00:52:57.182,00:00:07.713,,,,,,,,,,,,,,"but on this problem could you just draw a line at the bottom of the page that where you can see",,
00:52:57.182,00:52:57.890,00:00:00.708,,,,,,,,,,,,,,,"yeah",
00:53:01.063,00:53:03.178,00:00:02.115,,,,,,,,,,,,,,"okay that way",,
00:53:03.178,00:53:04.066,00:00:00.888,,,,,,,,,,,,,,,"all right wait",
00:53:04.335,00:53:08.376,00:00:04.041,,,,,,,,,,,,,,"okay pause filler",,
00:53:08.945,00:53:14.223,00:00:05.278,,,,,,,,,,,,,,"okay so you can see all the stuff",,
00:53:15.510,00:53:21.696,00:00:06.186,,,,,,,,,,,,,,,"all right so you're going to start off by subtracting twenty-two",
00:53:22.434,00:53:29.658,00:00:07.224,,,,,,,,,,,,,,"and then you get a hundred and three",,
00:53:31.095,00:53:31.314,00:00:00.219,,,,,,,,,,,,,,,"yup",
00:53:31.753,00:53:36.562,00:00:04.809,,,,,,,,,,,,,,"plus ten x and then ninex",,
00:53:36.562,00:53:37.251,00:00:00.689,,,,,,,,,,,,,,,"okay",
00:53:37.251,00:53:44.953,00:00:07.702,,,,,,,,,,,,,,"and then pause filler yeah you're going to get rid of the tenx",,
00:53:45.113,00:53:48.754,00:00:03.641,,,,,,,,,,,,,,,"so you probably want to subtract",
00:53:48.814,00:54:10.216,00:00:21.402,,,,,,,,,,,,,,"yeah so then you get a hundred three equals pause filler negative onex",,
00:54:10.216,00:54:32.395,00:00:22.179,,,,,,,,,,,,,,,"all right so then you want to multiply",
00:54:32.395,00:54:34.800,00:00:02.405,,,,,,,,,,,,,,"I was just trying something out",,
00:54:34.800,00:54:38.581,00:00:03.781,,,,,,,,,,,,,,"because if you multiply that by negative one x",,
00:54:41.335,00:54:48.708,00:00:07.373,,,,,,,,,,,,,,"and then it would be negative one right over negative one x right",,
00:54:51.043,00:54:55.094,00:00:04.051,,,,,,,,,,,,,,"and then you could cancel out the negative one",,
00:54:55.942,00:54:59.554,00:00:03.612,,,,,,,,,,,,,,,"well if you see look at number nine on here",
00:55:00.621,00:55:03.125,00:00:02.504,,,,,,,,,,,,,,,"this is like a really similar problem",
00:55:03.125,00:55:04.971,00:00:01.846,,,,,,,,,,,,,,,"and you can kind of see what they're doing",
00:55:05.490,00:55:09.451,00:00:03.961,,,,,,,,,,,,,,,"it's not really like",
00:55:09.451,00:55:12.544,00:00:03.093,,,,,,,,,,,,,,"oh yes I mean it just seems like you would get rid of the step",,
00:55:12.544,00:55:15.108,00:00:02.564,,,,,,,,,,,,,,"but really it's just do those stuff",,
00:55:15.407,00:55:18.810,00:00:03.403,,,,,,,,,,,,,,"so you want to multiply by the x hundred and three",,
00:55:18.810,00:55:22.611,00:00:03.801,,,,,,,,,,,,,,"and you get x equals one over (inaudible)",,
00:55:23.719,00:55:24.547,00:00:00.828,,,,,,,,,,,,,,"wait okay pause filler",,
00:55:24.756,00:55:38.355,00:00:13.599,,,,,,,,,,,,,,,"well you still have to divide it by negative one",
00:55:41.039,00:55:45.419,00:00:04.380,,,,,,,,,,,,,,,"so you multiply that on both sides and then pause filler",
00:55:49.081,00:55:50.468,00:00:01.387,,,,,,,,,,,,,,"yeah actually you divide it",,
00:55:50.468,00:55:54.179,00:00:03.711,,,,,,,,,,,,,,"then the step would be on the other side to just divide",,
00:55:54.299,00:55:55.437,00:00:01.138,,,,,,,,,,,,,,"you get x by itself",,
00:55:55.437,00:55:57.592,00:00:02.155,,,,,,,,,,,,,,"and you have to divide negative three by negative one",,
00:55:58.599,00:55:59.837,00:00:01.238,,,,,,,,,,,,,,,"okay all right",
00:55:59.837,00:56:02.530,00:00:02.693,,,,,,,,,,,,,,"pause filler but is that the same thing",,
00:56:02.530,00:56:03.339,00:00:00.809,,,,,,,,,,,,,,"I don't think so pause filler",,
00:56:03.339,00:56:03.847,00:00:00.508,,,,,,,,,,,,,,,"I doubt it",
00:56:03.847,00:56:04.087,00:00:00.240,,,,,,,,,,,,,,"okay",,
00:56:04.456,00:56:13.984,00:00:09.528,,,,,,,,,,,,,,,"all right so let's pause filler one ninety",
00:56:15.381,00:56:25.758,00:00:10.377,,,,,,,,,,,,,,,"what's ninety what's one ninety there we go yeah",
00:56:25.758,00:56:30.696,00:00:04.938,,,,,,,,,,,,,,,"and then I would want to yeah",
00:56:30.806,00:56:32.911,00:00:02.105,,,,,,,,,,,,,,,"oh this is a big number pause filler",
00:56:32.911,00:56:40.295,00:00:07.384,,,,,,,,,,,,,,,"so you got negative five over x equals",
00:56:41.721,00:56:41.871,00:00:00.150,,,,,,,,,,,,,"okay so",,,
00:56:41.871,00:56:45.662,00:00:03.791,,,,,,,,,,,,"all right so you're done with the tutoring portion (inaudible)",,,,
00:56:46.311,00:56:46.760,00:00:00.449,,,,,,,,,,,,,,"okay",,
00:56:47.009,00:56:49.144,00:00:02.135,,,,,,,,,,,,"why is your screen on here",,,,
00:56:49.144,00:56:50.032,00:00:00.888,,,,,,,,,,,,,,"it's like really tiny",,
00:56:50.032,00:56:50.711,00:00:00.679,,,,,,,,,,,,"it's very tiny",,,,
00:56:50.821,00:56:52.696,00:00:01.875,,,,,,,,,,,,,,"I don't know",,
00:56:52.816,00:56:57.226,00:00:04.410,,,,,,,,,,,,,,"I don't know what happened to it",,
00:56:58.822,00:57:02.644,00:00:03.822,,,,,,,,,,,,"this should be sufficient then",,,,
00:57:02.644,00:57:04.809,00:00:02.165,,,,,,,,,,,,,"okay cool you can say goodbye",,,
00:57:04.809,00:57:06.026,00:00:01.217,,,,,,,,,,,,,,,"all right",
00:57:06.026,00:57:10.616,00:00:04.590,,,,,,,,,,,,"all right so you guys can say goodbye",,,,
00:57:10.616,00:57:11.224,00:00:00.608,,,,,,,,,,,,,,"okay",,
00:57:11.434,00:57:15.594,00:00:04.160,,,,,,,,,,,,"and then you can pause filler click on the white button to end the Skype call",,,,
00:57:15.594,00:57:15.684,00:00:00.090,,,,,,,,,,,,,,"bye",,
00:57:15.684,00:57:18.009,00:00:02.325,,,,,,,,,,,,,,,"all right",
00:57:18.378,00:57:18.707,00:00:00.329,,,,,,,,,,,,,,"okay bye",,
00:57:18.747,00:57:18.957,00:00:00.210,,,,,,,,,,,,,,,"bye",
00:57:18.957,00:57:19.336,00:00:00.379,,,,,,,,,,,,,,"bye",,
00:57:19.336,00:57:22.578,00:00:03.242,,,,,,,,,,,,"and then you can click",,,,
