"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 1-1","P1","Experimenter 2-1","P2",
00:32:27.367,00:32:28.793,00:00:01.426,"TRC",,,"SV",,"SV1A",,,,,,"is the pen working out for you",
00:32:28.793,00:32:28.813,00:00:00.020,"TRC",,,,,,,,,,,,
00:32:29.242,00:32:29.432,00:00:00.190,,,"SV",,"SV1A",,,,,"yeah",,,
00:32:32.375,00:32:33.034,00:00:00.659,,,,"SV",,"SV1A",,,,,,"yeah",
00:32:33.573,00:32:33.682,00:00:00.109,,,,,,,,,,"okay",,,
00:32:36.057,00:32:59.633,00:00:23.576,,,,,,,,,,,,"(inaudible) (laughter) so (inaudible) simple so you're going to want to get rid of the one",
00:32:59.633,00:33:00.262,00:00:00.629,,,,,,,,,,,,"I'm pretty sure",
00:33:00.262,00:33:03.006,00:00:02.744,,,,,,,,,,"so I hear one",,,
00:33:03.076,00:33:04.323,00:00:01.247,,,,,,,,,,"I got to go (laughter)",,,
00:33:04.492,00:33:10.000,00:00:05.508,,,,,,,,,,"so like I said if I cross cancel",,,
00:33:10.000,00:33:10.349,00:00:00.349,,,,,,,,,,"so like I said if I cross cancel",,"mm-hmm",
00:33:10.349,00:33:11.107,00:00:00.758,,,,,,,,,,"so like I said if I cross cancel",,,
00:33:11.107,00:33:15.747,00:00:04.640,,,,,,,,,,"(inaudible) one so yeah oh my",,,
00:33:15.747,00:33:17.428,00:00:01.681,,,,,,,,,,,,"or you could do",
00:33:17.428,00:33:17.433,00:00:00.005,"TRC",,,,,,,,,,,"or you could do",
00:33:17.433,00:33:18.670,00:00:01.237,"TRC",,"SV",,"SV1A",,,,,"I'm red whoa",,,
00:33:18.670,00:33:18.696,00:00:00.026,"TRC",,,,,,,,,,,,
00:33:18.959,00:33:21.823,00:00:02.864,,,,,,,,,,,,"it's doing one divided by x",
00:33:21.823,00:33:26.742,00:00:04.919,,,,,,,,,,,,"so you could do one times one",
00:33:26.832,00:33:29.156,00:00:02.324,,,,,,,,,,,,"I think but either way",
00:33:30.473,00:33:31.920,00:00:01.447,,,,,,,,,,,,"I think you set the answer",
00:33:31.920,00:33:33.486,00:00:01.566,,,,,,,,,,"one times one it is",,,
00:33:33.486,00:33:34.015,00:00:00.529,,,,,,,,,,,,"yeah and then",
00:33:34.015,00:33:35.951,00:00:01.936,,,,,,,,,,"and then twenty-five times one",,,
00:33:36.061,00:33:40.570,00:00:04.509,,,,,,,,,,,,"yeah right so then yeah I think",
00:33:40.570,00:33:42.426,00:00:01.856,,,,,,,,,,,,"it's just twenty-five",
00:33:42.426,00:33:48.333,00:00:05.907,,,,,,,,,,,,"and you can check and see if you get the same answer if you pause filler do the fractions",
00:33:48.353,00:33:53.571,00:00:05.218,,,,"SV",,"SV1A",,,,,,"oh my god",
00:33:54.098,00:33:54.100,00:00:00.002,"TRC",,,,,,,,,,,,
00:33:54.100,00:34:00.605,00:00:06.505,"TRC",,"SV",,"SV1A",,,,,"that's not a one",,,
00:34:00.605,00:34:00.625,00:00:00.020,"TRC",,"SV",,"SV1A",,,,,"that's not a one",,,
00:34:00.625,00:34:02.910,00:00:02.285,"TRC",,"SV",,"SV1A",,,,,"that one is a drunk",,,
00:34:02.910,00:34:02.940,00:00:00.030,"TRC",,,"SV",,"SV1A",,,,,,"slash",
00:34:02.940,00:34:04.197,00:00:01.257,,,,"SV",,"SV1A",,,,,,"slash",
00:34:04.695,00:34:08.996,00:00:04.301,,,"SV",,"SV1A",,,,,"it's kind of like giving a thumbs up",,,
00:34:08.996,00:34:11.031,00:00:02.035,,,"SV",,"SV1A",,,,,"mine is thumbs minus up",,,
00:34:11.031,00:34:14.054,00:00:03.023,,,"SV",,"SV1A",,,,,"I don't know with that (laughter)",,,
00:34:14.154,00:34:17.317,00:00:03.163,,,,,,,,,,"that equals one so by twenty-five",,,
00:34:17.317,00:34:31.963,00:00:14.646,,,"SV",,"SV1A",,,,,"it's a long (inaudible) one times negative the other number so twenty-five pause filler the horrible thumb",,,
00:34:32.183,00:34:34.558,00:00:02.375,,,,,,,,,,,,"yay okay that was fast",
00:34:34.967,00:34:36.753,00:00:01.786,,,,,,,,,,,,"was that easier",
00:34:36.753,00:34:40.185,00:00:03.432,,,,,,,,,,,,"you're like that one was easier than the one I got from this problem",
00:34:40.185,00:34:40.973,00:00:00.788,,,,,,,,,,"yeah definitely oh good",,,
00:34:40.973,00:34:42.310,00:00:01.337,,,,"SV",,"SV1A",,,,,,"that doesn't look weird",
00:34:42.310,00:34:49.334,00:00:07.024,,,,"SV",,"SV1A",,,,,,"okay I think I know what to do (laughter)",
00:34:49.334,00:34:49.943,00:00:00.609,,,,,,,,,,"so that's okay",,,
00:34:49.943,00:34:51.280,00:00:01.337,,,,,,,,,,"we'll do the seventeen first",,,
00:34:53.694,00:35:02.374,00:00:08.680,,,,,,,,,,"so it's minus seventeen so yeah seventeen minus seventeen that warning do it even",,,
00:35:05.537,00:35:07.114,00:00:01.577,,,,,,,,,,"what am I writing that",,,
00:35:07.114,00:35:13.140,00:00:06.026,,,,,,,,,,,,"you actually have to add something too",
00:35:14.287,00:35:18.119,00:00:03.832,,,,,,,,,,,,"because seventy is being subtracted and same to the opposite operation",
00:35:18.119,00:35:20.134,00:00:02.015,,,,,,,,,,,,"you get rid of seventeen like",
00:35:20.134,00:35:25.362,00:00:05.228,,,,,,,,,,,,"so make negative seventeen and zero",
00:35:25.362,00:35:26.699,00:00:01.337,,,,,,,,,,,,"you have to add something to it",
00:35:27.178,00:35:29.553,00:00:02.375,,,,,,,,,,,,"so I think of it so",
00:35:30.500,00:35:33.234,00:00:02.734,,,"SV",,"SV1A",,,,,"oh my goodness what is that",,,
00:35:33.564,00:35:33.573,00:00:00.009,"TRC",,,,,,,,,,,,
00:35:33.573,00:35:41.172,00:00:07.599,"TRC",,"SV",,"SV1A",,,,,"what happened with this drawing",,,
00:35:41.172,00:35:41.186,00:00:00.014,"TRC",,"SV",,"SV1A",,,,,"what happened with this drawing",,,
00:35:41.186,00:35:43.141,00:00:01.955,"TRC",,,"SV",,"SV1A",,,,,,"I can see it",
00:35:43.141,00:35:43.172,00:00:00.031,"TRC",,,"SV",,"SV1A",,,,,,"I can see it",
00:35:43.172,00:35:49.288,00:00:06.116,"TRC",,"SV",,"SV1A",,,,,"(laughter) my seventeen looks like a triangle",,,
00:35:49.288,00:35:49.313,00:00:00.025,"TRC",,,,,,,,,,,,
00:35:49.527,00:35:53.029,00:00:03.502,,,,,,,,,,,,"here let me help",
00:35:53.029,00:35:58.666,00:00:05.637,,,,,,,,,,,,"so fifteen that's not any better well then sixty-three plus seventeen",
00:35:59.335,00:36:10.180,00:00:10.845,,,,,,,,,,"goodbye seventeen you will not be missed now sixty-three plus seventeen",,,
00:36:10.250,00:36:16.807,00:00:06.557,,,,,,,,,,"so eighty equals as in messed up eight four",,,
00:36:16.807,00:36:16.825,00:00:00.018,"TRC",,,,,,,,,"so eighty equals as in messed up eight four",,,
00:36:16.825,00:36:18.571,00:00:01.746,"TRC",,"SV",,"SV1A",,,,,"that looks like an hourglass",,,
00:36:18.571,00:36:18.576,00:00:00.005,"TRC",,,,,,,,,,,"do you want me just to rewrite it",
00:36:18.576,00:36:20.646,00:00:02.070,,,,,,,,,,,,"do you want me just to rewrite it",
00:36:20.776,00:36:24.318,00:00:03.542,,,,,,,,,,"no that's fine so they can see what it does",,,
00:36:24.468,00:36:26.044,00:00:01.576,,,,,,,,,,,,"okay so",
00:36:26.044,00:36:34.525,00:00:08.481,,,,,,,,,,"so now I got to get rid of the minus three so minus three divided by minus three",,,
00:36:34.525,00:36:34.535,00:00:00.010,"[I think I'm out]",,,,,,,,,"so now I got to get rid of the minus three so minus three divided by minus three",,,
00:36:34.535,00:36:41.699,00:00:07.164,"[I think I'm out]",,,"SV",,"SV1A",,,,,,"yeah yeah and then eighty divided by minus three because I think I'm out",
00:36:41.699,00:36:44.542,00:00:02.843,,,,"SV",,"SV1A",,,,,,"oh no I just spilled dust all over",
00:36:44.542,00:36:50.080,00:00:05.538,,,"SV",,"SV1A",,,,,"this is the second time in a row",,,
00:36:50.199,00:36:52.424,00:00:02.225,,,"SV",,"SV1A",,,,,"you spilled something while you're eating",,,
00:36:52.424,00:36:52.783,00:00:00.359,,,,"SV",,"SV1A",,,,,,"what",
00:36:52.783,00:36:55.597,00:00:02.814,,,"SV",,"SV1A",,,,,"this is the second time in a row",,,
00:36:55.687,00:36:56.196,00:00:00.509,,,,"SV",,"SV1A",,,,,,"really",
00:36:56.375,00:36:59.508,00:00:03.133,,,"SV",,"SV1A",,,,,"yeah because remember you dropped something last time",,,
00:36:59.947,00:37:01.484,00:00:01.537,,,,"SV",,"SV1A",,,,,,"oh yeah I dropped the Skittle",
00:37:01.953,00:37:03.140,00:00:01.187,,,,"SV",,"SV1A",,,,,,"but that was better",
00:37:03.140,00:37:07.630,00:00:04.490,,,,"SV",,"SV1A",,,,,,"because this is like all over oh well",
00:37:08.168,00:37:09.086,00:00:00.918,,,,,,,,,,"so that's a one (laughter)",,,
00:37:09.086,00:37:15.472,00:00:06.386,,,,,,,,,,"three divided by three equals one so",,,
00:37:15.472,00:37:17.787,00:00:02.315,,,,,,,,,,,,"yeah it's just one y so y",
00:37:18.435,00:37:19.493,00:00:01.058,,,,,,,,,,,,"so then you have",
00:37:19.493,00:37:20.620,00:00:01.127,,,,,,,,,,"why is this like a big deal",,,
00:37:21.927,00:37:25.539,00:00:03.612,,,,"SV",,"SV1B",,,,,,"y oh never mind I'm just not going to do it",
00:37:25.539,00:37:26.956,00:00:01.417,,,,"SV",,"SV1A",,,,,,"because it's just big",
00:37:28.213,00:37:30.837,00:00:02.624,,,,,,,,,,,,"so I'm trying to get rid of my y",
00:37:30.837,00:37:32.550,00:00:01.713,,,,,,,,,,,,"but I erased something you made",
00:37:32.550,00:37:32.553,00:00:00.003,"TRC",,,,,,,,,,,"but I erased something you made",
00:37:32.553,00:37:54.683,00:00:22.130,"TRC",,"SV",,"SV1A",,,,,"no that's fine (laughter) ah oh my goodness gracious learn how to write so a big two",,,
00:37:54.683,00:37:54.705,00:00:00.022,"TRC",,,,,,,,,,,"isn't it still negative three",
00:37:54.705,00:37:59.302,00:00:04.597,,,,,,,,,,,,"isn't it still negative three",
00:37:59.372,00:38:12.502,00:00:13.130,,,,,,,,,,,,"well I guess you just make the final thing negative really",
00:38:12.502,00:38:17.341,00:00:04.839,,,,,,,,,,"yeah seventy-two equals twenty eighteen",,,
00:38:17.401,00:38:22.559,00:00:05.158,,,,,,,,,,,,"wait are we doing like f here",
00:38:23.497,00:38:34.303,00:00:10.806,,,,,,,,,,,,"are we doing where it says negative three over y is being divided",
00:38:34.602,00:38:35.600,00:00:00.998,,,,,,,,,,,,"so you have to multiply",
00:38:35.600,00:38:40.369,00:00:04.769,,,,,,,,,,,,"so you have negative three times negative three",
00:38:40.369,00:38:41.955,00:00:01.586,,,,,,,,,,"so negative three (inaudible) but yeah",,,
00:38:42.275,00:38:44.679,00:00:02.404,,,,,,,,,,,,"yeah so you're doing negative three",
00:38:46.535,00:38:47.692,00:00:01.157,,,,,,,,,,"lock up everything",,,
00:38:48.860,00:38:51.065,00:00:02.205,,,,,,,,,,"I want to get rid of all that",,,
00:38:51.065,00:38:54.198,00:00:03.133,,,,,,,,,,,,"that's just too big",
00:38:54.437,00:38:58.188,00:00:03.751,,,,,,,,,,,,"but I'm just",
00:38:58.188,00:39:02.858,00:00:04.670,,,,,,,,,,,,"that's what we're doing okay",
00:39:04.953,00:39:05.552,00:00:00.599,,,"SV",,"SV1A",,,,,"ah goodbye (laughter)",,,
00:39:05.552,00:39:06.270,00:00:00.718,,,,"SV",,"SV1A",,,,,,"so wait",
00:39:08.346,00:39:08.355,00:00:00.009,"TRC",,,,,,,,,,,,
00:39:08.355,00:39:09.902,00:00:01.547,"TRC",,"SV",,"SV1A",,,,,"that looks like an upside down sock",,,
00:39:09.902,00:39:09.914,00:00:00.012,"TRC",,,,,,,,,,,,
00:39:11.916,00:39:11.937,00:00:00.021,"TRC",,,,,,,,,,,,
00:39:11.937,00:39:12.855,00:00:00.918,"TRC",,"SV",,"SV1A",,,,,"it does",,,
00:39:12.855,00:39:12.883,00:00:00.028,"TRC",,,,,,,,,,,,
00:39:13.583,00:39:14.581,00:00:00.998,,,,"SV",,"SV1A",,,,,,"I know or feel like (inaudible)",
00:39:14.581,00:39:15.559,00:00:00.978,,,"SV",,"SV1A",,,,,"yeah what is this",,,
00:39:16.048,00:39:19.231,00:00:03.183,,,,,,,,,,"that's an a not an x maybe",,,
00:39:19.290,00:39:19.320,00:00:00.030,"TRC",,,,,,,,,,,,
00:39:19.320,00:39:20.725,00:00:01.405,"TRC",,"SV",,"SV1A",,,,,"this is on our course",,,
00:39:20.725,00:39:20.747,00:00:00.022,"TRC",,"SV",,"SV1A",,,,,"this is on our course",,,
00:39:20.747,00:39:24.239,00:00:03.492,"TRC",,"SV",,"SV1A",,,,,"I don't know what the heck we're doing anyway",,,
00:39:24.239,00:39:24.261,00:00:00.022,"TRC",,"SV",,"SV1A",,,,,"what are we doing (laughter)",,,
00:39:24.261,00:39:25.157,00:00:00.896,,,"SV",,"SV1A",,,,,"what are we doing (laughter)",,,
00:39:25.157,00:39:28.490,00:00:03.333,,,,,,,,,,,,"okay we could just like rewrite it",
00:39:28.490,00:39:29.577,00:00:01.087,,,,,,,,,,,,"so we're doing",
00:39:29.577,00:39:34.805,00:00:05.228,,,,,,,,,,"three times three I know eighty-eight times three",,,
00:39:34.805,00:39:36.222,00:00:01.417,,,,,,,,,,"eighty-eight times three would equal",,,
00:39:41.390,00:39:49.961,00:00:08.571,,,,,,,,,,"yeah well let's try it twenty-four so twenty-four zero zero not twenty-four zero",,,
00:39:49.961,00:39:53.962,00:00:04.001,,,,,,,,,,,,"and you're doing eighty times negative three right so",
00:39:54.321,00:39:54.730,00:00:00.409,,,,,,,,,,"yeah",,,
00:39:54.760,00:39:58.661,00:00:03.901,,,,,,,,,,,,"it would be negative twenty-four yeah",
00:39:58.661,00:39:59.559,00:00:00.898,,,,,,,,,,"two hundred forty",,,
00:39:59.639,00:40:02.802,00:00:03.163,,,,,,,,,,,,"two hundred forty can't forget the zero",
00:40:02.802,00:40:07.381,00:00:04.579,,,,,,,,,,,,"it's really important",
00:40:07.381,00:40:07.780,00:00:00.399,,,"SV",,"SV1A",,,,,"uh-huh (laughter)",,,
00:40:07.780,00:40:14.305,00:00:06.525,,,,"SV",,"SV1A",,,,,,"because there's still dust in the chair too",
00:40:14.515,00:40:15.413,00:00:00.898,,,"SV",,"SV1A",,,,,"oh well",,,
00:40:15.413,00:40:20.192,00:00:04.779,,,,,,,,,,,,"oh well okay that would be the answer right",
00:40:20.192,00:40:20.751,00:00:00.559,,,,,,,,,,"yup",,,
00:40:21.260,00:40:21.409,00:00:00.149,,,,,,,,,,,,"yup",
00:40:21.409,00:40:23.245,00:00:01.836,,,,,,,,,,"whoa pointless (inaudible) on that (laughter)",,,
00:40:23.245,00:40:26.967,00:00:03.722,,,,,,,,,,,,"okay so you're so much faster than me",
00:40:28.812,00:40:30.199,00:00:01.387,,,,,,,,,,"I do it on my mind",,,
00:40:30.199,00:40:30.549,00:00:00.350,,,,,,,,,,,,"yeah",
00:40:31.696,00:40:33.272,00:00:01.576,,,,,,,,,,"I do it mentally",,,
00:40:33.352,00:40:35.926,00:00:02.574,,,,,,,,,,,,"my math mind can't take the pressure",
00:40:35.926,00:40:38.989,00:00:03.063,,,,,,,,,,"yeah so we get rid of fifty-four first",,,
00:40:38.989,00:40:48.238,00:00:09.249,,,,,,,,,,"so it's all right got to go",,,
00:40:48.298,00:41:03.434,00:00:15.136,,,"SV",,"SV1A",,,,,"that is the worst fifty-four I've ever oh my god oh right oh (laughter)",,,
00:41:03.434,00:41:09.400,00:00:05.966,,,,,,,,,,"okay then minus five equals (laughter) nah right right",,,
00:41:09.630,00:41:12.553,00:00:02.923,,,,,,,,,,,,"I know",
00:41:14.438,00:41:14.439,00:00:00.001,"TRC",,,,,,,,,,,,
00:41:14.439,00:41:15.197,00:00:00.758,"TRC",,"SV",,"SV1A",,,,,"what were you",,,
00:41:15.197,00:41:15.206,00:00:00.009,"TRC",,,,,,,,,,,,
00:41:15.306,00:41:15.327,00:00:00.021,"TRC",,,,,,,,,,,,
00:41:15.327,00:41:16.604,00:00:01.277,"TRC",,"SV",,"SV1A",,,,,"no I don't want the settings (laughter)",,,
00:41:16.604,00:41:16.607,00:00:00.003,"TRC",,,,,,,,,"we then shift",,,
00:41:16.607,00:41:18.460,00:00:01.853,,,,,,,,,,"we then shift",,,
00:41:21.632,00:41:25.105,00:00:03.473,,,,,,,,,,"it says fifty-two",,,
00:41:25.174,00:41:27.449,00:00:02.275,,,,,,,,,,"goodbye fifty-four you will not be (inaudible)",,,
00:41:27.449,00:41:29.325,00:00:01.876,,,,,,,,,,,,"so now that's",
00:41:29.505,00:41:30.941,00:00:01.436,,,,,,,,,,"so now I get rid of four",,,
00:41:31.919,00:41:41.308,00:00:09.389,,,,,,,,,,,,"yeah I'm just going to rewrite it four over k",
00:41:41.308,00:41:46.835,00:00:05.527,,,,,,,,,,,,"oh my gosh maybe I should not (inaudible) to this oh well equals",
00:41:48.501,00:41:50.986,00:00:02.485,,,,,,,,,,,,"so it's not good sixty",
00:41:50.986,00:41:53.111,00:00:02.125,,,,,,,,,,,,"I'm going to go slow",
00:41:53.111,00:41:56.653,00:00:03.542,,,,,,,,,,,,"but I don't think it's working two",
00:41:56.653,00:42:02.729,00:00:06.076,,,,,,,,,,,,"oh well so they get rid of the four",
00:42:02.849,00:42:04.385,00:00:01.536,,,,"SV",,"SV1A",,,,,,"that doesn't look like a four",
00:42:04.385,00:42:05.163,00:00:00.778,,,,"SV",,"SV1A",,,,,,"it kind of looks like",
00:42:05.163,00:42:10.402,00:00:05.239,,,,"SV",,"SV1A",,,,,,"it kind of looks like this for some reason but like tilted",
00:42:11.100,00:42:15.550,00:00:04.450,,,"SV",,"SV1A",,,,,"looks like a nine with a thing around four",,,
00:42:15.550,00:42:22.843,00:00:07.293,,,,,,,,,,,,"yeah okay to get rid of the four two times four",
00:42:22.843,00:42:27.852,00:00:05.009,,,,,,,,,,"or no because it's not a minus four",,,
00:42:27.852,00:42:30.955,00:00:03.103,,,,,,,,,,"it's a four times four will be six",,,
00:42:30.955,00:42:33.180,00:00:02.225,,,,,,,,,,"and twelve four times four wouldn't be zero",,,
00:42:33.180,00:42:33.379,00:00:00.199,,,,,,,,,,,,"right right",
00:42:33.778,00:42:39.086,00:00:05.308,,,,,,,,,,"so you have to divide it this time",,,
00:42:39.086,00:42:41.100,00:00:02.014,,,,,,,,,,,,"divide it pause filler maybe",
00:42:42.040,00:42:46.021,00:00:03.981,,,,,,,,,,,,"wait four is being divided by k",
00:42:46.021,00:42:49.183,00:00:03.162,,,,,,,,,,"nah what did I write",,,
00:42:49.183,00:42:52.576,00:00:03.393,,,,,,,,,,"I didn't even write a seven",,,
00:42:52.576,00:42:54.451,00:00:01.875,,,,,,,,,,"go away seven",,,
00:42:54.451,00:42:55.419,00:00:00.968,,,,,,,,,,,,"and maybe you're right",
00:42:55.419,00:43:01.426,00:00:06.007,,,,,,,,,,"undo undo oh (laughter) the face is like an eight so four",,,
00:43:01.446,00:43:03.371,00:00:01.925,,,,,,,,,,"it's like a four equals",,,
00:43:03.421,00:43:07.322,00:00:03.901,,,,,,,,,,"we'll just say zero if not equals one",,,
00:43:07.322,00:43:08.090,00:00:00.768,,,,,,,,,,,,"you know",
00:43:08.090,00:43:12.520,00:00:04.430,,,"SV",,"SV1A",,,,,"but one can go leave throughout the door goodbye jump out of window on",,,
00:43:12.520,00:43:14.995,00:00:02.475,,,,,,,,,,,,"I think it just matters is",
00:43:15.025,00:43:20.931,00:00:05.906,,,,,,,,,,,,"it doesn't really matter like what you get on this side",
00:43:21.111,00:43:22.897,00:00:01.786,,,,,,,,,,,,"like does it really matter what you get on more side",
00:43:22.897,00:43:27.237,00:00:04.340,,,,,,,,,,,,"it just like matters what admiration yeah",
00:43:27.397,00:43:27.945,00:00:00.548,,,,,,,,,,"six",,,
00:43:28.105,00:43:28.614,00:00:00.509,,,,,,,,,,,,"oh I'm sorry",
00:43:29.003,00:43:29.452,00:00:00.449,,,,,,,,,,,,"I'm trying to",
00:43:29.452,00:43:29.971,00:00:00.519,,,,,,,,,,,,"I'm sorry",
00:43:29.971,00:43:30.559,00:00:00.588,,,,,,,,,,,,"I was going to be",
00:43:30.559,00:43:30.919,00:00:00.360,,,,,,,,,,"it's fine",,,
00:43:30.919,00:43:33.433,00:00:02.514,,,,,,,,,,,,"I was like trying to reverse my arrow",
00:43:33.433,00:43:38.960,00:00:05.527,,,,,,,,,,,,"and you were trying to divide it the same time",
00:43:38.960,00:43:40.287,00:00:01.327,,,,,,,,,,,,"I was trying to erase",
00:43:40.287,00:43:44.288,00:00:04.001,,,,,,,,,,"kind of planning this stuff (laughter) so then stop",,,
00:43:44.288,00:43:45.505,00:00:01.217,,,"SV",,"SV1A",,,,,"I don't want the settings",,,
00:43:46.653,00:43:49.476,00:00:02.823,,,,,,,,,,,,"yeah maybe you're pushing the button",
00:43:50.015,00:43:55.004,00:00:04.989,,,,,,,,,,"no when you press two card for too long it immediately pops up",,,
00:43:55.004,00:43:55.602,00:00:00.598,,,,,,,,,,,,"oh okay",
00:43:56.002,00:43:58.486,00:00:02.484,,,,,,,,,,"so one minus that",,,
00:43:58.486,00:44:00.611,00:00:02.125,,,,,,,,,,,,"wait one second",
00:44:00.611,00:44:03.874,00:00:03.263,,,,,,,,,,,,"I'm going to sign something might tell this",
00:44:05.700,00:44:08.453,00:00:02.753,,,,,,,,,,"so four oh (inaudible) scratch paper (laughter)",,,
00:44:08.453,00:44:12.594,00:00:04.141,,,,,,,,,,,,"see okay well I have (inaudible)",
00:44:12.843,00:44:19.528,00:00:06.685,,,,,,,,,,,,"and it's two over x equals twenty",
00:44:19.578,00:44:24.846,00:00:05.268,,,,,,,,,,,,"it says which is what we have right now",
00:44:24.846,00:44:28.228,00:00:03.382,,,,,,,,,,,,"and this is multiply both sides by x",
00:44:29.725,00:44:30.413,00:00:00.688,,,,,,,,,,"oh no no",,,
00:44:31.900,00:44:34.225,00:00:02.325,,,,,,,,,,,,"so if you multiply",
00:44:34.235,00:44:36.829,00:00:02.594,,,,,,,,,,,,"wait this is what we're supposed to do",
00:44:36.829,00:44:39.403,00:00:02.574,,,,,,,,,,,,"so as you multiply both sides by x",
00:44:39.453,00:44:40.022,00:00:00.569,,,,,,,,,,"got it",,,
00:44:40.830,00:44:41.947,00:00:01.117,,,,,,,,,,,,"you got it",
00:44:42.376,00:44:42.666,00:00:00.290,,,,,,,,,,"yeah",,,
00:44:42.666,00:44:42.765,00:00:00.099,,,,,,,,,,,,"okay",
00:44:42.765,00:44:45.020,00:00:02.255,,,,,,,,,,"because it would be twenty",,,
00:44:45.020,00:44:46.118,00:00:01.098,,,,,,,,,,,,"because this thing is",
00:44:46.138,00:44:49.380,00:00:03.242,,,,,,,,,,,,"I don't know if you're supposed to do that",
00:44:49.440,00:44:51.735,00:00:02.295,,,,,,,,,,,,"because it's the same set of",
00:44:51.735,00:44:54.209,00:00:02.474,,,,,,,,,,,,"its two over x equals twenty",
00:44:54.209,00:44:57.971,00:00:03.762,,,,,,,,,,,,"and then it says multiply both sides by x (inaudible)",
00:44:57.971,00:45:05.164,00:00:07.193,,,,,,,,,,"but we have the fifty-four to before the k plus fifty-four",,,
00:45:05.444,00:45:11.271,00:00:05.827,,,,,,,,,,,,"yeah but that's the equation like we have right now like in the green",
00:45:12.418,00:45:14.663,00:00:02.245,,,,,,,,,,,,"so I don't know if that would tell",
00:45:15.451,00:45:19.053,00:00:03.602,,,,,,,,,,,,"but technically we would follow the same steps and then",
00:45:19.053,00:45:20.240,00:00:01.187,,,,,,,,,,"oh that's okay",,,
00:45:22.385,00:45:27.823,00:00:05.438,,,,,,,,,,,,"okay so divided by x so then if we would divide it by k",
00:45:27.823,00:45:31.764,00:00:03.941,,,,,,,,,,,,"you would just be left with",
00:45:33.979,00:45:40.095,00:00:06.116,,,,,,,,,,,,"if we do it this way we would be left with",
00:45:40.095,00:45:41.023,00:00:00.928,,,,,,,,,,,,"was that four",
00:45:41.023,00:45:44.944,00:00:03.921,,,,,,,,,,"there would be no remainder",,,
00:45:44.944,00:45:45.000,00:00:00.056,,,,,,,,,,"there will be no remainder",,,
00:45:45.000,00:45:45.196,00:00:00.196,,,,,,,,,,"there will be no remainder",,"hmm",
00:45:45.196,00:45:47.149,00:00:01.953,,,,,,,,,,"there will be no remainder",,,
00:45:47.418,00:45:56.318,00:00:08.900,,,,,,,,,,,,"for that one okay I'm just going to real quick do it this way",
00:45:56.318,00:46:03.921,00:00:07.603,,,,,,,,,,,,"and see if you get the same answer",
00:46:03.921,00:46:10.745,00:00:06.824,,,,,,,,,,"well you see what I did",,,
00:46:10.745,00:46:13.120,00:00:02.375,,,,,,,,,,"so (laughter) yeah let's break (laughter)",,,
00:46:13.120,00:46:19.964,00:00:06.844,,,,,,,,,,,,"(inaudible) equals sixty-two k",
00:46:24.913,00:46:25.602,00:00:00.689,,,"SV",,"SV1A",,,,,"nice snails",,,
00:46:26.579,00:46:28.196,00:00:01.617,,,,"SV",,"SV1A",,,,,,"thanks I only did one hand",
00:46:28.365,00:46:29.183,00:00:00.818,,,"SV",,"SV1A",,,,,"nice",,,
00:46:29.183,00:46:30.890,00:00:01.707,,,,"SV",,"SV1A",,,,,,"I was too lazy okay",
00:46:30.890,00:46:31.518,00:00:00.628,,,"SV",,"SV1A",,,,,"yeah that's me",,,
00:46:32.187,00:46:56.102,00:00:23.915,,,,,,,,,,,,"I know so divide both sides by twenty twenty sixty-two wait still worst sixty-two ever",
00:46:56.102,00:47:01.440,00:00:05.338,,,,,,,,,,,,"it says divide both sides by the number",
00:47:02.617,00:47:06.978,00:00:04.361,,,,,,,,,,,,"and then we just (inaudible)",
00:47:07.117,00:47:08.494,00:00:01.377,,,,,,,,,,,,"that makes no sense",
00:47:09.222,00:47:10.639,00:00:01.417,,,,,,,,,,,,"oh I guess that does",
00:47:10.639,00:47:22.562,00:00:11.923,,,,,,,,,,,,"then I get four over sixty-two equals k",
00:47:22.562,00:47:30.514,00:00:07.952,,,,,,,,,,,,"and then you simplify the four over sixty-two by dividing it",
00:47:30.514,00:47:32.649,00:00:02.135,,,,,,,,,,,,"which is what we did here",
00:47:32.649,00:47:34.824,00:00:02.175,,,,,,,,,,,,"and you get one five five",
00:47:35.173,00:47:37.378,00:00:02.205,,,,,,,,,,,,"so like we got the same answers",
00:47:37.378,00:47:38.875,00:00:01.497,,,,,,,,,,,,"so this would be the answer",
00:47:39.643,00:47:42.118,00:00:02.475,,,,,,,,,,,,"but we did it different ways",
00:47:42.587,00:47:42.756,00:00:00.169,,,,,,,,,,"yeah",,,
00:47:43.115,00:47:47.944,00:00:04.829,,,,,,,,,,,,"okay but I don't think it really matters at this point because",
00:47:48.314,00:47:51.047,00:00:02.733,,,,,,,,,,"(inaudible) (laughter) you made it a lot further last time",,,
00:47:51.746,00:47:52.035,00:00:00.289,,,,,,,,,,,,"huh",
00:47:52.055,00:47:55.298,00:00:03.243,,,,,,,,,,"you made it a lot further last time",,,
00:47:55.298,00:47:59.378,00:00:04.080,,,,,,,,,,,,"yeah okay negative I think",
00:47:59.378,00:48:02.910,00:00:03.532,,,,,,,,,,,,"wait this is like",
