"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","P1","P2",
00:44:30.523,00:44:33.955,00:00:03.432,,,,,,,,,,,,,"x plus thirty-eight how do you",,
00:44:34.135,00:44:37.328,00:00:03.193,,,,,,,,,,,,,"so first of all you got to multiply it by x plus thirty",,
00:44:37.417,00:44:38.415,00:00:00.998,,,,,,,,,,,,,"cancel it out",,
00:44:39.034,00:44:39.293,00:00:00.259,,,,,,,,,,,,,,"yeah",
00:44:40.211,00:44:44.302,00:00:04.091,,,,,,,,,,,,,"so that would be negative two equals seventy-three",,
00:44:45.235,00:44:45.260,00:00:00.025,"TRC",,,,,,,,,,,,,,
00:44:45.260,00:44:49.061,00:00:03.801,"TRC",,"SV",,"SV1A",,,,,,,,"you could distribute with that some kind of boring",,
00:44:49.061,00:44:49.065,00:00:00.004,"TRC",,,,,,,,,,,,,,
00:44:53.361,00:45:04.406,00:00:11.045,,,,,,,,,,,,,"negative forty equals seventy-three x I'm going to do it on seventy-three",,
00:45:04.406,00:45:08.068,00:00:03.662,,,,,,,,,,,,,"and here is your answer",,
00:45:08.327,00:45:10.522,00:00:02.195,,,,,,,,,,,,,"all right let's go to the next problem",,
00:45:11.550,00:45:28.910,00:00:17.360,,,,,,,,,,,,,,"okay so I guess you multiply it by negative x minus one to cancel out yeah",
00:45:31.000,00:45:33.809,00:00:02.809,,,,,,,,,,,,,,"hmm",
00:45:33.809,00:45:38.430,00:00:04.621,,,"SV",,"SV1A",,,,,,,,"(sfx) let's just also (inaudible) backwards (inaudible) dead","hmm",
00:45:38.430,00:45:38.469,00:00:00.039,,,"SV",,"SV1A",,,,,,,,"(sfx) let's just also (inaudible) backwards (inaudible) dead",,
00:45:39.117,00:45:40.604,00:00:01.487,,,"SV",,"SV1A",,,,,,,,"just what we could go back",,
00:45:41.751,00:45:44.834,00:00:03.083,,,,"SV",,"SV1A",,,,,,,,"my spring break was like in the middle of March or something",
00:45:45.702,00:45:47.418,00:00:01.716,,,,"SV",,"SV1A",,,,,,,,"so it was like four weeks ago",
00:45:48.177,00:45:51.838,00:00:03.661,,,"SV",,"SV1A",,,,,,,,"mine was like three weeks long because there was a debate thing (inaudible)",,
00:45:51.868,00:45:55.680,00:00:03.812,,,"SV",,"SV1A",,,,,,,,"but it wasn't even intentional the computer did that",,
00:45:56.714,00:45:56.737,00:00:00.023,"inaudible",,,,,,,,,,,,,,
00:45:56.737,00:46:01.097,00:00:04.360,"inaudible",,,,,,,,,,,,"kind of like love each other you know",,
00:46:01.097,00:46:01.115,00:00:00.018,"inaudible",,,,,,,,,,,,,,
00:46:02.494,00:46:03.841,00:00:01.347,,,"SV",,"SV1A",,,,,,,,"I love to figure out how to do this",,
00:46:03.841,00:46:06.156,00:00:02.315,,,"SV",,"SV1A",,,,,,,,"you shouldn't let homework I'll just like skip this problem",,
00:46:06.156,00:46:07.792,00:00:01.636,,,"SV",,"SV1A",,,,,,,,"and be like I'll do it later",,
00:46:07.792,00:46:09.987,00:00:02.195,,,"SV",,"SV1A",,,,,,,,"and then never do it (inaudible)",,
00:46:10.586,00:46:15.455,00:00:04.869,,,,"SV",,"SV1A",,,,,,,,"okay so well then there would be like you didn't do your work",
00:46:15.534,00:46:18.797,00:00:03.263,,,,"SV",,"SV1A",,,,,,,,"you're such a fail zero now huh and then",
00:46:18.797,00:46:21.830,00:00:03.033,,,"SV",,"SV1A",,,,,,,,"my teacher don't even care anymore she used to",,
00:46:21.830,00:46:25.000,00:00:03.170,,,"SV",,"SV1A",,,,,,,,"but not like oh well I guess I'll give you an a anyway",,
00:46:25.000,00:46:25.462,00:00:00.462,,,"SV",,"SV1A",,,,,,,,"but not like oh well I guess I'll give you an a anyway","(inaudible)",
00:46:25.462,00:46:25.921,00:00:00.459,,,,,,,,,,,,,,"(inaudible)",
00:46:25.921,00:46:28.295,00:00:02.374,,,,,,,,,,,,,"there I'm just kidding","(inaudible)",
00:46:28.295,00:46:31.788,00:00:03.493,,,,,,,,,,,,,"I'm still too confused","(inaudible)",
00:46:31.788,00:46:32.739,00:00:00.951,,,,,,,,,,,,,"out of hundred seventy-seven","(inaudible)",
00:46:32.739,00:46:34.711,00:00:01.972,,,,,,,,,,,,,"out of hundred seventy-seven",,
00:46:34.950,00:46:49.008,00:00:14.058,,,,,,,,,,,,,"so we get ten over x equals two hundred and ninety-five plus one hundred is three hundred and ninety-five equals seventy is four hundred and sixty five plus seven is four hundred and seventy-two",,
00:46:51.513,00:46:52.321,00:00:00.808,,,,,,,,,,,,,"over x",,
00:46:53.119,00:46:57.339,00:00:04.220,,,,,,,,,,,,,"so then you just got to like yeah that's the answer",,
00:46:59.796,00:46:59.804,00:00:00.008,"TRC",,,,,,,,,,,,,,
00:46:59.804,00:47:04.433,00:00:04.629,"TRC",,,"SV",,"SV1A",,,,,,,,"oh well oh well let's just let's just forget about that one",
00:47:04.433,00:47:04.465,00:00:00.032,"TRC",,,,,,,,,,,,,,
00:47:04.633,00:47:04.643,00:00:00.010,"TRC",,,,,,,,,,,,,,
00:47:04.643,00:47:08.315,00:00:03.672,"TRC",,"SV",,"SV1A",,,,,,,,"we just did this you just cleared the page",,
00:47:08.315,00:47:08.328,00:00:00.013,"TRC",,,,,,,,,,,,,,
00:47:09.562,00:47:14.411,00:00:04.849,,,"SV",,"SV1A",,,,,,,,"I don't know what I'm drawing",,
00:47:14.411,00:47:16.027,00:00:01.616,,,"SV",,"SV1A",,,,,,,,"I just feel like drawing",,
00:47:16.117,00:47:20.407,00:00:04.290,,,"SV",,"SV1A",,,,,,,,"I'm just trying to kill time",,
00:47:20.407,00:47:21.944,00:00:01.537,,,"SV",,"SV1A",,,,,,,,"so we don't have to do all of them",,
00:47:22.293,00:47:25.376,00:00:03.083,,,"SV",,"SV1A",,,,,,,,"this sounds like me on my homework",,
00:47:25.565,00:47:27.571,00:00:02.006,,,"SV",,"SV1A",,,,,,,,"and then she always goes over in class",,
00:47:27.571,00:47:29.287,00:00:01.716,,,"SV",,"SV1A",,,,,,,,"so like if you didn't do it",,
00:47:29.287,00:47:30.704,00:00:01.417,,,"SV",,"SV1A",,,,,,,,"you're really not that screwed",,
00:47:31.542,00:47:34.914,00:00:03.372,,,"SV",,"SV1A",,,,,,,,"I also like (inaudible) she looks for her like that",,
00:47:34.914,00:47:37.568,00:00:02.654,,,,"SV",,"SV1A",,,,,,,,"I feel kind of bad (laughter) (inaudible)",
00:47:37.957,00:47:49.291,00:00:11.334,,,"SV",,"SV1A",,,,,,,,"well this is what happens when you put two thirteen year olds on FaceTime",,
00:47:49.501,00:47:51.327,00:00:01.826,,,"SV",,"SV1A",,,,,,,,"and to talk about class",,
00:47:51.327,00:47:52.394,00:00:01.067,,,,"SV",,"SV1A",,,,,,,,"and make them do math yeah",
00:47:52.394,00:47:54.589,00:00:02.195,,,"SV",,"SV1A",,,,,,,,"because they end up talking about other things",,
00:47:54.659,00:47:56.365,00:00:01.706,,,,"SV",,"SV1A",,,,,,,,"and we have like little pens",
00:47:56.365,00:47:57.932,00:00:01.567,,,,"SV",,"SV1A",,,,,,,,"like I can't just not doodle",
00:47:58.431,00:48:00.925,00:00:02.494,,,"SV",,"SV1A",,,,,,,,"I doddle on everything",,
00:48:01.064,00:48:01.065,00:00:00.001,"inaudible",,,,,,,,,,,,,,
00:48:01.065,00:48:02.162,00:00:01.097,"inaudible",,,,,,,,,,,,"oh she's (inaudible)",,
00:48:02.162,00:48:02.172,00:00:00.010,"inaudible",,,,,,,,,,,,,,
00:48:02.392,00:48:06.000,00:00:03.608,,,"SV",,"SV1A",,,,,,,,"oh what I'm drawing",,
00:48:06.000,00:48:09.000,00:00:03.000,,,,,,,,,,,,,"(sfx)",,
00:48:09.865,00:48:14.215,00:00:04.350,,,,"SV",,"SV1A",,,,,,,,"these are also like complicated",
00:48:14.215,00:48:20.041,00:00:05.826,,,,"SV",,"SV1A",,,,,,,,"do you know what time it is",
00:48:20.650,00:48:20.910,00:00:00.260,,,"SV",,"SV1A",,,,,,,,"yeah",,
00:48:21.309,00:48:23.474,00:00:02.165,,,"SV",,"SV1A",,,,,,,,"amazing we can do as soon as we finish",,
00:48:23.973,00:48:24.900,00:00:00.927,,,"SV",,"SV1A",,,,,,,,"I'm kidding",,
00:48:24.930,00:48:27.165,00:00:02.235,,,"SV",,"SV1A",,,,,,,,"that's five forty-seven",,
00:48:27.485,00:48:29.440,00:00:01.955,,,"SV",,"SV1A",,,,,,,,"I feel like they're going to use this data and be like",,
00:48:29.729,00:48:38.051,00:00:08.322,,,"SV",,"SV1A",,,,,,,,"so a lot of the students did them all exactly because they also because we put two thirteen years olds who wouldn't do work in a group",,
00:48:38.051,00:48:44.486,00:00:06.435,,,"SV",,"SV1A",,,,,,,,"and it didn't go over well because there's a problem if you invented an app the kids would probably become friends",,
00:48:46.671,00:48:46.880,00:00:00.209,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:48:46.880,00:48:48.497,00:00:01.617,,,"SV",,"SV1A",,,,,,,,"I mean that's true",,
00:48:49.594,00:48:50.911,00:00:01.317,,,,"SV",,"SV1A",,,,,,,,"okay so we have ten minutes",
00:48:50.911,00:48:52.528,00:00:01.617,,,,"SV",,"SV1A",,,,,,,,"we have to kill ten minutes",
00:48:52.558,00:48:55.182,00:00:02.624,,,,"SV",,"SV1A",,,,,,,,"and then we can be free from this math do",
00:48:55.182,00:48:57.716,00:00:02.534,,,"SV",,"SV1A",,,,,,,,"oh no they're going to make us do that survey again right",,
00:48:58.435,00:48:58.454,00:00:00.019,"TRC",,,,,,,,,,,,,,
00:48:58.454,00:48:58.564,00:00:00.110,"TRC",,,"SV",,"SV1A",,,,,,,,"oh",
00:48:58.564,00:48:58.570,00:00:00.006,"TRC",,,,,,,,,,,,,,
00:48:59.442,00:49:09.429,00:00:09.987,,,,,,,,,,,,,"ninety-two minus twenty seven is sixty-four plus nine over two x plus nine equals two x plus nine",,
00:49:09.429,00:49:11.215,00:00:01.786,,,,,,,,,,,,,"and then the answer is seven",,
00:49:11.694,00:49:12.822,00:00:01.128,,,,,,,,,,,,,"I'm guessing x is seven",,
00:49:12.822,00:49:13.879,00:00:01.057,,,,,,,,,,,,,"and I'm probably right yikes",,
00:49:16.403,00:49:18.359,00:00:01.956,,,,"SV",,"SV1A",,,,,,,,"I have no idea what you can (inaudible)",
00:49:18.359,00:49:21.242,00:00:02.883,,,,"SV",,"SV1A",,,,,,,,"it's going to make assume it's right",
00:49:21.242,00:49:23.966,00:00:02.724,,,"SV",,"SV1A",,,,,,,,"everything I do is definitely right",,
00:49:25.892,00:49:27.857,00:00:01.965,,,"SV",,"SV1A",,,,,,,,"my shirt is like a (inaudible) on the inside",,
00:49:27.857,00:49:29.663,00:00:01.806,,,"SV",,"SV1A",,,,,,,,"and then just like wonderful sleeve",,
00:49:29.753,00:49:33.674,00:00:03.921,,,"SV",,"SV1A",,,,,,,,"and then like miserable (inaudible)",,
00:49:33.674,00:49:34.000,00:00:00.326,,,,"SV",,"SV1A",,,,,,,,"I'm sitting like in a conference room",
00:49:34.000,00:49:34.933,00:00:00.933,,,,"SV",,"SV1A",,,,,,,"(inaudible)","I'm sitting like in a conference room",
00:49:34.933,00:49:38.174,00:00:03.241,,,,"SV",,"SV1A",,,,,,,,"I'm sitting like in a conference room",
00:49:38.563,00:49:41.437,00:00:02.874,,,,"SV",,"SV1A",,,,,,,,"oh my god",
00:49:41.437,00:49:42.604,00:00:01.167,,,,"SV",,"SV1A",,,,,,,,"that's so nice",
00:49:42.604,00:49:44.879,00:00:02.275,,,"SV",,"SV1A",,,,,,,,"I just want to go sit in it",,
00:49:44.879,00:49:46.794,00:00:01.915,,,,"SV",,"SV1A",,,,,,,,"but mine is just a conference room",
00:49:46.794,00:49:49.059,00:00:02.265,,,"SV",,"SV1A",,,,,,,,"stupid plastic chair",,
00:49:52.541,00:49:53.938,00:00:01.397,,,,,,,,,,,,,"fractions",,
00:49:55.265,00:49:56.901,00:00:01.636,,,,,,,,,,,,,"one half",,
00:49:57.071,00:49:58.897,00:00:01.826,,,"SV",,"SV1A",,,,,,,,"there math",,
00:49:59.805,00:50:02.519,00:00:02.714,,,,,,,,,,,,,"so this is one third",,
00:50:02.658,00:50:04.684,00:00:02.026,,,"SV",,"SV1A",,,,,,,,"oh stop",,
00:50:04.684,00:50:05.592,00:00:00.908,,,,,,,,,,,,,,"pause filler sorry",
00:50:06.829,00:50:08.964,00:00:02.135,,,"SV",,"SV1A",,,,,,,,"I'm so accounted right now",,
00:50:09.872,00:50:11.448,00:00:01.576,,,,,,,,,,,,,"okay so seventeen",,
00:50:11.907,00:50:12.596,00:00:00.689,,,,,,,,,,,,,"so okay first (inaudible)",,
00:50:12.596,00:50:18.013,00:00:05.417,,,,,,,,,,,,,,"seventeen thirty-eight ha ha",
00:50:18.223,00:50:25.267,00:00:07.044,,,"SV",,"SV1A",,,,,,,,"(sfx) oh I have to write a history essay two by May six (inaudible)",,
00:50:25.367,00:50:29.218,00:00:03.851,,,,"SV",,"SV1A",,,,,,,,"isn't May six like a month away",
00:50:29.946,00:50:32.750,00:00:02.804,,,"SV",,"SV1A",,,,,,,,"May six is a very important day in history",,
00:50:37.589,00:50:43.865,00:00:06.276,,,"SV",,"SV1A",,,,,,,,"I'm writing about how the art how World War II affected the arts",,
00:50:43.865,00:50:47.826,00:00:03.961,,,"SV",,"SV1A",,,,,,,,"and then just like I think I'm smart for the idea",,
00:50:47.826,00:50:50.529,00:00:02.703,,,"SV",,"SV1A",,,,,,,,"but I'm also really annoyed by the idea you know",,
00:50:50.959,00:50:51.278,00:00:00.319,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:50:51.946,00:50:58.092,00:00:06.146,,,"SV",,"SV1A",,,,,,,,"because it's like I only did research on one part because I'm writing about Captain America for a mass section of it",,
00:50:58.362,00:50:59.489,00:00:01.127,,,,"SV",,"SV1A",,,,,,,,"Captain America",
00:51:00.178,00:51:02.193,00:00:02.015,,,"SV",,"SV1A",,,,,,,,"comic started in the fortys",,
00:51:02.193,00:51:06.164,00:00:03.971,,,"SV",,"SV1A",,,,,,,,"and gave children help blah blah blah that definitely supports my thesis",,
00:51:06.164,00:51:06.593,00:00:00.429,,,,"SV",,"SV1A",,,,,,,,"that's so cool",
00:51:06.593,00:51:07.511,00:00:00.918,,,"SV",,"SV1A",,,,,,,,"blah blah blah (inaudible)",,
00:51:07.651,00:51:09.666,00:00:02.015,,,,"SV",,"SV1A",,,,,,,,"I don't know that's cool",
00:51:09.666,00:51:11.901,00:00:02.235,,,,,,,,,,,,,"those cancel each other out",,
00:51:12.390,00:51:13.477,00:00:01.087,,,,,,,,,,,,,"so then you don't have any xs",,
00:51:13.687,00:51:15.173,00:00:01.486,,,,,,,,,,,,,"so it's undefined",,
00:51:17.027,00:51:17.059,00:00:00.032,"TRC",,,,,,,,,,,,,,
00:51:17.059,00:51:19.194,00:00:02.135,"TRC",,"SV",,"SV1A",,,,,,,,"algebra yeah",,
00:51:19.194,00:51:19.210,00:00:00.016,"TRC",,,,,,,,,,,,,,
00:51:21.329,00:51:26.228,00:00:04.899,,,"SV",,"SV1A",,,,,,,,"and then I'm writing about portraits and political cartoons for the other two",,
00:51:26.228,00:51:28.493,00:00:02.265,,,,"SV",,"SV1A",,,,,,,,"oh that's sounds interesting",
00:51:28.812,00:51:30.688,00:00:01.876,,,"SV",,"SV1A",,,,,,,,"that's probably going to end up a really long answer",,
00:51:30.688,00:51:32.065,00:00:01.377,,,"SV",,"SV1A",,,,,,,,"I mean I don't hate writing essay",,
00:51:32.065,00:51:33.741,00:00:01.676,,,"SV",,"SV1A",,,,,,,,"I just don't want to do the research part",,
00:51:34.889,00:51:36.295,00:00:01.406,,,"SV",,"SV1A",,,,,,,,"like the last meeting",,
00:51:36.295,00:51:37.692,00:00:01.397,,,"SV",,"SV1A",,,,,,,,"I'm a writing person",,
00:51:37.692,00:51:38.860,00:00:01.168,,,"SV",,"SV1A",,,,,,,,"I'm not a math person",,
00:51:40.466,00:51:44.547,00:00:04.081,,,"SV",,"SV1A",,,,,,,,"what kind of science do you take next year",,
00:51:45.225,00:51:48.139,00:00:02.914,,,,"SV",,"SV1A",,,,,,,,"pause filler like physics or something",
00:51:48.168,00:51:50.523,00:00:02.355,,,"SV",,"SV1A",,,,,,,,"I hate I hate it",,
00:51:51.541,00:51:52.419,00:00:00.878,,,"SV",,"SV1A",,,,,,,,"that's terrible",,
00:51:52.798,00:51:56.370,00:00:03.572,,,,"SV",,"SV1A",,,,,,,,"I think like the first year of Winchester because now I was looking there for high school",
00:51:56.729,00:51:59.563,00:00:02.834,,,,"SV",,"SV1A",,,,,,,,"we have to take physics as well the first year",
00:51:59.563,00:52:00.820,00:00:01.257,,,,"SV",,"SV1A",,,,,,,,"or maybe it's biology",
00:52:00.820,00:52:01.458,00:00:00.638,,,,"SV",,"SV1A",,,,,,,,"I'm not sure",
00:52:01.458,00:52:04.811,00:00:03.353,,,"SV",,"SV1A",,,,,,,,"oh it's physics wait are you going there",,
00:52:04.841,00:52:05.858,00:00:01.017,,,,"SV",,"SV1A",,,,,,,,"I was considering",
00:52:05.858,00:52:08.871,00:00:03.013,,,,"SV",,"SV1A",,,,,,,,"but I think going Ellis",
00:52:08.871,00:52:12.842,00:00:03.971,,,"SV",,"SV1A",,,,,,,,"did you get accepted at Winchester",,
00:52:12.862,00:52:12.982,00:00:00.120,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:52:12.982,00:52:14.688,00:00:01.706,,,"SV",,"SV1A",,,,,,,,"but Ellis is all girls",,
00:52:14.688,00:52:15.816,00:00:01.128,,,"SV",,"SV1A",,,,,,,,"that's sad",,
00:52:16.354,00:52:19.148,00:00:02.794,,,,"SV",,"SV1A",,,,,,,,"I know I'm kind of not looking for it",
00:52:19.148,00:52:21.852,00:00:02.704,,,,"SV",,"SV1A",,,,,,,,"but it's like a nice place I guess pause filler",
00:52:22.032,00:52:31.939,00:00:09.907,,,"SV",,"SV1A",,,,,,,,"I mean I have quite here's the thing I have quite a few friends there because the thing about Ellis is really like very not rough",,
00:52:31.939,00:52:34.503,00:00:02.564,,,"SV",,"SV1A",,,,,,,,"they're really like girly and sweet",,
00:52:34.503,00:52:39.562,00:00:05.059,,,,"SV",,"SV1A",,,,,,,,"no a lot of them are really like sporty and like smart",
00:52:39.562,00:52:40.959,00:00:01.397,,,,"SV",,"SV1A",,,,,,,,"and I'm just like ha hi",
00:52:42.513,00:52:42.525,00:00:00.012,"P1",,,,,,,,,,,,,,
00:52:42.525,00:52:43.991,00:00:01.466,"P1",,,"SV",,"SV1A",,,,,,,,"you'll probably like it",
00:52:43.991,00:52:43.992,00:00:00.001,"P1",,,"SV",,"SV1A",,,,,,,,"you'll probably like it",
00:52:43.992,00:52:45.508,00:00:01.516,"P1",,,"SV",,"SV1A",,,,,,,,"I mean I have good friends there",
00:52:45.508,00:52:45.536,00:00:00.028,"P1",,,,,,,,,,,,,,
00:52:47.047,00:52:47.065,00:00:00.018,"P1",,,,,,,,,,,,,,
00:52:47.065,00:52:48.841,00:00:01.776,"P1",,,"SV",,"SV1A",,,,,,,,"did you like did you shadow there",
00:52:48.841,00:52:48.861,00:00:00.020,"P1",,,,,,,,,,,,,,
00:52:49.479,00:52:50.956,00:00:01.477,,,,"SV",,"SV1A",,,,,,,,"yeah they all seemed really nice",
00:52:50.956,00:52:53.131,00:00:02.175,,,"SV",,"SV1A",,,,,,,,"did you shadow at the high school or the middle school because I know like",,
00:52:53.131,00:52:53.680,00:00:00.549,,,,"SV",,"SV1A",,,,,,,,"high school",
00:52:54.159,00:52:56.892,00:00:02.733,,,"SV",,"SV1A",,,,,,,,"oh because I know all the girls do you know anybody further",,
00:52:57.471,00:52:58.858,00:00:01.387,,,,"SV",,"SV1A",,,,,,,,"just one girl",
00:52:58.858,00:52:58.978,00:00:00.120,,,"SV",,"SV1A",,,,,,,,"who",,
00:52:59.277,00:53:00.374,00:00:01.097,,,,"SV",,"SV1A",,,,,,,,"her name is Elena",
00:53:00.913,00:53:02.899,00:00:01.986,,,"SV",,"SV1A",,,,,,,,"oh I like met her once",,
00:53:02.899,00:53:02.959,00:00:00.060,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:53:02.959,00:53:10.761,00:00:07.802,,,"SV",,"SV1A",,,,,,,,"but you know what Ellis here last two years you don't have to wear uniform apparently",,
00:53:10.761,00:53:12.946,00:00:02.185,,,"SV",,"SV1A",,,,,,,,"I'm just kind of like well that's amazing",,
00:53:13.265,00:53:17.346,00:00:04.081,,,,"SV",,"SV1A",,,,,,,,"I know I think it's like whenever you're a senior you don't have to wear uniform",
00:53:17.446,00:53:20.080,00:00:02.634,,,"SV",,"SV1A",,,,,,,,"at Winchester it's like we have a dress code",,
00:53:20.080,00:53:21.866,00:00:01.786,,,"SV",,"SV1A",,,,,,,,"but we don't care if you follow it",,
00:53:22.614,00:53:24.659,00:00:02.045,,,,"SV",,"SV1A",,,,,,,,"yeah it's like get to those business casual",
00:53:24.659,00:53:25.218,00:00:00.559,,,,"SV",,"SV1A",,,,,,,,"but I don't think any",
00:53:25.218,00:53:29.179,00:00:03.961,,,"SV",,"SV1A",,,,,,,,"no no but there were these kids who wear these skinny jeans and t-shirts",,
00:53:29.269,00:53:35.874,00:00:06.605,,,"SV",,"SV1A",,,,,,,,"it's like I want to actually care it's what I guess it's nice don't you think",,
00:53:36.622,00:53:36.712,00:00:00.090,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:53:37.251,00:53:46.260,00:00:09.009,,,"SV",,"SV1A",,,,,,,,"I mean like I'm so sick of (inaudible) that it's like you have to dress nice like I was wearing this sweatshirt and it's a Michigan on it",,
00:53:46.260,00:53:48.904,00:00:02.644,,,"SV",,"SV1A",,,,,,,,"and I got yelled that it was a school colors it's like",,
00:53:49.134,00:53:50.301,00:00:01.167,,,,"SV",,"SV1A",,,,,,,,"I see you don't have the uniform",
00:53:50.570,00:53:51.857,00:00:01.287,,,"SV",,"SV1A",,,,,,,,"we have a uniform yeah",,
00:53:52.556,00:53:52.975,00:00:00.419,,,,"SV",,"SV1A",,,,,,,,"oh",
00:53:53.055,00:54:00.578,00:00:07.523,,,"SV",,"SV1A",,,,,,,,"we have to wear solid-colored skirts that go down to at least the knees or solid-colored pants or solid-colored shorts",,
00:54:00.578,00:54:02.573,00:00:01.995,,,"SV",,"SV1A",,,,,,,,"but nobody wear shorts really except the boys",,
00:54:02.822,00:54:05.576,00:00:02.754,,,"SV",,"SV1A",,,,,,,,"and then we'd have to wear shoes as long as clothes are towed",,
00:54:05.576,00:54:07.262,00:00:01.686,,,"SV",,"SV1A",,,,,,,,"and it doesn't matter what our socks are",,
00:54:07.482,00:54:11.762,00:00:04.280,,,"SV",,"SV1A",,,,,,,,"so wear any solid-colored shirt colored shirt",,
00:54:11.762,00:54:13.229,00:00:01.467,,,"SV",,"SV1A",,,,,,,,"and our sweatshirts have to say (inaudible)",,
00:54:13.279,00:54:14.536,00:00:01.257,,,"SV",,"SV1A",,,,,,,,"and it can have a hood on them",,
00:54:15.244,00:54:17.310,00:00:02.066,,,,"SV",,"SV1A",,,,,,,,"that is kind of strict",
00:54:17.469,00:54:19.724,00:00:02.255,,,"SV",,"SV1A",,,,,,,,"and sweaters they changed the rule every day",,
00:54:19.954,00:54:22.518,00:00:02.564,,,"SV",,"SV1A",,,,,,,,"some days are like oh it's okay that your sweater is multicolored",,
00:54:22.518,00:54:24.922,00:00:02.404,,,"SV",,"SV1A",,,,,,,,"and somebody say like you have to take that up",,
00:54:24.922,00:54:26.568,00:00:01.646,,,"SV",,"SV1A",,,,,,,,"or I'm giving you detention",,
00:54:26.938,00:54:27.666,00:00:00.728,,,,"SV",,"SV1A",,,,,,,,"oh wow",
00:54:27.666,00:54:32.006,00:00:04.340,,,"SV",,"SV1A",,,,,,,,"like if I were against the school just like a black Star Wars voucher",,
00:54:32.006,00:54:32.944,00:00:00.938,,,"SV",,"SV1A",,,,,,,,"I would get yelled at",,
00:54:33.872,00:54:34.660,00:00:00.788,,,,"SV",,"SV1A",,,,,,,,"that sucks",
00:54:35.039,00:54:36.356,00:00:01.317,,,"SV",,"SV1A",,,,,,,,"it's really warm",,
00:54:36.566,00:54:38.312,00:00:01.746,,,,"SV",,"SV1A",,,,,,,,"the school I go to now Folk",
00:54:38.402,00:54:40.597,00:00:02.195,,,,"SV",,"SV1A",,,,,,,,"it's like no uniform",
00:54:40.666,00:54:41.774,00:00:01.108,,,,"SV",,"SV1A",,,,,,,,"not many rules",
00:54:41.774,00:54:44.358,00:00:02.584,,,,"SV",,"SV1A",,,,,,,,"there's no such thing as detention (laughter) so",
00:54:44.358,00:54:46.354,00:00:01.996,,,"SV",,"SV1A",,,,,,,,"I've never actually got detention",,
00:54:46.413,00:54:50.564,00:00:04.151,,,"SV",,"SV1A",,,,,,,,"like I'm shocked that Winchester accepted me because I've gotten so many points",,
00:54:50.833,00:54:51.971,00:00:01.138,,,"SV",,"SV1A",,,,,,,,"like I haven't gotten detention",,
00:54:51.971,00:54:54.076,00:00:02.105,,,"SV",,"SV1A",,,,,,,,"I never got points which kind of lead up to detention",,
00:54:54.645,00:54:55.273,00:00:00.628,,,"SV",,"SV1A",,,,,,,,"and I'm also bad",,
00:54:55.273,00:54:56.959,00:00:01.686,,,"SV",,"SV1A",,,,,,,,"and I get really bad grades",,
00:54:56.959,00:55:01.300,00:00:04.341,,,"SV",,"SV1A",,,,,,,,"so I don't understand how they will accept me",,
00:55:03.944,00:55:09.301,00:00:05.357,,,,"SV",,"SV1A",,,,,,,,"yeah I might like after two years at Ellis my parents will like me switch schools",
00:55:09.301,00:55:10.549,00:00:01.248,,,,"SV",,"SV1A",,,,,,,,"so I might go to Winchester",
00:55:10.549,00:55:11.676,00:00:01.127,,,"SV",,"SV1A",,,,,,,,"that would be nice",,
00:55:11.676,00:55:13.731,00:00:02.055,,,"SV",,"SV1A",,,,,,,,"so then we'll know each other friends",,
00:55:13.731,00:55:15.837,00:00:02.106,,,"SV",,"SV1A",,,,,,,,"I only know one person going to like",,
00:55:15.837,00:55:18.071,00:00:02.234,,,"SV",,"SV1A",,,,,,,,"so no two people going who I like",,
00:55:18.071,00:55:18.840,00:00:00.769,,,"SV",,"SV1A",,,,,,,,"so there you go",,
00:55:19.598,00:55:21.075,00:00:01.477,,,,"SV",,"SV1A",,,,,,,,"yeah I did like Winchester a lot",
00:55:21.075,00:55:24.148,00:00:03.073,,,,"SV",,"SV1A",,,,,,,,"and I was like about I was pretty much going until my parents were like",
00:55:24.148,00:55:26.163,00:00:02.015,,,"SV",,"SV1A",,,,,,,,"so you didn't like it or you did",,
00:55:26.203,00:55:27.151,00:00:00.948,,,,"SV",,"SV1A",,,,,,,,"I liked it a lot",
00:55:27.151,00:55:29.825,00:00:02.674,,,,"SV",,"SV1A",,,,,,,,"like I was like pretty much about to go to Winchester",
00:55:29.825,00:55:31.840,00:00:02.015,,,,"SV",,"SV1A",,,,,,,,"and then my parents were like no",
00:55:31.840,00:55:33.397,00:00:01.557,,,,"SV",,"SV1A",,,,,,,,"don't go",
00:55:33.397,00:55:34.993,00:00:01.596,,,,"SV",,"SV1A",,,,,,,,"there go here",
00:55:34.993,00:55:38.315,00:00:03.322,,,"SV",,"SV1A",,,,,,,,"I think it's a better fit for me because they're out in the (inaudible)",,
00:55:38.315,00:55:42.316,00:00:04.001,,,"SV",,"SV1A",,,,,,,,"you know how Shadyside have like really preppy atmosphere like",,
