"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","P1","P2","Experimenter-1","Experimenter 2-1",
00:36:56.106,00:36:58.022,00:00:01.916,,,,,,,,,,,,,,,"just go at your own pace",
00:36:58.081,00:37:01.673,00:00:03.592,,,,,,,,,,,,"all right got it",,,,
00:37:02.122,00:37:06.213,00:00:04.091,,,,,,,,,,,,,"all right so let's get started on this one",,,
00:37:06.363,00:37:07.959,00:00:01.596,,,,,,,,,,,,"all right",,,,
00:37:11.261,00:37:16.000,00:00:04.739,,,,,,,,,,,,,"now this one seems a little bit different than the other ones that we just previously did",,,
00:37:16.000,00:37:16.725,00:00:00.725,,,,,,,,,,,,"mm-hmm","now this one seems a little bit different than the other ones that we just previously did",,,
00:37:16.725,00:37:16.779,00:00:00.054,,,,,,,,,,,,,"now this one seems a little bit different than the other ones that we just previously did",,,
00:37:18.325,00:37:25.469,00:00:07.144,,,,,,,,,,,,,"so you know how to like get this how to separate all this right",,,
00:37:25.778,00:37:26.217,00:00:00.439,,,,,,,,,,,,"yeah",,,,
00:37:26.477,00:37:26.597,00:00:00.120,,,,,,,,,,,,,"okay",,,
00:37:26.597,00:37:35.506,00:00:08.909,,,,,,,,,,,,"oh you want me to do it all right",,,,
00:37:35.506,00:37:37.073,00:00:01.567,,,,,,,,,,,,,"yeah yeah",,,
00:37:37.262,00:37:44.945,00:00:07.683,,,,,,,,,,,,,"so I see over how you would do this real quick",,,
00:37:45.364,00:38:00.330,00:00:14.966,,,,,,,,,,,,"and then you try to get this to the other side",,,,
00:38:06.765,00:38:10.138,00:00:03.373,,,,,,,,,,,,"oh my gosh why is it tam okay",,,,
00:38:12.871,00:38:13.540,00:00:00.669,,,,,,,,,,,,,"that's weird",,,
00:38:15.286,00:38:15.954,00:00:00.668,,,,,,,,,,,,"that's better",,,,
00:38:16.144,00:38:31.439,00:00:15.295,,,,,,,,,,,,"all right pause filler anyways what we were talking about before",,,,
00:38:31.439,00:38:32.587,00:00:01.148,,,,,,,,,,,,"because they're not in here",,,,
00:38:32.846,00:38:36.288,00:00:03.442,,,,,,,,,,,,"and that's good so pause filler",,,,
00:38:38.403,00:38:45.238,00:00:06.835,,,"SV",,"SV1A",,,,,,,"I really I always love talking about like that one kid in the class you know",,,,
00:38:45.617,00:38:46.006,00:00:00.389,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:38:47.173,00:38:49.169,00:00:01.996,,,"SV",,"SV1A",,,,,,,"it's always like super funny",,,,
00:38:49.169,00:38:52.282,00:00:03.113,,,"SV",,"SV1A",,,,,,,"because it's always usually really relatable",,,,
00:38:53.240,00:38:57.999,00:00:04.759,,,"SV",,"SV1A",,,,,,,"which is pretty good because like",,,,
00:38:59.007,00:39:03.866,00:00:04.859,,,"SV",,"SV1A",,,,,,,"name that one kid in your class just one",,,,
00:39:06.230,00:39:07.916,00:00:01.686,,,,"SV",,"SV1A",,,,,,,"pause filler we have a kid who's too jolly",,,
00:39:09.114,00:39:10.471,00:00:01.357,,,,"SV",,"SV1A",,,,,,,"way too jolly",,,
00:39:11.179,00:39:13.474,00:00:02.295,,,"SV",,"SV1A",,,,,,,"you mean like isn't happy all the time",,,,
00:39:14.282,00:39:15.120,00:00:00.838,,,,"SV",,"SV1A",,,,,,,"always",,,
00:39:15.449,00:39:16.527,00:00:01.078,,,,"SV",,"SV1A",,,,,,,"very very annoying",,,
00:39:19.300,00:39:23.571,00:00:04.271,,,"SV",,"SV1A",,,,,,,"well as Shel Silverstein once said",,,,
00:39:24.060,00:39:25.546,00:00:01.486,,,"SV",,"SV1A",,,,,,,"if everyone in the world were happy",,,,
00:39:25.546,00:39:28.090,00:00:02.544,,,"SV",,"SV1A",,,,,,,"it wouldn't be a great place would it",,,,
00:39:28.709,00:39:29.078,00:00:00.369,,,,"",,,,,,,,,"no",,,
00:39:32.022,00:39:37.090,00:00:05.068,,,,,,,,,,,,"crap I can't zoom out what the heck",,,,
00:39:37.629,00:39:38.966,00:00:01.337,,,,,,,,,,,,,"wait your thing just zoomed in",,,
00:39:38.966,00:39:39.834,00:00:00.868,,,,,,,,,,,,"yeah",,,,
00:39:42.278,00:39:42.767,00:00:00.489,,,,,,,,,,,,,"how",,,
00:39:42.767,00:39:45.401,00:00:02.634,,,,,,,,,,,,"oh my crap",,,,
00:39:49.821,00:39:51.477,00:00:01.656,,,,,,,,,,,,"they need to fix this program",,,,
00:39:52.016,00:39:52.365,00:00:00.349,,,,,,,,,,,,,"yeah",,,
00:39:54.032,00:39:59.868,00:00:05.836,,,,,,,,,,,,"I found a bug",,,,
00:40:01.006,00:40:02.812,00:00:01.806,,,,,,,,,,,,,"alright can pause filler you do anything",,,
00:40:03.879,00:40:05.336,00:00:01.457,,,,,,,,,,,,"I can do stuff see",,,,
00:40:06.593,00:40:08.688,00:00:02.095,,,,,,,,,,,,,"oh all right",,,
00:40:08.688,00:40:11.841,00:00:03.153,,,,,,,,,,,,,"as basically as long as you can write you're kind of good",,,
00:40:12.071,00:40:12.779,00:00:00.708,,,,,,,,,,,,"all right",,,,
00:40:14.066,00:40:20.831,00:00:06.765,,,,,,,,,,,,,"so yeah this is going to be the technically the same problem",,,
00:40:21.100,00:40:22.906,00:00:01.806,,,,,,,,,,,,"all right",,,,
00:40:23.056,00:40:24.163,00:00:01.107,,,,,,,,,,,,"except",,,,
00:40:32.853,00:40:35.298,00:00:02.445,,,,,,,,,,,,,"yeah wow this are all hard so",,,
00:40:35.747,00:40:37.373,00:00:01.626,,,,,,,,,,,,"yeah that's what I thought",,,,
00:40:37.373,00:40:37.912,00:00:00.539,,,,,,,,,,,,"yeah",,,,
00:40:38.071,00:40:40.047,00:00:01.976,,,,,,,,,,,,,"so just to give you a little heads up",,,
00:40:40.087,00:40:43.928,00:00:03.841,,,,,,,,,,,,,"whenever you start you always want to get rid of this number",,,
00:40:44.726,00:40:49.296,00:00:04.570,,,,,,,,,,,,,"but then you're also going to add it to this number",,,
00:40:49.416,00:40:50.593,00:00:01.177,,,,,,,,,,,,"this one",,,,
00:40:52.578,00:40:56.230,00:00:03.652,,,,,,,,,,,,,"and then yeah and then from there",,,
00:40:56.230,00:40:57.807,00:00:01.577,,,,,,,,,,,,,"it looks really easy to get out of",,,
00:40:58.774,00:41:01.109,00:00:02.335,,,,,,,,,,,,"no I don't want to print this page stop",,,,
00:41:01.109,00:41:01.917,00:00:00.808,,,,,,,,,,,,,"(laughter) all right",,,
00:41:01.917,00:41:08.961,00:00:07.044,,,"SV",,"SV1A",,,,,,,"why did my mom sign me up for this",,,,
00:41:10.188,00:41:10.947,00:00:00.759,,,,"SV",,"SV1A",,,,,,,"you get money",,,
00:41:12.094,00:41:13.162,00:00:01.068,,,"SV",,"SV1A",,,,,,,"right you get money",,,,
00:41:13.162,00:41:15.925,00:00:02.763,,,"SV",,"SV1A",,,,,,,"but she says it's for the sole purpose of math",,,,
00:41:15.995,00:41:18.400,00:00:02.405,,,"SV",,"SV1A",,,,,,,"yeah yeah mom definitely",,,,
00:41:18.599,00:41:19.158,00:00:00.559,,,"SV",,"SV1A",,,,,,,"look at those",,,,
00:41:19.158,00:41:20.325,00:00:01.167,,,,"SV",,"SV1A",,,,,,,"okay yeah",,,
00:41:20.405,00:41:24.366,00:00:03.961,,,,"SV",,"SV1A",,,,,,,"my mom was like Charlie you get paid let's do it",,,
00:41:24.366,00:41:26.372,00:00:02.006,,,,"SV",,"SV1A",,,,,,,"because I was in debt to my parents",,,
00:41:26.372,00:41:28.217,00:00:01.845,,,,"SV",,"SV1A",,,,,,,"and I do not want to pay them eighty dollars",,,
00:41:28.217,00:41:31.799,00:00:03.582,,,"SV",,"SV1A",,,,,,,"how come you always debt to your parents",,,,
00:41:32.867,00:41:33.994,00:00:01.127,,,,"SV",,"SV1A",,,,,,,"you're on eBay",,,
00:41:33.994,00:41:37.686,00:00:03.692,,,,"SV",,"SV1A",,,,,,,"and you use too much money just to get one thing",,,
00:41:38.275,00:41:39.103,00:00:00.828,,,,"SV",,"SV1A",,,,,,,"so now (inaudible) that",,,
00:41:39.103,00:41:39.791,00:00:00.688,,,,,,,,,,,,"pause filler what did you get",,,,
00:41:39.791,00:41:43.173,00:00:03.382,,,,"SV",,"SV1A",,,,,,,"pause filler I bought a PS Vita and a couple of games",,,
00:41:43.173,00:41:43.233,00:00:00.060,,,"SV",,"SV1A",,,,,,,"oh oh",,,,
00:41:43.343,00:41:47.234,00:00:03.891,,,"SV",,"SV1A",,,,,,,"I'm not sure",,,,
00:41:50.906,00:41:55.476,00:00:04.570,,,"SV",,"SV2B",,,,,,,"ah so I get who the kind of person you are now",,,,
00:41:57.261,00:41:58.588,00:00:01.327,,,"SV",,"SV2B",,,,,,,"so that's pretty good",,,,
00:41:58.768,00:42:01.262,00:00:02.494,,,,,,,,,,,,"so I'm just going to finish the rest of this problem",,,,
00:42:01.402,00:42:06.441,00:00:05.039,,,,,,,,,,,,"and I'm just going to talk and make sure I kind of get it right all right",,,,
00:42:07.029,00:42:07.418,00:00:00.389,,,,,,,,,,,,,"all right",,,
00:42:08.017,00:42:12.617,00:00:04.600,,,"SV",,"SV1A",,,,,,,"so basically there's this one kid in our class",,,,
00:42:12.766,00:42:17.495,00:00:04.729,,,"SV",,"SV1A",,,,,,,"and he is easily the most annoying kid ever",,,,
00:42:17.495,00:42:19.561,00:00:02.066,,,"SV",,"SV1A",,,,,,,"so basically his name is Daniel",,,,
00:42:21.107,00:42:23.212,00:00:02.105,,,"SV",,"SV1A",,,,,,,"and he's sort of my friend",,,,
00:42:23.212,00:42:24.250,00:00:01.038,,,"SV",,"SV1A",,,,,,,"but he's really not",,,,
00:42:24.400,00:42:32.322,00:00:07.922,,,"SV",,"SV1A",,,,,,,"and basically yeah I'm the kid who could be making friends with pretty much anyone",,,,
00:42:32.322,00:42:35.594,00:00:03.272,,,"SV",,"SV1A",,,,,,,"so I'm also that kid so pause filler",,,,
00:42:38.657,00:42:43.596,00:00:04.939,,,"SV",,"SV1A",,,,,,,"you know like the weird like Dang Daniel meme that was came around",,,,
00:42:44.145,00:42:44.604,00:00:00.459,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:42:47.138,00:42:51.119,00:00:03.981,,,"SV",,"SV1A",,,,,,,"pause filler well since I'm in not any fan base",,,,
00:42:51.119,00:42:54.791,00:00:03.672,,,"SV",,"SV1A",,,,,,,"and I have logical reasoning to know that that meme is awful pause filler",,,,
00:42:55.270,00:43:01.396,00:00:06.126,,,"SV",,"SV1A",,,,,,,"basically pause filler he's always talking about like",,,,
00:43:01.515,00:43:04.329,00:00:02.814,,,"SV",,"SV1A",,,,,,,"why do people say Dang Daniel all the time to me",,,,
00:43:04.329,00:43:20.083,00:00:15.754,,,"SV",,"SV1A",,,,,,,"I'm like Daniel I don't think you understand pause filler how one kid who just talked about a kid's white shoes just pause filler who create a meme somehow",,,,
00:43:22.867,00:43:24.663,00:00:01.796,,,"SV",,"SV1A",,,,,,,"and now like everyone says it",,,,
00:43:24.663,00:43:27.905,00:00:03.242,,,"SV",,"SV1A",,,,,,,"and it's getting really really really annoying",,,,
00:43:28.045,00:43:29.163,00:00:01.118,,,"SV",,"SV1A",,,,,,,"like you don't even know",,,,
00:43:29.881,00:43:36.007,00:00:06.126,,,,"SV",,"SV1A",,,,,,,"people call me Chewbaka because I have a low voice and something else",,,
00:43:37.813,00:43:39.010,00:00:01.197,,,"SV",,"SV1D",,,,,,,"skin skin",,,,
00:43:39.329,00:43:43.001,00:00:03.672,,,,"SV",,"SV1A",,,,,,,"yeah who's saying my best friends though",,,
00:43:43.001,00:43:52.959,00:00:09.958,,,,"SV",,"SV1A",,,,,,,"so I don't punch him on the face or anything",,,
00:43:55.343,00:43:57.149,00:00:01.806,,,"SV",,"SV1A",,,,,,,"yeah pause filler either they call me JJ",,,,
00:43:57.149,00:44:01.329,00:00:04.180,,,"SV",,"SV1A",,,,,,,"or they call me pause filler Giordoni my pause filler Latin name",,,,
00:44:02.686,00:44:03.405,00:00:00.719,,,,"SV",,"SV1A",,,,,,,"Giordani",,,
00:44:03.734,00:44:04.283,00:00:00.549,,,"SV",,"SV1A",,,,,,,"yeah",,,,
00:44:05.550,00:44:06.887,00:00:01.337,,,,"SV",,"SV1A",,,,,,,"that's actually pretty cool",,,
00:44:07.126,00:44:07.705,00:00:00.579,,,"SV",,"SV1A",,,,,,,"I know",,,,
00:44:08.563,00:44:09.980,00:00:01.417,,,,"SV",,"SV1A",,,,,,,"my name's British",,,
00:44:10.568,00:44:12.384,00:00:01.816,,,,"SV",,"SV1A",,,,,,,"so it's called Charles",,,
00:44:12.504,00:44:15.727,00:00:03.223,,,"SV",,"SV1A",,,,,,,"Charles Charles (inaudible)",,,,
00:44:16.585,00:44:18.241,00:00:01.656,,,"SV",,"SV1A",,,,,,,"oh I have Skittles in my mouth",,,,
00:44:18.241,00:44:19.588,00:00:01.347,,,"SV",,"SV1A",,,,,,,"so I can't do any accent",,,,
00:44:20.157,00:44:22.262,00:00:02.105,,,"SV",,"SV1A",,,,,,,"so that kind of sucks",,,,
00:44:22.262,00:44:25.185,00:00:02.923,,,"SV",,"SV1A",,,,,,,"all right so this is what I got",,,,
00:44:25.704,00:44:27.091,00:00:01.387,,,,,,,"UL",,,,,"oh wow nice",,,,
00:44:27.909,00:44:29.066,00:00:01.157,,,,,,,,,,,,,"yeah I was second",,,
00:44:29.066,00:44:30.573,00:00:01.507,,,,,,,,,,,,,"and I was like yeah",,,
00:44:30.573,00:44:33.347,00:00:02.774,,,,,,,,,,,,,"to me like I'm giving it ninety-five percent correct",,,
00:44:33.776,00:44:35.721,00:00:01.945,,,,,,,,,,,,,"but I don't really think there's any other problem with it",,,
00:44:39.104,00:44:39.593,00:00:00.489,,,,,,,,,,,,,"all right",,,
00:44:39.682,00:44:40.660,00:00:00.978,,,,,,,,,,,,"all right",,,,
00:44:41.837,00:44:43.464,00:00:01.627,,,,,,,,,,,,,"so yeah this is the same one you did (inaudible)",,,
00:44:43.853,00:44:47.884,00:00:04.031,,,,,,,,,,,,,"you're going to get negative fifty-four by adding and going to subtract it",,,
00:44:47.884,00:44:51.116,00:00:03.232,,,,,,,,,,,,,"because you don't want to have an extra number there that you don't need",,,
00:44:53.341,00:44:56.205,00:00:02.864,,,,,,,,,,,,"all right fifty-four",,,,
00:45:00.834,00:45:00.924,00:00:00.090,,,,,,,,,,,,,"(sfx) oh",,,
00:45:00.934,00:45:05.124,00:00:04.190,,,"SV",,"SV2B",,,,,,,"uh-oh this is the part where you start hiccupping",,,,
00:45:05.124,00:45:05.444,00:00:00.320,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:45:05.504,00:45:11.660,00:00:06.156,,,"SV",,"SV2B",,,,,,,"well good thing I didn't eat mine as fast as you did",,,,
00:45:12.348,00:45:12.717,00:00:00.369,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:45:13.895,00:45:14.862,00:00:00.967,,,,,,,,,,,,"this is my last one",,,,
00:45:16.828,00:45:19.103,00:00:02.275,,,,,,,,,,,,,"I have like five left",,,
00:45:22.266,00:45:22.804,00:00:00.538,,,"SV",,"SV1A",,"UL",,,,,"(laughter) beautiful",,,,
00:45:22.804,00:45:33.590,00:00:10.786,,,,,,,,,,,,"all right now that isn't right pause filler",,,,
00:45:33.590,00:45:38.658,00:00:05.068,,,,,,,,,,,,,"okay I'm going to help you out here",,,
00:45:38.658,00:45:42.569,00:00:03.911,,,,,,,,,,,,,"so with the four x you have here",,,
00:45:42.749,00:45:43.926,00:00:01.177,,,,,,,,,,,,,"what you're actually going to do is",,,
00:45:43.926,00:45:51.310,00:00:07.384,,,,,,,,,,,,,"you're going to multiply this problem by one over k",,,
00:45:52.637,00:45:59.361,00:00:06.724,,,,,,,,,,,,,"and as you do that this actually nope hang on I messed up real quick (laughter)",,,
00:45:59.361,00:46:06.405,00:00:07.044,,,,,,,,,,,,,"(inaudible) let me real quick so I don't forget where I'm at",,,
00:46:06.485,00:46:10.596,00:00:04.111,,,,,,,,,,,,,"all right you're also going to you forgot to add to the k here",,,
00:46:11.374,00:46:13.419,00:00:02.045,,,,,,,,,,,,,"to actually do that I would like to first start",,,
00:46:13.878,00:46:15.335,00:00:01.457,,,,,,,,,,,,,"this actually cancels it out",,,
00:46:15.335,00:46:21.710,00:00:06.375,,,,,,,,,,,,,"and then you would have four equals sixty-two k",,,
00:46:21.710,00:46:24.913,00:00:03.203,,,,,,,,,,,,,"now you have to simplify it from there",,,
00:46:24.913,00:46:26.100,00:00:01.187,,,,,,,,,,,,,"and I'm going to let you do that",,,
00:46:26.100,00:46:26.729,00:00:00.629,,,,,,,,,,,,"all right",,,,
00:46:31.329,00:46:39.031,00:00:07.702,,,,"SV",,"SV1A",,,,,,,"yeah honestly having someone around your age teach you math helps out so much better than someone who's a lot older than you",,,
00:46:39.939,00:46:42.793,00:00:02.854,,,"SV",,"SV1A",,,,,,,"oh yeah because you know it's a kid",,,,
00:46:42.793,00:46:43.920,00:00:01.127,,,"SV",,"SV1A",,,,,,,"it's not like a",,,,
00:46:44.479,00:46:47.033,00:00:02.554,,,,"SV",,"SV1A",,,,,,,"an adult who knows what you're talking about",,,
00:46:48.100,00:46:49.936,00:00:01.836,,,"SV",,"SV1A",,,,,,,"oh oh my gosh",,,,
00:46:50.056,00:46:50.964,00:00:00.908,,,"SV",,"SV1A",,,,,,,"I think I found",,,,
00:46:52.800,00:46:54.107,00:00:01.307,,,"SV",,"SV1A",,,,,,,"oh my gosh",,,,
00:46:54.596,00:46:55.134,00:00:00.538,,,,"SV",,"SV1A",,,,,,,"what",,,
00:46:56.272,00:46:58.158,00:00:01.886,,,"SV",,"SV1A",,,,,,,"I found the way to use the calculator",,,,
00:46:58.996,00:46:59.554,00:00:00.558,,,,"SV",,"SV1A",,,,,,,"really",,,
00:46:59.844,00:47:00.293,00:00:00.449,,,"SV",,"SV1A",,,,,,,"yeah",,,,
00:47:03.934,00:47:05.880,00:00:01.946,,,,"SV",,"SV1A",,,,,,,"I actually think that they're recording this",,,
00:47:05.880,00:47:08.823,00:00:02.943,,,,"SV",,"SV1A",,,,,,,"because they put out mic for recording things when",,,
00:47:08.823,00:47:11.298,00:00:02.475,,,"SV",,"SV1A",,,,,,,"all right I pulled up the calculator",,,,
00:47:11.298,00:47:11.936,00:00:00.638,,,"SV",,"SV1A",,,,,,,"let's go",,,,
00:47:11.936,00:47:14.341,00:00:02.405,,,"SV",,"SV1A",,,,,,,"all right so",,,,
00:47:14.570,00:47:15.997,00:00:01.427,,,,,,,,,,,,,"is that hard for you to figure out",,,
00:47:15.997,00:47:19.539,00:00:03.542,,,,,,,,,,,,,"it's only eighteen it's eighteen",,,
00:47:19.539,00:47:26.663,00:00:07.124,,,,,,,,,,,,"no it's actually point zero six four is five one one six one two nine zero three two two five eight one",,,,
00:47:28.519,00:47:28.788,00:00:00.269,,,,,,,,,,,,,"what",,,
00:47:29.476,00:47:31.133,00:00:01.657,,,,,,,,,,,,"that's actually what it is",,,,
00:47:31.133,00:47:32.440,00:00:01.307,,,,,,,,,,,,"that's what says on my calculator",,,,
00:47:33.258,00:47:33.737,00:00:00.479,,,,,,,,,,,,,"oh wow",,,
00:47:34.525,00:47:35.882,00:00:01.357,,,,,,,,,,,,,"well I'm thinking eighteen here",,,
00:47:35.882,00:47:38.197,00:00:02.315,,,,,,,,,,,,,"because I don't have any decimal things or none before",,,
00:47:38.197,00:47:40.581,00:00:02.384,,,,,,,,,,,,"okay it's eighteen k equals eighteen",,,,
00:47:40.581,00:47:41.609,00:00:01.028,,,,,,,,,,,,"all right we did it yay ops",,,,
00:47:41.609,00:47:43.794,00:00:02.185,,,,,,,,,,,,,"oh there we go",,,
00:47:43.894,00:47:57.253,00:00:13.359,,,,,,,,,,,,,"now this one pause filler I'm going to give you a little pause filler sneak peak here in order to get this out pretty fast",,,
00:47:57.253,00:48:01.025,00:00:03.772,,,,,,,,,,,,,"you're going to multiply each sides by y",,,
00:48:01.025,00:48:02.851,00:00:01.826,,,,,,,,,,,,,"so this y cancels out y",,,
00:48:02.851,00:48:09.795,00:00:06.944,,,,,,,,,,,,,"and you actually are going to add a y what y",,,
00:48:10.234,00:48:10.463,00:00:00.229,,,,,,,,,,,,"no no",,,,
00:48:10.902,00:48:11.391,00:00:00.489,,,,,,,,,,,,"there",,,,
00:48:11.391,00:48:16.240,00:00:04.849,,,,,,,,,,,,,"yeah and then we're going to add y to the two ten",,,
00:48:17.487,00:48:20.241,00:00:02.754,,,,,,,,,,,,,"so yeah wait yeah",,,
00:48:20.241,00:48:24.412,00:00:04.171,,,,,,,,,,,,,"so then you basically know what pause filler you get there",,,
00:48:25.349,00:48:28.293,00:00:02.944,,,,,,,,,,,,,"and then all you need to do is just simplify the answer",,,
00:48:33.591,00:48:33.990,00:00:00.399,,,,,,,,,,,,,"oh okay",,,
00:48:36.075,00:48:36.923,00:00:00.848,,,,,,,,,,,,"I'm just using the highlighter",,,,
00:48:37.113,00:48:39.856,00:00:02.743,,,,,,,,,,,,"all right so wait",,,,
00:48:39.916,00:48:40.465,00:00:00.549,,,,,,,,,,,,"hold on",,,,
00:48:42.850,00:48:47.000,00:00:04.150,,,"SV",,"SV1A",,,,,,,"no I don't want to go in Scribblar",,,,
00:48:47.000,00:48:47.261,00:00:00.261,,,"SV",,"SV1A",,,,,,,"no I don't want to go in Scribblar","(laughter)",,,
00:48:47.261,00:48:49.475,00:00:02.214,,,"SV",,"SV1A",,,,,,,"no I don't want to go in Scribblar",,,,
00:48:49.794,00:48:53.915,00:00:04.121,,,"SV",,"SV1A",,,,,,,"all right please undo",,,,
00:48:57.317,00:49:02.385,00:00:05.068,,,"SV",,"SV1A",,,,,,,"no apparently this is another glitch where it won't erase this",,,,
00:49:02.385,00:49:03.533,00:00:01.148,,,"SV",,"SV1A",,,,,,,"so I'm just going to do that",,,,
00:49:03.533,00:49:09.170,00:00:05.637,,,,,,,,,,,,"all right all right so I think what you're missing here is that",,,,
00:49:09.509,00:49:13.520,00:00:04.011,,,,,,,,,,,,"we have to put the y here and the negative fourteen there",,,,
00:49:14.598,00:49:16.753,00:00:02.155,,,,,,,,,,,,,"well actually if you would do that",,,
00:49:17.371,00:49:19.736,00:00:02.365,,,,,,,,,,,,,"you would have fourteen y",,,
00:49:19.826,00:49:22.719,00:00:02.893,,,,,,,,,,,,,"but negative fourteen y was negative fourteen y",,,
00:49:23.627,00:49:24.695,00:00:01.068,,,,,,,,,,,,"oh",,,,
00:49:25.533,00:49:27.837,00:00:02.304,,,,,,,,,,,,,"so if you were actually to multiply the ys here",,,
00:49:29.613,00:49:33.066,00:00:03.453,,,,,,,,,,,,,"they would cancel out for some reason I do not know the whereabouts of",,,
00:49:34.442,00:49:36.787,00:00:02.345,,,,,,,,,,,,,"and you just multiply it here",,,
00:49:36.787,00:49:37.446,00:00:00.659,,,,,,,,,,,,,"and you get y",,,
00:49:37.446,00:49:39.840,00:00:02.394,,,,,,,,,,,,"all righty then pause filler",,,,
00:49:40.968,00:49:44.410,00:00:03.442,,,,,,,,,,,,,"only if it works",,,
00:49:44.520,00:49:47.253,00:00:02.733,,,,,,,,,,,,,"only if this explain to me why what happened",,,
00:49:47.742,00:49:51.035,00:00:03.293,,,,,,,,,,,,,"I would understand it better",,,
00:49:51.184,00:49:53.040,00:00:01.856,,,"SV",,"SV1A",,,,,,,"pause filler well these are college students",,,,
00:49:53.040,00:49:55.854,00:00:02.814,,,"SV",,"SV1A",,,,,,,"and they just rigged this up just for us",,,,
00:49:56.093,00:49:57.231,00:00:01.138,,,,"SV",,"SV1A",,,,,,,"yay",,,
00:49:57.231,00:50:00.773,00:00:03.542,,,,,,,,,,,,"all right and then we put y here right",,,,
00:50:01.062,00:50:01.461,00:00:00.399,,,,,,,,,,,,,"yeah",,,
00:50:02.509,00:50:05.791,00:00:03.282,,,,,,,,,,,,"all right and then I do that's a perfect one",,,,
00:50:06.769,00:50:10.201,00:00:03.432,,,,,,,,"LPB",,,,,"yeah that actually is that's a pretty decent line",,,
00:50:10.201,00:50:12.905,00:00:02.704,,,,,,,,,,,,,"I don't see any curves or anything",,,
00:50:16.617,00:50:22.184,00:00:05.567,,,,,,,,,,,,"and then what you do here is negative fourteen negative fourteen",,,,
00:50:23.541,00:50:28.290,00:00:04.749,,,"SV",,"SV1A",,,,,,,"calculator calculator",,,,
00:50:28.569,00:50:31.094,00:00:02.525,,,,,,,,,,,,,"honestly I don't even know the answer to this",,,
00:50:31.243,00:50:35.424,00:00:04.181,,,,,,,,,,,,,"but I do have a sort of answer to it",,,
00:50:36.671,00:50:41.720,00:00:05.049,,,,,,,,,,,,"all right so it's two ten divided by four two",,,,
00:50:43.186,00:50:43.924,00:00:00.738,,,,,,,,,,,,,"negative fourteen",,,
00:50:43.924,00:50:46.658,00:00:02.734,,,,,,,,,,,,"so I got fifteen negative fifteen",,,,
00:50:46.938,00:50:49.532,00:00:02.594,,,,,,,,,,,,,"yeah so you have negative fifteen equals y yeah",,,
00:50:52.764,00:50:54.041,00:00:01.277,,,,,,,,,,,,"oh yeah look at that",,,,
00:50:54.421,00:50:57.304,00:00:02.883,,,,,,,,,,,,"oh yeah oh (sfx)",,,,
00:50:59.749,00:51:01.115,00:00:01.366,,,,,,,,,,,,,"okay",,,
00:51:01.175,00:51:03.121,00:00:01.946,,,,,,,,,,,,"all right all right",,,,
00:51:03.121,00:51:07.042,00:00:03.921,,,,,,,,,,,,"I have another basic understanding of what I'm supposed to do here",,,,
00:51:07.042,00:51:08.718,00:00:01.676,,,,,,,,,,,,"so I'm just going to talk while I work",,,,
00:51:09.157,00:51:12.510,00:00:03.353,,,,,,,,,,,,"all right so this goes off like",,,,
00:51:12.510,00:51:15.493,00:00:02.983,,,"SV",,"SV1A",,,,,,,"these easy problems are giving us more opportunities to talk",,,,
00:51:15.533,00:51:15.902,00:00:00.369,,,"SV",,"SV1A",,,,,,,"thanks CMU",,,,
00:51:15.902,00:51:16.920,00:00:01.018,,,"SV",,"SV1A",,,,,,,"you know all right",,,,
00:51:16.920,00:51:17.079,00:00:00.159,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:51:17.079,00:51:18.396,00:00:01.317,,,"SV",,"SV1A",,,,,,,"all right yeah",,,,
00:51:18.636,00:51:21.010,00:00:02.374,,,,"SV",,"SV1A",,,,,,,"you make confusing equipment but easy math problems",,,
00:51:21.010,00:51:26.697,00:00:05.687,,,"SV",,"SV1A",,,,,,,"yeah like you have like robots in the room next to me",,,,
00:51:26.697,00:51:29.581,00:00:02.884,,,"SV",,"SV1A",,,,,,,"but in the next room you're teaching a kid how to do math",,,,
00:51:30.409,00:51:30.878,00:00:00.469,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:51:30.908,00:51:35.178,00:00:04.270,,,,,,,,,,,,"oh this is wrong",,,,
00:51:37.363,00:51:39.887,00:00:02.524,,,,,,,,,,,,,"yeah I was starting to wonder what was going on there",,,
00:51:40.000,00:51:40.017,00:00:00.017,,,,,,,,,,,,"yeah (inaudible) pause filler",,,,
00:51:40.017,00:51:43.000,00:00:02.983,,,,,,,,,,,,"yeah (inaudible) pause filler","so the next five up there right",,,
00:51:43.000,00:51:46.063,00:00:03.063,,,,,,,,,,,,,"so the next five up there right",,,
00:51:47.410,00:51:48.049,00:00:00.639,,,,,,,,,,,,"pause filler yeah",,,,
00:51:48.777,00:51:51.331,00:00:02.554,,,,,,,,,,,,,"so here's one thing I notice you're getting confused at",,,
