"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","P2","P1","Experimenter 2-1",
00:33:28.378,00:33:33.816,00:00:05.438,,,,,,,,,,,,,,"like I don't know (inaudible) crappy teacher",,
00:33:34.524,00:33:36.320,00:00:01.796,,,,,,,,,,,,,,"like did he take my stylus again",,
00:33:36.729,00:33:36.978,00:00:00.249,,,,,,,,,,,,,"yeah",,,
00:33:36.978,00:33:38.595,00:00:01.617,,,,,,,,,,,,,,"I'm offended",,
00:33:39.962,00:33:40.880,00:00:00.918,,,,,,,,,,,,,"I want to ask her why",,,
00:33:40.880,00:33:46.088,00:00:05.208,,,,,,,,,,,,,"and she said she didn't want us to get too excited and like start doing things",,,
00:33:47.275,00:33:49.919,00:00:02.644,,,,,,,,,,,,,,"oh and my thumbs are real bad",,
00:33:51.466,00:33:58.539,00:00:07.073,,,,,,,,,,,,,,"I wonder how many people actually signed up for this study",,
00:33:58.539,00:34:04.446,00:00:05.907,,,,,,,,,,,,,"I kind of wish they got paid more but",,,
00:34:04.446,00:34:07.519,00:00:03.073,,,,,,,,,,,,,,"I mean we are even paid way above minimum wage",,
00:34:07.519,00:34:09.125,00:00:01.606,,,,,,,,,,,,,,"we're also getting paid to do math",,
00:34:09.125,00:34:12.168,00:00:03.043,,,,,,,,,,,,,,"and math is annoying so which you get paid a lot of money",,
00:34:13.785,00:34:16.199,00:00:02.414,,,,,,,,,,,,,,"apparently in some country they pay you to go to school",,
00:34:16.199,00:34:18.145,00:00:01.946,,,,,,,,,,,,,"that would be so nice",,,
00:34:18.145,00:34:19.741,00:00:01.596,,,,,,,,,,,,,,"that would be like amazing",,
00:34:21.527,00:34:23.423,00:00:01.896,,,,,,,,,,,,,,"it's like they record all of this",,
00:34:23.423,00:34:27.593,00:00:04.170,,,,,,,,,,,,,,"that�s creeping me out a little",,
00:34:27.903,00:34:31.744,00:00:03.841,,,,,,,,,,,,,,"they record everything we're saying and doing",,
00:34:32.073,00:34:35.705,00:00:03.632,,,,,,,,,,,,,,"and that�s creepy but you know",,
00:34:35.845,00:34:40.105,00:00:04.260,,,,,,,,,,,,,,,"(inaudible) so now we're going to be switching the roles",
00:34:40.105,00:34:43.417,00:00:03.312,,,,,,,,,,,,,,,"and you're going to be tutoring her",
00:34:43.417,00:34:51.629,00:00:08.212,,,,,,,,,,,,,,,"so here is your tutor worksheet math",
00:34:52.178,00:34:52.427,00:00:00.249,,,,,,,,,,,,,"okay",,,
00:34:54.782,00:34:58.942,00:00:04.160,,,,,,,,,,,,,,"all right",,
00:34:58.942,00:34:59.910,00:00:00.968,,,,,,,,,,,,"(inaudible) thank you cool",,,,
00:34:59.970,00:35:00.588,00:00:00.618,,,,,,,,,,,,,,,"all right so",
00:35:00.588,00:35:02.000,00:00:01.412,,,,,,,,,,,,,,"so does it actually work (inaudible)",,
00:35:02.000,00:35:02.873,00:00:00.873,,,,,,,,,,,,"pause filler (inaudible)",,"so does it actually work (inaudible)",,
00:35:02.873,00:35:03.000,00:00:00.127,,,,,,,,,,,,"pause filler (inaudible)",,"that would be a little late than early",,
00:35:03.000,00:35:05.787,00:00:02.787,,,,,,,,,,,,,,"that would be a little late than early",,
00:35:05.846,00:35:07.024,00:00:01.178,,,,,,,,,,,,,,"it was going (inaudible)",,
00:35:07.024,00:35:11.583,00:00:04.559,,,,,,,,,,,,,,"like I don't know how to erase it",,
00:35:11.893,00:35:13.339,00:00:01.446,,,,,,,,,,,,,,"because we're going",,
00:35:13.339,00:35:14.916,00:00:01.577,,,,,,,,,,,,"pause filler I got you okay yeah",,,,
00:35:14.916,00:35:18.737,00:00:03.821,,,,,,,,,,,,"I would use the undo rather than erase all right can you",,,,
00:35:18.737,00:35:19.545,00:00:00.808,,,,,,,,,,,,,"wait I don�t have the",,,
00:35:20.134,00:35:20.743,00:00:00.609,,,,,,,,,,,,,,"oh sorry",,
00:35:20.862,00:35:21.182,00:00:00.320,,,,,,,,,,,,"that�s okay",,,,
00:35:21.631,00:35:24.205,00:00:02.574,,,,,,,,,,,,"yeah you actually put there thanks",,,,
00:35:24.205,00:35:27.946,00:00:03.741,,,,,,,,,,,,"pause filler this will get it kind of consistent for you",,,,
00:35:27.946,00:35:29.553,00:00:01.607,,,,,,,,,,,,,,"oh yeah yeah yeah",,
00:35:29.553,00:35:31.119,00:00:01.566,,,,,,,,,,,,"oh cool so there you go",,,,
00:35:31.159,00:35:34.162,00:00:03.003,,,,,,,,,,,,"and for this one pause filler you're solving the problems",,,,
00:35:34.162,00:35:36.207,00:00:02.045,,,,,,,,,,,,"and she is helping you",,,,
00:35:36.686,00:35:43.511,00:00:06.825,,,,,,,,,,,,"pause filler and we're also going to leave this at split screen",,,,
00:35:44.139,00:35:45.227,00:00:01.088,,,,,,,,,,,,,,"oh like full screen",,
00:35:45.945,00:35:47.402,00:00:01.457,,,,,,,,,,,,"yeah but sorry",,,,
00:35:47.402,00:35:47.801,00:00:00.399,,,,,,,,,,,,,,"okay",,
00:35:48.120,00:35:49.148,00:00:01.028,,,,,,,,,,,,"all right there you go",,,,
00:35:49.148,00:35:52.949,00:00:03.801,,,,,,,,,,,,"and we'll be back in twenty minutes",,,,
00:35:52.949,00:35:53.089,00:00:00.140,,,,,,,,,,,,,,"okay",,
00:35:53.089,00:35:55.244,00:00:02.155,,,,,,,,,,,,,"okay so what do you do first",,,
00:35:56.312,00:35:58.188,00:00:01.876,,,"SV",,"SV1A",,,,,,,,,"let's see let's see",,
00:35:58.567,00:36:02.059,00:00:03.492,,,"SV",,"SV1A",,,,,,,,,"why are you not letting me write through there",,
00:36:02.178,00:36:03.236,00:00:01.058,,,,,,,,,,,,,,"did I do it right",,
00:36:04.034,00:36:04.503,00:00:00.469,,,,,,,,,,,,,"yup",,,
00:36:05.122,00:36:10.100,00:00:04.978,,,,,,,,,,,,,,"okay next problem these aren't the problems you did right just not sure we're not saying or anything",,
00:36:11.000,00:36:13.812,00:00:02.812,,,,,,,,,,,,,,"yeah pause filler",,
00:36:13.812,00:36:18.062,00:00:04.250,,,,,,,,,,,,,,"and then you have to divide out by a negative one",,
00:36:18.062,00:36:19.349,00:00:01.287,,,,,,,,,,,,,,"because there's a negative",,
00:36:20.048,00:36:22.692,00:00:02.644,,,,,,,,,,,,,,"and then you get y",,
00:36:22.871,00:36:30.474,00:00:07.603,,,,,,,,,,,,,,"there's a negative five okay next one",,
00:36:30.474,00:36:36.810,00:00:06.336,,,"SV",,"SV1A",,,,,,,,,"pause filler change the color so we're like not the same color",,
00:36:36.910,00:36:38.436,00:00:01.526,,,"SV",,"SV1A",,,,,,,,,"but I don�t like that color",,
00:36:39.883,00:36:41.020,00:00:01.137,,,"SV",,"SV1A",,,,,,,,,"go with brown",,
00:36:41.020,00:36:43.145,00:00:02.125,,,"SV",,"SV1A",,,,,,,,,"you know what let's go brown",,
00:36:44.033,00:36:46.598,00:00:02.565,,,"SV",,"SV1A",,,,,,,,,"okay I know I wasn�t supposed to change the color",,
00:36:46.598,00:36:49.002,00:00:02.404,,,"SV",,"SV1A",,,,,,,,,"but you know what I'm a rebel in this study",,
00:36:49.002,00:36:49.690,00:00:00.688,,,,"SV",,"SV1A",,,,,,,"you're such a rebel",,,
00:36:50.166,00:36:50.199,00:00:00.033,"better to separate the utterance [such a rebel] ",,,,,,,,,,,,,,,
00:36:50.199,00:36:54.076,00:00:03.877,"better to separate the utterance [such a rebel] ",,"SV",,"SV1A",,,,,,,,,"such a rebel let's so then you have to add fourteen",,
00:36:54.076,00:36:54.090,00:00:00.014,,,"SV",,"SV1A",,,,,,,,,"such a rebel let's so then you have to add fourteen",,
00:36:54.090,00:37:00.905,00:00:06.815,,,,,,,,,,,,,,"so you get negative k equals fifty plus k wait oh my",,
00:37:00.985,00:37:02.302,00:00:01.317,,,,,,,,,,,,,,"and then you subtract k",,
00:37:02.302,00:37:03.719,00:00:01.417,,,,,,,,,,,,,,"and then you subtract k again",,
00:37:04.038,00:37:06.901,00:00:02.863,,,,,,,,,,,,,,"so negative two k equals fifty",,
00:37:06.901,00:37:09.037,00:00:02.136,,,,,,,,,,,,,,"and then you just divide out by a negative two",,
00:37:09.037,00:37:09.246,00:00:00.209,,,,,,,,,,,,,"two yeah",,,
00:37:09.246,00:37:09.276,00:00:00.030,"[whoa ike math]",,,,,,,,,,,,"two yeah",,,
00:37:09.276,00:37:14.823,00:00:05.547,"[whoa ike math]",,"SV",,"SV1A",,,,,,,,,"and then k is negative twenty-five whoa like math",,
00:37:14.823,00:37:14.843,00:00:00.020,"[whoa ike math]",,,,,,,,,,,,,,,
00:37:14.977,00:37:15.000,00:00:00.023,"this is P2",,,,,,,,,,,,,,,
00:37:15.000,00:37:15.202,00:00:00.202,"this is P2",,"SV",,"SV1A",,,,,,,,,"whoo",,
00:37:15.202,00:37:15.213,00:00:00.011,"this is P2",,"SV",,"SV1A",,,,,,,,,"I have many problems to do outside",,
00:37:15.213,00:37:18.425,00:00:03.212,,,"SV",,"SV1A",,,,,,,,,"I have many problems to do outside",,
00:37:18.425,00:37:20.221,00:00:01.796,,,,,,,,,,,,,,"and I'm going to add b",,
00:37:21.119,00:37:21.339,00:00:00.220,,,,,,,,,,,,,"okay",,,
00:37:22.346,00:37:24.362,00:00:02.016,,,,,,,,,,,,,,"so you get seventeen",,
00:37:26.607,00:37:29.520,00:00:02.913,,,,,,,,,,,,,,"seventeen equals thirteen plus two b",,
00:37:29.520,00:37:34.638,00:00:05.118,,,,,,,,,,,,,,"I'm showing on equal sign here equals",,
00:37:34.688,00:37:37.671,00:00:02.983,,,"SV",,"SV1A",,,,,,,,,"what the what the why why why do you do this to me",,
00:37:37.671,00:37:40.724,00:00:03.053,,,,,,,,,,,,,,"and then four equals two b",,
00:37:40.724,00:37:41.742,00:00:01.018,,,,,,,,,,,,,,"divide by out two",,
00:37:41.962,00:37:43.269,00:00:01.307,,,,,,,,,,,,,,"and divide out by two",,
00:37:43.269,00:37:44.955,00:00:01.686,,,,,,,,,,,,,,"and then two is b",,
00:37:46.152,00:37:46.232,00:00:00.080,,,,,,,,,,,,,"yeah",,,
00:37:46.491,00:37:48.028,00:00:01.537,,,,,,,,,,,,,,"all right",,
00:37:48.267,00:37:51.670,00:00:03.403,,,,"SV",,"SV1A",,,,,,,"wait pause filler never mind yeah go",,,
00:37:51.670,00:37:53.994,00:00:02.324,,,"SV",,"SV1A",,,,,,,,,"and screen up right okay",,
00:37:53.994,00:37:57.895,00:00:03.901,,,"SV",,"SV1A",,,,,,,,,"I hope this isn't that hard",,
00:37:57.895,00:38:01.098,00:00:03.203,,,,,,,,,,,,,,"okay so then you just divide out by negative nine",,
00:38:02.395,00:38:02.535,00:00:00.140,,,,,,,,,,,,,"yeah",,,
00:38:03.014,00:38:07.344,00:00:04.330,,,,,,,,,,,,,,"so g equals negative nine",,
00:38:07.344,00:38:10.327,00:00:02.983,,,"SV",,"SV1A",,,,,,,,,"whoo my life is so easy right now",,
00:38:11.125,00:38:12.742,00:00:01.617,,,,,,,,,,,,,,"wait how do I get to the next page",,
00:38:12.742,00:38:13.729,00:00:00.987,,,,,,,,,,,,,,"okay there we go",,
00:38:14.019,00:38:15.336,00:00:01.317,,,,,,,,,,,,,,"so I'll subtract ten",,
00:38:15.336,00:38:16.304,00:00:00.968,,,,,,,,,,,,,"ten yeah",,,
00:38:21.761,00:38:26.900,00:00:05.139,,,,,,,,,,,,,,"seventy-two equals negative eight y divided by negative eight",,
00:38:26.900,00:38:28.396,00:00:01.496,,,"SV",,"SV1A",,,,,,,,,"for some reason I always write those slashes",,
00:38:28.396,00:38:29.633,00:00:01.237,,,"SV",,"SV1A",,,,,,,,,"I really don�t know why",,
00:38:29.963,00:38:34.841,00:00:04.878,,,"SV",,"SV1A",,,,,,,,,"it's like a weird habit so yeah why (inaudible) equal so",,
00:38:34.911,00:38:35.829,00:00:00.918,,,"SV",,"SV1A",,,,,,,,,"this thing hates me",,
00:38:36.228,00:38:41.212,00:00:04.984,,,,,,,,,,,,,,"all right next y equals",,
00:38:41.212,00:38:41.237,00:00:00.025,"[scribble me too]",,,,,,,,,,,,,"all right next y equals",,
00:38:41.237,00:38:44.988,00:00:03.751,"[scribble me too]",,"SV",,"SV1A",,,,,,,,,"scribble me too mine is sixty-five",,
00:38:44.988,00:38:45.021,00:00:00.033,"[scribble me too]",,"SV",,"SV1A",,,,,,,,,"this better come out to be easy in division pause filler let me forty-two hey cool",,
00:38:45.021,00:38:54.996,00:00:09.975,,,"SV",,"SV1A",,,,,,,,,"this better come out to be easy in division pause filler let me forty-two hey cool",,
00:38:55.155,00:39:01.561,00:00:06.406,,,,,,,,,,,,,,"negative fourteen x divided that by negative fourteen divided up by negative fourteen",,
00:39:01.561,00:39:08.405,00:00:06.844,,,,,,,,,,,,,,"and then you get negative three equals y",,
00:39:08.405,00:39:10.061,00:00:01.656,,,,,,,,,,,,,"yeah okay here",,,
00:39:11.159,00:39:13.065,00:00:01.906,,,"SV",,"SV1A",,,,,,,,,"oh this is hard-ish",,
00:39:13.274,00:39:14.671,00:00:01.397,,,"SV",,"SV1A",,,,,,,,,"what are you doing",,
00:39:14.671,00:39:16.427,00:00:01.756,,,"SV",,"SV1A",,,,,,,,,"this thing hates me so much",,
00:39:16.856,00:39:18.522,00:00:01.666,,,"SV",,"SV1A",,,,,,,,,"you just so work so much (inaudible)",,
00:39:19.041,00:39:23.581,00:00:04.540,,,,,,,,,,,,,,"seventy-five equals negative nine k",,
00:39:23.581,00:39:25.017,00:00:01.436,,,,,,,,,,,,,,"divide that by negative nine",,
00:39:25.017,00:39:27.312,00:00:02.295,,,,,,,,,,,,,,"divide that by negative nine",,
00:39:27.502,00:39:33.378,00:00:05.876,,,,,,,,,,,,,,"so then you get four and one third equals k or four point three repeating",,
00:39:34.376,00:39:39.016,00:00:04.640,,,,,,,,,,,,,"yeah okay pause filler what do you do first",,,
00:39:39.016,00:39:42.558,00:00:03.542,,,,,,,,,,,,,,"I'm just going to add p to get rid of that one",,
00:39:42.558,00:39:43.735,00:00:01.177,,,"SV",,"SV1A",,,,,,,,,"because it's annoying me",,
00:39:44.144,00:39:49.522,00:00:05.378,,,,,,,,,,,,,,"so you negative fifty-two equals nine p minus sixteen",,
00:39:49.522,00:39:51.088,00:00:01.566,,,,,,,,,,,,,,"then you have to add",,
00:39:51.108,00:39:52.345,00:00:01.237,,,"SV",,"SV1A",,,,,,,,,"my god what is it doing",,
00:39:52.425,00:40:02.233,00:00:09.808,,,,,,,,,,,,,,"plus sixteen plus sixteen so that would be forty-eight",,
00:40:02.592,00:40:07.411,00:00:04.819,,,,,,,,,,,,,,"negative forty-eight no negative thirty-eight nope that�s wrong",,
00:40:07.611,00:40:12.210,00:00:04.599,,,,,,,,,,,,,,"hold on thirty-eight",,
00:40:12.210,00:40:13.208,00:00:00.998,,,"SV",,"SV1A",,,,,,,,,"so I can't do math",,
00:40:13.417,00:40:17.957,00:00:04.540,,,,,,,,,,,,,,"thirty-eight equals nine p divided by nine divided by",,
00:40:18.027,00:40:20.751,00:00:02.724,,,,,,,,,,,,,"wait wouldn't it be negative forty-six",,,
00:40:20.900,00:40:22.327,00:00:01.427,,,,,,,,,,,,,"look what I wrote here",,,
00:40:22.327,00:40:28.992,00:00:06.665,,,,,,,,,,,,,,"no it's negative fifty-two plus",,
00:40:31.107,00:40:33.412,00:00:02.305,,,,,,,,,,,,,,"so negative would be four",,
00:40:33.412,00:40:34.909,00:00:01.497,,,,,,,,,,,,,"oh no it's thirty-six",,,
00:40:34.909,00:40:35.717,00:00:00.808,,,,,,,,,,,,,"it's thirty-six",,,
00:40:35.717,00:40:39.099,00:00:03.382,,,,,,,,,,,,,,"thirty-six so when you get four equals p",,
00:40:41.154,00:40:53.037,00:00:11.883,,,"SV",,"SV1A",,,,,,,,,"yeah math so this is so challenging plus one forty-one",,
00:40:53.037,00:41:07.105,00:00:14.068,,,,,,,,,,,,,,"so you get negative fourteen w equals one hundred and sixty plus twenty-six w minus twenty-six w minus twenty-six w which is forty",,
00:41:07.435,00:41:17.013,00:00:09.578,,,,,,,,,,,,,,"w equals one hundred and sixty divided by negative forty divided by negative forty",,
00:41:17.871,00:41:22.929,00:00:05.058,,,,,,,,,,,,,,"which would be w equals negative four",,
00:41:23.309,00:41:32.338,00:00:09.029,,,"SV",,"SV1A",,,,,,,,,"so math (inaudible) math stop come and get us",,
00:41:33.236,00:41:34.982,00:00:01.746,,,,"SV",,"SV1A",,,,,,,"do we have to",,,
00:41:35.700,00:41:36.529,00:00:00.829,,,"SV",,"SV1A",,,,,,,,,"I don't know",,
00:41:36.529,00:41:36.758,00:00:00.229,,,,"SV",,"SV1A",,,,,,,"no",,,
00:41:36.758,00:41:37.017,00:00:00.259,,,"SV",,"SV1A",,,,,,,,,"refusing",,
00:41:37.257,00:41:48.871,00:00:11.614,,,,"SV",,"SV1A",,,,,,,"okay well what had happened last time",,,
00:41:49.260,00:41:50.846,00:00:01.586,,,,"SV",,"SV1A",,,,,,,"they just didn't do anything",,,
00:41:50.846,00:41:52.003,00:00:01.157,,,,"SV",,"SV1A",,,,,,,"so I guess we can go on",,,
00:41:52.003,00:41:53.530,00:00:01.527,,,"SV",,"SV1A",,,,,,,,,"wait should we wait though",,
00:41:53.530,00:41:55.236,00:00:01.706,,,"SV",,"SV1A",,,,,,,,,"because last time they told us to wait",,
00:41:55.266,00:42:01.741,00:00:06.475,,,"SV",,"SV1A",,,,,,,,,"I guess we're like special",,
00:42:02.370,00:42:04.485,00:00:02.115,,,"SV",,"SV1A",,,,,,,,,"and we apparently do these really quickly",,
00:42:05.533,00:42:05.942,00:00:00.409,,,,"SV",,"SV1A",,,,,,,"yeah I guess",,,
00:42:05.942,00:42:09.364,00:00:03.422,,,"SV",,"SV1A",,,,,,,,,"well I guess if you're doing this at the beginning it will be harder",,
00:42:10.262,00:42:11.689,00:00:01.427,,,,"SV",,"SV1A",,,,,,,"yeah should we pause filler",,,
00:42:11.689,00:42:15.161,00:00:03.472,,,"SV",,"SV1A",,,,,,,,,"where are they",,
00:42:15.241,00:42:19.162,00:00:03.921,,,"SV",,"SV1A",,,,,,,,,"we don�t know where they are",,
00:42:19.212,00:42:27.652,00:00:08.440,,,"SV",,"SV1A",,,,,,,,,"we don�t know where they are (laughter) where are",,
00:42:28.421,00:42:37.819,00:00:09.398,,,,"SV",,"SV1A",,,,,,,"okay pause filler why don�t we just see if they're",,,
00:42:40.244,00:42:42.129,00:00:01.885,,,"SV",,"SV1A",,,,,,,,,"I'll look up into the (inaudible) (sfx)",,
00:42:42.179,00:43:07.153,00:00:24.974,,,,"SV",,"SV1A",,,,,,,"I don�t like see anyone so",,,
00:43:07.153,00:44:09.431,00:01:02.278,,,"SV",,"SV1A",,,,,,,,,"I'm going to check outside my door to see anyone there",,
00:44:10.060,00:44:16.256,00:00:06.196,,,,,,,,,,,,"oh that�s okay pause filler yeah (inaudible)",,,,
00:44:16.635,00:44:18.181,00:00:01.546,,,,,,,,,,,,"cool there you go",,,,
00:44:18.770,00:44:19.069,00:00:00.299,,,,,,,,,,,,,,"okay oh",,
00:44:19.359,00:44:25.674,00:00:06.315,,,,,,,,,,,,"there you go",,,,
00:44:26.901,00:44:32.748,00:00:05.847,,,,,,,,,,,,,,"okay so add y to both sides like you're saying",,
00:44:32.748,00:44:32.948,00:00:00.200,,,,,,,,,,,,,"yeah",,,
00:44:34.305,00:44:37.587,00:00:03.282,,,,,,,,,,,,,,"so if you subtracted y then there would be zero ys",,
00:44:37.667,00:44:48.253,00:00:10.586,,,,,,,,,,,,,,"and that would be kind of problematic",,
00:44:48.283,00:44:48.901,00:00:00.618,,,,,,,,,,,,,"oh oh sorry",,,
00:44:48.901,00:44:49.610,00:00:00.709,,,,,,,,,,,,"no that�s fine",,,,
00:44:50.827,00:45:04.097,00:00:13.270,,,,,,,,,,,,,,"so when you get negative one hundred and six equals two y divided by two divided by two negative fifty-three okay is that right probably",,
00:45:04.386,00:45:04.576,00:00:00.190,,,,,,,,,,,,,"yeah",,,
00:45:04.576,00:45:07.459,00:00:02.883,,,"SV",,"SV1A",,,,,,,,,"I was writing that upside down that whole time",,
00:45:07.459,00:45:11.640,00:00:04.181,,,"SV",,"SV1A",,,,,,,,,"it's so much easier if I got wow",,
00:45:20.809,00:45:24.610,00:00:03.801,,,,,,,,,,,,,,"pause filler equals four divided by forty-eight plus two p",,
00:45:29.549,00:45:32.552,00:00:03.003,,,,,,,,,,,,,,"okay it's minus fifteen",,
00:45:34.418,00:45:52.686,00:00:18.268,,,,,,,,,,,,,,"negative two hundred and thirty equals two p divided by two divided by two negative one hundred fifteen equals p",,
00:45:52.726,00:45:54.602,00:00:01.876,,,"SV",,"SV1A",,,,,,,,,"but why did that (inaudible) thirteen",,
00:45:55.630,00:46:03.023,00:00:07.393,,,,,,,,,,,,,,"this was one k plus g",,
00:46:03.961,00:46:06.335,00:00:02.374,,,"SV",,"SV1A",,,,,,,,,"oh this one is going to be semi easier right",,
00:46:07.014,00:46:14.437,00:00:07.423,,,,,,,,,,,,,"yeah so it's two g and then",,,
00:46:16.123,00:46:19.675,00:00:03.552,,,,,,,,,,,,,,"minus fifty-three minus fifty-three this will be",,
00:46:19.675,00:46:25.432,00:00:05.757,,,,,,,,,,,,,,"hold on one seventy no seventy-six",,
00:46:25.432,00:46:26.270,00:00:00.838,,,"SV",,"SV1A",,,,,,,,,"I can't talk okay",,
00:46:26.270,00:46:36.936,00:00:10.666,,,,,,,,,,,,,,"seventy-six equals two g divided by two divided by two thirty-eight equals three",,
00:46:41.615,00:46:43.192,00:00:01.577,,,,,,,,,,,,,"yeah okay",,,
00:46:43.361,00:46:46.534,00:00:03.173,,,,,,,,,,,,,,"thank you pause filler and plus m",,
00:46:49.760,00:46:49.787,00:00:00.027,"00",,,,,,,,,,,,,,,
00:46:49.787,00:46:52.041,00:00:02.254,"00",,,,,,,,,,,,,"these are all like the same type of problem",,
00:46:52.041,00:46:52.053,00:00:00.012,"00",,,,,,,,,,,,,,,
00:46:53.165,00:46:53.179,00:00:00.014,"00",,,,,,,,,,,,,,,
00:46:53.179,00:46:53.518,00:00:00.339,"00",,,,,,,,,,,,"yeah",,,
00:46:53.518,00:46:53.536,00:00:00.018,"00",,,,,,,,,,,,,,,
00:46:53.588,00:46:59.904,00:00:06.316,,,"SV",,"SV1A",,,,,,,,,"I wish my math homework was all the same type of problem specifically like eight thousand different types of math problems a day",,
00:47:01.470,00:47:02.166,00:00:00.696,,,,,,,,,,,,,,"it's thirty",,
00:47:02.166,00:47:02.198,00:00:00.032,"RC",,,,,,,,,,,,,"it's thirty",,
00:47:02.198,00:47:03.456,00:00:01.258,"RC",,"SV",,"SV1A",,,,,,,,,"are you back at school yet",,
00:47:03.456,00:47:03.481,00:00:00.025,"RC",,,,,,,,,,,,,,,
00:47:04.088,00:47:04.104,00:00:00.016,"RC",,,,,,,,,,,,,,,
00:47:04.104,00:47:07.427,00:00:03.323,"RC",,,"SV",,"SV1A",,,,,,,"pause filler yeah my spring break was like two weeks ago",,,
00:47:07.427,00:47:07.459,00:00:00.032,"RC",,,,,,,,,,,,,,,
00:47:08.105,00:47:08.634,00:00:00.529,,,"SV",,"SV1A",,,,,,,,,"oh wow",,
00:47:09.033,00:47:09.242,00:00:00.209,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:47:12.645,00:47:14.850,00:00:02.205,,,"SV",,"SV1A",,,,,,,,,"my spring break I go back on Wednesday",,
00:47:14.850,00:47:20.756,00:00:05.906,,,"SV",,"SV1A",,,,,,,,,"but the reason we had such a long break is there's this big debate thing at my school that�s been going on a week",,
00:47:20.756,00:47:22.712,00:00:01.956,,,,,,,,,,,,,,"so it was like you know",,
00:47:23.430,00:47:23.789,00:00:00.359,,,,"SV",,"SV1A",,,,,,,"okay",,,
00:47:24.588,00:47:25.116,00:00:00.528,,,"SV",,"SV1A",,,,,,,,,"so it's like",,
00:47:25.116,00:47:27.760,00:00:02.644,,,"SV",,"SV1A",,,,,,,,,"I think we're supposed to go back last week or something",,
00:47:27.760,00:47:29.686,00:00:01.926,,,"SV",,"SV1A",,,,,,,,,"but we're not going back until Wednesday",,
00:47:30.245,00:47:31.971,00:00:01.726,,,"SV",,"SV1A",,,,,,,,,"because my break started on the eighteenth",,
00:47:32.799,00:47:34.854,00:00:02.055,,,"SV",,"SV1A",,,,,,,,,"so we had a really long break this year",,
00:47:34.854,00:47:36.022,00:00:01.168,,,"SV",,"SV1A",,,,,,,,,"it's never this long",,
00:47:36.350,00:47:36.371,00:00:00.021,"TRC",,,,,,,,,,,,,,,
00:47:36.371,00:47:37.327,00:00:00.956,"TRC",,"SV",,"SV1A",,,,,,,,,"I'm guessing that�s all right",,
00:47:37.327,00:47:37.339,00:00:00.012,"TRC",,"SV",,"SV1A",,,,,,,,,"I'm guessing that�s all right",,
00:47:37.339,00:47:38.237,00:00:00.898,"TRC",,"SV",,"SV1A",,,,,,,,,"I'm just going to guess",,
00:47:38.237,00:47:38.238,00:00:00.001,"TRC",,,,,,,,,,,,,"that�s all right",,
00:47:38.238,00:47:38.855,00:00:00.617,,,,,,,,,,,,,,"that�s all right",,
00:47:38.855,00:47:43.195,00:00:04.340,,,,,,,,,,,,,,"and go to the next page should you",,
00:47:43.624,00:47:46.717,00:00:03.093,,,,,,,,,,,,,,"the real question here should I add sixty-five or twenty-five",,
00:47:46.717,00:47:48.054,00:00:01.337,,,,,,,,,,,,,,"I'll add sixty-five you know",,
00:47:48.054,00:48:12.149,00:00:24.095,,,,,,,,,,,,,"it took fraction I think",,,
00:48:12.149,00:48:13.007,00:00:00.858,,,,,,,,,,,,,"yeah that is",,,
00:48:14.195,00:48:22.825,00:00:08.630,,,,,,,,,,,,,,"twenty ninths four two point two repeating",,
00:48:23.953,00:48:25.050,00:00:01.097,,,,,,,,,,,,,"two",,,
00:48:25.908,00:48:51.919,00:00:26.011,,,,,,,,,,,,,,"two point two repeating okay let's try this one",,
00:48:51.919,00:48:52.947,00:00:01.028,,,,"SV",,"SV1A",,,,,,,"wow oh okay (laughter)",,,
00:48:53.116,00:48:56.489,00:00:03.373,,,"SV",,"SV1A",,,,,,,,,"wait where are you getting that from",,
00:48:56.818,00:48:58.744,00:00:01.926,,,,"SV",,"SV1A",,,,,,,"on the side or something there's like",,,
00:48:59.482,00:49:04.461,00:00:04.979,,,"SV",,"SV1A",,,,,,,,,"whoa coloring in the circle",,
00:49:04.461,00:49:06.436,00:00:01.975,,,,,,,,,,,,,"okay anyways pause filler",,,
00:49:07.374,00:49:14.089,00:00:06.715,,,"SV",,"SV1A",,,,,,,,,"and this is why you don�t let me have technology",,
00:49:14.089,00:49:23.637,00:00:09.548,,,,,,,,,,,,,,"okay thirty-three and then you get negative two hundred equals one hundred x",,
00:49:23.637,00:49:25.752,00:00:02.115,,,,,,,,,,,,,,"and then negative two equals x",,
00:49:25.752,00:49:27.029,00:00:01.277,,,,,,,,,,,,,,"long story short there you go",,
00:49:28.765,00:49:30.841,00:00:02.076,,,,"SV",,"SV1A",,,,,,,"okay I lost my tenth drawing here (inaudible) but",,,
00:49:31.100,00:49:35.201,00:00:04.101,,,"SV",,"SV1A",,,,,,,,,"and then if we're actually red Harry Potter or do I ever plan to",,
00:49:36.408,00:49:37.875,00:00:01.467,,,"SV",,"SV1A",,,,,,,,,"I'm a sinner",,
00:49:37.984,00:49:39.591,00:00:01.607,,,"SV",,"SV1A",,,,,,,,,"I know I'm terrible",,
