"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter","P2","P1","Experimenter 2",
00:30:08.800,00:30:15.200,00:00:06.400,,,,,,,,,,"I can't choose which is my favorite",,,
00:30:15.200,00:30:18.200,00:00:03.000,,,,,,,,,,"let's see ah",,,
00:30:19.500,00:30:22.600,00:00:03.100,,,,,,,,,,,"I'm not paying attention to which color I'm putting in so",,
00:30:23.600,00:30:23.900,00:00:00.300,,,,,,,,,,"what",,,
00:30:25.400,00:30:27.800,00:00:02.400,,,,,,,,,,,"I'm not paying attention to which color I'm putting in",,
00:30:27.800,00:30:28.900,00:00:01.100,,,,,,,,,,,"so I have no idea",,
00:30:29.400,00:30:33.800,00:00:04.400,,,,,,,,,,"yeah okay here's the melon berry",,,
00:30:33.800,00:30:36.800,00:00:03.000,,,,,,,,,,,"I don't like the melon berry",,
00:30:36.800,00:30:41.500,00:00:04.700,,,,,,,,,,"yeah it's like good but",,,
00:30:41.600,00:30:43.800,00:00:02.200,,,,,,,,,,,"not my favorite",,
00:30:44.300,00:30:50.700,00:00:06.400,,,,,,,,,,"yeah okay now I'm going to try to raspberry or with the wild cherry yeah",,,
00:30:54.200,00:31:01.100,00:00:06.900,,,,,,,,,,"the wild cherry one isn't that like strong",,,
00:31:04.500,00:31:07.000,00:00:02.500,,,,,,,,,,"have you ever had the sour Skittles",,,
00:31:07.000,00:31:07.500,00:00:00.500,,,,,,,,,,,"oh my gosh",,
00:31:07.500,00:31:10.900,00:00:03.400,,,,,,,,,,,"I hate it because it like make me make as like up days",,
00:31:10.900,00:31:13.200,00:00:02.300,,,,,,,,,,,"I was like no",,
00:31:13.200,00:31:16.600,00:00:03.400,,,,,,,,,,"like how yeah it's really this sour yeah",,,
00:31:16.600,00:31:40.200,00:00:23.600,,,,,,,,,,,"the strawberry one tastes like a strawberry starburst",,
00:31:40.200,00:31:41.400,00:00:01.200,,,,,,,,,,"oh I think they're coming",,,
00:31:41.500,00:31:42.800,00:00:01.300,,,,,,,,,,"because the lady just walked over",,,
00:31:42.800,00:31:53.600,00:00:10.800,,,,,,,,,,"she's probably coming to you yup",,,
00:31:58.200,00:32:05.200,00:00:07.000,,,,,,,,,,,,"thanks for your patience all right (inaudible)",
00:32:06.200,00:33:02.100,00:00:55.900,,,,,,,,,,,,"so just like last time you're going to have about twenty minutes to work here as many of these problems as you can except this time (inaudible) to work some of these problems",
00:33:02.100,00:33:05.000,00:00:02.900,,,,,,,,,,,,"and then there is no pressure (inaudible) and then",
00:33:05.000,00:33:06.100,00:00:01.100,,,,,,,,,"so pause filler it's now (inaudible)",,,,
00:33:06.100,00:33:09.400,00:00:03.300,,,,,,,,,,,"pause filler they're like on the screen",,
00:33:09.400,00:33:18.300,00:00:08.900,,,,,,,,,,,,"yeah you guys are going to work through the problems together on the screen",
00:33:18.500,00:33:21.100,00:00:02.600,,,,,,,,,,,,"and just go through whenever you're done (inaudible)",
00:33:21.500,00:33:22.500,00:00:01.000,,,,,,,,,"cool here we go",,,,
00:33:22.600,00:33:27.500,00:00:04.900,,,,,,,,,"so we just have the problems the last time (inaudible)",,,,
00:33:27.600,00:33:31.000,00:00:03.400,,,,,,,,,"and make sure (inaudible) you're on green",,,,
00:33:31.100,00:33:38.600,00:00:07.500,,,,,,,,,"just make sure that you're not pause filler solving the problem for her that you're pause filler helping her solve the problem",,,,
00:33:38.700,00:33:41.100,00:00:02.400,,,,,,,,,"so pause filler underline the circle that kind of thing",,,,
00:33:41.200,00:33:45.400,00:00:04.200,,,,,,,,,"but not actually right now",,,,
00:33:45.700,00:33:49.700,00:00:04.000,,,,,,,,,,"all right okay so the first one",,,
00:33:53.600,00:33:55.300,00:00:01.700,,,,,,,,,,"and then through the three",,,
00:33:56.100,00:33:57.900,00:00:01.800,,,,,,,,,,"so now I guess I'm like the tutor",,,
00:33:58.400,00:34:04.200,00:00:05.800,,,,,,,,,,"so negative three plus x equals twenty-two",,,
00:34:04.200,00:34:05.000,00:00:00.800,,,"SV",,"SV1A",,,,,,"is there are writing on the front of the paper",,
00:34:05.000,00:34:06.000,00:00:01.000,,,,,,,,,,,"mm-hmm (inaudible)",,
00:34:11.000,00:34:12.000,00:00:01.000,,,"SV",,"SV1A",,,,,,"but handwriting",,
00:34:12.800,00:34:13.100,00:00:00.300,,,,"SV",,"SV1A",,,,"no",,,
00:34:14.000,00:34:14.400,00:00:00.400,,,"SV",,"SV1A",,,,,,"oh",,
00:34:15.300,00:34:15.600,00:00:00.300,,,,"SV",,"SV1A",,,,"why",,,
00:34:16.300,00:34:21.800,00:00:05.500,,,"SV",,"SV1A",,,,,,"because I have on mine",,
00:34:22.100,00:34:25.000,00:00:02.900,,,,"SV",,"SV1A",,,,"oh (laughter) all right",,,
00:34:25.600,00:34:26.200,00:00:00.600,,,,,,,,,,"so",,,
00:34:29.300,00:34:34.800,00:00:05.500,,,,,,,,,,"what we probably want to do first is cancel out the three",,,
00:34:36.000,00:34:37.800,00:00:01.800,,,"SV",,"SV2A",,,,,,"I would never have guessed",,
00:34:37.800,00:34:42.400,00:00:04.600,,,,,,,,,,"so how you think you're going to do that",,,
00:34:42.400,00:34:50.400,00:00:08.000,,,,,,,,,,"(laughter) yeah but you have to add three to both sides",,,
00:34:52.700,00:35:00.700,00:00:08.000,,,,,,,,,,"so then yeah plus twenty-two",,,
00:35:03.200,00:35:04.200,00:00:01.000,,,,,,,,,,,"twenty-five",,
00:35:04.200,00:35:08.200,00:00:04.000,,,,,,,,,,"yeah and then x equals twenty-five",,,
00:35:08.800,00:35:13.100,00:00:04.300,,,,"SV",,"SV1A",,,,"no yay oh (laughter)",,,
00:35:13.100,00:35:16.500,00:00:03.400,,,,"SV",,"SV1A",,,,"I was like writing it to like okay",,,
00:35:20.100,00:35:20.800,00:00:00.700,,,,"SV",,"SV1A",,,,"go back",,,
00:35:20.800,00:35:22.200,00:00:01.400,,,,"SV",,"SV1A",,,,"oh my gosh whatever",,,
00:35:22.700,00:35:25.700,00:00:03.000,,,,,,,,,,"okay now on the next one",,,
00:35:29.500,00:35:37.700,00:00:08.200,,,,,,,,,,"you're going to add you're going to like do the same thing except pause filler you're adding like y I think",,,
00:35:40.400,00:35:40.900,00:00:00.500,,,,,,,,,,"so",,,
00:35:44.500,00:35:46.800,00:00:02.300,,,,,,,,,,"so add okay so pause filler",,,
00:35:46.800,00:35:53.500,00:00:06.700,,,,,,,,,,"yeah wait yeah because you could then then you could cancel out the y",,,
00:35:53.700,00:35:56.500,00:00:02.800,,,,,,,,,,"so if you added y to both sides",,,
00:35:56.500,00:35:59.800,00:00:03.300,,,,,,,,,,"then yeah just try doing that",,,
00:35:59.800,00:36:01.100,00:00:01.300,,,,,,,,,,"adding y to both sides",,,
00:36:02.000,00:36:06.700,00:00:04.700,,,"SV",,"SV1A",,,,,,"the actual weird y because I did not mean to do that",,
00:36:09.700,00:36:15.100,00:00:05.400,,,,,,,,,,"so then yeah and so then that would be twenty-three plus y",,,
00:36:15.100,00:36:18.400,00:00:03.300,,,,,,,,,,,"wait well then that would be eighteen yeah wait",,
00:36:18.400,00:36:24.200,00:00:05.800,,,,,,,,,,"yeah because it would cancel out because the negative y and the positive y just makes zero oh",,,
00:36:26.800,00:36:27.800,00:00:01.000,,,,,,,,,,,"now wait",,
00:36:40.400,00:36:44.700,00:00:04.300,,,"SV",,"SV1A",,,,,,"it's really awkward that we're like in the building with all these college students",,
00:36:44.700,00:36:47.800,00:00:03.100,,,"SV",,"SV1A",,,,,,"it's like we're only in like seventh grade",,
00:36:48.100,00:36:50.000,00:00:01.900,,,"SV",,"SV1A",,,,,,"and we're only like twenty year olds",,
00:36:50.000,00:36:51.900,00:00:01.900,,,"SV",,"SV1A",,,,,,"it's like hi",,
00:36:51.900,00:36:56.500,00:00:04.600,,,"SV",,"SV1A",,,,,,"and I don't know you this is really scary okay",,
00:36:56.800,00:37:04.100,00:00:07.300,,,,,,,,,,"all right so if you added y to both sides the ys",,,
00:37:04.200,00:37:08.200,00:00:04.000,,,,,,,,,,,"I think it's adding eighteen",,
00:37:10.000,00:37:20.700,00:00:10.700,,,,,,,,,,"well because if you added y to both sides then you would because you can have the negative y I don't think",,,
00:37:21.400,00:37:27.000,00:00:05.600,,,,,,,,,,"like because then if you add y to both sides",,,
00:37:27.000,00:37:34.500,00:00:07.500,,,,,,,,,,"then pause filler then this the y on this side will become just zero",,,
00:37:34.500,00:37:37.900,00:00:03.400,,,,,,,,,,"sort of like have with the nine it's like you have negative nine plus nine equals zero",,,
00:37:37.900,00:37:48.700,00:00:10.800,,,,,,,,,,"and then this will just become twenty-three plus y equals eighteen oh (laughter) plus y equals eighteen",,,
00:37:48.700,00:37:53.200,00:00:04.500,,,,,,,,,,"and then like and then you could probably subtract twenty-three from each side",,,
00:37:55.200,00:37:55.600,00:00:00.400,,,,,,,,,,,"yeah",,
00:37:55.600,00:37:58.300,00:00:02.700,,,,"SV",,"SV1A",,,,"you see here you want to try it",,,
00:37:59.100,00:38:14.700,00:00:15.600,,,,"SV",,"SV1A",,,,"and I'll like yeah",,,
00:38:23.500,00:38:43.200,00:00:19.700,,,,"SV",,"SV1A",,,,"so what's in the box",,,
00:38:44.600,00:38:52.500,00:00:07.900,,,,"SV",,"SV1A",,,,"(laughter) all right",,,
00:38:56.200,00:38:57.600,00:00:01.400,,,,,,,,,,"back to the problem (laughter)",,,
00:38:57.800,00:39:00.300,00:00:02.500,,,,"SV",,"SV1A",,,,"oh my gosh",,,
00:39:00.400,00:39:01.700,00:00:01.300,,,,"SV",,"SV1A",,,,"it's on my leg pause filler",,,
00:39:05.500,00:39:06.000,00:00:00.500,,,,,,,,,,"so",,,
00:39:08.500,00:39:09.100,00:00:00.600,,,,,,,,,,"if we're",,,
00:39:10.900,00:39:12.300,00:00:01.400,,,,,,,,,,"just trying to go through it",,,
00:39:12.300,00:39:15.200,00:00:02.900,,,,,,,,,,"so if we add y to the side",,,
00:39:15.200,00:39:18.900,00:00:03.700,,,,,,,,,,"and we add y to the other side as well",,,
00:39:18.900,00:39:20.500,00:00:01.600,,,,,,,,,,"what do we have",,,
00:39:22.300,00:39:22.400,00:00:00.100,,,,,,,,,,"oh",,,
00:39:33.900,00:39:38.000,00:00:04.100,,,"SV",,"SV1A",,,,,,"I'm still chewing",,
00:39:38.000,00:39:41.300,00:00:03.300,,,,,,,,,,,"okay so I don't think we add y",,
00:39:42.200,00:39:45.900,00:00:03.700,,,,,,,,,,,"I think we only add y once",,
00:39:46.500,00:39:48.900,00:00:02.400,,,,,,,,,,,"and then it's eighteen plus twenty-three",,
00:39:52.300,00:39:53.100,00:00:00.800,,,,,,,,,,"but yeah",,,
00:39:53.400,00:39:54.100,00:00:00.700,,,,,,,,,,"wait what do you mean",,,
00:39:56.394,00:39:56.400,00:00:00.006,"TRC",,,,,,,,,,,,
00:39:56.400,00:39:59.400,00:00:03.000,"TRC",,"SV",,"SV1A",,,,,,"I'm like explaining the problem now (laughter)",,
00:39:59.400,00:39:59.430,00:00:00.030,"TRC",,,,,,,,,,,,
00:40:00.700,00:40:07.600,00:00:06.900,,,,,,,,,,,"okay so negative y plus eighteen equals twenty",,
00:40:08.100,00:40:08.600,00:00:00.500,,,,,,,,,,"negative",,,
00:40:10.300,00:40:10.800,00:00:00.500,,,,,,,,,,"what do you mean",,,
00:40:11.100,00:40:13.200,00:00:02.100,,,,,,,,,,"how did you get that because I don't",,,
00:40:13.200,00:40:14.400,00:00:01.200,,,,,,,,,,,"it's the problem up here",,
00:40:14.700,00:40:16.300,00:00:01.600,,,,,,,,,,"oh yeah",,,
00:40:16.300,00:40:22.600,00:00:06.300,,,,,,,,,,"(laughter) I was like where did that come from",,,
00:40:23.100,00:40:28.600,00:00:05.500,,,,,,,,,,,"okay so we would subtract y from eighteen negative y",,
00:40:31.000,00:40:39.300,00:00:08.300,,,,,,,,,,,"and then we would equal twenty-three plus eighteen",,
00:40:42.800,00:40:46.600,00:00:03.800,,,,,,,,,,"but on here they have like the same form",,,
00:40:46.600,00:40:53.000,00:00:06.400,,,,,,,,,,"and they add like y first like",,,
00:40:53.000,00:40:56.600,00:00:03.600,,,,,,,,,,"around here we're pause filler it's like the same thing with different numbers",,,
00:40:57.500,00:41:00.700,00:00:03.200,,,,,,,,,,"they just added like the number they've added like the x first",,,
00:41:02.700,00:41:03.600,00:00:00.900,,,,,,,,,,"and then they add",,,
00:41:03.600,00:41:08.800,00:00:05.200,,,,,,,,,,"and then they subtracted the number so",,,
00:41:10.700,00:41:17.500,00:00:06.800,,,,,,,,,,,"so then it would be eighteen y",,
00:41:17.500,00:41:19.400,00:00:01.900,,,,,,,,,,"what do you mean (laughter)",,,
00:41:19.400,00:41:21.800,00:00:02.400,,,,,,,,,,,"y plus eighteen equals eighteen y",,
00:41:22.300,00:41:23.000,00:00:00.700,,,,,,,,,,"negative y",,,
00:41:23.100,00:41:24.000,00:00:00.900,,,,,,,,,,"remember it's negative",,,
00:41:27.100,00:41:28.700,00:00:01.600,,,,,,,,,,,"then negative eighteen y",,
00:41:29.200,00:41:29.700,00:00:00.500,,,,,,,,,,"yeah",,,
00:41:30.000,00:41:38.500,00:00:08.500,,,,,,,,,,"all right negative yeah eighteen negative y what because like no y has to be positive",,,
00:41:42.900,00:41:43.200,00:00:00.300,,,,,,,,,,"doesn't it",,,
00:41:43.200,00:41:45.900,00:00:02.700,,,,,,,,,,,"I don't know",,
00:41:46.300,00:41:48.500,00:00:02.200,,,,,,,,,,"that's like start this thing fresh again",,,
00:41:49.773,00:41:49.800,00:00:00.027,"TRC",,,,,,,,,,,,
00:41:49.800,00:42:10.000,00:00:20.200,"TRC",,,"SV",,"SV1A",,,,"because it's like a mess (laughter)",,,
00:42:10.000,00:42:10.027,00:00:00.027,"TRC",,,,,,,,,,,,
00:42:10.300,00:42:14.700,00:00:04.400,,,,,,,,,,"okay so let's try like what I see on the paper",,,
00:42:14.700,00:42:23.400,00:00:08.700,,,,,,,,,,"so let's try plus y on the side plus y on this side",,,
00:42:23.800,00:42:26.600,00:00:02.800,,,"SV",,"SV1A",,,,,,"don't you want to make the ink a little smaller",,
00:42:27.500,00:42:28.500,00:00:01.000,,,,"SV",,"SV1A",,,,"yeah I can try that",,,
00:42:30.600,00:42:31.100,00:00:00.500,,,,"SV",,"SV1A",,,,"here we go",,,
00:42:31.100,00:42:33.000,00:00:01.900,,,,"SV",,"SV1A",,,,"oh that's really strong",,,
00:42:33.000,00:42:35.200,00:00:02.200,,,,"SV",,"SV1A",,,,"okay there we go",,,
00:42:35.200,00:42:42.500,00:00:07.300,,,,,,,,,,"so now so if we add y on both sides what do we have",,,
00:42:42.700,00:42:48.900,00:00:06.200,,,,,,,,,,,"pause filler so well this is zero",,
00:42:48.900,00:42:51.100,00:00:02.200,,,,,,,,,,"yeah that would cancel out",,,
00:42:51.600,00:42:54.100,00:00:02.500,,,,,,,,,,,"and this is eighteen y",,
00:42:54.400,00:42:54.800,00:00:00.400,,,,,,,,,,"so no",,,
00:42:55.100,00:42:57.500,00:00:02.400,,,,,,,,,,"you won't need the",,,
00:42:57.500,00:42:58.200,00:00:00.700,,,,,,,,,,,"how",,
00:42:58.200,00:43:03.000,00:00:04.800,,,,,,,,,,"you wouldn't need the eighteen because you would add by each side",,,
00:43:03.000,00:43:06.000,00:00:03.000,,,,,,,,,,"so you would add y to each side of the equation",,,
00:43:06.000,00:43:06.800,00:00:00.800,,,,,,,,,,"so you would add y to",,,
00:43:06.800,00:43:07.400,00:00:00.600,,,,,,,,,,,"oh twenty-three",,
00:43:07.400,00:43:09.000,00:00:01.600,,,,,,,,,,,"it's twenty-three y",,
00:43:09.500,00:43:10.700,00:00:01.200,,,,,,,,,,"twenty-three plus y yeah",,,
00:43:12.500,00:43:19.600,00:00:07.100,,,,,,,,,,"so now it's going to be eighteen because it equals twenty-three plus y",,,
00:43:23.500,00:43:24.100,00:00:00.600,,,,,,,,,,"and then",,,
00:43:27.200,00:43:30.600,00:00:03.400,,,,,,,,,,"and then what do we do pause filler it's",,,
00:43:31.400,00:43:32.700,00:00:01.300,,,"SV",,"SV1A",,,,,,"that was weird",,
00:43:33.400,00:43:34.000,00:00:00.600,,,,"SV",,"SV1A",,,,"what",,,
00:43:34.000,00:43:38.282,00:00:04.282,,,"SV",,"SV1A",,,,,,"someone was staring at me it was really scary",,
00:43:38.282,00:43:38.300,00:00:00.018,"[ok (laughter]",,"SV",,"SV1A",,,,,,"someone was staring at me it was really scary",,
00:43:38.300,00:43:45.900,00:00:07.600,"[ok (laughter]",,,"SV",,"SV1A",,,,"okay (laughter) so now we have that",,,
00:43:45.900,00:43:45.923,00:00:00.023,"[ok (laughter]",,,,,,,,,,,,
00:43:46.400,00:43:53.000,00:00:06.600,,,,,,,,,,"we can cancel out the twenty-three",,,
00:43:53.000,00:43:57.500,00:00:04.500,,,,,,,,,,"and then so we have y alone by subtracting twenty-three from each side",,,
00:43:57.500,00:44:00.100,00:00:02.600,,,,,,,,,,"so do that and then yeah",,,
00:44:00.300,00:44:03.200,00:00:02.900,,,,,,,,,,"so what's eighteen minus twenty-three",,,
00:44:04.400,00:44:04.600,00:00:00.200,,,,,,,,,,,"eight",,
00:44:05.100,00:44:08.600,00:00:03.500,,,,,,,,,,"here let's just like write it out",,,
00:44:20.100,00:44:21.500,00:00:01.400,,,,,,,,,,"yeah eighteen minus twenty",,,
00:44:21.500,00:44:22.700,00:00:01.200,,,,,,,,,,"it's going to be negative",,,
00:44:24.400,00:44:26.600,00:00:02.200,,,,,,,,,,,"I hate negative numbers",,
00:44:26.897,00:44:26.900,00:00:00.003,"TRC",,,,,,,,,,,,
00:44:26.900,00:44:30.400,00:00:03.500,"TRC",,"SV",,"SV1A",,,,,,"they're so confusing",,
00:44:30.400,00:44:30.401,00:00:00.001,"TRC",,,,,,,,,,,,
00:44:32.500,00:44:47.200,00:00:14.700,,,"SV",,"SV1A",,,,,,"huh I did a circle",,
00:44:47.500,00:44:47.900,00:00:00.400,,,,"SV",,"SV1A",,,,"okay",,,
00:44:48.100,00:44:49.100,00:00:01.000,,,"SV",,"SV1A",,,,,,"sort of (laughter)",,
00:44:49.200,00:44:56.900,00:00:07.700,,,,,,,,,,"so then it would be negative fifteen equals y right",,,
00:44:57.600,00:44:58.000,00:00:00.400,,,,,,,,,,,"yeah",,
00:44:58.600,00:45:05.700,00:00:07.100,,,,,,,,,,"because if we did eighteen minus twenty-three because we canceled out the twenty-three by subtracting twenty-three from it so then it's just",,,
00:45:05.800,00:45:07.200,00:00:01.400,,,"SV",,"SV1A",,,,,,"oh I figured it out",,
00:45:07.400,00:45:12.500,00:00:05.100,,,,,,,,,,"yeah and then it's just negative fifteen equals y right",,,
00:45:14.800,00:45:16.300,00:00:01.500,,,"SV",,"SV1A",,,,,,"when you press it the button",,
00:45:16.300,00:45:17.700,00:00:01.400,,,"SV",,"SV1A",,,,,,"it draws it",,
00:45:19.700,00:45:20.300,00:00:00.600,,,,"SV",,"SV1A",,,,"what do you mean",,,
00:45:20.500,00:45:25.500,00:00:05.000,,,"SV",,"SV1A",,,,,,"press field not the small part of it but the larger",,
00:45:26.700,00:45:30.400,00:00:03.700,,,"SV",,"SV1A",,,,,,"no the button the bigger yeah",,
00:45:30.400,00:45:33.700,00:00:03.300,,,"SV",,"SV1A",,,,,,"and then start drawing without touching it",,
00:45:33.700,00:45:33.900,00:00:00.200,,,,"SV",,"SV1A",,,,"wait",,,
00:45:35.400,00:45:35.900,00:00:00.500,,,,"SV",,"SV1A",,,,"wait",,,
00:45:39.800,00:45:42.900,00:00:03.100,,,,"SV",,"SV1A",,,,"I see that",,,
00:45:42.900,00:45:50.000,00:00:07.100,,,,"SV",,"SV1A",,,,"it like makes really little lines though",,,
00:45:50.000,00:45:50.300,00:00:00.300,,,,"SV",,"SV1A",,,,"oh",,,
00:45:50.600,00:45:51.100,00:00:00.500,,,"SV",,"SV1A",,,,,,"yeah",,
00:45:51.300,00:45:52.000,00:00:00.700,,,,"SV",,"SV1A",,,,"that's cool",,,
00:45:56.000,00:46:00.500,00:00:04.500,,,"SV",,"SV1A",,,,,,"I just tapped it",,
00:46:00.500,00:46:04.400,00:00:03.900,,,"SV",,"SV1A",,,,,,"that's really weird",,
00:46:05.300,00:46:10.100,00:00:04.800,,,"SV",,"SV1A",,,,,,"okay your face just got really big",,
00:46:10.200,00:46:11.900,00:00:01.700,,,,"SV",,"SV1A",,,,"really (laughter)",,,
00:46:11.900,00:46:12.100,00:00:00.200,,,"SV",,"SV1A",,,,,,"yeah",,
00:46:12.200,00:46:17.000,00:00:04.800,,,,"SV",,"SV1A",,,,"ops okay pause filler I just pressed actually pressing it",,,
00:46:17.000,00:46:19.100,00:00:02.100,,,,,,,,,,"okay how do we go to the next thing",,,
00:46:20.500,00:46:23.200,00:00:02.700,,,"SV",,"SV2A",,,,,,"don't you see the arrows that I've got on the page",,
00:46:23.700,00:46:25.900,00:00:02.200,,,,"SV",,"SV1A",,,,"oh I did it okay",,,
00:46:26.800,00:46:27.100,00:00:00.300,,,,,,,,,,"now",,,
00:46:32.700,00:46:34.800,00:00:02.100,,,,,,,,,,"we got to do this",,,
00:46:36.700,00:46:37.600,00:00:00.900,,,,,,,,,,,"yes",,
00:46:37.800,00:46:43.200,00:00:05.400,,,,,,,,,,"start by (laughter) adding k",,,
00:46:43.200,00:46:47.600,00:00:04.400,,,,,,,,,,"try adding k to each side of the equation",,,
00:46:48.900,00:46:51.600,00:00:02.700,,,,,,,,,,,"that's pretty much getting rid of the ks",,
00:46:51.600,00:46:54.200,00:00:02.600,,,,,,,,,,"well if you add k to this side",,,
00:46:55.000,00:46:56.400,00:00:01.400,,,,,,,,,,"and you add k to this side",,,
00:46:57.700,00:46:59.300,00:00:01.600,,,,,,,,,,"this will be canceled out",,,
00:46:59.300,00:47:00.000,00:00:00.700,,,,,,,,,,"and just be zero",,,
00:47:00.000,00:47:05.600,00:00:05.600,,,,,,,,,,"so it will be negative fourteen equals thirty-six",,,
00:47:05.600,00:47:09.400,00:00:03.800,,,,,,,,,,"and then since we add another k to the k it would be plus two k",,,
00:47:09.400,00:47:11.300,00:00:01.900,,,,,,,,,,"do you get that",,,
00:47:14.600,00:47:17.900,00:00:03.300,,,"SV",,"SV1A",,,,,,"what am I doing",,
00:47:17.900,00:47:20.300,00:00:02.400,,,"SV",,"SV1A",,,,,,"this is really scary",,
00:47:21.100,00:47:23.700,00:00:02.600,,,,"SV",,"SV1A",,,,"what did you do",,,
00:47:23.700,00:47:27.100,00:00:03.400,,,"SV",,"SV1A",,,,,,"I just made you big big",,
00:47:27.400,00:47:28.600,00:00:01.200,,,"SV",,"SV1A",,,,,,"I just full screened you",,
00:47:28.600,00:47:30.900,00:00:02.300,,,"SV",,"SV1A",,,,,,"it was weird",,
00:47:31.800,00:47:32.400,00:00:00.600,,,,"SV",,"SV1A",,,,"what do you mean",,,
00:47:34.900,00:47:38.800,00:00:03.900,,,,"SV",,"SV1A",,,,"there's like two videos of you",,,
00:47:39.000,00:47:40.000,00:00:01.000,,,,"SV",,"SV1A",,,,"there's like one right here",,,
00:47:40.000,00:47:41.400,00:00:01.400,,,,"SV",,"SV1A",,,,"and then there's like one up more",,,
00:47:41.400,00:47:43.000,00:00:01.600,,,,"SV",,"SV1A",,,,"like a little one",,,
00:47:43.500,00:47:45.000,00:00:01.500,,,,"SV",,"SV1A",,,,"because there's just like that",,,
00:47:46.000,00:47:47.000,00:00:01.000,,,,"SV",,"SV1A",,,,"(laughter)",,,
00:47:47.500,00:47:48.700,00:00:01.200,,,,"SV",,"SV1A",,,,"and we had two little videos",,,
00:47:49.000,00:47:52.200,00:00:03.200,,,,"SV",,"SV1A",,,,"how did you do that",,,
00:47:54.300,00:47:57.500,00:00:03.200,,,"SV",,"SV1A",,,,,,"this damps (laughter)",,
00:47:57.900,00:48:05.300,00:00:07.400,,,,"SV",,"SV1A",,,,"where's my star",,,
00:48:06.400,00:48:09.800,00:00:03.400,,,,,,,,,,"all right we need to get on track",,,
00:48:14.800,00:48:15.000,00:00:00.200,,,,,,,,,,"so",,,
00:48:19.500,00:48:20.500,00:00:01.000,,,,,,,,,,"oh which one is that",,,
00:48:20.700,00:48:25.600,00:00:04.900,,,,,,,,,,"I'm like checking it",,,
00:48:27.000,00:48:27.200,00:00:00.200,,,,,,,,,,"okay",,,
00:48:31.400,00:48:33.800,00:00:02.400,,,,"SV",,"SV1A",,,,"this is supposed to be black I think right",,,
00:48:33.800,00:48:35.400,00:00:01.600,,,"SV",,"SV1A",,,,,,"I have no idea",,
00:48:35.400,00:48:37.300,00:00:01.900,,,,"SV",,"SV1A",,,,"I think it is",,,
00:48:37.400,00:48:39.300,00:00:01.900,,,,"SV",,"SV1A",,,,"he said this was supposed to be black",,,
00:48:39.300,00:48:42.800,00:00:03.500,,,,"SV",,"SV1A",,,,"I think yeah because mine is supposed to be green because I'm like the tutor",,,
00:48:42.800,00:48:44.500,00:00:01.700,,,,"SV",,"SV1A",,,,"and yours is supposed to be black",,,
00:48:45.900,00:48:47.800,00:00:01.900,,,"SV",,"SV1A",,,,,,"black is so boring",,
00:48:49.100,00:48:51.400,00:00:02.300,,,"SV",,"SV1A",,,,,,"it's like black",,
00:48:53.900,00:48:59.000,00:00:05.100,,,"SV",,"SV1A",,,,,,"like this pen it's not colorful",,
00:48:59.400,00:49:00.800,00:00:01.400,,,"SV",,"SV1A",,,,,,"it's just (sfx)",,
00:49:01.400,00:49:04.000,00:00:02.600,,,,"SV",,"SV1A",,,,"(laughter) you need to color the pen",,,
00:49:04.000,00:49:08.000,00:00:04.000,,,,"SV",,"SV1A",,,,"to make it colorful yeah",,,
00:49:08.000,00:49:13.400,00:00:05.400,,,,,,,,,,"all right so when we added k to each side",,,
00:49:14.400,00:49:17.400,00:00:03.000,,,"SV",,"SV1A",,,,,,"this is how it look like",,
00:49:18.600,00:49:20.900,00:00:02.300,,,,"SV",,"SV1A",,,,"a comma",,,
00:49:20.900,00:49:25.000,00:00:04.100,,,"SV",,"SV1A",,,,,,"I think it's too big to be a comma",,
00:49:27.300,00:49:29.300,00:00:02.000,,,"SV",,"SV1A",,,,,,"probably it came",,
00:49:30.100,00:49:35.100,00:00:05.000,,,,,,,,,,"yeah all right back on topic",,,
00:49:35.600,00:49:37.400,00:00:01.800,,,,,,,,,,"if we add k",,,
00:49:40.200,00:49:53.900,00:00:13.700,,,,,,,,,,"(laughter) if we added k to each side the left side of the equation would be fourteen negative fourteen because the other side cancels out because the ks cancel out",,,
00:49:54.700,00:49:56.700,00:00:02.000,,,,,,,,,,"and in the other side would be thirty-six",,,
00:49:56.900,00:50:00.000,00:00:03.100,,,,,,,,,,"and then plus two k now that we added another k",,,
00:50:00.500,00:50:02.700,00:00:02.200,,,,"SV",,"SV1A",,,,"I don't know what that is",,,
00:50:03.700,00:50:17.800,00:00:14.100,,,,"SV",,"SV1A",,,,"wait I don't know what that is but yeah",,,
00:50:18.000,00:50:19.500,00:00:01.500,,,"SV",,"SV1A",,,,,,"only chair",,
00:50:20.900,00:50:27.800,00:00:06.900,,,,"SV",,"SV1A",,,,"all right so I hear my voice echoing",,,
00:50:29.200,00:50:31.500,00:00:02.300,,,"SV",,"SV1A",,,,,,"I hear it too",,
00:50:32.100,00:50:40.500,00:00:08.400,,,,,,,,,,"all right so now that we have the equation simplify down to a negative fourteen equals thirty-six plus two k",,,
00:50:43.500,00:50:45.600,00:00:02.100,,,,,,,,,,"one minute",,,
00:50:45.800,00:50:56.500,00:00:10.700,,,,,,,,,,"one minute",,,
