"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","SV_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","PP_Notes","P1","P2",
00:36:06.808,00:36:07.377,00:00:00.569,,,,,,,,,"thank you",,
00:36:07.856,00:36:08.434,00:00:00.578,,,,,,,,,"see you later",,
00:36:08.863,00:36:09.422,00:00:00.559,,,,,,,,,,"all right",
00:36:10.031,00:36:14.700,00:00:04.669,,,,,,,,,"all right let's get this done and over with",,
00:36:14.700,00:36:18.831,00:00:04.131,,,,,,,,,"all right pause filler you have to teach me how to use this problem because I have no idea what I'm doing",,
00:36:19.250,00:36:25.745,00:00:06.495,,,,,,,,,,"okay so you have the x here",
00:36:26.164,00:36:29.686,00:00:03.522,,,,,,,,,,"the idea is you want to leave that x alone and don't touch it",
00:36:30.754,00:36:34.415,00:00:03.661,,,,,,,,,,"you want to actually add three to this three so",
00:36:36.151,00:36:41.220,00:00:05.069,,,,,,,,,"what if I heard this before",,
00:36:41.888,00:36:43.924,00:00:02.036,,,,,,,,,,"so yeah you pause filler add three",
00:36:44.323,00:36:47.276,00:00:02.953,,,,,,,,,,"and that gets you zero",
00:36:48.074,00:36:52.175,00:00:04.101,,,,,,,,,,"and yeah so then you know what to do from here right",
00:36:52.574,00:36:54.849,00:00:02.275,,,,,,,,,"pause filler maybe I'll check later",,
00:36:55.567,00:36:58.920,00:00:03.353,,,,,,,,,,"all right yeah so show me what you know",
00:36:58.920,00:37:02.332,00:00:03.412,,,,,,,,,"all right so pause filler basically what I get twenty-five",,
00:37:02.332,00:37:03.060,00:00:00.728,,,,,,,,,"and then I'm done",,
00:37:04.447,00:37:05.715,00:00:01.268,,,,,,,,,,"yeah twenty-five equals x",
00:37:05.715,00:37:05.784,00:00:00.069,,,,,,,"UL",,,"yeah twenty-five equals x",
00:37:05.784,00:37:06.911,00:00:01.127,,,,,,,"UL",,,". that is good",
00:37:06.911,00:37:06.931,00:00:00.020,,,,,,,"UL",,,"I'm going to put a checkmark yay",
00:37:06.931,00:37:09.845,00:00:02.914,,,,,,,,,,"I'm going to put a checkmark yay",
00:37:09.934,00:37:11.760,00:00:01.826,,,,,,,,,"all right we did it",,
00:37:11.760,00:37:13.586,00:00:01.826,,,,,,,,,"oh what page",,
00:37:13.846,00:37:19.972,00:00:06.126,,,,,,,,,,"okay so see if you do another one like this again",
00:37:20.022,00:37:24.781,00:00:04.759,,,,,,,,,"all right but this one we haven't done before",,
00:37:25.479,00:37:26.587,00:00:01.108,,,,,,,,,"do you know how to do this one",,
00:37:27.036,00:37:27.315,00:00:00.279,,,,,,,,,,"yeah",
00:37:27.634,00:37:29.191,00:00:01.557,,,,,,,,,"all right so tell me",,
00:37:29.979,00:37:33.840,00:00:03.861,,,,,,,,,"oh I went into full screen",,
00:37:33.840,00:37:35.816,00:00:01.976,,,,,,,,,"(laughter) all right I'm good now",,
00:37:37.093,00:37:37.522,00:00:00.429,,,,,,,,,,"all right",
00:37:40.784,00:37:42.261,00:00:01.477,,,,,,,,,,"so wait",
00:37:45.673,00:37:47.040,00:00:01.367,,,,,,,,,,"okay yeah all right",
00:37:47.190,00:37:52.807,00:00:05.617,,,,,,,,,,"let's go",
00:37:53.226,00:37:55.361,00:00:02.135,,,,,,,,,,"you're going to go",
00:37:55.421,00:37:57.127,00:00:01.706,,,,,,,,,"we didn't do this one yet",,
00:37:57.127,00:37:58.205,00:00:01.078,,,,,,,,,"so you have to touch me how to do it",,
00:37:58.205,00:37:59.482,00:00:01.277,,,,,,,,,,"all right all right",
00:37:59.821,00:38:01.368,00:00:01.547,,,,,,,,,"I know how to do it but (inaudible)",,
00:38:01.447,00:38:03.363,00:00:01.916,,,,,,,,,,"okay so",
00:38:03.363,00:38:04.411,00:00:01.048,,,,,,,,,"we have to do it",,
00:38:04.411,00:38:05.019,00:00:00.608,,,,,,,,,"I'm sorry",,
00:38:05.887,00:38:08.541,00:00:02.654,,,,,,,,,,"so for this you want the y to be positive",
00:38:08.541,00:38:12.552,00:00:04.011,,,,,,,,,,"so you're actually going to add a y to the y okay",
00:38:12.742,00:38:14.258,00:00:01.516,,,,,,,,,,"I'll (inaudible) for a second",
00:38:15.426,00:38:20.843,00:00:05.417,,,,,,,,,,"and here you're also going to subtract the eighteen",
00:38:20.843,00:38:23.188,00:00:02.345,,,,,,,,,,"so you can do that",
00:38:24.246,00:38:34.901,00:00:10.655,,,,,,,,,,"so whenever you have like one positive number without positive or negative the idea is to get you want to add the opposite of that",
00:38:35.071,00:38:39.022,00:00:03.951,,,,,,,,,,"so you actually want to subtract eighteen from the eighteen",
00:38:39.281,00:38:40.628,00:00:01.347,,,,,,,,,,"and get zero",
00:38:40.628,00:38:44.899,00:00:04.271,,,,,,,,,,"but then you'd also going to subtract that eighteen from the twenty-three",
00:38:46.724,00:38:53.170,00:00:06.446,,,,,,,,,"actually I think what you do pause filler is that you'd subtract the twenty-three",,
00:38:53.240,00:38:54.267,00:00:01.027,,,,,,,,,"not the eighteen",,
00:38:55.784,00:38:57.630,00:00:01.846,,,,,,,,,"because you want to get y on this side",,
00:38:58.997,00:38:59.386,00:00:00.389,,,,,,,,,"right",,
00:39:00.623,00:39:00.902,00:00:00.279,,,,,,,,,,"yeah",
00:39:01.202,00:39:02.708,00:00:01.506,,,,,,,,,"oh all right yeah",,
00:39:02.708,00:39:04.494,00:00:01.786,,,,,,,,,"and then you do that",,
00:39:04.494,00:39:06.869,00:00:02.375,,,,,,,,,"and then you did twenty-three",,
00:39:07.328,00:39:09.094,00:00:01.766,,,,,,,,,"and then you'd minus twenty-three",,
00:39:09.233,00:39:10.261,00:00:01.028,,,,,,,,,"ops that's a two",,
00:39:10.261,00:39:11.847,00:00:01.586,,,,,,,,,"all right and then op",,
00:39:14.322,00:39:18.383,00:00:04.061,,,,,,,,,"then this is what my homework looks like so (laughter)",,
00:39:18.532,00:39:20.777,00:00:02.245,,,,,,,,,,"so you do that",
00:39:20.997,00:39:23.810,00:00:02.813,,,,,,,,,"yeah pause filler and then you get negative five",,
00:39:23.930,00:39:25.646,00:00:01.716,,,,,,,,,"and then you get y",,
00:39:26.374,00:39:28.190,00:00:01.816,,,,,,,,,"and then that's what it equals",,
00:39:28.337,00:39:28.370,00:00:00.033,,,,,,,"UL",,,,
00:39:28.370,00:39:30.505,00:00:02.135,,,,,,,"UL",,,"all right yeah that's good",
00:39:30.505,00:39:30.532,00:00:00.027,,,,,,,"UL",,,,
00:39:31.553,00:39:32.171,00:00:00.618,,,,,,,,,,"go with",
00:39:32.421,00:39:32.959,00:00:00.538,,,,,,,,,"I mean",,
00:39:32.959,00:39:34.426,00:00:01.467,,,,,,,,,"oh my god",,
00:39:34.426,00:39:35.504,00:00:01.078,,,,,,,,,"what is that a v",,
00:39:35.983,00:39:37.509,00:00:01.526,,,,,,,,,,"it's supposed to be a checkmark",
00:39:37.509,00:39:40.851,00:00:03.342,,,,,,,,,,"it's not like the pencil where mine just keep drawing out",
00:39:41.021,00:39:41.410,00:00:00.389,,,,,,,,,,"here we go",
00:39:41.410,00:39:42.119,00:00:00.709,,,,,,,,,"oh there you go",,
00:39:42.298,00:39:42.957,00:00:00.659,,,,,,,,,"there you got it",,
00:39:43.216,00:39:46.668,00:00:03.452,,,,,,,,,,"to complete checkmark thing all right",
00:39:49.711,00:39:50.280,00:00:00.569,,,,,,,,,,"oh wow",
00:39:50.280,00:39:52.415,00:00:02.135,,,,,,,,,,"okay let's see with this one now",
00:39:54.401,00:40:03.161,00:00:08.760,,,,,,,,,,"so here it's going to be confusing because now you have two variables and two numbers pause filler on different sides",
00:40:03.680,00:40:08.628,00:00:04.948,,,,,,,,,,"so one of the first things you actually want to do is you want to add k to both sides",
00:40:09.337,00:40:14.305,00:00:04.968,,,,,,,,,,"so yeah each k is going to receive a k",
00:40:15.413,00:40:19.923,00:00:04.510,,,,,,,,,,"and the positive k is going to become two k you know",
00:40:19.923,00:40:25.600,00:00:05.677,,,,,,,,,"ah yeah like has a y2k robot is taking over right yeah",,
00:40:25.969,00:40:28.124,00:00:02.155,,,,,,,,,,"yeah yeah stuff like that",
00:40:28.124,00:40:28.453,00:00:00.329,,,,,,,,,"yeah",,
00:40:29.401,00:40:31.327,00:00:01.926,,,,,,,,,,"and so you can go ahead",
00:40:31.327,00:40:32.075,00:00:00.748,,,,,,,,,,"and can do that",
00:40:34.041,00:40:35.926,00:00:01.885,,,,,,,,,"oh what not a two",,
00:40:35.926,00:40:39.738,00:00:03.812,,,,,,,,,"I don't want a two",,
00:40:41.294,00:40:44.148,00:00:02.854,,,,,,,,,,"pause filler hitting undo in this thing is so hard",
00:40:44.886,00:40:46.163,00:00:01.277,,,,,,,,,"pause filler it's easy for me",,
00:40:46.163,00:40:47.340,00:00:01.177,,,,,,,,,"you just got to get used to it",,
00:40:48.039,00:40:48.368,00:00:00.329,,,,,,,,,,"yeah",
00:40:49.096,00:40:50.713,00:00:01.617,,,,,,,,,"pause filler and then you get two k",,
00:40:52.080,00:40:54.644,00:00:02.564,,,,,,,,,"well that was like I've been drawing like perfect ks",,
00:40:54.644,00:40:55.402,00:00:00.758,,,,,,,,,"I'm on a streak",,
00:40:56.100,00:40:59.493,00:00:03.393,,,,,,,,,"so then what I do is minus thirty-six",,
00:40:59.812,00:41:00.710,00:00:00.898,,,,,,,,,,"that's right",
00:41:01.798,00:41:03.354,00:00:01.556,,,,,,,,,"minus thirty-six",,
00:41:07.036,00:41:14.499,00:00:07.463,,,,,,,,,"and then that would be negative fifty equals two k and then two k",,
00:41:15.676,00:41:18.410,00:00:02.734,,,,,,,,,"but not the k I don't want that so",,
00:41:18.410,00:41:19.936,00:00:01.526,,,,,,,,,"and then you divide that by two",,
00:41:20.365,00:41:22.770,00:00:02.405,,,,,,,,,"but then two divided by fifty",,
00:41:26.002,00:41:28.637,00:00:02.635,,,,,,,,,"pause filler two four pause filler",,
00:41:29.924,00:41:33.944,00:00:04.020,,,,,,,,,,"twenty-five",
00:41:35.032,00:41:37.786,00:00:02.754,,,,,,,,,"oh yeah I forgot",,
00:41:37.955,00:41:38.793,00:00:00.838,,,,,,,,,"twenty-five",,
00:41:38.793,00:41:43.363,00:00:04.570,,,,,,,,,"and then k equals twenty-five",,
00:41:45.279,00:41:49.150,00:00:03.871,,,,,,,,,,"yeah yeah that's correct",
00:41:49.150,00:41:51.874,00:00:02.724,,,,,,,,,,"all right so we got this page down",
00:41:53.590,00:41:54.159,00:00:00.569,,,,,,,,,,"all right",
00:41:55.106,00:41:55.795,00:00:00.689,,,,,,,,,,"oh my gosh",
00:41:55.795,00:41:58.139,00:00:02.344,,,,,,,,,,"this is really hard to do",
00:41:59.726,00:42:00.095,00:00:00.369,,,,,,,,,,"okay",
00:42:00.095,00:42:04.335,00:00:04.240,,,,,,,,,"all right this is basically like the same thing before it's like I flipped it around",,
00:42:04.794,00:42:16.508,00:00:11.714,,,,,,,,,,"yeah so let's see if you can do this without my instruction",
00:42:16.508,00:42:24.759,00:00:08.251,,,,,,,,,"all right let's do it",,
00:42:25.757,00:42:29.696,00:00:03.939,,,,,,,,,"(sfx) there one",,
00:42:29.696,00:42:29.718,00:00:00.022,,,,,,,,"00","(sfx) there one",,
00:42:29.718,00:42:32.461,00:00:02.743,,,,,,,,"00",,"yeah there we go",
00:42:32.461,00:42:32.465,00:00:00.004,,,,,,,,"00",,"so yeah b equals two",
00:42:32.465,00:42:34.906,00:00:02.441,,,,,,,,,,"so yeah b equals two",
00:42:35.066,00:42:35.085,00:00:00.019,,,,,,,"UL",,,,
00:42:35.085,00:42:35.804,00:00:00.719,,,,,,,"UL",,,"that's good",
00:42:35.804,00:42:35.809,00:00:00.005,,,,,,,"UL",,,,
00:42:37.231,00:42:39.685,00:00:02.454,,,,,,,,,,"I'm going to fix that real quickly",
00:42:40.244,00:42:41.122,00:00:00.878,,,,,,,,,,"yeah there we go",
00:42:41.491,00:42:42.279,00:00:00.788,,,,,,,,,,"there we go",
00:42:42.339,00:42:43.466,00:00:01.127,,,,,,,,,"yeah together yeah",,
00:42:43.975,00:42:44.744,00:00:00.769,,,,,,,,,"all right five",,
00:42:45.482,00:42:52.755,00:00:07.273,,,,,,,,,"all right nine wait hold on it's like the (inaudible) could just like skip the page if he doesn't want to do it",,
00:42:52.755,00:42:55.479,00:00:02.724,,,,,,,,,"that's sweet anyway all right",,
00:42:55.878,00:42:57.036,00:00:01.158,,,,,,,,,,"that's is cool",
00:42:57.195,00:42:58.981,00:00:01.786,,,,,,,,,"all right so all right",,
00:42:59.330,00:43:02.773,00:00:03.443,,,,,,,,,,"you know how to do this one right or do you not",
00:43:02.773,00:43:03.870,00:00:01.097,,,,,,,,,"I know how to do it",,
00:43:03.870,00:43:06.085,00:00:02.215,,,,,,,,,"but you need to like teach me because this one is new",,
00:43:06.085,00:43:12.660,00:00:06.575,,,,,,,,,,"all right so here you have negative nine g equals eighty-one",
00:43:13.009,00:43:19.904,00:00:06.895,,,,,,,,,,"so for you I would pause filler yeah you want to separate the negative nine and the g",
00:43:20.482,00:43:27.107,00:00:06.625,,,,,,,,,,"so what you're going to do is actually you're going to add nine to you should",
00:43:27.107,00:43:27.197,00:00:00.090,,,,,,,,,"what",,
00:43:27.486,00:43:29.053,00:00:01.567,,,,,,,,,,"you're going to add nine to each of these",
00:43:29.881,00:43:31.427,00:00:01.546,,,,,,,,,,"no you can add nine to the negative nine",
00:43:31.767,00:43:35.309,00:00:03.542,,,,,,,,,,"and then divide a positive nine by the eighty-one",
00:43:35.708,00:43:36.526,00:00:00.818,,,,,,,,,"all right",,
00:43:37.781,00:43:37.813,00:00:00.032,,,,,,"UL",,,,,
00:43:37.813,00:43:40.806,00:00:02.993,,,,,,"UL",,,"that sounds pretty pause filler cool",,
00:43:40.806,00:43:40.821,00:00:00.015,,,,,,"UL",,,,,
00:43:49.506,00:43:50.135,00:00:00.629,,,,,,,,,"and then",,
00:43:55.563,00:43:58.007,00:00:02.444,,,,,,,,,"I'm done",,
00:43:58.450,00:43:58.456,00:00:00.006,,,,,,,"UL",,,,
00:43:58.456,00:43:59.673,00:00:01.217,,,,,,,"UL",,,"all right that's good",
00:43:59.673,00:43:59.700,00:00:00.027,,,,,,,"UL",,,"and here we go",
00:43:59.700,00:44:04.861,00:00:05.161,,,,,,,,,,"and here we go",
00:44:04.861,00:44:14.150,00:00:09.289,,,,,,,,,,"it looks sort of like a checkmark",
00:44:14.150,00:44:14.270,00:00:00.120,,,,,,,,,"yeah",,
00:44:14.270,00:44:15.148,00:00:00.878,,,,,,,,,,"all right",
00:44:18.720,00:44:20.137,00:00:01.417,,,,,,,,,,"so we've already done this right",
00:44:20.137,00:44:20.805,00:00:00.668,,,,,,,,,,"let me see",
00:44:25.425,00:44:27.261,00:00:01.836,,,,,,,,,,"yeah we've done something sort of like it",
00:44:27.300,00:44:30.643,00:00:03.343,,,,,,,,,,"but it's still a little bit different",
00:44:31.261,00:44:36.160,00:00:04.899,,,,,,,,,,"so here you have the tenth",
00:44:36.160,00:44:38.256,00:00:02.096,,,,,,,,,,"and you actually want to get right of that ten",
00:44:38.256,00:44:40.341,00:00:02.085,,,,,,,,,,"so we should go",
00:44:40.341,00:44:42.815,00:00:02.474,,,,,,,,,,"and take away ten from the ten",
00:44:43.284,00:44:46.577,00:00:03.293,,,,,,,,,,"but also from the eighty-two",
00:44:48.971,00:44:51.535,00:00:02.564,,,,,,,,,,"so you can get started on that",
00:44:51.645,00:44:52.723,00:00:01.078,,,,,,,,,"all right",,
00:44:54.299,00:44:58.021,00:00:03.722,,,,,,,,,"so minus that's not a minus",,
00:45:01.004,00:45:04.266,00:00:03.262,,,,,,,,,"minus ten minus ten pause filler",,
00:45:06.960,00:45:07.020,00:00:00.060,,,,,,,,,,"yeah",
00:45:08.297,00:45:17.586,00:00:09.289,,,,,,,,,"oh no it's wrong",,
00:45:17.586,00:45:18.065,00:00:00.479,,,,,,,,,,"not yet",
00:45:20.250,00:45:29.300,00:00:09.050,,,,,,,,,"and then eight eight y equals seven oh",,
00:45:30.377,00:45:30.796,00:00:00.419,,,,,,,,,,"wow",
00:45:35.845,00:45:38.010,00:00:02.165,,,,,,,,,"y equals seven",,
00:45:40.225,00:45:40.943,00:00:00.718,,,,,,,,,,"there we go",
00:45:46.570,00:45:47.628,00:00:01.058,,,,,,,,,,"okay I don't",
00:45:47.847,00:45:49.324,00:00:01.477,,,,,,,,,"no I'm just kidding",,
00:45:49.723,00:45:50.641,00:00:00.918,,,,,,,,,,"I have no idea (laughter)",
00:45:52.796,00:45:56.627,00:00:03.831,,,,,,,,,"yeah that's fixed",,
00:45:58.383,00:45:58.883,00:00:00.500,,,,,,,,,,"yeah yeah",
00:45:58.883,00:45:58.892,00:00:00.009,,,,,,"UL",,,,"yeah yeah",
00:45:58.892,00:46:00.040,00:00:01.148,,,,,,"UL",,,"that was actually really good",,
00:46:00.040,00:46:00.065,00:00:00.025,,,,,,"UL",,,"all right no page seven all right",,
00:46:00.065,00:46:03.632,00:00:03.567,,,,,,,,,"all right no page seven all right",,
00:46:04.200,00:46:05.637,00:00:01.437,,,,,,,,,,"oh we went up two pages",
00:46:05.637,00:46:06.595,00:00:00.958,,,,,,,,,,"I didn't notice that",
00:46:08.261,00:46:12.451,00:00:04.190,,,,,,,,,,"so this one is sort of the same",
00:46:12.970,00:46:14.936,00:00:01.966,,,,,,,,,,"pause filler yeah",
00:46:14.936,00:46:17.061,00:00:02.125,,,,,,,,,"yeah but except this is a fourteen x",,
00:46:17.061,00:46:18.887,00:00:01.826,,,,,,,,,"how do I multiply that (laughter)",,
00:46:19.785,00:46:20.284,00:00:00.499,,,,,,,,,,"so (inaudible)",
00:46:20.822,00:46:21.651,00:00:00.829,,,,,,,,,"twenty-five",,
00:46:23.866,00:46:26.041,00:00:02.175,,,,,,,,,,"yeah let's see",
00:46:26.041,00:46:28.276,00:00:02.235,,,,,,,,,,"this is so this is a positive sixty-five",
00:46:28.276,00:46:29.642,00:00:01.366,,,,,,,,,,"you're going to get rid of a sixty-five",
00:46:30.301,00:46:34.541,00:00:04.240,,,,,,,,,,"and also take away sixty-five from the one hundred seven",
00:46:36.118,00:46:37.904,00:00:01.786,,,,,,,,,,"I need to figure out what that is now",
00:46:39.670,00:46:40.548,00:00:00.878,,,,,,,,,,"that would be",
00:46:44.469,00:46:44.848,00:00:00.379,,,,,,,,,,"oh well",
00:46:48.290,00:46:51.692,00:00:03.402,,,,,,,,,,"so sixty plus forty is a hundred okay okay",
00:46:51.692,00:46:53.359,00:00:01.667,,,,,,,,,"remember you shouldn't be doing this for me",,
00:46:54.037,00:46:59.056,00:00:05.019,,,,,,,,,,"right I also want to get the answer like before you do",
00:46:59.145,00:47:01.759,00:00:02.614,,,,,,,,,,"so I make sure you get the right answer",
00:47:01.929,00:47:02.238,00:00:00.309,,,,,,,,,"yeah",,
00:47:06.688,00:47:08.225,00:00:01.537,,,,,,,,,,"this microphone is creeping me out",
00:47:08.923,00:47:11.268,00:00:02.345,,,,,,,,,,"it's like staring at me like a giant eye",
00:47:11.318,00:47:13.732,00:00:02.414,,,,,,,,,"I know it like has just like it's a ball",,
00:47:14.431,00:47:14.840,00:00:00.409,,,,,,,,,,"yeah",
00:47:15.159,00:47:15.648,00:00:00.489,,,,,,,,,"look at this",,
00:47:16.466,00:47:17.583,00:00:01.117,,,,,,,,,,"and they call it blue",
00:47:17.583,00:47:18.701,00:00:01.118,,,,,,,,,,"but it's white",
00:47:18.701,00:47:22.652,00:00:03.951,,,,,,,,,"no mine is called a snowball",,
00:47:22.792,00:47:23.949,00:00:01.157,,,,,,,,,,"mine is called blue (laughter)",
00:47:24.568,00:47:26.314,00:00:01.746,,,,,,,,,"oh well",,
00:47:27.341,00:47:30.434,00:00:03.093,,,,,,,,,,"all right so",
00:47:33.158,00:47:38.077,00:00:04.919,,,,,,,,,,"technically you're just going to secretly get rid of that",
00:47:38.077,00:47:39.434,00:00:01.357,,,,,,,,,,"that never showed up",
00:47:41.659,00:47:44.881,00:00:03.222,,,,,,,,,,"and so you have the fourteen x right now",
00:47:44.881,00:47:45.939,00:00:01.058,,,,,,,,,,"it's stationary",
00:47:46.159,00:47:47.655,00:00:01.496,,,,,,,,,,"this does nothing for now",
00:47:48.962,00:47:50.918,00:00:01.956,,,,,,,,,,"and you're also going to get rid of that",
00:47:50.918,00:47:52.165,00:00:01.247,,,,,,,,,,"so you can go ahead",
00:47:52.165,00:47:54.080,00:00:01.915,,,,,,,,,,"and get that first part down",
00:47:54.889,00:47:55.447,00:00:00.558,,,,,,,,,"all right pause filler",,
00:47:56.311,00:47:56.344,00:00:00.033,,,,"SV1A",,,,,,,
00:47:56.344,00:47:56.355,00:00:00.011,,"SV",,"SV1A",,,,,,,
00:47:56.355,00:48:10.495,00:00:14.140,,"SV",,"SV1A",,,,,"I am like dead tired",,
00:48:10.495,00:48:10.529,00:00:00.034,,"SV",,"SV1A",,,,,"I am like dead tired",,
00:48:10.529,00:48:10.563,00:00:00.034,,"SV",,"SV1A",,,,,"I am like dead tired",,
00:48:10.563,00:48:12.918,00:00:02.355,,"SV",,"SV1A",,,,,"and I have piano practice after this",,
00:48:12.918,00:48:12.927,00:00:00.009,,"SV",,"SV1A",,,,,,,
00:48:12.960,00:48:12.994,00:00:00.034,,,"SV",,,,,,,,
00:48:12.994,00:48:13.017,00:00:00.023,,,"SV",,"SV1A",,,,,,
00:48:13.017,00:48:15.083,00:00:02.066,,,"SV",,"SV1A",,,,,"I have to go work at the zoo after this",
00:48:15.083,00:48:15.088,00:00:00.005,,,"SV",,"SV1A",,,,,,
00:48:15.561,00:48:15.595,00:00:00.034,,,,,"SV1A",,,,,,
00:48:15.595,00:48:15.602,00:00:00.007,,,"SV",,"SV1A",,,,,,
00:48:15.602,00:48:17.178,00:00:01.576,,,"SV",,"SV1A",,,,,"and that's five hours long",
00:48:17.178,00:48:17.182,00:00:00.004,,,"SV",,"SV1A",,,,,,
00:48:18.465,00:48:18.499,00:00:00.034,,,,"SV1A",,,,,,,
00:48:18.499,00:48:18.525,00:00:00.026,,"SV",,"SV1A",,,,,,,
00:48:18.525,00:48:19.333,00:00:00.808,,"SV",,"SV1A",,,,,"really",,
00:48:19.333,00:48:19.343,00:00:00.010,,"SV",,"SV1A",,,,,,,
00:48:19.512,00:48:19.546,00:00:00.034,,,,"SV1A",,,,,,,
00:48:19.546,00:48:19.573,00:00:00.027,,"SV",,"SV1A",,,,,,,
00:48:19.573,00:48:20.661,00:00:01.088,,"SV",,"SV1A",,,,,"oh my god",,
00:48:20.661,00:48:20.694,00:00:00.033,,"SV",,"SV1A","SV1A",,,,"oh my god",,
00:48:20.694,00:48:20.720,00:00:00.026,,"SV","SV","SV1A","SV1A",,,,"oh my god",,
00:48:20.720,00:48:20.728,00:00:00.008,,"SV","SV","SV1A","SV1A",,,,,"yeah so and usually it's just me walking the entire thing multiple times for no reason",
00:48:20.728,00:48:28.103,00:00:07.375,,,"SV",,"SV1A",,,,,"yeah so and usually it's just me walking the entire thing multiple times for no reason",
00:48:28.103,00:48:28.124,00:00:00.021,,,"SV",,"SV1A",,,,,,
00:48:28.259,00:48:28.293,00:00:00.034,,,,"SV1A",,,,,,,
00:48:28.293,00:48:28.303,00:00:00.010,,"SV",,"SV1A",,,,,,,
00:48:28.303,00:48:29.231,00:00:00.928,,"SV",,"SV1A",,,,,"that's fun",,
00:48:29.231,00:48:29.239,00:00:00.008,,"SV",,"SV1A",,,,,,,
00:48:29.644,00:48:29.678,00:00:00.034,,,,"SV1A",,,,,,,
00:48:29.678,00:48:29.690,00:00:00.012,,"SV",,"SV1A",,,,,,,
00:48:29.690,00:48:30.358,00:00:00.668,,"SV",,"SV1A",,,,,"no fair",,
00:48:30.358,00:48:30.387,00:00:00.029,,"SV",,"SV1A",,,,,,,
00:48:31.164,00:48:31.198,00:00:00.034,,,,"SV1A",,,,,,,
00:48:31.198,00:48:31.226,00:00:00.028,,"SV",,"SV1A",,,,,,,
00:48:31.226,00:48:31.994,00:00:00.768,,"SV",,"SV1A",,,,,"no fair",,
00:48:31.994,00:48:32.008,00:00:00.014,,"SV",,"SV1A",,,,,,,
00:48:32.549,00:48:32.582,00:00:00.033,,,,,"SV1A",,,,,,
00:48:32.582,00:48:32.593,00:00:00.011,,,"SV",,"SV1A",,,,,,
00:48:32.593,00:48:35.995,00:00:03.402,,,"SV",,"SV1A",,,,,"yeah it's but I don't get paid",
00:48:35.995,00:48:36.027,00:00:00.032,,,"SV",,"SV1A",,,,,,
00:48:36.973,00:48:37.007,00:00:00.034,,,,"SV1A",,,,,,,
00:48:37.007,00:48:37.053,00:00:00.046,,"SV",,"SV1A",,,,,,,
00:48:37.053,00:48:37.961,00:00:00.908,,"SV",,"SV1A",,,,,"you don't get paid",,
00:48:37.961,00:48:37.986,00:00:00.025,,"SV",,"SV1A",,,,,,,
00:48:38.053,00:48:38.087,00:00:00.034,,,,,"SV1A",,,,,,
00:48:38.087,00:48:38.090,00:00:00.003,,,"SV",,"SV1A",,,,,,
00:48:38.090,00:48:38.391,00:00:00.301,,,"SV",,"SV1A",,,,,"no",
00:48:38.391,00:48:38.425,00:00:00.034,,,"SV","SV1A","SV1A",,,,,"no",
00:48:38.425,00:48:38.450,00:00:00.025,,"SV","SV","SV1A","SV1A",,,,,"no",
00:48:38.450,00:48:38.459,00:00:00.009,,"SV","SV","SV1A","SV1A",,,,"oh so it's just volunteer work",,
00:48:38.459,00:48:40.016,00:00:01.557,,"SV",,"SV1A",,,,,"oh so it's just volunteer work",,
00:48:40.016,00:48:40.046,00:00:00.030,,"SV",,"SV1A",,,,,,,
00:48:40.215,00:48:40.249,00:00:00.034,,,,,"SV1A",,,,,,
00:48:40.249,00:48:40.256,00:00:00.007,,,"SV",,"SV1A",,,,,,
00:48:40.256,00:48:40.755,00:00:00.499,,,"SV",,"SV1A",,,,,"sort of",
00:48:40.755,00:48:40.789,00:00:00.034,,,"SV",,"SV1A",,,,,"sort of",
00:48:40.789,00:48:40.814,00:00:00.025,,,"SV",,"SV1A",,,,,"sort of",
00:48:40.814,00:48:41.742,00:00:00.928,,,"SV",,"SV1A",,,,,"it's like an intern",
00:48:41.742,00:48:41.768,00:00:00.026,,,"SV",,"SV1A",,,,,,
00:48:41.870,00:48:41.904,00:00:00.034,,,,,"SV1A",,,,,,
00:48:41.904,00:48:41.922,00:00:00.018,,,"SV",,"SV1A",,,,,,
00:48:41.922,00:48:44.187,00:00:02.265,,,"SV",,"SV1A",,,,,"next year in high school I will get paid",
00:48:44.187,00:48:44.200,00:00:00.013,,,"SV",,"SV1A",,,,,,
00:48:44.943,00:48:44.977,00:00:00.034,,,,"SV1A",,,,,,,
00:48:44.977,00:48:45.005,00:00:00.028,,"SV",,"SV1A",,,,,,,
00:48:45.005,00:48:45.414,00:00:00.409,,"SV",,"SV1A",,,,,"ah",,
00:48:45.414,00:48:45.416,00:00:00.002,,"SV",,"SV1A",,,,,,,
00:48:47.739,00:48:48.696,00:00:00.957,,,,,,,,,"fourteen",,
00:48:50.881,00:48:52.747,00:00:01.866,,,,,,,,,,"does fourteen in the fourteen",
00:48:52.907,00:48:54.842,00:00:01.935,,,,,,,,,,"no fourteen go in the four two",
00:48:55.980,00:48:57.097,00:00:01.117,,,,,,,,,"no",,
00:48:58.953,00:49:02.854,00:00:03.901,,,,,,,,,"so we're going to have to make a really really hard number",,
00:49:03.343,00:49:05.857,00:00:02.514,,,,,,,,,"no I'm just kidding all right",,
00:49:05.857,00:49:09.729,00:00:03.872,,,,,,,,,"so pause filler so basically x equals",,
00:49:13.121,00:49:15.585,00:00:02.464,,,,,,,,,"pause filler forty-two over fourteen",,
