"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","P1","P2",
00:45:48.700,00:45:52.400,00:00:03.700,,,,,,,,,,,"we have to subtract forty fifty-four sorry pause filler (laughter)",,
00:45:52.800,00:45:55.500,00:00:02.700,,,,"SV",,"SV1A",,,,,,"I just like dropped it",
00:45:56.300,00:45:57.600,00:00:01.300,,,,"SV",,"SV1A",,,,,,"why is that scaring me",
00:45:57.600,00:45:58.700,00:00:01.100,,,,"SV",,"SV1A",,,,,,"it's like I'm going to break it",
00:45:58.700,00:45:59.900,00:00:01.200,,,,"SV",,"SV1A",,,,,,"okay I'm not going to do that",
00:45:59.900,00:46:09.000,00:00:09.100,,,,,,,,,,,,"yeah so write that down subtract fifty-four from each side",
00:46:09.900,00:46:20.200,00:00:10.300,,,,"SV",,"SV1A",,,,,,"I just moved my little box where like I am",
00:46:20.200,00:46:21.000,00:00:00.800,,,,"SV",,"SV1A",,,,,,"I just moved it",
00:46:22.200,00:46:25.900,00:00:03.700,,,,"SV",,"SV1A",,,,,,"I don't remember like mess up",
00:46:25.900,00:46:26.500,00:00:00.600,,,,"SV",,"SV1A",,,,,,"oh my gosh",
00:46:26.500,00:46:28.800,00:00:02.300,,,,"SV",,"SV1A",,,,,,"there we go okay",
00:46:29.400,00:46:33.800,00:00:04.400,,,,,,,,,,,,"so you just subtract fifty-four from each side",
00:46:33.800,00:46:39.400,00:00:05.600,,,,,,,,,,,,"because then you'll get rid of the fifty-four on the one side",
00:46:41.100,00:46:54.500,00:00:13.400,,,,,,,,,,,,"okay so then it's just yeah four over k equals",
00:46:54.800,00:46:59.300,00:00:04.500,,,,,,,,,,,,"and then what is one hundred sixteen minus fifty-four",
00:46:59.300,00:47:05.000,00:00:05.700,,,,,,,,,,,,"sixty-two",
00:47:05.000,00:47:07.300,00:00:02.300,,,,,,,,,,,"I was about to say that",,
00:47:07.500,00:47:14.800,00:00:07.300,,,,,,,,,,,,"okay so right now yeah so then what we have to do is",
00:47:14.800,00:47:18.200,00:00:03.400,,,,,,,,,,,,"what do you think we have to do",
00:47:18.400,00:47:26.800,00:00:08.400,,,,,,,,,,,,"just what we have to do",
00:47:27.000,00:47:29.600,00:00:02.600,,,,,,,,,,,,"how do we get the four all alone",
00:47:31.200,00:47:31.800,00:00:00.600,,,,,,,,,,,"the what",,
00:47:32.500,00:47:32.900,00:00:00.400,,,,,,,,,,,,"the four",
00:47:32.900,00:47:34.000,00:00:01.100,,,,,,,,,,,,"how do you get the four alone",
00:47:34.000,00:47:36.500,00:00:02.500,,,,,,,,,,,"oh I was about to be like I don't get it",,
00:47:36.500,00:47:38.300,00:00:01.800,,,,,,,,,,,"okay so you have to divide",,
00:47:38.300,00:47:40.200,00:00:01.900,,,,,,,,,,,,"you have to multiply",
00:47:41.492,00:47:41.500,00:00:00.008,"TRC",,,,,,,,,,,,
00:47:41.500,00:47:42.600,00:00:01.100,"TRC",,"SV",,"SV1A",,,,,,"whatever same thing",,
00:47:42.600,00:47:42.606,00:00:00.006,"TRC",,,,,,,,,,,,
00:47:43.200,00:47:44.000,00:00:00.800,,,,,,,,,,,"pause filler okay",,
00:47:44.100,00:47:47.600,00:00:03.500,,,,,,,,,,,,"so you have to do yeah so multiply k by each side",
00:47:47.600,00:47:49.895,00:00:02.295,,,,,,,,,,,,"so then on the left side",
00:47:49.895,00:47:49.900,00:00:00.005,"TRC",,,,,,,,,,,"so then on the left side",
00:47:49.900,00:47:54.800,00:00:04.900,"TRC",,"SV",,"SV1A",,,,,,"that was really weird oh my gosh",,
00:47:54.800,00:47:54.822,00:00:00.022,"TRC",,,"SV",,"SV1A",,,,,,"it looks like a highlighter",
00:47:54.822,00:47:55.700,00:00:00.878,,,,"SV",,"SV1A",,,,,,"it looks like a highlighter",
00:47:56.500,00:47:57.000,00:00:00.500,,,"SV",,"SV1A",,,,,,"it is",,
00:47:57.000,00:47:58.800,00:00:01.800,,,"SV",,"SV1A",,,,,,"but did you see what it looked like",,
00:48:00.200,00:48:00.700,00:00:00.500,,,,"SV",,"SV1A",,,,,,"no",
00:48:01.400,00:48:01.800,00:00:00.400,,,"SV",,"SV1A",,,,,,"good",,
00:48:04.900,00:48:05.500,00:00:00.600,,,,,,,,,,,,"okay",
00:48:07.700,00:48:13.700,00:00:06.000,,,,,,,,,,,,"so if we multiply k to each side we'll get four all alone",
00:48:13.700,00:48:15.400,00:00:01.700,,,,,,,,,,,,"and then you'll have sixty-two k",
00:48:15.600,00:48:21.600,00:00:06.000,,,,,,,,,,,,"so can you write that down",
00:48:24.600,00:48:25.400,00:00:00.800,,,,,,,,,,,,"equals four",
00:48:32.500,00:48:33.100,00:00:00.600,,,,,,,,,,,,"okay now we're not done yet",
00:48:34.900,00:48:36.800,00:00:01.900,,,,,,,,,,,,"what do we have to do",
00:48:36.800,00:48:37.300,00:00:00.500,,,,,,,,,,,"divide it",,
00:48:37.300,00:48:39.800,00:00:02.500,,,,,,,,,,,"I have no idea",,
00:48:40.800,00:48:43.200,00:00:02.400,,,,,,,,,,,,"wait oh one minute let me check",
00:48:43.200,00:48:45.000,00:00:01.800,,,,,,,,,,,,"yeah you're right divide it",
00:48:45.100,00:48:47.800,00:00:02.700,,,,"SV",,"SV1A",,,,,,"wait wait wait wait wait wait wait wait wait wait wait",
00:48:47.800,00:48:48.000,00:00:00.200,,,,,,,,,,,,"yeah",
00:48:48.000,00:49:00.600,00:00:12.600,,,,,,,,,,,,"but what do you think we have to divide it by",
00:49:00.800,00:49:02.200,00:00:01.400,,,,,,,,,,,,"guess what we have to divide it by",
00:49:03.500,00:49:03.900,00:00:00.400,,,,,,,,,,,"four",,
00:49:04.100,00:49:06.000,00:00:01.900,,,,,,,,,,,,"you can just write it as a fraction",
00:49:06.000,00:49:07.300,00:00:01.300,,,,,,,,,,,,"you don't have to actually do the thing",
00:49:08.500,00:49:09.000,00:00:00.500,,,,,,,,,,,"yes I do",,
00:49:09.000,00:49:10.200,00:00:01.200,,,,,,,,,,,,"okay if you want to",
00:49:10.200,00:49:20.000,00:00:09.800,,,,,,,,,,,,"so then at the end it all just equals k equals four divided by sixty-two",
00:49:20.200,00:49:20.500,00:00:00.300,,,,,,,,,,,,"okay",
00:49:21.200,00:49:21.500,00:00:00.300,,,,,,,,,,,"okay",,
00:49:21.500,00:49:37.000,00:00:15.500,,,,,,,,,,,,"all right did you get it",
00:49:37.000,00:49:37.500,00:00:00.500,,,,,,,,,,,"almost",,
00:49:53.800,00:49:54.800,00:00:01.000,,,,"SV",,"SV1A",,,,,,"look at me",
00:49:54.800,00:49:59.000,00:00:04.200,,,,"SV",,"SV1A",,,,,,"this is my short this is me as a boy",
00:49:59.000,00:49:59.900,00:00:00.900,,,,,,,"UL",,,,"lovely",,
00:50:00.100,00:50:00.700,00:00:00.600,,,,,,,,,,,,"alright okay",
00:50:01.300,00:50:06.500,00:00:05.200,,,,,,,,,,,,"did you figure out what it was is it fifteen point",
00:50:06.500,00:50:07.600,00:00:01.100,,,,,,,,,,,"fifteen point five",,
00:50:07.700,00:50:11.100,00:00:03.400,,,,,,,,,,,,"all right so then fifteen point five equals k",
00:50:14.200,00:50:14.600,00:00:00.400,,,,"SV",,"SV1A",,,,,,"what was that",
00:50:14.900,00:50:17.600,00:00:02.700,,,,"SV",,"SV1A",,,,,,"did you hear that",
00:50:17.600,00:50:17.900,00:00:00.300,,,"SV",,"SV1A",,,,,,"my watch",,
00:50:17.900,00:50:21.200,00:00:03.300,,,"SV",,"SV1A",,,,,,"it was my watch",,
00:50:21.800,00:50:23.600,00:00:01.800,,,,"SV",,"SV1A",,,,,,"(laughter) I'll draw another fancy k",
00:50:23.600,00:50:24.300,00:00:00.700,,,,"SV",,"SV1A",,,,,,"oh or not",
00:50:24.500,00:50:26.400,00:00:01.900,,,,"SV",,"SV1A",,,,,,"okay one minute",
00:50:27.400,00:50:30.800,00:00:03.400,,,,"SV",,"SV1A",,,,,,"let me figure out what we have to do for this just so I can pause filler",
00:50:32.000,00:50:32.300,00:00:00.300,,,,"SV",,"SV1A",,,,,,"okay",
00:50:34.900,00:50:35.900,00:00:01.000,,,,,,,,,,,,"yeah okay",
00:50:35.900,00:50:38.800,00:00:02.900,,,,"SV",,"SV1A",,,,,,"I think I know (laughter)",
00:50:39.100,00:50:41.900,00:00:02.800,,,,,,,,,,,,"how do I get",
00:50:43.100,00:50:45.700,00:00:02.600,,,,,,,,,,,"well I think you have to subtract it",,
00:50:48.000,00:50:48.900,00:00:00.900,,,,,,,,,,,,"no no no (laughter)",
00:50:48.900,00:50:50.800,00:00:01.900,,,,,,,,,,,"well then it's multiply or addition",,
00:50:50.800,00:50:54.900,00:00:04.100,,,,,,,,,,,,"yeah how do we get the negative fourteen all alone",
00:50:57.100,00:50:59.500,00:00:02.400,,,,,,,,,,,"you have to subtract it byy",,
00:50:59.500,00:51:00.769,00:00:01.269,,,,,,,,,,,,"multiply multiply",
00:51:00.769,00:51:00.800,00:00:00.031,"TRC",,,,,,,,,,,"multiply multiply",
00:51:00.800,00:51:01.500,00:00:00.700,"TRC",,"SV",,"SV1A",,,,,,"whatever",,
00:51:01.500,00:51:01.512,00:00:00.012,"TRC",,,,,,,,,,,,
00:51:02.300,00:51:03.300,00:00:01.000,,,,,,,,,,,"multiply by y",,
00:51:03.800,00:51:05.800,00:00:02.000,,,,,,,,,,,,"so you're going to wait",
00:51:07.300,00:51:10.000,00:00:02.700,,,,"SV",,"SV1A",,,,,,"oh that feels good to like take them off",
00:51:10.900,00:51:11.400,00:00:00.500,,,,,,,,,,,,"okay",
00:51:12.200,00:51:15.700,00:00:03.500,,,,"SV",,"SV1A",,,,,,"that's the people at school would be like put their heads (inaudible)",
00:51:16.100,00:51:21.800,00:00:05.700,,,,,,,,,,,,"okay so if we did pause filler negative fourteen over y times y",
00:51:21.800,00:51:24.000,00:00:02.200,,,,,,,,,,,,"that's going to just equal negative fourteen",
00:51:24.000,00:51:25.300,00:00:01.300,,,,,,,,,,,,"do you want to write that down",
00:51:27.700,00:51:30.000,00:00:02.300,,,,,,,,,,,,"here I'll like write a little arrow",
00:51:33.900,00:51:35.600,00:00:01.700,,,,"SV",,"SV1A",,,,,,"why is this computer so slow",
00:51:35.600,00:51:49.200,00:00:13.600,,,,,,,,,,,,"okay so then it's just going to be it's two hundred ten pause filler times y is going to equal negative fourteen",
00:51:52.000,00:51:55.700,00:00:03.700,,,,,,,,,,,,"do you get that",
00:51:56.400,00:51:56.700,00:00:00.300,,,,,,,,,,,"yeah",,
00:51:58.300,00:52:03.900,00:00:05.600,,,,,,,,,,,,"okay so now that we have two hundred ten times y equals fourteen",
00:52:04.400,00:52:06.700,00:00:02.300,,,,,,,,,,,,"we just have to make y alone",
00:52:07.800,00:52:13.000,00:00:05.200,,,,,,,,,,,"so then we have to do y plus y or subtraction",,
00:52:13.400,00:52:14.000,00:00:00.600,,,,,,,,,,,,"division",
00:52:14.000,00:52:17.800,00:00:03.800,,,,,,,,,,,,"we have to divide two hundred ten y divided by two hundred ten",
00:52:17.800,00:52:20.100,00:00:02.300,,,,,,,,,,,,"because then it will leave y alone",
00:52:20.100,00:52:21.200,00:00:01.100,,,,,,,,,,,,"do you get that",
00:52:22.500,00:52:25.000,00:00:02.500,,,,"SV",,"SV1A",,,,,,"so oh my god you just disappeared",
00:52:26.400,00:52:27.200,00:00:00.800,,,,"SV",,"SV1A",,,,,,"oh there you are",
00:52:27.200,00:52:28.300,00:00:01.100,,,,"SV",,"SV1A",,,,,,"it like you like disappeared",
00:52:28.300,00:52:30.500,00:00:02.200,,,,"SV",,"SV1A",,,,,,"like the screen went like blue like",
00:52:30.500,00:52:30.700,00:00:00.200,,,,"SV",,"SV1A",,,,,,"not blue",
00:52:30.700,00:52:32.800,00:00:02.100,,,,"SV",,"SV1A",,,,,,"but like it was just like a home screen",
00:52:32.800,00:52:39.800,00:00:07.000,,,,"SV",,"SV1A",,,,,,"and it was just like I was like what did I do okay pause filler",
00:52:39.800,00:52:42.000,00:00:02.200,,,,,,,,,,,,"so what's it going to do",
00:52:42.300,00:52:47.400,00:00:05.100,,,,,,,,,,,,"it's two hundred ten y divided by two hundred ten",
00:52:48.500,00:52:49.900,00:00:01.400,,,,,,,,,,,,"so that's just going to be y",
00:52:49.900,00:52:53.600,00:00:03.700,,,,,,,,,,,,"and then what's going to happen to the negative fourteen",
00:52:55.900,00:52:57.200,00:00:01.300,,,,,,,,,,,"is that the answer",,
00:52:57.800,00:52:58.200,00:00:00.400,,,,,,,,,,,,"yeah",
00:52:59.200,00:52:59.600,00:00:00.400,,,,,,,,,,,"okay (laughter)",,
00:53:00.100,00:53:02.600,00:00:02.500,,,,,,,,,,,,"so what's the full answer",
00:53:03.300,00:53:04.800,00:00:01.500,,,,,,,,,,,"y equals negative fourteen",,
00:53:05.500,00:53:06.200,00:00:00.700,,,,,,,,,,,,"over",
00:53:07.700,00:53:09.800,00:00:02.100,,,,,,,,,,,"y I have no idea",,
00:53:10.700,00:53:11.300,00:00:00.600,,,,,,,,,,,,"two hundred ten",
00:53:12.100,00:53:20.900,00:00:08.800,,,,,,,,,,,,"because if we have to divide two hundred ten y pause filler by two hundred ten you also have to do that to the other side",
00:53:20.900,00:53:22.500,00:00:01.600,,,,,,,,,,,,"because since we're trying to get y alone",
00:53:22.800,00:53:26.500,00:00:03.700,,,,,,,,,,,,"so we had to divide two hundred ten to each side",
00:53:26.800,00:53:28.900,00:00:02.100,,,,,,,,,,,,"so then the other side just became y",
00:53:28.900,00:53:34.200,00:00:05.300,,,,,,,,,,,,"and the other side is now negative fourteen divided by two hundred ten",
00:53:36.900,00:53:38.300,00:00:01.400,,,,,,,,,,,,"you got it",
00:53:38.300,00:53:40.600,00:00:02.300,,,,,,,,,,,,"all right want to go to the next one",
00:53:40.600,00:53:41.400,00:00:00.800,,,,"SV",,"SV1A",,,,,,"I think they might be coming",
00:53:41.400,00:53:41.900,00:00:00.500,,,,"SV",,"SV1A",,,,,,"yeah they're coming",
00:53:41.900,00:53:46.800,00:00:04.900,,,,"SV",,"SV1A",,,,,,"wait are they coming yeah",
00:53:46.800,00:53:47.000,00:00:00.200,,,,"SV",,"SV1A",,,,,,"no okay pause filler",
00:53:47.200,00:53:48.600,00:00:01.400,,,,,,,,,,,,"let's go to the next one",
00:53:54.095,00:53:54.100,00:00:00.005,"TRC",,,,,,,,,,,,
00:53:54.100,00:53:57.700,00:00:03.600,"TRC",,,"SV",,"SV1A",,,,,,"I did it like the first time I",
00:53:57.700,00:53:57.706,00:00:00.006,"TRC",,,,,,,,,,,,
00:53:58.077,00:53:58.100,00:00:00.023,"TRC",,,,,,,,,,,,
00:53:58.100,00:53:59.292,00:00:01.192,"TRC",,"SV",,"SV1A",,,,,,"actually that was me",,
00:53:59.292,00:53:59.300,00:00:00.008,"TRC",,"SV",,"SV1A",,,,,,"actually that was me",,
00:53:59.300,00:54:03.200,00:00:03.900,"TRC",,,"SV",,"SV1A",,,,,,"oh that was oh wait maybe we just both pressed it at the same time",
00:54:03.200,00:54:03.207,00:00:00.007,"TRC",,,,,,,,,,,"okay so for this one you have to oh",
00:54:03.207,00:54:04.800,00:00:01.593,,,,,,,,,,,,"okay so for this one you have to oh",
00:54:04.800,00:54:08.200,00:00:03.400,,,,,,,,,,"okay that is all the time that we have",,,
00:54:08.200,00:54:09.700,00:00:01.500,,,,,,,,,,"pause filler I'll be right back",,,
00:54:09.700,00:54:10.400,00:00:00.700,,,,,,,,,,,,"all right",
00:54:10.600,00:54:31.700,00:00:21.100,,,,,,,,,"great so you're done with the (inaudible) today we're going to end the call in just a couple of minutes so you can just stay on (inaudible)",,,,
00:54:32.300,00:54:33.400,00:00:01.100,,,,,,,,,,,,"that was fifty-five",
00:54:33.400,00:54:43.900,00:00:10.500,,,,,,,,,"so you guys can just say goodbye and then end the call",,,,
00:54:45.400,00:54:51.700,00:00:06.300,,,,,,,,,,,,"can you believe it was fifty-five minutes",
00:54:51.700,00:54:53.200,00:00:01.500,,,,,,,,,,,,"it was almost an hour like",
00:54:53.900,00:54:55.400,00:00:01.500,,,,,,,,,,,,"all right",
00:54:56.800,00:55:04.600,00:00:07.800,,,,,,,,,"do you know how to end it",,,,
