"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P2","Experimenter 2","Experimenter","Experimenter 1","P1","P2","Experimenter-1","PP_P1",
00:30:04.721,00:30:09.510,00:00:04.789,,,,,,,,,,,,"and they're going to travel to like Paris and Italy and all these different places in Europe",,,
00:30:09.510,00:30:10.637,00:00:01.127,,,,,,,,,,,,"and it's going to be really nice",,,
00:30:11.376,00:30:13.202,00:00:01.826,,,,,,,,,,,"oh yeah that does sound really nice",,,,
00:30:13.611,00:30:16.893,00:00:03.282,,,,,,,,,,,,"where are you going are you going on vacation this year",,,
00:30:18.370,00:30:22.002,00:00:03.632,,,,,,,,,,,"pause filler well pause filler I mean we've gone on vacation",,,,
00:30:22.002,00:30:24.695,00:00:02.693,,,,,,,,,,,"like pause filler during spring break I'm going to go to my grandma's house",,,,
00:30:24.875,00:30:25.000,00:00:00.125,,,,,,,,,,,"and it's just going to be me not my brother and sisters",,,,
00:30:25.000,00:30:25.311,00:00:00.311,,,,,,,,,,,"and it's just going to be me not my brother and sisters","(laughter)",,,
00:30:25.311,00:30:26.900,00:00:01.589,,,,,,,,,,,"and it's just going to be me not my brother and sisters",,,,
00:30:26.900,00:30:27.669,00:00:00.769,,,,,,,,,,,"so that would be cool",,,,
00:30:27.978,00:30:34.992,00:00:07.014,,,,,,,,,,,"you must have gone to some other places this year already",,,,
00:30:35.232,00:30:45.279,00:00:10.047,,,,,,,,,,,,"well the reason I went to Florida is because pause filler my grandparents go up every year for a few months",,,
00:30:45.279,00:30:51.934,00:00:06.655,,,,,,,,,,,,"so my pause filler my dad and I just went up for a little bit",,,
00:30:52.053,00:30:54.857,00:00:02.804,,,,,,,,,,,,"my mom stayed back home because I have a baby sister so",,,
00:30:55.595,00:31:00.843,00:00:05.248,,,,,,,,,,,"yeah my grandparents also go to like Colorado",,,,
00:31:00.843,00:31:03.767,00:00:02.924,,,,,,,,,,,"so I've been to Colorado this year as well",,,,
00:31:04.335,00:31:04.844,00:00:00.509,,,,,,,,,,,,"it's cool",,,
00:31:05.034,00:31:05.712,00:00:00.678,,,,,,,,,,,,"I've never been there",,,
00:31:07.538,00:31:08.286,00:00:00.748,,,,,,,,,,,"yeah it's nice",,,,
00:31:08.286,00:31:10.202,00:00:01.916,,,,,,,,,,,"in there really high altitude",,,,
00:31:10.202,00:31:12.956,00:00:02.754,,,,,,,,,,,"so like I always get headaches when I get there",,,,
00:31:13.006,00:31:15.490,00:00:02.484,,,,,,,,,,,"but it's still fun",,,,
00:31:15.550,00:31:20.179,00:00:04.629,,,,,,,,,,,,"yeah I'm going to pause filler to Mexico this summer",,,
00:31:20.179,00:31:21.147,00:00:00.968,,,,,,,,,,,,"it's going to be really fun",,,
00:31:21.147,00:31:22.744,00:00:01.597,,,,,,,,,,,,"I've never been out of the US",,,
00:31:22.744,00:31:28.530,00:00:05.786,,,,,,,,,,,"I'm not going to lie",,,,
00:31:28.630,00:31:29.947,00:00:01.317,,,,,,,,,,,"that's going to be cool",,,,
00:31:29.947,00:31:32.441,00:00:02.494,,,,,,,,,,,"(inaudible) gone is California you can get far but",,,,
00:31:32.511,00:31:33.090,00:00:00.579,,,,,,,,,,,,"yeah",,,
00:31:37.879,00:31:46.160,00:00:08.281,,,,,,,,,,,,"like pause filler I usually just go to like a regular beach like Myrtle beach or somewhere of the year but",,,
00:31:46.160,00:31:47.817,00:00:01.657,,,,,,,,,,,,"I went to Tennessee one year",,,
00:31:47.946,00:31:48.415,00:00:00.469,,,,,,,,,,,,"oh god",,,
00:31:48.415,00:31:49.762,00:00:01.347,,,,,,,,,,,,"my voice just crack really bad",,,
00:31:49.762,00:31:51.917,00:00:02.155,,,,,,,,,,,,"I went to Tennessee one year",,,
00:31:53.204,00:31:55.689,00:00:02.485,,,,,,,,,,,,"so what do you do like",,,
00:31:55.689,00:31:56.746,00:00:01.057,,,,,,,,,,,,"what is your hobby",,,
00:31:56.746,00:31:57.694,00:00:00.948,,,,,,,,,,,,"what are your hobbies",,,
00:31:57.694,00:31:58.253,00:00:00.559,,,,,,,,,,,,"what do you do",,,
00:31:59.310,00:31:59.849,00:00:00.539,,,,,,,,,,,"we'll see pause filler",,,,
00:31:59.849,00:32:06.664,00:00:06.815,,,,,,,,,,,"I guess I like to read pause filler and play soccer",,,,
00:32:07.432,00:32:07.721,00:00:00.289,,,,,,,,,,,"pause filler see",,,,
00:32:07.921,00:32:12.271,00:00:04.350,,,,,,,,,,,"I'm also a big fan of this card game called (inaudible) pause filler",,,,
00:32:14.985,00:32:16.012,00:00:01.027,,,,,,,,,,,"computer is nice",,,,
00:32:16.382,00:32:19.455,00:00:03.073,,,,,,,"LPA",,,,,"yeah you're lucky you can play a sport",,,
00:32:19.455,00:32:21.610,00:00:02.155,,,,,,,,,,,,"I am not good at sports at all",,,
00:32:22.188,00:32:26.848,00:00:04.660,,,,,,,,,,,,"and I do musical theater so",,,
00:32:26.848,00:32:30.090,00:00:03.242,,,,,,,,,,,,,"oh thank you so now",,
00:32:30.170,00:32:30.749,00:00:00.579,,,,,,,"UL",,,,,"it's great",,,
00:32:32.635,00:32:33.094,00:00:00.459,,,,,,,,,,,"we'll see",,,,
00:32:33.353,00:32:33.692,00:00:00.339,,,,,,,,,,,,"yeah",,,
00:32:34.201,00:32:35.857,00:00:01.656,,,,,,,,,,,"pause filler I think we're going to be start soon",,,,
00:32:36.047,00:32:40.956,00:00:04.909,,,,,,,,,,,,,"right so okay okay so this is second session so and (inaudible)",,
00:32:40.956,00:32:41.385,00:00:00.429,,,,,,,,,,,,"sorry (laughter)",,,
00:32:41.864,00:32:45.186,00:00:03.322,,,,,,,,,,,,,"no you're fine pause filler cool",,
00:32:45.186,00:32:46.912,00:00:01.726,,,,,,,,,,,,,"so we are going to keep going",,
00:32:47.261,00:32:49.566,00:00:02.305,,,,,,,,,,,,,"and (inaudible) oh you are (inaudible)",,
00:32:49.566,00:32:57.000,00:00:07.434,,,,,,,,,,,"could you this one first and because that one got sort of messed up",,,,
00:32:57.000,00:32:59.000,00:00:02.000,,,,,,,,,,,"could you this one first and because that one got sort of messed up",,"okay pause filler",,
00:32:59.000,00:33:00.212,00:00:01.212,,,,,,,,,,,"could you this one first and because that one got sort of messed up",,,,
00:33:02.188,00:33:05.370,00:00:03.182,,,,,,,,,,,,"yeah I'm getting over clothes on it's okay",,,
00:33:08.304,00:33:10.070,00:00:01.766,,,,,,,,,,,"should we do the other one",,,,
00:33:11.000,00:33:11.337,00:00:00.337,,,,,,,,,,,"mm-hmm",,,,
00:33:11.337,00:33:14.769,00:00:03.432,,,,,,,,,,,"mm-hmm",,"oh oh I see so you started from here right",,
00:33:14.769,00:33:14.869,00:00:00.100,,,,,,,,,,,"mm-hmm",,,,
00:33:14.869,00:33:16.345,00:00:01.476,,,,,,,,,,,"mm-hmm",,"I see got it got it got it cool",,
00:33:16.345,00:33:17.509,00:00:01.164,,,,,,,,,,,"mm-hmm",,"and okay so we're going to switch",,
00:33:17.509,00:33:18.371,00:00:00.862,,,,,,,,,,,,,"and okay so we're going to switch",,
00:33:18.371,00:33:20.376,00:00:02.005,,,,,,,,,,,"oh I'm okay scribbles on it I see",,,,
00:33:20.376,00:33:24.337,00:00:03.961,,,,,,,,,,,,,"I see so yeah just like before give about twenty minutes",,
00:33:24.337,00:33:31.202,00:00:06.865,,,,,,,,,,,,,"and you're going to write in green because you are the tutor pause filler",,
00:33:32.708,00:33:35.143,00:00:02.435,,,,,,,,,,,,,"and there the two t minus the two t now pause filler",,
00:33:35.143,00:33:44.222,00:00:09.079,,,,,,,,,,,,,"and just like before like you want to solve the problems before them help pause filler her solve the problems if you want to like underline parts of the problem or",,
00:33:44.970,00:33:48.153,00:00:03.183,,,,,,,,,,,,,"let's clear the space for you",,
00:33:50.458,00:33:51.126,00:00:00.668,,,,,,,,,,,,,"so there's an eraser",,
00:33:51.126,00:34:18.933,00:00:27.807,,,,,,,,,,,,,"it's cool in right here (inaudible) okay you have twenty minutes and that's",,
00:34:18.933,00:34:20.320,00:00:01.387,,,,,,,,,,,,"all right thank you",,,
00:34:21.737,00:34:23.563,00:00:01.826,,,,,,,,,,,,,"and now she is the teacher",,
00:34:23.942,00:34:24.171,00:00:00.229,,,,,,,,,,,"okay",,,,
00:34:24.321,00:34:24.471,00:00:00.150,,,,,,,,,,,,,"yeah",,
00:34:26.895,00:34:29.270,00:00:02.375,,,,,,,,,,,,"all right your turn",,,
00:34:29.549,00:34:41.452,00:00:11.903,,,,,,,,,,,,"so what do you think you're going to start off by doing because this one you want to get rid of the three (inaudible) on",,,
00:34:41.452,00:34:44.774,00:00:03.322,,,,,,,,,,,"and add that",,,,
00:34:44.774,00:34:46.640,00:00:01.866,,,,,,,,,,,"what color are you",,,,
00:34:46.989,00:34:48.037,00:00:01.048,,,,,,,,,,,,"pause filler it's like not working",,,
00:34:48.037,00:34:49.434,00:00:01.397,,,,,,,,,,,"here we go okay",,,,
00:34:57.725,00:35:13.659,00:00:15.934,,,,,,,,,,,"are you selecting the pencil tool",,,,
00:35:14.686,00:35:16.921,00:00:02.235,,,,,,,,,,,"yeah  you're lagging out or something",,,,
00:35:16.921,00:35:17.939,00:00:01.018,,,,,,,,,,,"I don't know what's happening",,,,
00:35:17.939,00:35:23.117,00:00:05.178,,,,,,,,,,,,"do you want to go get it",,,
00:35:25.232,00:35:28.166,00:00:02.934,,,,,,,,,,,"wait I don't know it seems like it's lagging out less now",,,,
00:35:29.343,00:35:31.079,00:00:01.736,,,,,,,,,,,"and you want to all right",,,,
00:35:31.079,00:35:33.334,00:00:02.255,,,,,,,,,,,"is he near you",,,,
00:35:33.334,00:35:34.012,00:00:00.678,,,,,,,,,,,,"I'll go get him",,,
00:35:34.122,00:35:34.262,00:00:00.140,,,,,,,,,,,"okay",,,,
00:35:34.302,00:35:59.425,00:00:25.123,,,,,,,,,,,,,"oh yeah it's picking up the stylus it just needs the pencil",,
00:36:00.722,00:36:01.400,00:00:00.678,,,,,,,,,,,,,"hang on",,
00:36:01.690,00:36:02.398,00:00:00.708,,,,,,,,,,,,"sorry nice",,,
00:36:02.398,00:36:02.667,00:00:00.269,,,,,,,,,,,,,"no no no",,
00:36:02.667,00:36:05.720,00:00:03.053,,,,,,,,,,,,"all right it's working now",,,
00:36:07.027,00:36:08.364,00:00:01.337,,,,,,,,,,,"so that color okay",,,,
00:36:08.364,00:36:11.946,00:00:03.582,,,,,,,,,,,"in that case I probably shouldn't be break free",,,,
00:36:12.006,00:36:16.187,00:00:04.181,,,,,,,,,,,"I am good with it",,,,
00:36:16.187,00:36:20.457,00:00:04.270,,,,,,,,,,,"we're going to be (inaudible)",,,,
00:36:23.071,00:36:27.441,00:00:04.370,,,,,,,,,,,"okay so start off you want to add three",,,,
00:36:28.658,00:36:29.017,00:00:00.359,,,,,,,,,,,,"yeah",,,
00:36:29.387,00:36:36.261,00:00:06.874,,,,,,,,,,,"that was a thirteen (laughter) x equals twenty-five here we go",,,,
00:36:36.291,00:36:41.729,00:00:05.438,,,,,,,"UL",,,,,"all right great",,,
00:36:41.828,00:36:42.916,00:00:01.088,,,,,,,,,,,"let me see",,,,
00:36:43.066,00:36:45.660,00:00:02.594,,,,,,,,,,,"pause filler you change it do you know how to change it",,,,
00:36:45.660,00:36:46.797,00:00:01.137,,,,,,,,,,,"or should I change it for you",,,,
00:36:46.797,00:36:48.413,00:00:01.616,,,,,,,,,,,"oh this is the page I see okay",,,,
00:36:50.110,00:36:51.935,00:00:01.825,,,,,,,,,,,,"so this is a negative",,,
00:36:51.935,00:36:53.612,00:00:01.677,,,,,,,,,,,,"so we start off by adding",,,
00:36:54.819,00:36:56.814,00:00:01.995,,,,,,,,,,,"okay so adding y",,,,
00:36:57.094,00:36:57.612,00:00:00.518,,,,,,,,,,,"here we go",,,,
00:36:58.231,00:36:59.079,00:00:00.848,,,,,,,,,,,"wait no not the y",,,,
00:36:59.079,00:37:00.177,00:00:01.098,,,,,,,,,,,,"oh not the y",,,
00:37:00.177,00:37:03.389,00:00:03.212,,,,,,,,,,,"but you know I guess you could do that right yeah",,,,
00:37:04.856,00:37:08.598,00:00:03.742,,,,,,,,,,,,"no no you shouldn't do that",,,
00:37:08.598,00:37:09.326,00:00:00.728,,,,,,,,,,,,"wait let's go back",,,
00:37:09.326,00:37:09.964,00:00:00.638,,,,,,,,,,,,"let's go back",,,
00:37:10.463,00:37:11.641,00:00:01.178,,,,,,,,,,,,"that was wrong (laughter)",,,
00:37:12.419,00:37:17.497,00:00:05.078,,,,,,,,,,,,"okay so you want to start off by subtracting eighteen from both sides",,,
00:37:18.136,00:37:27.784,00:00:09.648,,,,,,,,,,,"okay okay negative y equals five",,,,
00:37:28.472,00:37:29.171,00:00:00.699,,,,,,,"UL",,,,,"yeah great",,,
00:37:29.171,00:37:31.835,00:00:02.664,,,,,,,,,,,,"so just remember that pause filler there's a negative in front of it",,,
00:37:31.835,00:37:33.521,00:00:01.686,,,,,,,,,,,,"so that means that there's a negative one",,,
00:37:34.100,00:37:36.394,00:00:02.294,,,,,,,,,,,,"so divide that by negative one",,,
00:37:36.394,00:37:41.662,00:00:05.268,,,,,,,,,,,,"and you'll get your answer",,,
00:37:41.662,00:37:45.534,00:00:03.872,,,,,,,,,,,"okay y equals negative five",,,,
00:37:46.122,00:37:46.591,00:00:00.469,,,,,,,,,,,,"all right",,,
00:37:46.591,00:37:47.868,00:00:01.277,,,,,,,,,,,,"all right",,,
00:37:49.674,00:37:52.348,00:00:02.674,,,,,,,,,,,,"this one is a little bit different pause filler",,,
00:37:52.917,00:37:56.848,00:00:03.931,,,,,,,,,,,,"so what do you think you're going to start off by doing",,,
00:37:56.848,00:38:03.802,00:00:06.954,,,,,,,,,,,"pause filler so for this one we want since there's pause filler I guess there's two ks",,,,
00:38:03.802,00:38:08.372,00:00:04.570,,,,,,,,,,,"so pause filler you would want to get rid of one of the k",,,,
00:38:08.551,00:38:10.447,00:00:01.896,,,,,,,,,,,,"yeah you should start off with the variable",,,
00:38:11.295,00:38:14.000,00:00:02.705,,,,,,,,,,,"so we're going to add a k so that it cancels out the other k",,,,
00:38:14.000,00:38:16.000,00:00:02.000,,,,,,,,,,,"so we're going to add a k so that it cancels out the other k","(sfx)",,,
00:38:16.000,00:38:16.254,00:00:00.254,,,,,,,,,,,"so we're going to add a k so that it cancels out the other k",,,,
00:38:17.900,00:38:20.285,00:00:02.385,,,,,,,,,,,"are you okay",,,,
00:38:21.272,00:38:22.879,00:00:01.607,,,,,,,,,,,,"yeah I'm okay",,,
00:38:22.879,00:38:23.338,00:00:00.459,,,,,,,,,,,,"thank you",,,
00:38:23.996,00:38:29.943,00:00:05.947,,,,,,,,,,,"so we have negative fourteen equals thirty-six plus two k",,,,
00:38:29.943,00:38:32.417,00:00:02.474,,,,,,,"UL",,,,,"all right great",,,
00:38:32.417,00:38:33.774,00:00:01.357,,,,,,,,,,,,"so you end up with two k",,,
00:38:34.233,00:38:41.367,00:00:07.134,,,,,,,,,,,,"so now since pause filler this is a negative fourteen",,,
00:38:41.576,00:38:43.861,00:00:02.285,,,,,,,,,,,,"what are you going to need though",,,
00:38:43.861,00:38:48.979,00:00:05.118,,,,,,,,,,,"I'm going to add it so (inaudible)",,,,
00:38:48.979,00:38:54.018,00:00:05.039,,,,,,,,,,,,"well you would be doing it to the thirty-six remember because that's alone on the other side",,,
00:38:55.145,00:38:58.139,00:00:02.994,,,,,,,,,,,"yeah but you also want to do it to both sides",,,,
00:38:58.488,00:39:00.403,00:00:01.915,,,,,,,,,,,"so I guess",,,,
00:39:00.403,00:39:01.491,00:00:01.088,,,,,,,,,,,,"I know but would you",,,
00:39:01.491,00:39:02.808,00:00:01.317,,,,,,,,,,,"oh yeah oh that oh oh",,,,
00:39:02.808,00:39:05.671,00:00:02.863,,,,,,,,,,,,"you would want to be subtracting thirty-six",,,
00:39:11.019,00:39:14.342,00:00:03.323,,,,,,,,,,,"(laughter) okay I did not see it",,,,
00:39:14.342,00:39:14.990,00:00:00.648,,,,,,,,,,,,"it's okay",,,
00:39:14.990,00:39:16.726,00:00:01.736,,,,,,,,,,,,"it was my fault",,,
00:39:17.644,00:39:25.267,00:00:07.623,,,,,,,,,,,"okay so hurry up pause filler",,,,
00:39:26.185,00:39:29.517,00:00:03.332,,,,,,,,,,,"so now you want to subtract with thirty-six",,,,
00:39:32.151,00:39:35.673,00:00:03.522,,,,,,,,,,,"yeah thirty-six okay",,,,
00:39:36.541,00:39:43.286,00:00:06.745,,,,,,,,,,,"and then you get pause filler negative fifty equals two k",,,,
00:39:43.934,00:39:49.382,00:00:05.448,,,,,,,,,,,,"all right so then you would want to divide by two on both sides",,,
00:39:52.804,00:39:56.925,00:00:04.121,,,,,,,,,,,"yeah equals negative twenty-five",,,,
00:39:58.322,00:40:01.973,00:00:03.651,,,,,,,,,,,"and we're good",,,,
00:40:02.692,00:40:03.181,00:00:00.489,,,,,,,,,,,,"yup",,,
00:40:03.181,00:40:13.058,00:00:09.877,,,,,,,,,,,,"all right so pause filler for this one you can do you should do the variable first always",,,
00:40:13.058,00:40:28.773,00:00:15.715,,,,,,,,,,,,"but you should start off by adding b on this side because sorry I just wrote over that pause filler you should start off by adding b because even though they both look the same that pause filler is worth less",,,
00:40:28.773,00:40:31.985,00:00:03.212,,,,,,,,,,,,"and you should always add and subtract the one that",,,
00:40:32.783,00:40:43.080,00:00:10.297,,,,,,,,,,,"okay so add b here and like the other following get seventeen thirteen plus two b",,,,
00:40:43.080,00:40:43.948,00:00:00.868,,,,,,,,,,,"and okay",,,,
00:40:44.866,00:40:48.987,00:00:04.121,,,,,,,,,,,"so now we need to make sure the b is on only one side",,,,
00:40:49.126,00:40:51.750,00:00:02.624,,,,,,,,,,,"and to do that you have to subtract the thirteen",,,,
00:40:52.090,00:40:52.409,00:00:00.319,,,,,,,,,,,,"right",,,
00:40:53.197,00:40:54.245,00:00:01.048,,,,,,,,,,,"not the seventeen",,,,
00:40:55.442,00:40:59.742,00:00:04.300,,,,,,,,,,,"and you get four equals two b",,,,
00:40:59.742,00:41:03.434,00:00:03.692,,,,,,,,,,,"and then you want to divide the two divide the two",,,,
00:41:03.933,00:41:06.577,00:00:02.644,,,,,,,,,,,"and you get two equals three",,,,
00:41:06.946,00:41:08.602,00:00:01.656,,,,,,,,,,,"and b equals two",,,,
00:41:09.310,00:41:09.710,00:00:00.400,,,,,,,,,,,"here we go",,,,
00:41:09.710,00:41:14.748,00:00:05.038,,,,,,,,,,,,"all right so this one is a little bit easier",,,
00:41:14.748,00:41:16.344,00:00:01.596,,,,,,,,,,,,"and you're multiplying",,,
00:41:16.344,00:41:20.096,00:00:03.752,,,,,,,,,,,,"so what are you going to do to solve the equation",,,
00:41:20.595,00:41:23.259,00:00:02.664,,,,,,,,,,,"so this one you want to measure g alone",,,,
00:41:23.259,00:41:27.250,00:00:03.991,,,,,,,,,,,"and since it's multiplying the negative nine by the g one you divide the negative nine",,,,
00:41:27.290,00:41:27.918,00:00:00.628,,,,,,,,,,,,"correct",,,
00:41:28.287,00:41:31.759,00:00:03.472,,,,,,,,,,,"that okay negative nine negative nine",,,,
00:41:33.974,00:41:38.344,00:00:04.370,,,,,,,,,,,"and g equals negative nine",,,,
00:41:38.504,00:41:39.861,00:00:01.357,,,,,,,,,,,"there we go",,,,
00:41:41.607,00:41:43.563,00:00:01.956,,,,,,,"UL",,,,,"all right great",,,
00:41:43.563,00:41:44.770,00:00:01.207,,,,,,,,,,,,"and now next",,,
00:41:45.388,00:41:48.761,00:00:03.373,,,,,,,,,,,,"all right so for this one it's different than the last one",,,
00:41:49.180,00:41:57.710,00:00:08.530,,,,,,,,,,,,"and it's like what we've been doing but pause filler you would be subtracting ten to start off",,,
00:41:58.229,00:42:07.129,00:00:08.900,,,,,,,,,,,"I see so seventy-two",,,,
00:42:13.016,00:42:16.717,00:00:03.701,,,,,,,,,,,"okay so now you want to get rid of the eight right",,,,
00:42:17.396,00:42:17.715,00:00:00.319,,,,,,,,,,,,"yes",,,
00:42:17.745,00:42:22.494,00:00:04.749,,,,,,,,,,,,"so you would have to pause filler divide by negative eight in both sides",,,
00:42:22.853,00:42:28.810,00:00:05.957,,,,,,,,,,,,"and let me know if you need help on that",,,
00:42:30.466,00:42:31.204,00:00:00.738,,,,,,,,,,,"(inaudible) that's nine",,,,
00:42:31.534,00:42:31.883,00:00:00.349,,,,,,,,,,,,"yeah",,,
00:42:32.392,00:42:34.487,00:00:02.095,,,,,,,,,,,,"well you remember it would be negative nine",,,
00:42:35.435,00:42:37.121,00:00:01.686,,,,,,,,,,,"yeah so there we go",,,,
00:42:37.580,00:42:37.979,00:00:00.399,,,,,,,"UL",,,,,"great",,,
00:42:37.979,00:42:39.376,00:00:01.397,,,,,,,,,,,,"all right next page",,,
00:42:39.825,00:42:43.077,00:00:03.252,,,,,,,,,,,,"one hundred seventy equals sixty-five minus fourteen x",,,
00:42:44.754,00:42:50.959,00:00:06.205,,,,,,,,,,,"okay so for this one you want to subtract the sixty-five",,,,
00:42:54.062,00:42:55.449,00:00:01.387,,,,,,,,,,,"here we go",,,,
00:42:55.579,00:42:56.357,00:00:00.778,,,,,,,,,,,"yup",,,,
00:43:00.238,00:43:02.783,00:00:02.545,,,,,,,,,,,,"all right all right",,,
00:43:06.744,00:43:13.937,00:00:07.193,,,,,,,,,,,,"so you just make sure you know that like you seem to be you seem to know",,,
00:43:13.937,00:43:22.398,00:00:08.461,,,,,,,,,,,,"but I mean just the role is always like depending on whether it's positive or negative just add or subtract and everything",,,
00:43:22.897,00:43:31.846,00:00:08.949,,,,,,,,,,,"yeah okay so pause filler now we got to subtract okay one hundred seven sixty-five is two like",,,,
00:43:31.846,00:43:35.388,00:00:03.542,,,,,,,,,,,"I'm going to say that's forty-two",,,,
00:43:37.304,00:43:44.897,00:00:07.593,,,,,,,,,,,"so forty-two equals negative fourteen x",,,,
00:43:47.311,00:43:48.249,00:00:00.938,,,,,,,,,,,,"yeah yeah",,,
00:43:48.249,00:43:54.575,00:00:06.326,,,,,,,,,,,"okay so and how we will want to pause filler divide by negative fourteen",,,,
00:43:57.159,00:44:00.142,00:00:02.983,,,,,,,,,,,"not the x",,,,
00:44:00.142,00:44:08.543,00:00:08.401,,,,,,,,,,,,"so pause filler is ninety-two divided by negative I can't talk is ninety-two divided by divisible by negative fourteen",,,
00:44:09.311,00:44:10.239,00:00:00.928,,,,,,,,,,,"actually maybe let's see",,,,
00:44:10.239,00:44:12.564,00:00:02.325,,,,,,,,,,,"wait fourteen times three happens",,,,
00:44:14.490,00:44:14.849,00:00:00.359,,,,,,,,,,,"yup",,,,
00:44:15.358,00:44:22.591,00:00:07.233,,,,,,,,,,,"yeah so we have pause filler x equals negative three",,,,
00:44:22.871,00:44:23.280,00:00:00.409,,,,,,,"UL",,,,,"great",,,
00:44:23.489,00:44:27.320,00:00:03.831,,,,,,,,,,,,"all right onto the next problem",,,
00:44:27.320,00:44:28.448,00:00:01.128,,,,,,,,,,,,"you're moving fast",,,
00:44:29.236,00:44:33.357,00:00:04.121,,,,,,,,,,,,"all right so pause filler this has bigger numbers in it",,,
00:44:33.357,00:44:37.228,00:00:03.871,,,,,,,,,,,,"but you would start off by adding what number",,,
00:44:38.076,00:44:38.715,00:00:00.639,,,,,,,,,,,"forty-one",,,,
00:44:38.715,00:44:38.904,00:00:00.189,,,,,,,,,,,,"yup",,,
00:44:38.904,00:44:47.335,00:00:08.431,,,,,,,,,,,"that looks like an h",,,,
00:44:47.505,00:44:50.558,00:00:03.053,,,,,,,,,,,"yeah that's horrible",,,,
00:44:51.386,00:44:59.956,00:00:08.570,,,,,,,,,,,"pause filler yes so that would be seventy-five equals negative nine k divided by the negative nine",,,,
00:45:00.705,00:45:04.945,00:00:04.240,,,,,,,,,,,,"so you just want to make that equal on both sides",,,
00:45:09.355,00:45:14.513,00:00:05.158,,,,,,,,,,,"would you say seventy-five divided by negative nine",,,,
00:45:15.172,00:45:15.671,00:00:00.499,,,,,,,,,,,"here we go",,,,
00:45:15.760,00:45:17.776,00:00:02.016,,,,,,,"UL",,,,,"all right great",,,
00:45:18.624,00:45:21.457,00:00:02.833,,,,,,,,,,,,"so now this one is a lot different",,,
00:45:22.305,00:45:26.925,00:00:04.620,,,,,,,,,,,,"so pause filler you would have to start off by adding p to both sides",,,
00:45:26.925,00:45:29.110,00:00:02.185,,,,,,,,,,,,"so what would you add it to on the other side",,,
00:45:29.499,00:45:32.442,00:00:02.943,,,,,,,,,,,"so I guess you want to so that would be nine p",,,,
00:45:32.752,00:45:34.428,00:00:01.676,,,,,,,,,,,"so you want to add the p yeah",,,,
00:45:35.146,00:45:38.958,00:00:03.812,,,,,,,,,,,"so if you do it to both sides we got the negative fifty-two here",,,,
00:45:39.317,00:45:41.372,00:00:02.055,,,,,,,,,,,"we got the nine p over here",,,,
00:45:41.372,00:45:47.169,00:00:05.797,,,,,,,,,,,"we got the negative sixteen which we need to now add so that",,,,
00:45:47.239,00:45:51.519,00:00:04.280,,,,,,,,,,,,"yeah just remember that you always have to keep that negative there because that's important",,,
00:45:54.253,00:46:01.107,00:00:06.854,,,,,,,,,,,"so it would be fifty-two minus sixteen which happens to be fourteen that would be forty",,,,
00:46:01.377,00:46:06.904,00:00:05.527,,,,,,,,,,,"I'm pretty sure that would be thirty-six",,,,
00:46:07.104,00:46:07.373,00:00:00.269,,,,,,,,,,,,"yeah",,,
00:46:07.732,00:46:13.329,00:00:05.597,,,,,,,,,,,"that seems like (inaudible) okay thirty-six equals nine p",,,,
00:46:16.602,00:46:19.545,00:00:02.943,,,,,,,,,,,"pause filler okay so then we want to divide it by nine",,,,
00:46:19.545,00:46:22.359,00:00:02.814,,,,,,,,,,,"and we get pause filler",,,,
00:46:22.359,00:46:22.509,00:00:00.150,,,,,,,,,,,,"four",,,
00:46:22.509,00:46:24.584,00:00:02.075,,,,,,,,,,,"p equals four",,,,
00:46:24.584,00:46:29.173,00:00:04.589,,,,,,,,,,,"I feel like there's a lot of nines in here okay",,,,
00:46:29.373,00:46:31.199,00:00:01.826,,,,,,,"UL",,,,,"all right great",,,
00:46:33.035,00:46:35.429,00:00:02.394,,,,,,,,,,,,"next one up and",,,
00:46:36.497,00:46:40.458,00:00:03.961,,,,,,,,,,,,"so you're going to add",,,
00:46:43.092,00:46:44.978,00:00:01.886,,,,,,,,,,,"the pause filler fourteen w",,,,
00:46:45.357,00:46:45.856,00:00:00.499,,,,,,,,,,,,"yes",,,
00:46:46.943,00:46:56.062,00:00:09.119,,,,,,,,,,,,"so that equals",,,
00:46:56.900,00:47:01.151,00:00:04.251,,,,,,,,,,,"pause filler negative forty-one equals",,,,
00:47:02.757,00:47:07.876,00:00:05.119,,,,,,,,,,,"pause filler I'll say forty forty w",,,,
00:47:09.143,00:47:09.761,00:00:00.618,,,,,,,,,,,,"correct",,,
00:47:10.210,00:47:15.708,00:00:05.498,,,,,,,,,,,"oh wait and we don't want to figure about that nineteen plus",,,,
00:47:16.167,00:47:21.076,00:00:04.909,,,,,,,,,,,"okay so now subtract the nineteen",,,,
00:47:23.789,00:47:28.918,00:00:05.129,,,,,,,,,,,"and okay to make it a hundred",,,,
00:47:30.344,00:47:35.882,00:00:05.538,,,,,,,,,,,"be a negative a hundred sixty equals forty w",,,,
00:47:37.997,00:47:40.412,00:00:02.415,,,,,,,,,,,"here we go",,,,
00:47:40.412,00:47:47.555,00:00:07.143,,,,,,,,,,,"okay (inaudible) by forty and that would be negative four",,,,
00:47:47.964,00:47:50.070,00:00:02.106,,,,,,,,,,,"yeah w equals negative four",,,,
