"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter 1","P1","Experimenter 2","P2"
00:28:56.824,00:28:58.144,00:00:01.320,,,,,"I like guinea pigs"
00:28:59.329,00:29:02.371,00:00:03.042,,,,"you're enjoying your sour candies",
00:29:02.412,00:29:02.793,00:00:00.381,,,,,"yes"
00:29:05.401,00:29:08.340,00:00:02.939,,"cool so pause filler it is time to switch",,,
00:29:08.340,00:29:08.360,00:00:00.020,,"cool so pause filler it is time to switch","yeah it's like you hit over that door",,
00:29:08.360,00:29:10.546,00:00:02.186,,,"yeah it's like you hit over that door",,
00:29:10.742,00:29:11.793,00:00:01.051,,,"and I was like yup",,
00:29:11.793,00:29:12.371,00:00:00.578,,,"and I was like yup",,"I don't think this one is mine"
00:29:12.371,00:29:13.082,00:00:00.711,,,,,"I don't think this one is mine"
00:29:14.072,00:29:16.670,00:00:02.598,,,,"I know you just had to do better than with a mouse",
00:29:18.577,00:29:20.824,00:00:02.247,,,,"but in fairness we have only one",
00:29:23.185,00:29:25.474,00:00:02.289,,,,"and I'm just going to put this",
00:29:25.474,00:29:26.401,00:00:00.927,,,,"and I'm just going to put this","I just want to clarify"
00:29:26.401,00:29:26.505,00:00:00.104,,,,,"I just want to clarify"
00:29:26.505,00:29:28.041,00:00:01.536,,,,,"I was not the one who broke the pen"
00:29:28.121,00:29:28.711,00:00:00.590,,,,,"(laughter)"
00:29:28.793,00:29:30.432,00:00:01.639,,,,"no this is someone else like before",
00:29:32.144,00:29:34.298,00:00:02.154,,,,,"she said it was her brother's partner"
00:29:42.618,00:29:44.721,00:00:02.103,,,,,"my mouse is not moving so"
00:29:45.711,00:29:47.608,00:00:01.897,,,,"pause filler it's the tablet closing",
00:29:50.757,00:29:53.143,00:00:02.386,,,"yup I don't know if it works",,
00:29:54.989,00:29:56.340,00:00:01.351,,,"looks like it used",,
00:29:57.144,00:29:59.092,00:00:01.948,,,,,"not really I thinks so"
00:29:59.133,00:30:01.608,00:00:02.475,,,,"okay no that's fine let's see",
00:30:03.474,00:30:06.061,00:00:02.587,,"and as a tutor now you'll be using the mouse",,,
00:30:06.585,00:30:10.014,00:00:03.429,,"so we make sure that you are not solving the problems in order",,,
00:30:10.886,00:30:12.896,00:00:02.010,,"make sure that you're helping your",,,
00:30:13.711,00:30:19.680,00:00:05.969,,"I just want to let you know that (inaudible)",,,
00:30:41.985,00:30:42.557,00:00:00.572,,"so",,,
00:30:43.014,00:30:44.343,00:00:01.329,,,,,"oh I like this"
00:30:44.371,00:30:45.857,00:00:01.486,,"she's going to be the tutor this time",,,
00:30:46.543,00:30:48.071,00:00:01.528,,"where's the Chrome",,,
00:30:48.614,00:30:52.857,00:00:04.243,,,"pause filler right there (laughter) I was using oh my gosh",,
00:30:52.914,00:30:54.400,00:00:01.486,,,"why is it upside down",,
00:30:58.414,00:31:00.971,00:00:02.557,,,"this is like what the heck left while",,
00:31:00.971,00:31:01.100,00:00:00.129,,"there that should be it (inaudible)","this is like what the heck left while",,
00:31:01.100,00:31:02.343,00:00:01.243,,"there that should be it (inaudible)",,,
00:31:04.900,00:31:06.528,00:00:01.628,,,"oh she left it out",,
00:31:07.124,00:31:10.171,00:00:03.047,,"this no I can't (inaudible)",,,
00:31:10.706,00:31:16.444,00:00:05.738,,,"it will help with my left hand-ism anyway left hand-ism (inaudible)",,
00:31:17.454,00:31:19.302,00:00:01.848,,,"no why do you move over here",,
00:31:21.868,00:31:26.636,00:00:04.768,,"yeah and I think pause filler yeah close out of this app there",,,
00:31:30.070,00:31:32.737,00:00:02.667,,"it should be like one to one on the screen isn't it",,,
00:31:36.080,00:31:42.464,00:00:06.384,,,,,"(inaudible) huh no nothing is turned off (inaudible)"
00:31:44.585,00:31:47.040,00:00:02.455,,"great so you have about twenty minutes again",,,
00:31:51.702,00:31:57.010,00:00:05.308,,"and (inaudible) here all right yeah I think so (inaudible)",,,
00:32:04.185,00:32:06.300,00:00:02.115,,,,,"you're in charge now (laughter)"
00:32:08.771,00:32:10.043,00:00:01.272,,,"I have no idea what's happening",,
00:32:11.657,00:32:14.528,00:00:02.871,,,,,"pause filler you're solving the problem I think"
00:32:14.928,00:32:16.228,00:00:01.300,,,"solving the problem",,
00:32:16.228,00:32:16.285,00:00:00.057,,,"solving the problem",,"it sounds fairly easy"
00:32:16.285,00:32:18.457,00:00:02.172,,,,,"it sounds fairly easy"
00:32:19.257,00:32:20.500,00:00:01.243,,,"probably get rid of that one",,
00:32:27.371,00:32:28.985,00:00:01.614,,,,,"is the pen working out for you"
00:32:29.243,00:32:29.428,00:00:00.185,,,"yeah",,
00:32:29.752,00:32:30.175,00:00:00.423,,,"okay",,
00:32:31.633,00:32:32.130,00:00:00.497,,,,,"yeah"
00:32:32.385,00:32:33.035,00:00:00.650,,,,,"(laughter)"
00:32:45.391,00:32:59.575,00:00:14.184,,,,,"(inaudible) (laughter) so (inaudible) simple so you're going to want to get rid of the one"
00:32:59.580,00:33:00.469,00:00:00.889,,,,,"I'm pretty sure"
00:33:00.837,00:33:01.106,00:00:00.269,,,"yup",,
00:33:02.988,00:33:03.804,00:00:00.816,,,"so I hear one",,
00:33:03.804,00:33:04.802,00:00:00.998,,,"I got to go (laughter)",,
00:33:04.802,00:33:05.061,00:00:00.259,,,"I got to go (laughter)",,"(laughter)"
00:33:05.061,00:33:05.379,00:00:00.318,,,"I got to go (laughter)",,
00:33:08.117,00:33:09.586,00:00:01.469,,,"so like I said if I cross cancel",,
00:33:10.066,00:33:10.536,00:00:00.470,,,,,"mm-hmm"
00:33:11.340,00:33:13.681,00:00:02.341,,,"(inaudible) one so yeah oh my",,
00:33:13.826,00:33:16.977,00:00:03.151,,,,,"or you could do"
00:33:17.335,00:33:18.569,00:00:01.234,,,"I'm red whoa",,
00:33:18.882,00:33:21.748,00:00:02.866,,,,,"it's doing one divided by x"
00:33:21.809,00:33:26.726,00:00:04.917,,,,,"so you could do one times one"
00:33:26.944,00:33:29.268,00:00:02.324,,,,,"I think but either way"
00:33:30.424,00:33:30.821,00:00:00.397,,,,,"I think you set the answer"
00:33:30.821,00:33:31.921,00:00:01.100,,,"one times one it is",,"I think you set the answer"
00:33:31.921,00:33:32.206,00:00:00.285,,,,,"I think you set the answer"
00:33:32.446,00:33:34.340,00:00:01.894,,,,,"yeah and then"
00:33:34.580,00:33:35.726,00:00:01.146,,,"and then twenty-five times one",,
00:33:36.011,00:33:40.519,00:00:04.508,,,,,"yeah right so then yeah I think"
00:33:40.530,00:33:41.748,00:00:01.218,,,,,"it's just twenty-five"
00:33:42.659,00:33:48.564,00:00:05.905,,,,,"and you can check and see if you get the same answer if you pause filler do the fractions"
00:33:53.117,00:33:54.675,00:00:01.558,,,,,"oh my god"
00:33:59.441,00:34:01.066,00:00:01.625,,,"that's not a one",,
00:34:01.072,00:34:01.759,00:00:00.687,,,"(laughter)",,
00:34:01.871,00:34:03.184,00:00:01.313,,,"that one is a drunk",,
00:34:03.191,00:34:03.564,00:00:00.373,,,"(laughter)",,
00:34:03.603,00:34:04.363,00:00:00.760,,,,,"slash"
00:34:07.944,00:34:08.971,00:00:01.027,,,"it's kind of like giving a thumbs up",,
00:34:08.971,00:34:11.541,00:00:02.570,,,"mine is thumbs minus up",,
00:34:11.552,00:34:13.469,00:00:01.917,,,"I don't know with that (laughter)",,
00:34:13.988,00:34:16.418,00:00:02.430,,,"that equals one so by twenty-five",,
00:34:17.335,00:34:31.983,00:00:14.648,,,"it's a long (inaudible) one times negative the other number so twenty-five pause filler the horrible thumb",,
00:34:32.575,00:34:34.603,00:00:02.028,,,,,"yay okay that was fast"
00:34:34.941,00:34:35.620,00:00:00.679,,,"(laughter)",,
00:34:35.943,00:34:36.949,00:00:01.006,,,,,"was that easier"
00:34:37.201,00:34:40.312,00:00:03.111,,,,,"you're like that one was easier than the one I got from this problem"
00:34:40.318,00:34:41.552,00:00:01.234,,,"yeah definitely oh good",,
00:34:41.849,00:34:42.036,00:00:00.187,,,,,"that doesn't look weird"
00:34:42.036,00:34:43.301,00:00:01.265,,,"(laughter)",,"that doesn't look weird"
00:34:43.301,00:34:43.335,00:00:00.034,,,"(laughter)",,
00:34:43.547,00:34:46.256,00:00:02.709,,,,,"okay I think I know what to do (laughter)"
00:34:49.363,00:34:49.837,00:00:00.474,,,"so that's okay",,
00:34:49.837,00:34:51.173,00:00:01.336,,,"we'll do the seventeen first",,
00:34:52.355,00:34:52.871,00:00:00.516,,,,,"um um"
00:34:53.726,00:35:02.407,00:00:08.681,,,"so it's minus seventeen so yeah seventeen minus seventeen that warning do it even",,
00:35:05.541,00:35:07.060,00:00:01.519,,,"what am I writing that",,
00:35:07.060,00:35:07.474,00:00:00.414,,,"what am I writing that",,"um"
00:35:07.474,00:35:07.620,00:00:00.146,,,"what am I writing that",,
00:35:10.530,00:35:12.033,00:00:01.503,,,,,"you actually have to add something too"
00:35:14.363,00:35:18.156,00:00:03.793,,,,,"because seventy is being subtracted and same to the opposite operation"
00:35:18.156,00:35:21.323,00:00:03.167,,,,,"you get rid of seventeen like"
00:35:22.849,00:35:25.620,00:00:02.771,,,,,"so make negative seventeen and zero"
00:35:25.636,00:35:26.754,00:00:01.118,,,,,"you have to add something to it"
00:35:27.161,00:35:29.536,00:00:02.375,,,,,"so I think of it so"
00:35:30.474,00:35:32.586,00:00:02.112,,,"oh my goodness what is that",,
00:35:33.502,00:35:34.530,00:00:01.028,,,"what happened with this drawing",,
00:35:34.764,00:35:34.849,00:00:00.085,,,"(laughter)",,
00:35:34.849,00:35:35.346,00:00:00.497,,,"(laughter)",,"I can-"
00:35:35.346,00:35:35.508,00:00:00.162,,,"(laughter)",,
00:35:35.938,00:35:36.575,00:00:00.637,,,,,"I can see it"
00:35:38.452,00:35:41.469,00:00:03.017,,,"(laughter) my seventeen looks like a triangle",,
00:35:41.603,00:35:41.714,00:00:00.111,,,"(laughter)",,
00:35:41.714,00:35:41.927,00:00:00.213,,,"(laughter)",,""
00:35:41.927,00:35:42.039,00:00:00.112,,,,,""
00:35:44.502,00:35:45.798,00:00:01.296,,,,,"here let me help"
00:35:46.441,00:35:51.849,00:00:05.408,,,,,"so fifteen that's not any better well then sixty-three plus seventeen"
00:35:51.849,00:35:52.530,00:00:00.681,,,"(laughter)",,"so fifteen that's not any better well then sixty-three plus seventeen"
00:35:52.530,00:35:58.592,00:00:06.062,,,,,"so fifteen that's not any better well then sixty-three plus seventeen"
00:36:00.039,00:36:06.994,00:00:06.955,,,"goodbye seventeen you will not be missed now sixty-three plus seventeen",,
00:36:09.843,00:36:16.418,00:00:06.575,,,"so eighty equals as in messed up eight four",,
00:36:16.910,00:36:18.603,00:00:01.693,,,"that looks like an hourglass",,
00:36:18.603,00:36:18.653,00:00:00.050,,,"that looks like an hourglass",,"do you want me just to rewrite it"
00:36:18.653,00:36:20.681,00:00:02.028,,,,,"do you want me just to rewrite it"
00:36:21.547,00:36:24.502,00:00:02.955,,,"no that's fine so they can see what it does",,
00:36:24.502,00:36:25.089,00:00:00.587,,,"no that's fine so they can see what it does",,"okay so"
00:36:25.089,00:36:25.921,00:00:00.832,,,,,"okay so"
00:36:26.050,00:36:27.480,00:00:01.430,,,"so now I got to get rid of the minus three so minus three divided by minus three",,
00:36:30.396,00:36:31.338,00:00:00.942,,,,,"yeah yeah and then eighty divided by minus three because I think I'm out"
00:36:31.338,00:36:32.910,00:00:01.572,,,"",,"yeah yeah and then eighty divided by minus three because I think I'm out"
00:36:32.910,00:36:42.301,00:00:09.391,,,,,"yeah yeah and then eighty divided by minus three because I think I'm out"
00:36:43.513,00:36:49.234,00:00:05.721,,,,,"oh no I just spilled dust all over"
00:36:49.731,00:36:51.335,00:00:01.604,,,"this is the second time in a row",,
00:36:51.335,00:36:52.720,00:00:01.385,,,"you spilled something while you're eating",,
00:36:52.754,00:36:53.262,00:00:00.508,,,"(laughter)",,
00:36:53.262,00:36:53.430,00:00:00.168,,,"(laughter)",,"what"
00:36:53.430,00:36:53.620,00:00:00.190,,,,,"what"
00:36:54.480,00:36:55.580,00:00:01.100,,,"this is the second time in a row",,
00:36:55.688,00:36:56.178,00:00:00.490,,,"",,
00:36:56.374,00:36:56.882,00:00:00.508,,,,,"really"
00:36:57.888,00:36:59.508,00:00:01.620,,,"yeah because remember you dropped something last time",,
00:36:59.849,00:37:01.608,00:00:01.759,,,,,"oh yeah I dropped the Skittle"
00:37:01.732,00:37:02.541,00:00:00.809,,,"yeah (laughter)",,
00:37:02.541,00:37:02.553,00:00:00.012,,,"yeah (laughter)",,"but that was better"
00:37:02.553,00:37:03.161,00:00:00.608,,,,,"but that was better"
00:37:03.167,00:37:07.664,00:00:04.497,,,,,"because this is like all over oh well"
00:37:08.245,00:37:10.296,00:00:02.051,,,"so that's a one (laughter)",,
00:37:11.508,00:37:15.189,00:00:03.681,,,"three divided by three equals one so",,
00:37:15.418,00:37:17.731,00:00:02.313,,,,,"yeah it's just one y so y"
00:37:18.485,00:37:19.441,00:00:00.956,,,,,"so then you have"
00:37:19.441,00:37:19.541,00:00:00.100,,,"why is this like a big deal",,"so then you have"
00:37:19.541,00:37:20.569,00:00:01.028,,,"why is this like a big deal",,
00:37:21.927,00:37:25.608,00:00:03.681,,,,,"y oh never mind I'm just not going to do it"
00:37:25.614,00:37:26.135,00:00:00.521,,,,,"because it's just big"
00:37:26.135,00:37:26.458,00:00:00.323,,,"(laughter)",,"because it's just big"
00:37:26.458,00:37:26.882,00:00:00.424,,,,,"because it's just big"
00:37:28.195,00:37:30.849,00:00:02.654,,,,,"so I'm trying to get rid of my y"
00:37:30.860,00:37:32.418,00:00:01.558,,,,,"but I erased something you made"
00:37:33.228,00:37:54.988,00:00:21.760,,,"no that's fine (laughter) ah oh my goodness gracious learn how to write so a big two",,
00:37:54.988,00:37:55.726,00:00:00.738,,,"no that's fine (laughter) ah oh my goodness gracious learn how to write so a big two",,"isn't it still negative three"
00:37:55.726,00:37:59.279,00:00:03.553,,,,,"isn't it still negative three"
00:37:59.608,00:38:00.259,00:00:00.651,,,,,"well I guess you just make the final thing negative really"
00:38:00.259,00:38:00.809,00:00:00.550,,,"oh well",,"well I guess you just make the final thing negative really"
00:38:00.809,00:38:02.882,00:00:02.073,,,,,"well I guess you just make the final thing negative really"
00:38:02.942,00:38:03.374,00:00:00.432,,,"yeah",,
00:38:12.084,00:38:12.804,00:00:00.720,,,"(laughter)",,
00:38:14.849,00:38:19.687,00:00:04.838,,,"yeah seventy-two equals twenty eighteen",,
00:38:19.955,00:38:28.005,00:00:08.050,,,,,"wait are we doing like f here"
00:38:29.519,00:38:34.502,00:00:04.983,,,,,"are we doing where it says negative three over y is being divided"
00:38:34.513,00:38:35.480,00:00:00.967,,,,,"so you have to multiply"
00:38:35.480,00:38:38.418,00:00:02.938,,,,,"so you have negative three times negative three"
00:38:39.949,00:38:42.100,00:00:02.151,,,"so negative three (inaudible) but yeah",,
00:38:42.318,00:38:44.541,00:00:02.223,,,,,"yeah so you're doing negative three"
00:38:46.564,00:38:47.720,00:00:01.156,,,"lock up everything",,
00:38:48.860,00:38:50.167,00:00:01.307,,,"I want to get rid of all that",,
00:38:51.094,00:38:52.145,00:00:01.051,,,,,"that's just too big"
00:38:52.189,00:38:52.904,00:00:00.715,,,,,"but I'm just"
00:38:52.938,00:38:56.407,00:00:03.469,,,,,"that's what we're doing okay"
00:38:58.151,00:38:59.193,00:00:01.042,,,"ah goodbye (laughter)",,
00:38:59.193,00:38:59.916,00:00:00.723,,,"ah goodbye (laughter)",,"so wait"
00:38:59.916,00:39:00.411,00:00:00.495,,,"ah goodbye (laughter)",,
00:39:02.201,00:39:02.882,00:00:00.681,,,"(laughter)",,
00:39:08.344,00:39:09.890,00:00:01.546,,,"that looks like an upside down sock",,
00:39:11.932,00:39:12.848,00:00:00.916,,,"it does",,
00:39:13.571,00:39:14.731,00:00:01.160,,,,,"I know or feel like (inaudible)"
00:39:16.142,00:39:18.899,00:00:02.757,,,"yeah what is this",,
00:39:19.176,00:39:20.672,00:00:01.496,,,"that's an a not an x maybe",,
00:39:22.748,00:39:23.781,00:00:01.033,,,"this is on our course",,
00:39:23.781,00:39:25.215,00:00:01.434,,,"I don't know what the heck we're doing anyway",,
00:39:25.215,00:39:25.949,00:00:00.734,,,"what are we doing (laughter)",,
00:39:25.949,00:39:26.521,00:00:00.572,,,"(laughter)",,
00:39:26.605,00:39:28.361,00:00:01.756,,,,,"okay we could just like rewrite it"
00:39:28.521,00:39:30.553,00:00:02.032,,,,,"so we're doing"
00:39:30.553,00:39:32.806,00:00:02.253,,,"three times three I know eighty-eight times three",,
00:39:34.924,00:39:36.344,00:00:01.420,,,"eighty-eight times three would equal",,
00:39:41.420,00:39:48.663,00:00:07.243,,,"yeah well let's try it twenty-four so twenty-four zero zero not twenty-four zero",,
00:39:48.663,00:39:49.361,00:00:00.698,,,"yeah well let's try it twenty-four so twenty-four zero zero not twenty-four zero",,"and you're doing eighty times negative three right so"
00:39:49.361,00:39:54.462,00:00:05.101,,,,,"and you're doing eighty times negative three right so"
00:39:54.462,00:39:54.714,00:00:00.252,,,"yeah",,"and you're doing eighty times negative three right so"
00:39:54.714,00:39:54.874,00:00:00.160,,,"yeah",,
00:39:55.386,00:39:58.748,00:00:03.362,,,,,"it would be negative twenty-four yeah"
00:39:58.748,00:39:58.756,00:00:00.008,,,"two hundred forty",,"it would be negative twenty-four yeah"
00:39:58.756,00:39:59.647,00:00:00.891,,,"two hundred forty",,
00:39:59.655,00:40:01.983,00:00:02.328,,,,,"two hundred forty can't forget the zero"
00:40:01.991,00:40:03.269,00:00:01.278,,,,,"it's really important"
00:40:04.016,00:40:05.706,00:00:01.690,,,"uh-huh (laughter)",,
00:40:06.798,00:40:08.907,00:00:02.109,,,,,"because there's still dust in the chair too"
00:40:09.369,00:40:10.117,00:00:00.748,,,"oh well",,
00:40:10.142,00:40:12.706,00:00:02.564,,,,,"oh well okay that would be the answer right"
00:40:13.294,00:40:13.621,00:00:00.327,,,"yup",,
00:40:13.832,00:40:13.974,00:00:00.142,,,,,"yup"
00:40:14.991,00:40:19.739,00:00:04.748,,,"whoa pointless (inaudible) on that (laughter)",,
00:40:19.874,00:40:27.075,00:00:07.201,,,,,"okay so you're so much faster than me"
00:40:28.832,00:40:29.764,00:00:00.932,,,"I do it on my mind",,
00:40:30.168,00:40:30.638,00:00:00.470,,,,,"yeah"
00:40:31.663,00:40:33.243,00:00:01.580,,,"I do it mentally",,
00:40:33.369,00:40:35.941,00:00:02.572,,,,,"my math mind can't take the pressure"
00:40:36.092,00:40:38.924,00:00:02.832,,,"yeah so we get rid of fifty-four first",,
00:40:38.932,00:40:41.857,00:00:02.925,,,"so it's all right got to go",,
00:40:48.285,00:41:01.739,00:00:13.454,,,"that is the worst fifty-four I've ever oh my god oh right oh (laughter)",,
00:41:03.319,00:41:09.958,00:00:06.639,,,"okay then minus five equals (laughter) nah right right",,
00:41:11.714,00:41:12.605,00:00:00.891,,,,,"I know"
00:41:14.403,00:41:15.227,00:00:00.824,,,"what were you",,
00:41:15.353,00:41:16.630,00:00:01.277,,,"no I don't want the settings (laughter)",,
00:41:17.716,00:41:18.537,00:00:00.821,,,"(laughter)",,
00:41:22.050,00:41:23.353,00:00:01.303,,,"we then shift",,
00:41:24.142,00:41:25.151,00:00:01.009,,,"it says fifty-two",,
00:41:25.277,00:41:27.815,00:00:02.538,,,"goodbye fifty-four you will not be (inaudible)",,
00:41:29.529,00:41:29.815,00:00:00.286,,,,,"so now that's"
00:41:29.815,00:41:30.647,00:00:00.832,,,"so now I get rid of four",,"so now that's"
00:41:30.647,00:41:31.117,00:00:00.470,,,"so now I get rid of four",,
00:41:31.974,00:41:41.319,00:00:09.345,,,,,"yeah I'm just going to rewrite it four over k"
00:41:41.563,00:41:46.840,00:00:05.277,,,,,"oh my gosh maybe I should not (inaudible) to this oh well equals"
00:41:48.479,00:41:50.279,00:00:01.800,,,,,"so it's not good sixty"
00:41:50.279,00:41:51.050,00:00:00.771,,,"(laughter)",,"so it's not good sixty"
00:41:51.050,00:41:51.949,00:00:00.899,,,,,"so it's not good sixty"
00:41:51.962,00:41:53.277,00:00:01.315,,,,,"I'm going to go slow"
00:41:53.277,00:41:57.629,00:00:04.352,,,,,"but I don't think it's working two"
00:41:58.428,00:42:02.689,00:00:04.261,,,,,"oh well so they get rid of the four"
00:42:02.689,00:42:04.487,00:00:01.798,,,,,"that doesn't look like a four"
00:42:04.487,00:42:04.965,00:00:00.478,,,,,"it kind of looks like"
00:42:04.965,00:42:05.269,00:00:00.304,,,"(laughter)",,"it kind of looks like"
00:42:05.269,00:42:05.588,00:00:00.319,,,"(laughter)",,
00:42:06.621,00:42:10.706,00:00:04.085,,,,,"it kind of looks like this for some reason but like tilted"
00:42:11.201,00:42:12.991,00:00:01.790,,,"looks like a nine with a thing around four",,
00:42:12.991,00:42:13.479,00:00:00.488,,,"looks like a nine with a thing around four",,"yeah okay to get rid of the four two times four"
00:42:13.479,00:42:22.890,00:00:09.411,,,,,"yeah okay to get rid of the four two times four"
00:42:25.546,00:42:27.773,00:00:02.227,,,"or no because it's not a minus four",,
00:42:27.773,00:42:30.924,00:00:03.151,,,"it's a four times four will be six",,
00:42:31.319,00:42:33.546,00:00:02.227,,,"and twelve four times four wouldn't be zero",,
00:42:33.640,00:42:34.355,00:00:00.715,,,,,"right right"
00:42:36.000,00:42:37.235,00:00:01.235,,,"so you have to divide it this time",,
00:42:38.765,00:42:41.966,00:00:03.201,,,,,"divide it pause filler maybe"
00:42:42.006,00:42:46.114,00:00:04.108,,,,,"wait four is being divided by k"
00:42:46.678,00:42:47.664,00:00:00.986,,,"nah what did I write",,
00:42:47.664,00:42:48.557,00:00:00.893,,,"I didn't even write a seven",,
00:42:48.711,00:42:49.476,00:00:00.765,,,"go away seven",,
00:42:50.000,00:42:50.966,00:00:00.966,,,,,"and maybe you're right"
00:42:52.362,00:43:01.362,00:00:09.000,,,"undo undo oh (laughter) the face is like an eight so four",,
00:43:01.899,00:43:03.389,00:00:01.490,,,"it's like a four equals",,
00:43:03.758,00:43:05.973,00:00:02.215,,,"we'll just say zero if not equals one",,
00:43:07.248,00:43:08.013,00:00:00.765,,,,,"you know"
00:43:08.221,00:43:11.115,00:00:02.894,,,"but one can go leave throughout the door goodbye jump out of window on",,
00:43:11.115,00:43:11.745,00:00:00.630,,,"but one can go leave throughout the door goodbye jump out of window on",,"(laughter)"
00:43:11.745,00:43:12.651,00:00:00.906,,,"but one can go leave throughout the door goodbye jump out of window on",,
00:43:12.711,00:43:13.060,00:00:00.349,,,,,"I think it just matters is"
00:43:13.060,00:43:13.798,00:00:00.738,,,"(laughter)",,"I think it just matters is"
00:43:13.798,00:43:14.939,00:00:01.141,,,,,"I think it just matters is"
00:43:15.469,00:43:20.852,00:00:05.383,,,,,"it doesn't really matter like what you get on this side"
00:43:21.080,00:43:22.865,00:00:01.785,,,,,"like does it really matter what you get on more side"
00:43:22.865,00:43:27.201,00:00:04.336,,,,,"it just like matters what admiration yeah"
00:43:27.537,00:43:27.818,00:00:00.281,,,"six",,
00:43:29.194,00:43:30.020,00:00:00.826,,,,,"oh I'm sorry"
00:43:30.020,00:43:30.490,00:00:00.470,,,,,"I'm trying to"
00:43:30.570,00:43:31.094,00:00:00.524,,,,,"I'm sorry"
00:43:31.094,00:43:31.308,00:00:00.214,,,,,"I was going to be"
00:43:31.308,00:43:31.671,00:00:00.363,,,"it's fine",,"I was going to be"
00:43:31.671,00:43:31.959,00:00:00.288,,,"it's fine",,
00:43:32.080,00:43:33.953,00:00:01.873,,,,,"I was like trying to reverse my arrow"
00:43:33.966,00:43:37.167,00:00:03.201,,,,,"and you were trying to divide it the same time"
00:43:37.174,00:43:38.040,00:00:00.866,,,,,"I was trying to erase"
00:43:38.617,00:43:43.476,00:00:04.859,,,"kind of planning this stuff (laughter) so then stop",,
00:43:43.691,00:43:45.490,00:00:01.799,,,"I don't want the settings",,
00:43:46.496,00:43:49.322,00:00:02.826,,,,,"yeah maybe you're pushing the button"
00:43:50.214,00:43:54.678,00:00:04.464,,,"no when you press two card for too long it immediately pops up",,
00:43:54.939,00:43:55.537,00:00:00.598,,,,,"oh okay"
00:43:56.114,00:43:59.496,00:00:03.382,,,"so one minus that",,
00:43:59.818,00:44:01.020,00:00:01.202,,,,,"wait one second"
00:44:01.020,00:44:04.396,00:00:03.376,,,,,"I'm going to sign something might tell this"
00:44:05.698,00:44:09.308,00:00:03.610,,,"so four oh (inaudible) scratch paper (laughter)",,
00:44:11.161,00:44:16.315,00:00:05.154,,,,,"see okay well I have (inaudible)"
00:44:16.315,00:44:21.825,00:00:05.510,,,,,"and it's two over x equals twenty"
00:44:22.080,00:44:25.006,00:00:02.926,,,,,"it says which is what we have right now"
00:44:25.275,00:44:28.282,00:00:03.007,,,,,"and this is multiply both sides by x"
00:44:29.704,00:44:30.570,00:00:00.866,,,"oh no no",,
00:44:31.912,00:44:31.942,00:00:00.030,,,,,"so if you multiply"
00:44:31.942,00:44:32.604,00:00:00.662,,,"(laughter)",,"so if you multiply"
00:44:32.604,00:44:34.429,00:00:01.825,,,,,"so if you multiply"
00:44:35.094,00:44:36.745,00:00:01.651,,,,,"wait this is what we're supposed to do"
00:44:36.852,00:44:39.530,00:00:02.678,,,,,"so as you multiply both sides by x"
00:44:39.530,00:44:39.624,00:00:00.094,,,"got it",,"so as you multiply both sides by x"
00:44:39.624,00:44:39.959,00:00:00.335,,,"got it",,
00:44:40.818,00:44:41.369,00:00:00.551,,,,,"you got it"
00:44:41.825,00:44:42.114,00:00:00.289,,,"yeah",,
00:44:42.423,00:44:42.780,00:00:00.357,,,,,"okay"
00:44:43.378,00:44:44.973,00:00:01.595,,,"because it would be twenty",,
00:44:44.973,00:44:45.297,00:00:00.324,,,"because it would be twenty",,"because this thing is"
00:44:45.297,00:44:45.861,00:00:00.564,,,,,"because this thing is"
00:44:47.114,00:44:48.486,00:00:01.372,,,,,"I don't know if you're supposed to do that"
00:44:48.502,00:44:50.166,00:00:01.664,,,,,"because it's the same set of"
00:44:50.231,00:44:54.216,00:00:03.985,,,,,"its two over x equals twenty"
00:44:54.293,00:44:57.915,00:00:03.622,,,,,"and then it says multiply both sides by x (inaudible)"
00:44:57.915,00:44:59.320,00:00:01.405,,,"but we have the fifty-four to before the k plus fifty-four",,"and then it says multiply both sides by x (inaudible)"
00:44:59.320,00:45:03.089,00:00:03.769,,,"but we have the fifty-four to before the k plus fifty-four",,
00:45:03.089,00:45:03.671,00:00:00.582,,,"but we have the fifty-four to before the k plus fifty-four",,"yeah"
00:45:03.671,00:45:05.108,00:00:01.437,,,"but we have the fifty-four to before the k plus fifty-four",,
00:45:05.621,00:45:11.158,00:00:05.537,,,,,"yeah but that's the equation like we have right now like in the green"
00:45:12.417,00:45:14.000,00:00:01.583,,,,,"so I don't know if that would tell"
00:45:16.251,00:45:18.617,00:00:02.366,,,,,"but technically we would follow the same steps and then"
00:45:18.617,00:45:19.135,00:00:00.518,,,"oh that's okay",,"but technically we would follow the same steps and then"
00:45:19.135,00:45:19.278,00:00:00.143,,,"oh that's okay",,
00:45:22.347,00:45:28.031,00:00:05.684,,,,,"okay so divided by x so then if we would divide it by k"
00:45:30.818,00:45:31.756,00:00:00.938,,,,,"you would just be left with"
00:45:35.536,00:45:40.532,00:00:04.996,,,,,"if we do it this way we would be left with"
00:45:40.633,00:45:41.231,00:00:00.598,,,,,"was that four"
00:45:43.316,00:45:44.370,00:00:01.054,,,"there would be no remainder",,
00:45:45.119,00:45:45.316,00:00:00.197,,,,,"hmm"
00:45:46.081,00:45:47.077,00:00:00.996,,,"there will be no remainder",,
