,Dyad,Session,Period,P1,P2,Time_begin,Time_end,Duration,SV_Tutor,SV_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee
17798,8,2,T2 ,like yes like FaceTime,,38:29.0,38:30.0,00:01.0,,,,,,
17799,8,2,T2 ,well that's how probably stand for like yeah bro Wade or something,,38:30.0,38:39.0,00:09.0,,,,,,
17800,8,2,T2 ,no it was no (inaudible),,38:39.0,38:43.0,00:04.0,,,,,,
17801,8,2,T2 ,,yeah,38:43.0,38:43.0,00:00.0,,,,,,
17802,8,2,T2 ,I was like oh my gosh,,38:43.0,38:48.0,00:05.0,,,,,,
17803,8,2,T2 ,how does he get on problem nine not this,,38:51.0,39:01.0,00:10.0,,,,,,
17804,8,2,T2 ,,,39:01.0,39:56.0,00:55.0,,,,,,
17805,8,2,T2 ,,I don't know,39:02.0,39:03.0,00:01.0,,,,,,
17806,8,2,T2 ,,that stuff is like,39:03.0,39:06.0,00:03.0,,,,,,
17807,8,2,T2 ,,it's something I don't know,39:06.0,39:10.0,00:04.0,,,,,,
17808,8,2,T2 ,something out the best,,39:11.0,39:13.0,00:02.0,,,,,,
17809,8,2,T2 ,I want time the factory place that factory shop place,,39:13.0,39:30.0,00:17.0,,,,,,
17810,8,2,T2 ,,pause filler what,39:31.0,39:32.0,00:01.0,,,,,,
17811,8,2,T2 ,factory shop like right on that corner,,39:32.0,39:38.0,00:06.0,,,,,,
17812,8,2,T2 ,,oh yeah yeah yeah yeah,39:38.0,39:43.0,00:05.0,,,,,,
17813,8,2,T2 ,Lego factory shop,,39:43.0,39:47.0,00:04.0,,,,,,
17814,8,2,T2 ,,yeah yeah yeah yeah,39:48.0,39:53.0,00:05.0,,,,,,
17815,8,2,T2 ,it wasn't bad,,39:53.0,39:55.0,00:02.0,,,,,,
17816,8,2,T2 ,,yeah Lego factory is mass,39:55.0,39:57.0,00:02.0,,,,,,
17817,8,2,T2 ,,there we go,39:57.0,39:58.0,00:01.0,,,,,,
17818,8,2,T2 ,last skill get oh,,40:01.0,40:26.0,00:25.0,,,,,,
17819,8,2,T2 ,and we have fifteen minutes,,40:26.0,40:29.0,00:03.0,,,,,,
17820,8,2,T2 ,,yeah,40:30.0,40:30.0,00:00.0,,,,,,
17821,8,2,T2 ,,I'm tutoring him so right,40:47.0,40:54.0,00:07.0,,,,,,
17822,8,2,T2 ,,,40:50.0,50:31.0,09:41.0,,,,,,
17823,8,2,T2 ,,,40:57.0,41:24.0,00:27.0,,,,,,
17824,8,2,T2 ,,okay,41:00.0,41:00.0,00:00.0,,,,,,
17825,8,2,T2 ,ten more,,41:01.0,41:03.0,00:02.0,,,,,,
17826,8,2,T2 ,he should just cashed like this is that,,41:03.0,41:11.0,00:08.0,,,,,,
17827,8,2,T2 ,,I'm tutoring all right,41:11.0,41:25.0,00:14.0,,,,,,
17828,8,2,T2 ,,,41:25.0,43:17.0,01:52.0,,,,,,
17829,8,2,T2 ,,oh boy okay then,41:25.0,41:27.0,00:02.0,,,,,,
17830,8,2,T2 ,what in the world is this,,41:28.0,41:30.0,00:02.0,,,,,,
17831,8,2,T2 ,,this looks terrible,41:30.0,41:31.0,00:01.0,,,,,,
17832,8,2,T2 ,he took my tutor role,,41:32.0,41:34.0,00:02.0,,,,,,
17833,8,2,T2 ,what are you doing,,41:35.0,41:41.0,00:06.0,,,,,,
17834,8,2,T2 ,did you like the Goosebumps movie,,41:41.0,41:45.0,00:04.0,,,,,,
17835,8,2,T2 ,,pause filler I don't think I've ever seen it actually,41:45.0,41:47.0,00:02.0,,,,,,
17836,8,2,T2 ,the one (inaudible),,41:48.0,41:48.0,00:00.0,,,,,,
17837,8,2,T2 ,,no I don't know about it,41:48.0,41:52.0,00:04.0,,,,,,
17838,8,2,T2 ,it's Netflix,,41:53.0,41:53.0,00:00.0,,,,,,
17839,8,2,T2 ,he was good,,41:53.0,41:55.0,00:02.0,,,,,,
17840,8,2,T2 ,,oh,41:55.0,41:55.0,00:00.0,,,,,,
17841,8,2,T2 ,all right now this is really weird,,41:55.0,42:05.0,00:10.0,,,,,,
17842,8,2,T2 ,,what yeah,42:06.0,42:07.0,00:01.0,,,,,,
17843,8,2,T2 ,this white,,42:10.0,42:11.0,00:01.0,,,,,,
17844,8,2,T2 ,,I don't mind (inaudible),42:11.0,42:14.0,00:03.0,,,,,,
17845,8,2,T2 ,Joey the (inaudible),,42:18.0,42:20.0,00:02.0,,,,,,
17846,8,2,T2 ,the world may never know,,42:20.0,43:04.0,00:44.0,,,,,,
17847,8,2,T2 ,,I think pause filler the right answer is the world may never care,43:04.0,43:10.0,00:06.0,,,,,,
17848,8,2,T2 ,that's better,,43:12.0,43:13.0,00:01.0,,,,,,
17849,8,2,T2 ,,aw what boy okay,43:16.0,43:21.0,00:05.0,,,,,,
17850,8,2,T2 ,,,43:17.0,45:03.0,01:46.0,,,,,,
17851,8,2,T2 ,okay this is ridiculous,,43:21.0,43:22.0,00:01.0,,,,,,
17852,8,2,T2 ,,let's see,43:23.0,43:24.0,00:01.0,,,,,,
17853,8,2,T2 ,anyway we only got ten minutes left,,43:25.0,43:34.0,00:09.0,,,,,,
17854,8,2,T2 ,,yup,43:34.0,43:34.0,00:00.0,,,,,,
17855,8,2,T2 ,I should've bought my portable charger,,43:35.0,43:43.0,00:08.0,,,,,,
17856,8,2,T2 ,when did they order just to get out (inaudible),,43:47.0,43:53.0,00:06.0,,,,,,
17857,8,2,T2 ,,pause filler like early next month I think,43:53.0,43:54.0,00:01.0,,,,,,
17858,8,2,T2 ,did the seniors get out already,,43:57.0,43:59.0,00:02.0,,,,,,
17859,8,2,T2 ,,most of them yeah because I mean none of them really did on the thing anyways this year but like okay pause filler,44:01.0,44:07.0,00:06.0,,,,,,
17860,8,2,T2 ,do you know Darrell Porter,,44:08.0,44:19.0,00:11.0,,,,,,
17861,8,2,T2 ,,I don't think I heard the name no,44:21.0,44:22.0,00:01.0,,,,,,
17862,8,2,T2 ,or a Michael Baldwin,,44:23.0,44:25.0,00:02.0,,,,,,
17863,8,2,T2 ,,no,44:25.0,44:25.0,00:00.0,,,,,,
17864,8,2,T2 ,,good okay seven yeah okay seven seventy-seven eighteen twenty-five twenty-eight two hundred eighty-five over x equals two five over seventy-seven,44:27.0,45:52.0,01:25.0,,,,,,
17865,8,2,T2 ,,,45:07.0,45:51.0,00:44.0,,,,,,
17866,8,2,T2 ,,can I beat the clock,45:52.0,45:53.0,00:01.0,,,,,,
17867,8,2,T2 ,,let's see,45:53.0,45:54.0,00:01.0,,,,,,
17868,8,2,T2 ,,and that's for sure sixty-nine over,45:54.0,46:16.0,00:22.0,,,,,,
17869,8,2,T2 ,,,45:55.0,47:34.0,01:39.0,,,,,,
17870,8,2,T2 ,,is there a number here,46:18.0,46:25.0,00:07.0,,,,,,
17871,8,2,T2 ,no there is,,46:26.0,46:28.0,00:02.0,,,,,,
17872,8,2,T2 ,,okay,46:28.0,46:28.0,00:00.0,,,,,,
17873,8,2,T2 ,that is really clever,,46:28.0,46:30.0,00:02.0,,,,,,
17874,8,2,T2 ,,yeah,46:30.0,46:31.0,00:01.0,,,,,,
17875,8,2,T2 ,,seventeen over three x two,46:32.0,46:43.0,00:11.0,,,,,,
17876,8,2,T2 ,,god this is terrible,46:43.0,46:44.0,00:01.0,,,,,,
17877,8,2,T2 ,,okay,46:44.0,46:44.0,00:00.0,,,,,,
17878,8,2,T2 ,,okay let me see,46:52.0,46:56.0,00:04.0,,,,,,
17879,8,2,T2 ,,three equals two,46:56.0,46:59.0,00:03.0,,,,,,
17880,8,2,T2 ,now I wonder what Chris must (inaudible),,46:59.0,47:02.0,00:03.0,,,,,,
17881,8,2,T2 ,,okay this is definitely not right,47:06.0,47:22.0,00:16.0,,,,,,
17882,8,2,T2 ,,but really just cannot do anything with this mouse,47:22.0,47:29.0,00:07.0,,,,,,
17883,8,2,T2 ,,what the hell,47:31.0,47:34.0,00:03.0,,,,,,
17884,8,2,T2 ,,okay equals seventeen equals nineteen sixty-nine minus two over okay (inaudible),47:34.0,48:01.0,00:27.0,,,,,,
17885,8,2,T2 ,,,47:34.0,49:06.0,01:32.0,,,,,,
17886,8,2,T2 ,these problems just get harder and harder,,48:01.0,48:03.0,00:02.0,,,,,,
17887,8,2,T2 ,,yeah I don't know if I'm actually cutting them correct,48:04.0,48:07.0,00:03.0,,,,,,
17888,8,2,T2 ,,so we have negative fourteen,48:08.0,48:15.0,00:07.0,,,,,,
17889,8,2,T2 ,prob over negative two minus x minus twenty-seven equals negative twelve,,48:17.0,48:25.0,00:08.0,,,,,,
17890,8,2,T2 ,I want to be negative twenty-seven,,48:25.0,48:29.0,00:04.0,,,,,,
17891,8,2,T2 ,,wait that was positive wasn't it,48:30.0,48:36.0,00:06.0,,,,,,
17892,8,2,T2 ,,I can't trust you (laughter),48:36.0,48:37.0,00:01.0,,,,,,
17893,8,2,T2 ,,let's see,48:37.0,48:39.0,00:02.0,,,,,,
17894,8,2,T2 ,,seventeen over negative fourteen plus two equals negative x equals eighteen over fourteen minus two equals x,48:39.0,49:04.0,00:25.0,,,,,,
17895,8,2,T2 ,for the nips,,49:09.0,49:10.0,00:01.0,,,,,,
17896,8,2,T2 ,,yup,49:10.0,49:11.0,00:01.0,,,,,,
17897,8,2,T2 ,,,49:11.0,50:26.0,01:15.0,,,,,,
17898,8,2,T2 ,so you beat the clock,,49:16.0,49:18.0,00:02.0,,,,,,
17899,8,2,T2 ,,there's like people walking in like oh,49:22.0,49:34.0,00:12.0,,,,,,
17900,8,2,T2 ,,don't ask me what I'm doing,49:34.0,49:45.0,00:11.0,,,,,,
17901,8,2,T2 ,,I don't know,49:46.0,49:47.0,00:01.0,,,,,,
17902,8,2,T2 ,the Chinese man,,49:48.0,49:49.0,00:01.0,,,,,,
17903,8,2,T2 ,,yeah,49:50.0,49:50.0,00:00.0,,,,,,
17904,8,2,T2 ,okay are counting the three two one uploaded,,49:54.0,49:58.0,00:04.0,,,,,,
17905,8,2,T2 ,,negative one over seven minus nine over two equals x,49:58.0,50:25.0,00:27.0,,,,,,
17906,8,2,T2 ,oh here the other the other girl,,50:26.0,50:27.0,00:01.0,,,,,,
17907,8,2,T2 ,he's coming to see,,50:28.0,50:29.0,00:01.0,,,,,,
17908,8,2,T2 ,it's time,,50:34.0,50:35.0,00:01.0,,,,,,
17909,8,2,T2 ,okay,,50:36.0,50:37.0,00:01.0,,,,,,
17910,8,2,T2 ,,pause filler twenty,50:40.0,50:41.0,00:01.0,,,,,,
17911,8,2,T2 ,,yeah I need to go,50:43.0,50:43.0,00:00.0,,,,,,
17912,8,2,T2 ,,okay see you,51:10.0,51:12.0,00:02.0,,,,,,
17913,8,2,T2 ,,goodbye,51:14.0,51:15.0,00:01.0,,,,,,
17914,8,2,T2 ,yup,,51:15.0,51:15.0,00:00.0,,,,,,
17915,9,1,S1 ,,,00:08.0,04:07.0,03:59.0,,,,,,
17916,9,1,S1 ,or do you want me to go first,,00:10.0,00:11.0,00:01.0,,,,,,
17917,9,1,S1 ,,pause filler my name is Olivia,00:12.0,00:13.0,00:01.0,,,,,,SD
17918,9,1,S1 ,,and I go to Oakland Catholic,00:13.0,00:17.0,00:04.0,,,,,,SD
17919,9,1,S1 ,pause filler okay I'm Alicia,,00:18.0,00:21.0,00:03.0,,,,,SD,
17920,9,1,S1 ,I go to pause filler Holy Family,,00:21.0,00:23.0,00:02.0,,,,,SD,
17921,9,1,S1 ,,okay well what grade are you in,00:24.0,00:27.0,00:03.0,,,,,,QE
17922,9,1,S1 ,nine,,00:27.0,00:27.0,00:00.0,,,,,SD,
17923,9,1,S1 ,,oh me too,00:28.0,00:29.0,00:01.0,,,,,,SD
17924,9,1,S1 ,what school did you come from,,00:31.0,00:33.0,00:02.0,,,,,QE,
17925,9,1,S1 ,,pause filler I went to Carlo for a couple of years,00:33.0,00:36.0,00:03.0,,,,,,SD
17926,9,1,S1 ,,and then I went to Environmental Charter School for like the last two years,00:36.0,00:39.0,00:03.0,,,,,,SD
17927,9,1,S1 ,where's that in,,00:39.0,00:41.0,00:02.0,,,,,,
17928,9,1,S1 ,,it's in pause filler Regent Square,00:41.0,00:42.0,00:01.0,,,,,,
17929,9,1,S1 ,,looks like kind of small,00:43.0,00:44.0,00:01.0,,,,,,
17930,9,1,S1 ,,so not a lot of people know what it is,00:44.0,00:46.0,00:02.0,,,,,,
17931,9,1,S1 ,okay that's cool,,00:47.0,00:48.0,00:01.0,,,,,,
17932,9,1,S1 ,,mm-hmm what about you,00:48.0,00:49.0,00:01.0,,,,,,
17933,9,1,S1 ,,where did you go before,00:50.0,00:52.0,00:02.0,,,,,,QE
17934,9,1,S1 ,pause filler St. Benedict the Moor,,00:52.0,00:53.0,00:01.0,,,,,SD,
17935,9,1,S1 ,it's up on a hill,,00:53.0,00:54.0,00:01.0,,,,,,
17936,9,1,S1 ,,okay,00:55.0,00:55.0,00:00.0,,,,,,
17937,9,1,S1 ,pause filler are you from here,,01:00.0,01:01.0,00:01.0,,,,,QE,
17938,9,1,S1 ,,mm-hmm I live in Highland Park so,01:01.0,01:04.0,00:03.0,,,,,,SD
17939,9,1,S1 ,okay,,01:04.0,01:05.0,00:01.0,,,,,,
17940,9,1,S1 ,,yeah it's pretty close to Oakland so,01:05.0,01:07.0,00:02.0,,,,,,
17941,9,1,S1 ,yeah not for me,,01:08.0,01:10.0,00:02.0,,,,,,
17942,9,1,S1 ,I live in Mt. Washington,,01:10.0,01:11.0,00:01.0,,,,,SD,
17943,9,1,S1 ,so I have to catch the bus all the way to school,,01:11.0,01:13.0,00:02.0,,,,,SD,
17944,9,1,S1 ,,oh yeah,01:13.0,01:13.0,00:00.0,,,,,,
17945,9,1,S1 ,,mm-hmm I was so close to school that they don't give me a bus,01:14.0,01:19.0,00:05.0,,,,,,
17946,9,1,S1 ,mm-hmm,,01:15.0,01:16.0,00:01.0,,,,,,
17947,9,1,S1 ,,I have to take like a city bus to get there,01:19.0,01:21.0,00:02.0,,,,,,SD
17948,9,1,S1 ,like a bus pass,,01:22.0,01:23.0,00:01.0,,,,,,
17949,9,1,S1 ,,yeah they have to give me a bus pass because since I live so close,01:23.0,01:26.0,00:03.0,,,,,,SD
17950,9,1,S1 ,,they don't want to give me a regular bus it's like a school bus so,01:26.0,01:30.0,00:04.0,,,,,,
17951,9,1,S1 ,I don't want to just catch the bus than the school bus,,01:30.0,01:33.0,00:03.0,,,,,SD,
17952,9,1,S1 ,,mm-hmm it's actually a lot easier because if I'm late I can still get the bus,01:33.0,01:37.0,00:04.0,,,,,,
17953,9,1,S1 ,,like there's not just one bus,01:37.0,01:39.0,00:02.0,,,,,,
17954,9,1,S1 ,,it's like five,01:39.0,01:39.0,00:00.0,,,,,,
17955,9,1,S1 ,what bus is good,,01:40.0,01:41.0,00:01.0,,,,,,
17956,9,1,S1 ,,what,01:41.0,01:41.0,00:00.0,,,,,,
17957,9,1,S1 ,what bus is good like the seventy-one b,,01:42.0,01:44.0,00:02.0,,,,,,
17958,9,1,S1 ,,yeah the seventy-one b and the seventy-one a,01:44.0,01:46.0,00:02.0,,,,,,
17959,9,1,S1 ,,and then sometimes I can take like the seventy-five too,01:46.0,01:50.0,00:04.0,,,,,,
17960,9,1,S1 ,there's a seventy-five bus,,01:51.0,01:52.0,00:01.0,,,,,,
17961,9,1,S1 ,,yeah it's elsewhere,01:53.0,01:54.0,00:01.0,,,,,,
17962,9,1,S1 ,,so I just have to walk like I have to walk like two blocks,01:54.0,01:57.0,00:03.0,,,,,,SD
17963,9,1,S1 ,,but it's so near,01:57.0,01:58.0,00:01.0,,,,,,
17964,9,1,S1 ,even in the morning,,01:59.0,02:00.0,00:01.0,,,,,,
17965,9,1,S1 ,that's not okay,,02:00.0,02:01.0,00:01.0,,,,,,
17966,9,1,S1 ,,yeah no I just take it like in the afternoon because I don't mind walking then unless it's raining,02:02.0,02:08.0,00:06.0,,,,,,SD
17967,9,1,S1 ,oh yeah that's true,,02:08.0,02:11.0,00:03.0,,,,,,
17968,9,1,S1 ,,like today,02:12.0,02:13.0,00:01.0,,,,,,
17969,9,1,S1 ,I think the rain not bad,,02:13.0,02:15.0,00:02.0,,,,,,
17970,9,1,S1 ,,it's raining pretty bad where I was,02:16.0,02:18.0,00:02.0,,,,,,
17971,9,1,S1 ,,I was soaked,02:18.0,02:19.0,00:01.0,,,,,,
17972,9,1,S1 ,what time do you get out of school,,02:19.0,02:22.0,00:03.0,,,,,QE,
17973,9,1,S1 ,,like two thirty,02:22.0,02:23.0,00:01.0,,,,,,SD
17974,9,1,S1 ,oh wow,,02:24.0,02:24.0,00:00.0,,,,,,
17975,9,1,S1 ,yeah way earlier than me,,02:25.0,02:26.0,00:01.0,,,,,,
17976,9,1,S1 ,,what time do you get out,02:27.0,02:28.0,00:01.0,,,,,,QE
17977,9,1,S1 ,almost like three thirty,,02:28.0,02:29.0,00:01.0,,,,,SD,
17978,9,1,S1 ,,oh wow,02:30.0,02:30.0,00:00.0,,,,,,
17979,9,1,S1 ,,that's the time I got out last year,02:30.0,02:31.0,00:01.0,,,,,,
17980,9,1,S1 ,,and I hated it,02:31.0,02:33.0,00:02.0,,,,,,SD
17981,9,1,S1 ,and I don't get on until like five o' clock,,02:33.0,02:38.0,00:05.0,,,,,SD,
17982,9,1,S1 ,,oh (inaudible) man people watching me okay,02:40.0,02:45.0,00:05.0,,,,,,
17983,9,1,S1 ,,awkward,02:47.0,02:47.0,00:00.0,,,,,,
17984,9,1,S1 ,I know there's a camera in my room,,02:49.0,02:54.0,00:05.0,,,,,,
17985,9,1,S1 ,,it's like all the walls are glass,02:54.0,02:55.0,00:01.0,,,,,,
17986,9,1,S1 ,really mine are painted,,02:57.0,02:58.0,00:01.0,,,,,,
17987,9,1,S1 ,,pause filler I haven't done algebra in so long,02:59.0,03:08.0,00:09.0,,,,,,SD
17988,9,1,S1 ,,they gave me like that quiz to do before,03:08.0,03:10.0,00:02.0,,,,,,
17989,9,1,S1 ,,and I was like I don't remember,03:10.0,03:11.0,00:01.0,,,,,,
17990,9,1,S1 ,,what instances,03:11.0,03:11.0,00:00.0,,,,,,
17991,9,1,S1 ,I don't remember none of it,,03:11.0,03:12.0,00:01.0,,,,,SD,
17992,9,1,S1 ,,I was like what's the coefficient,03:12.0,03:14.0,00:02.0,,,,,,
17993,9,1,S1 ,,like what is this,03:14.0,03:15.0,00:01.0,,,,,,
17994,9,1,S1 ,yeah that's what I thought,,03:15.0,03:15.0,00:00.0,,,,,,
17995,9,1,S1 ,I thought that's like the variable,,03:15.0,03:17.0,00:02.0,,,,,,
17996,9,1,S1 ,,yeah I was just like saying the coefficient was this stuff with the numbers in it like the letters,03:18.0,03:22.0,00:04.0,,,,,,
17997,9,1,S1 ,,and stuff I'm pretty sure I got it all wrong,03:22.0,03:25.0,00:03.0,,,,,,SD
17998,9,1,S1 ,me too I haven't been that since like September,,03:25.0,03:28.0,00:03.0,,,,,,
17999,9,1,S1 ,(inaudible) as I remember,,03:29.0,03:29.0,00:00.0,,,,,,
18000,9,1,S1 ,,I know,03:30.0,03:30.0,00:00.0,,,,,,
18001,9,1,S1 ,,and I learned it like my school we had to do it in like seventh grade and like beginning of eight,03:31.0,03:36.0,00:05.0,,,,,,
18002,9,1,S1 ,,and like that was over a year ago,03:36.0,03:38.0,00:02.0,,,,,,
18003,9,1,S1 ,,I can't remember that stuff,03:38.0,03:39.0,00:01.0,,,,,,SD
18004,9,1,S1 ,and I'm doing stuff that I didn't even think I could do,,03:41.0,03:44.0,00:03.0,,,,,SD,
18005,9,1,S1 ,,mm-hmm,03:43.0,03:47.0,00:04.0,,,,,,
18006,9,1,S1 ,I barely ever remember that,,03:45.0,03:47.0,00:02.0,,,,,SD,
18007,9,1,S1 ,,I know,03:47.0,03:47.0,00:00.0,,,,,,
18008,9,1,S1 ,,but then the sheet that they gave us is pretty easy,03:47.0,03:51.0,00:04.0,,,,,,
18009,9,1,S1 ,,so I'm okay with that,03:52.0,03:53.0,00:01.0,,,,,,
18010,9,1,S1 ,I think one of them was wrong,,03:53.0,03:55.0,00:02.0,,,,,,
18011,9,1,S1 ,it was like twenty-two minus four,,03:55.0,03:57.0,00:02.0,,,,,,
18012,9,1,S1 ,and it had twenty-six,,03:57.0,03:58.0,00:01.0,,,,,,
18013,9,1,S1 ,hey huh,,04:00.0,04:07.0,00:07.0,,,,,,
18014,9,1,S1 ,is the who,,04:10.0,04:11.0,00:01.0,,,,,,
18015,9,1,S1 ,um-um I don't think so,,04:13.0,04:16.0,00:03.0,,,,,,
18016,9,1,S1 ,I don't know nothing about that,,04:19.0,04:20.0,00:01.0,,,,,,
18017,9,1,S1 ,oh I remember I think they would've done the whole or something,,04:20.0,04:25.0,00:05.0,,,,,,
18018,9,1,S1 ,you're welcome,,04:27.0,04:28.0,00:01.0,,,,,,
18019,9,1,S1 ,,,04:29.0,06:25.0,01:56.0,,,,,,
18020,9,1,S1 ,,what was that,04:30.0,04:31.0,00:01.0,,,,,,
18021,9,1,S1 ,,wait they gave you the (inaudible) so I don't know where it went,04:42.0,04:47.0,00:05.0,,,,,,SD
18022,9,1,S1 ,they gave me a what,,04:47.0,04:48.0,00:01.0,,,,,,
18023,9,1,S1 ,,they like told me there was a stylus thing for the touchpad,04:48.0,04:51.0,00:03.0,,,,,,
18024,9,1,S1 ,,and I don't know where it went,04:51.0,04:53.0,00:02.0,,,,,,SD
18025,9,1,S1 ,they took mine,,04:53.0,04:54.0,00:01.0,,,,,,
18026,9,1,S1 ,,they took mine too,04:54.0,04:55.0,00:01.0,,,,,,
18027,9,1,S1 ,mine was used the mouse,,04:56.0,04:58.0,00:02.0,,,,,,
18028,9,1,S1 ,pushing my finger,,04:59.0,04:59.0,00:00.0,,,,,,
18029,9,1,S1 ,,I don't think it works with the finger,05:00.0,05:03.0,00:03.0,,,,,,
18030,9,1,S1 ,,it doesn't work,05:03.0,05:04.0,00:01.0,,,,,,
18031,9,1,S1 ,does it,,05:04.0,05:04.0,00:00.0,,,,,,
18032,9,1,S1 ,I don't know what am I supposed to use,,05:06.0,05:12.0,00:06.0,,,,,SD,
18033,9,1,S1 ,are you fourteen or fifteen,,05:12.0,05:13.0,00:01.0,,,,,QE,
18034,9,1,S1 ,,I'll turn fifteen in July,05:13.0,05:15.0,00:02.0,,,,,,SD
18035,9,1,S1 ,wow,,05:16.0,05:16.0,00:00.0,,,,,,
18036,9,1,S1 ,,what about you,05:17.0,05:18.0,00:01.0,,,,,,QE
18037,9,1,S1 ,I'm fifteen,,05:18.0,05:19.0,00:01.0,,,,,SD,
18038,9,1,S1 ,,oh yeah all right okay,05:19.0,05:21.0,00:02.0,,,,,,
18039,9,1,S1 ,,this made this louder,05:21.0,05:23.0,00:02.0,,,,,,
18040,9,1,S1 ,mine doesn't have that,,05:24.0,05:26.0,00:02.0,,,,,,
18041,9,1,S1 ,,wait now it's softer,05:29.0,05:32.0,00:03.0,,,,,,
18042,9,1,S1 ,,must be really loud,05:34.0,05:35.0,00:01.0,,,,,,
18043,9,1,S1 ,,they fixed it,05:35.0,05:37.0,00:02.0,,,,,,
18044,9,1,S1 ,,there are so many people out there,05:37.0,05:40.0,00:03.0,,,,,,
18045,9,1,S1 ,,awkward,05:42.0,05:42.0,00:00.0,,,,,,
18046,9,1,S1 ,,wait all these buttons on here what do these do,05:43.0,05:45.0,00:02.0,,,,,,
18047,9,1,S1 ,no don't touch the buttons,,05:45.0,05:46.0,00:01.0,,,,,,
18048,9,1,S1 ,no (laughter),,05:46.0,05:47.0,00:01.0,,,,,,
18049,9,1,S1 ,,I'll see if it'll move it,05:47.0,05:49.0,00:02.0,,,,,,
18050,9,1,S1 ,,it's not moving it,05:49.0,05:53.0,00:04.0,,,,,,
18051,9,1,S1 ,,oh I guess there's no way to move it,05:53.0,05:54.0,00:01.0,,,,,,
18052,9,1,S1 ,,that's weird,05:54.0,05:55.0,00:01.0,,,,,,
18053,9,1,S1 ,mine hasn't moved,,05:55.0,05:58.0,00:03.0,,,,,,
18054,9,1,S1 ,I don't know what this is,,05:58.0,05:59.0,00:01.0,,,,,,
18055,9,1,S1 ,,mine has like a circle,05:59.0,06:03.0,00:04.0,,,,,,
18056,9,1,S1 ,,I don't know what that is,06:03.0,06:04.0,00:01.0,,,,,,
18057,9,1,S1 ,,and that's the tip on with the tip,06:04.0,06:07.0,00:03.0,,,,,,
18058,9,1,S1 ,,I'm going to mess something up,06:07.0,06:09.0,00:02.0,,,,,,
18059,9,1,S1 ,nuh-uh because I think it will have the ball pen to work here,,06:09.0,06:14.0,00:05.0,,,,,,
18060,9,1,S1 ,,yeah I don't know where it went though,06:14.0,06:16.0,00:02.0,,,,,,
18061,9,1,S1 ,,I'll put in this I don't think it did,06:16.0,06:19.0,00:03.0,,,,,,
18062,9,1,S1 ,,it's somewhere around here,06:19.0,06:21.0,00:02.0,,,,,,
18063,9,1,S1 ,they just left me with a pen,,06:22.0,06:25.0,00:03.0,,,,,,
18064,9,1,S1 ,,mm-hmm,06:24.0,06:29.0,00:05.0,,,,,,
18065,9,1,S1 ,hey,,06:39.0,06:40.0,00:01.0,,,,,,
18066,9,1,S1 ,,okay,06:58.0,06:58.0,00:00.0,,,,,,
18067,9,1,S1 ,,okay,06:59.0,06:59.0,00:00.0,,,,,,
18068,9,1,S1 ,mm-hmm,,07:10.0,07:13.0,00:03.0,,,,,,
18069,9,1,S1 ,mm-hmm,,07:28.0,07:30.0,00:02.0,,,,,,
18070,9,1,T1 ,,,07:36.0,21:16.0,13:40.0,,,,,,
18071,9,1,T1 ,uh-uh all righty thank you,,07:37.0,07:41.0,00:04.0,,,,,,
18072,9,1,T1 ,,,07:41.0,08:33.0,00:52.0,,,,,,
18073,9,1,T1 ,,I don't remember how to do these,07:41.0,07:43.0,00:02.0,,,,,,
18074,9,1,T1 ,you need to add six,,07:43.0,07:44.0,00:01.0,,,,,,
18075,9,1,T1 ,,what do you have,07:44.0,07:47.0,00:03.0,,,,,,
18076,9,1,T1 ,yeah six because then it'll be x equals something something,,07:47.0,07:54.0,00:07.0,,,,,,
18077,9,1,T1 ,well,,07:56.0,07:56.0,00:00.0,,,,,,
18078,9,1,T1 ,(inaudible) to write around here,,07:59.0,08:01.0,00:02.0,,,,,,
18079,9,1,T1 ,,did they gave you your stylus back,08:01.0,08:06.0,00:05.0,,SV,,,,
18080,9,1,T1 ,,they gave me mine too,08:07.0,08:07.0,00:00.0,,SV,,,,
18081,9,1,T1 ,,I thought I,08:07.0,08:08.0,00:01.0,,SV,,,,
18082,9,1,T1 ,I kind of don't know how to work it,,08:09.0,08:11.0,00:02.0,SV,,,,,
18083,9,1,T1 ,I don't know,,08:14.0,08:15.0,00:01.0,SV,,,,,
18084,9,1,T1 ,,like (inaudible),08:15.0,08:16.0,00:01.0,,,,,,
18085,9,1,T1 ,oh my god,,08:16.0,08:16.0,00:00.0,SV,,,,,
18086,9,1,T1 ,what's thirteen plus six,,08:16.0,08:24.0,00:08.0,,,,,,
18087,9,1,T1 ,,thirteen plus six is nineteen,08:26.0,08:29.0,00:03.0,,,,,,
18088,9,1,T1 ,right,,08:29.0,08:29.0,00:00.0,,,,,,
18089,9,1,T1 ,,I think yeah,08:30.0,08:31.0,00:01.0,,,,,,
18090,9,1,T1 ,no yeah,,08:31.0,08:32.0,00:01.0,,,,,,
18091,9,1,T1 ,,,08:38.0,10:18.0,01:40.0,,,,,,
18092,9,1,T1 ,how do I work this,,08:39.0,08:40.0,00:01.0,SV,,,,,
18093,9,1,T1 ,I don't know how to do this,,08:43.0,08:48.0,00:05.0,,,,,,
18094,9,1,T1 ,,did they gave you like the paper like the paper thing,08:49.0,08:57.0,00:08.0,,,,,,
