Dyad,Session,Period,Problem,Correctness,Rapport Level,Time_begin,Time_end,P1,P2,DQ_Tutor,DQ_Tutee,SQ_Tutor,SQ_Tutee,KB_Tutor,KB_Tutee,KT_Tutor,KT_Tutee,MC_Tutor,MC_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee,SV_Tutor,SV_Tutee,HD_Tutor,HD_Tutee
4,2,S1 ,,,0,00:07:10.300000,00:07:10.500000,,mm-hmm I can hear,,,,,,,,,,,,,,,,,,
4,2,S1 ,,,0,00:07:19,00:07:19.200000,,yeah,,,,,,,,,,,,,,,,,,
4,2,S1 ,,,0,00:07:35.100000,00:07:35.300000,okay,,,,,,,,,,,,,,,,,,,
4,2,T1  ,,,Na,00:08:18.800000,00:08:31,,,,,,,,,,,,,,,,,,,,
4,2,T1  ,,,Na,00:08:19.900000,00:08:20,okay,,,,,,,,,,,,,,,,,,,
4,2,T1  ,1,1.0,Na,00:08:23.400000,00:09:16.100000,,,,,,,,,,,,,,,,,,,,
4,2,T1  ,,,Na,00:08:23.700000,00:08:24.600000,okay then so,,,,,,,,,,,,,,,,,,,
4,2,T1  ,,,Na,00:08:24.700000,00:08:27.500000,pause filler okay yeah,,,,,,,,,,,,,,,,,,,
4,2,T1  ,,,Na,00:08:28.700000,00:08:31,pause filler you would divide by three sevenths,,,,,,,,,SP,,,,,,,,,,
4,2,T1  ,,,Na,00:08:36,00:08:42.500000,,pause filler multiply by seven-thirds,,,,,,,SP,,,,,,,,,,,
4,2,T1 ,,,2,00:08:39.800000,00:20:42.300000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,Na,00:08:43.700000,00:08:46,yeah so multiply by the seven thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:08:46,00:08:49,pause filler divide by three sevenths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:08:50.500000,00:08:55.500000,pause filler forty so x equals forty times seven thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:08:55.500000,00:09:01.200000,pause filler forty times seven is pause filler two hundred eighty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:01.200000,00:09:02.300000,divided by three,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:03.400000,00:09:04.600000,two hundred eighty thirds,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,Na,00:09:15.100000,00:09:16.100000,,yeah thatÀ_s right,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,2,1.0,Na,00:09:16.300000,00:09:58.700000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,Na,00:09:16.400000,00:09:22.400000,yeah fourteen equals,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:22.400000,00:09:22.500000,okay,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,Na,00:09:22.500000,00:09:27.700000,times eight thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:28.900000,00:09:32.500000,times eight thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:34.200000,00:09:37.900000,okay pause filler fourteen times eight is eighty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:37.900000,00:09:40.900000,plus thirty-two,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:40.900000,00:09:44.200000,so a hundred twelve,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:44.400000,00:09:44.600000,,yeah,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,,,Na,00:09:44.600000,00:09:44.700000,okay,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,Na,00:09:45.100000,00:09:50.700000,and twelve thirds equals okay,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,Na,00:09:50.700000,00:09:58.500000,all right,,,,,,,,,,,,,,,,,,,
4,2,T1 ,3,0.0,3,00:09:58.900000,00:10:26.600000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,Na,00:09:59.200000,00:10:00.800000,negative two-thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:10:01.800000,00:10:10.400000,pause filler you add eighteen you add eighteen,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:10:10.400000,00:10:15.300000,you get sixty seventy,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:10:17.900000,00:10:19,pause filler and now you have two thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:10:19,00:10:24.500000,so times y equals negative one,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,4,0.0,4,00:10:28.800000,00:11:16.800000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:10:29.100000,00:10:29.300000,,thatÀ_s good,,,,,,,CF,,,,LP,,,,,,,
4,2,T1 ,,,3,00:10:29.400000,00:10:32.700000,(inaudible) fifty-seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:10:36.900000,00:11:12.500000,pause filler yeah I think it's a hundred and fourteen,,,,,,,,,A,,,,,,,,,,IDS
4,2,T1 ,,,4,00:11:16.100000,00:11:16.400000,,yeah,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,5,1.0,3,00:11:16.900000,00:11:55.200000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,4,00:11:17,00:11:26.700000,okay thirty-one equals,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:11:27.200000,00:11:27.900000,pause filler add sixteen,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:11:27.900000,00:11:30.900000,you got forty fourty seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:11:40.300000,00:11:41.200000,multiply it by two,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:11:41.200000,00:11:42.100000,you get eighty,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,3,00:11:46.200000,00:11:47.100000,no you don't get eighty,,,,,,,,,IF,,,,,,,,,,
4,2,T1 ,,,3,00:11:47.100000,00:11:49.100000,you got ninety-four,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,3,00:11:51.600000,00:11:53,there we go,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:11:53.100000,00:11:54.300000,,thatÀ_s good,,,,,,,CF,,,,LP,,,,,,,
4,2,T1 ,6,0.0,1,00:12:00,00:13:46.500000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:12:00.600000,00:12:06.500000,pause filler ninety-seven minus forty-eight,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:12:06.500000,00:12:09.300000,pause filler fifty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:12:09.800000,00:12:12,forty-nine,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:12:13.600000,00:12:16.500000,forty-nine equals,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:12:18.300000,00:12:21.300000,negative twelve fifths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:12:21.300000,00:12:25.300000,that's a bad number,,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,,,1,00:12:28,00:12:31.900000,pause filler forty-nine times negative twelve fifths is,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:12:32.200000,00:12:46.700000,pause filler forty-nine,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:12:48,00:12:50,this is right,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:12:50,00:12:52.200000,but I'm just not sure how to reduce it,,,,,,,,,,,MCRO,,,,,,,,
4,2,T1 ,,,2,00:12:52.200000,00:12:53.400000,what's forty-nine times twelve,,,,,RS,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:12:53.400000,00:12:55.100000,forty-nine minus twelve,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:12:55.400000,00:13:00.300000,pause filler times times negative twelve pause filler,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:13:01.400000,00:13:02.100000,,pause filler I see it,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,4,00:13:02.100000,00:13:07.700000,pause filler four hundred ninety plus twenty ninety twenty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:13:07.700000,00:13:08.600000,four and a half,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:13:09,00:13:14.300000,it's like approximately five hundred,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,4,00:13:14.400000,00:13:17.900000,pause filler y equals five hundred,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,4,00:13:17.900000,00:13:22.100000,pause filler I think it's five hundred fourteen and a half,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,4,00:13:24.300000,00:13:26.400000,,negative,,,,,,,SP,,,,,,,,,,,
4,2,T1 ,,,4,00:13:26.500000,00:13:28.400000,negative five hundred fourteen and a half,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,4,00:13:29.500000,00:13:31.500000,there we go,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:32.800000,00:13:37.500000,,And then over five,,,,,,,SP,,,,,,,,,,,
4,2,T1 ,,,1,00:13:38,00:13:38.300000,oh yeah,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:38.300000,00:13:39.100000,thank you,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:39.700000,00:13:42.400000,I yeah I forget stuff (laughter),,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,,,1,00:13:44,00:13:46.500000,,thatÀ_s I think that was good,,,,,,,,,,,0,,,,,,,
4,2,T1 ,,,1,00:13:46.500000,00:13:48,okay yeah,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:48,00:13:48.500000,ops,,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,7,0.0,2,00:13:48.300000,00:15:26.900000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:48.500000,00:13:49.900000,oh I just went to the next page (laughter),,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,,,1,00:13:49.900000,00:13:52.300000,pause filler oh you have to,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:52,00:13:52.600000,,pause filler,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:13:52.300000,00:13:54.300000,darn it,,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,,,1,00:13:54.300000,00:13:58.500000,I want to just multiply by the variables and get rid of them,,,,,,,,,SP,,,,,,,,,,IDQ
4,2,T1 ,,,1,00:13:59.800000,00:14:03.900000,but negative six sevenths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:14:04.200000,00:14:05.300000,pause filler y plus yz,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:14:05.300000,00:14:07.200000,subtract negative six-sevens,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:14:07.200000,00:14:12.700000,minus sixty-one equals twenty-five because you subtract the y from both sides,,,,,,,ER,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:14:12.700000,00:14:13.400000,you get rid of that y,,,,,,,ER,,,,,,,,,,,,
4,2,T1 ,,,2,00:14:13.400000,00:14:14.300000,you get rid of that y,,,,,,,ER,,,,,,,,,,,,
4,2,T1 ,,,2,00:14:14.300000,00:14:14.500000,,yeah,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,,,2,00:14:14.500000,00:14:24.100000,I think,,,,,,,,,,,,,,,,,,,IDS
4,2,T1 ,,,2,00:14:32.100000,00:14:32.500000,yeah,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:14:32.500000,00:14:36,pause filler wait I did something wrong,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:14:37.100000,00:14:38.500000,,yeah,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:14:38.500000,00:14:39.200000,pause filler you donÀ_t,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:14:39.200000,00:14:40.700000,you move the sixty-one first,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:14:40.700000,00:14:44.800000,but oh I bet yeah you move the sixty-one first,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:14:44.800000,00:14:46,it's not in,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:14:46,00:14:50.200000,pause filler if you move the variables it's okay,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:14:50.200000,00:14:57.300000,pause filler tap tap tap tap tap tap tap tap tap tap,,,,,,,,,,,,,,,,SV,,,
4,2,T1 ,,,3,00:14:57.300000,00:15:06.600000,okay it's negative six sevenths y equals pause filler twenty-five,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:15:06.600000,00:15:09.500000,plus sixty-one is eight-six,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:15:09.500000,00:15:11.900000,eighty-six plus y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:15:11.900000,00:15:26.700000,pause filler moving to the other side oh because it's not oh it's negative one seventh y equals eighty-six,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:15:26.700000,00:15:27.200000,okay thatÀ_s yeah,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:15:27.200000,00:15:27.300000,,mm-hmm oh,,,,,,,,,,,,,,,,,,
4,2,T1 ,8,1.0,5,00:15:27.400000,00:16:49,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:15:28,00:15:37,add eighty-three,,,,,,,,,RP,,,,,,,,,,
4,2,T1 ,,,3,00:15:37,00:15:38.300000,get a hundred,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:15:38.300000,00:15:45,so negative eleven x equals one hundred,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:15:45,00:15:54.800000,pause filler plus ten thirds x pause filler ten thirds eleven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:15:54.800000,00:15:58.700000,so pause filler negative thirty-three thirds x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:15:58.700000,00:16:03.800000,pause filler move over there thirty-three thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:16:03.800000,00:16:06.500000,okay oh on I have to,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:16:07.300000,00:16:08.600000,okay all right,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,3,00:16:08.800000,00:16:18.400000,pause filler negative pause filler forty-three thirds x equals a hundred,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:16:18.400000,00:16:21.300000,and then you get x equals,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:16:21.300000,00:16:25.400000,pause filler you multiply the reciprocal,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:16:25.400000,00:16:34.400000,you get three hundred negative three hundred forty-thirds,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,5,00:16:37.300000,00:16:37.600000,,yeah,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,,,5,00:16:44.900000,00:16:48.200000,okay okay,,,,,,,,,,,,,,,,,,,
4,2,T1 ,9,0.0,2,00:16:49.500000,00:18:11,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,5,00:16:49.800000,00:16:53,pause filler nineteen fourths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:16:54.400000,00:16:56.500000,pause filler fifty-five or thirty-four,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:16:56.500000,00:16:58.900000,so you subtract thirty-four from the side,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:16:58.900000,00:17:00.200000,you cancel thirty-four,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:17:00.200000,00:17:04.100000,pause filler fifty-five minus thirty-four is twenty-five,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:17:04.100000,00:17:05.100000,minus twenty-one,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:05.100000,00:17:09.700000,so you have nineteen fourths y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:10.900000,00:17:19.800000,plus twenty-one equals fourteen y fourths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:20.400000,00:17:22,pause filler nineteen fourths y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:22,00:17:22.500000,you move that,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:22.500000,00:17:24,you subtract nineteen fourths y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:24,00:17:27.400000,fourteen times four is,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:17:27.400000,00:17:35.300000,pause filler fourteen times four is fifty-six fourths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:17:35.300000,00:17:38.300000,so nineteen plus fifty-six is,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:17:38.300000,00:17:47.200000,pause filler nineteen fifty-six is sixty-six plus nine is pause filler seventy-five,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:17:47.200000,00:17:54,so you have twenty-one equals seventy-five fourths of y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,4,00:17:54,00:17:57.700000,and then you get,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,4,00:17:57.700000,00:18:00.200000,did I do something wrong,,,,,OSQ,,,,,,,,,,,,,,
4,2,T1 ,,,4,00:18:00.200000,00:18:04.600000,,no no you didn't,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,4,00:18:05,00:18:05.100000,okay,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:18:05.100000,00:18:10.200000,x equals y y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,10,1.0,6,00:18:12.900000,00:20:35.600000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:18:13,00:18:13.500000,,thatÀ_s an interestingy,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:18:13.500000,00:18:16.800000,it is very interesting,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:18:16.900000,00:18:23.600000,pause filler two hundred two,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:18:23.800000,00:18:38.100000,see at a hundred and forty-two one hundred forty-two plus seventy-six x equals fifty fourteenths x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:18:38.100000,00:18:40.500000,pause filler you move the seventy-seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:18:40.500000,00:18:49.700000,get pause filler fifty fourteen six three pause filler seventy-seven times fourteen,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:18:49.700000,00:18:50.100000,oh jeez,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:18:50.100000,00:19:02.900000,pause filler seven hundred seventy plus oh jeez seventy-seven times four is twenty twenty two hundred eighty three hundred eight,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:02.900000,00:19:05.800000,so like a thousand seventy-eight,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:07.400000,00:19:13,pause filler one four two equals a thousand seventy-eight,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:13,00:19:15.600000,plus fifty a thousand and one,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:15.600000,00:19:25.500000,okay one two or no one one two eight fourteenths x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:25.500000,00:19:34.500000,and then one forty-two times fourteen equals one,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:34.700000,00:19:38.700000,one two eight equals x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:19:41.600000,00:19:43.600000,I really donÀ_t want to reduce that number,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:19:44.900000,00:19:45.600000,but it's pause filler,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:19:45.600000,00:19:49.800000,,one forty-two times fourteen,,,,,,,SP,,,,,,,,,,,
4,2,T1 ,,,2,00:19:49.800000,00:19:51.500000,,and then you're good,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:19:51.500000,00:19:57.500000,yeah pause filler one forty-two times fourteen is one thousand four hundred twenty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,6,00:19:57.600000,00:20:15.400000,pause filler one thousand four hundred twenty plus pause filler four hundred five hundred sixty five hundred sixty-eight one thousand four hundred twenty-five sixteenth plus four hundred twenty pause filler (inaudible),,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,6,00:20:15.500000,00:20:21.500000,one thousand nine hundred eighty,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,6,00:20:21.500000,00:20:34.200000,so it's like one thousand nine hundred eighty-eight over one one two eight equals x,,,,,,,,,A,,,,,,,,,,
4,2,T1 ,,,6,00:20:35.200000,00:20:35.400000,yeah,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:20:35.400000,00:20:38,stop come and get,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:21:05.800000,00:21:06.400000,okay,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:21:06.400000,00:21:08.500000,the next one,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:21:14.200000,00:21:24.400000,all right then twenty-two y minus ninety,,,,,,,,,RP,,,,,,,,,,
4,2,T1 ,,,2,00:21:18.700000,00:28:56.700000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,11,1.0,0,00:21:18.800000,00:23:00.300000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,1,00:21:24.500000,00:21:26.200000,pause filler you add ninety to both sides,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,1,00:21:26.200000,00:21:34,you get twenty-two y equals fifteen fourths of y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:21:34.500000,00:21:40,plus pause filler forty-seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:21:43.500000,00:21:46.600000,pause filler twenty-two y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:21:50.700000,00:21:53.600000,pause filler okay so pause filler move the fifteen fourths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,3,00:21:53.600000,00:21:56.500000,you get twenty-two times four,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:21:56.800000,00:22:07.800000,eighty-eight plus fifteen plus fifteen pause filler four equals thirty-seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:07.800000,00:22:09.300000,plus y pause filler,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:09.300000,00:22:12.300000,so eighty-eight plus fifteen is ninety,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:13,00:22:15.200000,pause filler is a hundred and three fourths,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:19,00:22:22.300000,equals forty minus seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:22.300000,00:22:23.800000,oh hundred and three-fourth,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:24.300000,00:22:27.400000,y equals forty-seven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:27.500000,00:22:30.200000,,yeah y,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,,,2,00:22:30.200000,00:22:33.200000,and then oh jeez pause filler you move that over there,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:33.300000,00:22:35.800000,pause filler forty-seven times four is,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:22:35.800000,00:22:36.900000,so y,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:22:37.800000,00:22:43.900000,y equals pause filler one hundred-thirds,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:22:46.400000,00:22:53,four pause filler four times forty-seven six,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:22:53,00:22:55.700000,one hundred sixty plus twenty one,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:22:55.700000,00:22:57.200000,hundred eighty-eight,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:22:59,00:22:59.200000,,okay,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,0,00:23:00.700000,00:23:01.500000,next page,,,,,,,,,,,,,,,,,,,
4,2,T1 ,12,1.0,2,00:23:04.100000,00:25:25.400000,,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,0,00:23:04.400000,00:23:08.600000,ninety-nine plus thirteen equals three hundred thirteen,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:23:09.100000,00:23:12.900000,okay pause filler add ninety-nine to both sides,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:23:12.900000,00:23:23,you get thirteen x equals three hundred thirteen plus ninety-nine is four hundred,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:23:23,00:23:29.500000,pause filler four hundred times twelve,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,0,00:23:29.500000,00:23:33.200000,twenty-two plus nine is eleven,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:23:34.100000,00:23:39.500000,so four hundred and twelve I think,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:23:39,00:23:40,,mm-hmm,,,,,,,CF,,,,,,,,,,,
4,2,T1 ,,,5,00:23:39.900000,00:23:45.200000,okay oh that equal sign should be there,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,5,00:23:45.200000,00:23:57.200000,it's now plus pause filler plus four thirteenths x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:23:58.400000,00:23:59.900000,pause filler you move that to the other side,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,5,00:23:59.900000,00:24:03.300000,you multiply thirteen by thirteen which is a hundred sixty-nine,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:24:05.400000,00:24:07.400000,so you have a hundred sixty-nine,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:24:07.400000,00:24:10.300000,pause filler oh god plus four pause filler,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:24:10.900000,00:24:15.100000,so a hundred and seventy pause filler three,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:24:17.700000,00:24:19.800000,pause filler it's just clear some of these numbers,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:24:25.300000,00:24:26.700000,there you go oh one more,,,,,,,,,,,,,,,,,,,
4,2,T1 ,,,2,00:24:28.400000,00:24:31.700000,okay a hundred seventy-three x,,,,,,,,,SP,,,,,,,,,,
4,2,T1 ,,,2,00:24:34,00:24:44,over thirteen equals pause filler four hundred and twelve,,,,,,,,,SP,,,,,,,,,,
