"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter","Experimenter 2","P1","P2"
00:47:52.681,00:47:54.270,00:00:01.589,,,,"I think you could divide",
00:48:00.699,00:48:01.362,00:00:00.663,,,,"okay",
00:48:06.064,00:48:10.264,00:00:04.200,,,,"x wait no nine equals",
00:48:10.264,00:48:12.639,00:00:02.375,,,,,"how do you get your screen to go lower"
00:48:12.639,00:48:14.365,00:00:01.726,,,,,"because I can't see what you're doing"
00:48:14.932,00:48:15.607,00:00:00.675,,,,"you can't ",
00:48:19.454,00:48:22.367,00:00:02.913,,,,"see how far can you see to what I'm doing",
00:48:24.222,00:48:25.470,00:00:01.248,,,,,"I can see"
00:48:27.319,00:48:29.371,00:00:02.052,,,,"here I'm going to write a bunch of numbers",
00:48:29.371,00:48:30.817,00:00:01.446,,,,"tell me which ones you can see",
00:48:30.817,00:48:32.214,00:00:01.397,,,,"can you see any of those",
00:48:32.593,00:48:34.280,00:00:01.687,,,,,"I can see one two three and four"
00:48:34.659,00:48:36.954,00:00:02.295,,,,"okay so you can't see five and six pause filler",
00:48:36.954,00:48:41.580,00:00:04.626,,,,"okay now I'll get rid of those pause filler okay pause filler",
00:48:44.237,00:48:51.680,00:00:07.443,,,,"huh is your pause filler scribbler screen like fully like",
00:48:51.680,00:48:55.252,00:00:03.572,,,,"is it from like one end to the screen all the way up to the other",
00:48:56.619,00:48:59.000,00:00:02.381,,,,,"well it is now because I've just made it bigger but it's"
00:49:00.353,00:49:02.402,00:00:02.049,,,,"can you see nine equals one hundred threex",
00:49:05.970,00:49:06.602,00:00:00.632,,,,,"yes I"
00:49:08.349,00:49:08.754,00:00:00.405,,,,,"wait"
00:49:11.270,00:49:11.939,00:00:00.669,,,,,"it's okay"
00:49:12.263,00:49:13.201,00:00:00.938,,,,,"just keep working"
00:49:13.201,00:49:14.798,00:00:01.597,,,,,"I can fix it"
00:49:16.803,00:49:17.471,00:00:00.668,,,,,"just keep working"
00:49:17.471,00:49:17.900,00:00:00.429,,,,,"it's okay"
00:49:18.595,00:49:19.545,00:00:00.950,,,,"ops one second",
00:49:24.000,00:49:25.362,00:00:01.362,,,,"actually a way to scroll down",
00:49:25.577,00:49:28.267,00:00:02.690,,,,"you can just probably use a scroll button pause filler",
00:49:28.267,00:49:28.610,00:00:00.343,,,,"no that one",
00:49:28.693,00:49:29.085,00:00:00.392,,,,"like okay",
00:49:29.570,00:49:29.877,00:00:00.307,,,,"yeah okay",
00:49:31.559,00:49:33.156,00:00:01.597,,,,"I'll just try and go with it",
00:49:34.323,00:49:38.314,00:00:03.991,,,,"so then I go pause filler one hundred and three x oh (laughter) pause filler",
00:49:43.033,00:49:45.278,00:00:02.245,,,,"yes you divide a hundred and three",
00:49:45.278,00:49:50.602,00:00:05.324,,,,"so you got nine over a hundred and three equals x",
00:49:53.200,00:49:57.630,00:00:04.430,,,,"there we go okay",
00:49:59.147,00:50:01.511,00:00:02.364,,,,"and next one",
00:50:02.958,00:50:06.400,00:00:03.442,,,,,"all right so twenty-five is smaller"
00:50:06.400,00:50:09.000,00:00:02.600,,,,,"so you want to start up by subtracting that from both sides right"
00:50:10.129,00:50:11.086,00:00:00.957,,,,"ah yeah",
00:50:23.012,00:50:23.503,00:00:00.491,,,,"come on",
00:50:24.369,00:50:28.707,00:00:04.338,,,,"that's sort of like I just want to know what that looks like",
00:50:30.136,00:50:46.589,00:00:16.453,,,,"then got one over x no wait and then that will be plus thirty-five equals nine over x",
00:50:49.871,00:50:53.962,00:00:04.091,,,,"and then since you have that already",
00:50:54.351,00:50:58.173,00:00:03.822,,,,"you want to get rid of the one over x",
00:50:58.482,00:51:00.577,00:00:02.095,,,,"and it's just the bottoms all (inaudible) is",
00:51:00.577,00:51:01.864,00:00:01.287,,,,"you can just subtract that",
00:51:01.864,00:51:04.299,00:00:02.435,,,,,"yes so you subtract one over x on both sides"
00:51:04.738,00:51:05.975,00:00:01.237,,,,,"and then you would end up with"
00:51:06.953,00:51:09.916,00:00:02.963,,,,"thirty-five equals eight overx",
00:51:13.245,00:51:19.000,00:00:05.755,,,,,"so then you would want to multiply it by x on both sides to cancel out the x on this side"
00:51:19.402,00:51:24.632,00:00:05.230,,,,"well I was thinking pause filler since pause filler since the wait",
00:51:24.942,00:51:27.207,00:00:02.265,,,,"you could try dividing by eight",
00:51:27.207,00:51:28.841,00:00:01.634,,,,"do you think that would work",
00:51:30.240,00:51:34.793,00:00:04.553,,,,,"well on my tutor sheet it doesn't say anything about dividing by eight so"
00:51:38.641,00:51:44.158,00:00:05.517,,,,,"I think you would just I think that it would just pause filler give you extra steps that you don't plan"
00:51:44.537,00:51:52.150,00:00:07.613,,,,"well maybe well I guess if you multiply if you divide it by x when you just have x right x by itself",
00:51:53.646,00:51:56.001,00:00:02.355,,,,,"no because it's dividing anyway"
00:51:56.001,00:51:58.166,00:00:02.165,,,,,"like eight it is divided by x anyway so pause filler"
00:51:58.865,00:52:01.249,00:00:02.384,,,,,"you would have to multiply it or something"
00:52:01.279,00:52:02.716,00:00:01.437,,,,,"but it just it's pause filler"
00:52:05.659,00:52:06.210,00:00:00.551,,,,"okay",
00:52:06.230,00:52:07.873,00:00:01.643,,,,,"it would be too complicated I guess"
00:52:11.405,00:52:12.773,00:00:01.368,,,,,"on all of the things it says to"
00:52:14.760,00:52:15.632,00:00:00.872,,,,"multiply x",
00:52:16.724,00:52:17.264,00:00:00.540,,,,,"yeah"
00:52:20.765,00:52:20.994,00:00:00.229,,,,"okay",
00:52:21.154,00:52:26.731,00:00:05.577,,,,"wait so then you get thirty-five x equals eight",
00:52:26.731,00:52:28.843,00:00:02.112,,,,"or so we just divide it by thirty-five",
00:52:30.443,00:52:38.907,00:00:08.464,,,,"and you get x equals like could you see that stuff on the bottom I was doing",
00:52:40.779,00:52:41.358,00:00:00.579,,,,,"pause filler no I couldn't"
00:52:41.358,00:52:42.812,00:00:01.454,,,,,"but I can see what you're doing right now"
00:52:42.812,00:52:45.510,00:00:02.698,,,,"okay x equals eight over thirty-five pause filler",
00:52:50.320,00:52:55.208,00:00:04.888,,,,"but on this problem could you just draw a line at the bottom of the page that where you can see",
00:52:55.711,00:52:56.221,00:00:00.510,,,,,"yeah"
00:52:56.356,00:52:57.368,00:00:01.012,,,,"okay that way",
00:53:01.816,00:53:02.656,00:00:00.840,,,,,"all right wait"
00:53:07.840,00:53:08.399,00:00:00.559,,,,"okay",
00:53:12.282,00:53:13.969,00:00:01.687,,,,"okay so you can see all the stuff",
00:53:15.710,00:53:21.896,00:00:06.186,,,,,"all right so you're going to start off by subtracting twenty-two"
00:53:26.634,00:53:29.858,00:00:03.224,,,,"and then you get a hundred and three",
00:53:31.295,00:53:31.514,00:00:00.219,,,,,"yup"
00:53:31.953,00:53:36.762,00:00:04.809,,,,"plus ten x and then ninex",
00:53:44.957,00:53:45.595,00:00:00.638,,,,"and then",
00:53:47.466,00:53:49.325,00:00:01.859,,,,"you're going to get rid of the tenx",
00:53:51.343,00:53:51.742,00:00:00.399,,,,,"so"
00:53:52.447,00:53:55.140,00:00:02.693,,,,,"you probably want to subtract"
00:54:01.399,00:54:11.030,00:00:09.631,,,,"yeah so then you get a hundred three equals pause filler negative one x",
00:54:29.122,00:54:32.294,00:00:03.172,,,,,"all right so then you want to multiply"
00:54:32.895,00:54:35.300,00:00:02.405,,,,"we just try something out",
00:54:35.300,00:54:38.281,00:00:02.981,,,,"because if you multiply that by negative one x",
00:54:41.835,00:54:49.208,00:00:07.373,,,,"and then it would be negative one right over negative one x right",
00:54:51.543,00:54:53.594,00:00:02.051,,,,"and then you could cancel out the negative one",
00:54:56.442,00:55:00.054,00:00:03.612,,,,,"well if you see look at number nine on here"
00:55:01.121,00:55:03.625,00:00:02.504,,,,,"this is like a really similar problem"
00:55:03.625,00:55:05.471,00:00:01.846,,,,,"and you can kind of see what they're doing"
00:55:05.990,00:55:06.951,00:00:00.961,,,,,"it's not really like"
00:55:09.951,00:55:13.044,00:00:03.093,,,,"oh yes I mean it just seems like you would get rid of the step",
00:55:13.044,00:55:14.583,00:00:01.539,,,,"but really it's just do those stuff",
00:55:15.907,00:55:19.310,00:00:03.403,,,,"so you want to multiply by the x hundred and three",
00:55:19.310,00:55:23.111,00:00:03.801,,,,"and you get x equals one over (inaudible)",
00:55:24.219,00:55:25.047,00:00:00.828,,,,"wait okay pause filler",
00:55:32.797,00:55:33.324,00:00:00.527,,,,"okay",
00:55:36.656,00:55:38.855,00:00:02.199,,,,,"well you still have to divide it by negative one"
00:55:41.539,00:55:45.919,00:00:04.380,,,,,"so you multiply that on both sides and then pause filler"
00:55:49.581,00:55:50.968,00:00:01.387,,,,"yeah actually you divide it",
00:55:50.968,00:55:54.679,00:00:03.711,,,,"then the step would be on the other side to just divide",
00:55:54.799,00:55:55.937,00:00:01.138,,,,"you get x by itself",
00:55:55.937,00:55:58.092,00:00:02.155,,,,"and you have to divide negative three by negative one",
00:55:59.099,00:56:00.000,00:00:00.901,,,,,"okay all right"
00:56:02.237,00:56:03.030,00:00:00.793,,,,"pause filler but is that the same thing",
00:56:03.030,00:56:03.839,00:00:00.809,,,,"I don't think so pause filler",
00:56:05.969,00:56:06.650,00:00:00.681,,,,,"I doubt it"
00:56:07.718,00:56:08.270,00:00:00.552,,,,"okay",
00:56:08.294,00:56:09.067,00:00:00.773,,,,,"all right so"
00:56:13.527,00:56:14.110,00:00:00.583,,,,,"let's"
00:56:19.881,00:56:24.258,00:00:04.377,,,,,"what's ninety what's one ninety there we go yeah"
00:56:26.258,00:56:31.196,00:00:04.938,,,,,"and then I would want to yeah"
00:56:31.306,00:56:33.411,00:00:02.105,,,,,"oh this is a big number pause filler"
00:56:33.411,00:56:39.828,00:00:06.417,,,,,"so you got negative five over x equals"
00:56:42.221,00:56:42.371,00:00:00.150,,,"okay so",,
00:56:42.371,00:56:46.162,00:00:03.791,,"all right so you're done with the tutoring portion (inaudible)",,,
00:56:46.811,00:56:47.260,00:00:00.449,,,,"okay",
00:56:47.509,00:56:49.644,00:00:02.135,,"why is your screen on here",,,
00:56:49.644,00:56:50.532,00:00:00.888,,,,"it's like really tiny",
00:56:50.532,00:56:51.211,00:00:00.679,,"it's very tiny",,,
00:56:51.321,00:56:53.196,00:00:01.875,,,,"I don't know",
00:56:53.316,00:56:57.726,00:00:04.410,,,,"I don't know what happened to it",
00:56:59.322,00:57:03.144,00:00:03.822,,"this should be sufficient then",,,
00:57:03.144,00:57:05.309,00:00:02.165,,,"okay cool you can say goodbye",,
00:57:05.309,00:57:06.526,00:00:01.217,,,,,"all right"
00:57:06.526,00:57:11.116,00:00:04.590,,"all right so you guys can say goodbye",,,
00:57:11.116,00:57:11.724,00:00:00.608,,,,"okay",
00:57:11.934,00:57:16.094,00:00:04.160,,"and then you can pause filler click on the white button to end the Skype call",,,
00:57:16.094,00:57:16.184,00:00:00.090,,,,"bye",
00:57:16.184,00:57:18.509,00:00:02.325,,,,,"all right"
00:57:18.878,00:57:19.207,00:00:00.329,,,,"okay bye",
00:57:19.247,00:57:19.457,00:00:00.210,,,,,"bye"
00:57:19.457,00:57:19.836,00:00:00.379,,,,"bye",
00:57:19.836,00:57:23.078,00:00:03.242,,"and then you can click",,,

