"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter 2","Experimenter","P1","P2"
00:40:41.500,00:40:45.800,00:00:04.300,,,,,"so if you multiply negative three over y not by x by y"
00:40:46.100,00:40:49.700,00:00:03.600,,,,,"if we do negative three over y times y"
00:40:49.900,00:40:51.000,00:00:01.100,,,,,"what's going to happen"
00:40:53.700,00:40:55.300,00:00:01.600,,,,,"it's going to be gone"
00:40:55.300,00:40:58.400,00:00:03.100,,,,,"the y is going to be gone"
00:40:58.400,00:41:00.000,00:00:01.600,,,,,"it's going to fly away"
00:40:58.400,00:41:01.400,00:00:03.000,,,,"I was kidding there (laughter)",
00:41:01.400,00:41:03.100,00:00:01.700,,,,,"so here write down negative three"
00:41:03.100,00:41:07.300,00:00:04.200,,,,,"because if we so if we do negative y times negative three over y"
00:41:07.500,00:41:09.600,00:00:02.100,,,,,"so just write negative three"
00:41:09.700,00:41:14.000,00:00:04.300,,,,,"and then just write eighty times y"
00:41:14.500,00:41:15.800,00:00:01.300,,,,,"and then that's our thing"
00:41:16.300,00:41:17.300,00:00:01.000,,,,,"wait no it's not"
00:41:17.300,00:41:18.000,00:00:00.700,,,,,"wait yes it is"
00:41:18.000,00:41:18.800,00:00:00.800,,,,,"wait no it's not"
00:41:18.800,00:41:19.700,00:00:00.900,,,,,"no it's not"
00:41:19.800,00:41:20.800,00:00:01.000,,,,,"I got this"
00:41:20.800,00:41:22.500,00:00:01.700,,,,,"okay I was like no it's not"
00:41:22.500,00:41:24.000,00:00:01.500,,,,,"it's going to be so"
00:41:24.000,00:41:28.000,00:00:04.000,,,,,"right now this is not not the mechanical pencil"
00:41:28.000,00:41:35.900,00:00:07.900,,,,,"so right now it's negative three equals"
00:41:36.100,00:41:41.400,00:00:05.300,,,,,"negative three equals eighty eighty x eighty y"
00:41:41.400,00:41:44.700,00:00:03.300,,,,,"and then what we do is we divide"
00:41:45.100,00:41:47.500,00:00:02.400,,,,,"if we want to get y alone what do we do"
00:41:49.900,00:41:52.800,00:00:02.900,,,,"you have to subtract or add",
00:41:53.000,00:41:56.600,00:00:03.600,,,,,"no you have to divide"
00:41:57.200,00:41:58.100,00:00:00.900,,,,"what you said",
00:41:58.700,00:41:59.100,00:00:00.400,,,,,"yeah"
00:41:59.400,00:42:05.200,00:00:05.800,,,,,"so then what we're going to so we have negative three equals eighty pause filler y"
00:42:05.300,00:42:07.700,00:00:02.400,,,,,"so then we're going to divide by eighty on each side"
00:42:08.200,00:42:14.100,00:00:05.900,,,,,"and so it's going to be negative pause filler three over eighty"
00:42:14.200,00:42:16.100,00:00:01.900,,,,,"because if we're dividing that"
00:42:16.100,00:42:19.500,00:00:03.400,,,,,"and then since we divided the other side by eighty"
00:42:20.100,00:42:23.700,00:00:03.600,,,,,"it's going to be pause filler it's just going to be y now"
00:42:24.600,00:42:26.700,00:00:02.100,,,,,"so what's it all equal"
00:42:29.800,00:42:30.700,00:00:00.900,,,,"you stumped me",
00:42:31.500,00:42:32.400,00:00:00.900,,,,,"I stumped you"
00:42:33.300,00:42:34.800,00:00:01.500,,,,"I have no idea where you are",
00:42:35.700,00:42:38.300,00:00:02.600,,,,,"okay let me explain everything we did okay"
00:42:39.300,00:42:41.700,00:00:02.400,,,,,"just like I don't feel like writing the whole thing again"
00:42:41.700,00:42:43.600,00:00:01.900,,,,,"but I'll just explain it so"
00:42:43.700,00:42:45.000,00:00:01.300,,,,"wait hold on are we here",
00:42:46.100,00:42:48.200,00:00:02.100,,,,,"here do you want me to just go from the very beginning"
00:42:49.400,00:42:49.800,00:00:00.400,,,,"no",
00:42:50.500,00:42:52.700,00:00:02.200,,,,,"where did you get lost"
00:42:55.700,00:42:57.580,00:00:01.880,,,,"all of the writing",
00:42:59.300,00:43:00.000,00:00:00.700,,,,"I can't",
00:43:01.000,00:43:06.200,00:00:05.200,,,,,"okay so what we did first is we added eighteen to each side"
00:43:06.800,00:43:07.500,00:00:00.700,,,,,"you know that right"
00:43:08.000,00:43:08.300,00:00:00.300,,,,"uh-huh",
00:43:10.000,00:43:13.700,00:00:03.700,,,,,"so then on the left side we have negative three over y"
00:43:13.700,00:43:16.700,00:00:03.000,,,,,"and then on the other side we had eighty"
00:43:16.700,00:43:21.100,00:00:04.400,,,,,"because we added to the seventeen cancelled out yeah"
00:43:21.100,00:43:29.400,00:00:08.300,,,,,"and then what we did is we divided each side by y yeah"
00:43:29.800,00:43:34.700,00:00:04.900,,,,,"and then what happened is the negative three over y just became negative three"
00:43:34.700,00:43:38.200,00:00:03.500,,,,,"and six and eighty became eighty times y"
00:43:38.800,00:43:42.700,00:00:03.900,,,,,"so at this point it was negative three equals eighty times y"
00:43:43.400,00:43:49.000,00:00:05.600,,,,,"and then what happened was we divided so we had pause filler"
00:43:49.000,00:43:50.500,00:00:01.500,,,,,"let me just write this out"
00:43:51.000,00:43:52.400,00:00:01.400,,,,,"so we had negative three"
00:43:52.400,00:44:00.200,00:00:07.800,,,,,"since pause filler negative three equals eighty times y"
00:44:01.800,00:44:03.300,00:00:01.500,,,,,"oh my gosh"
00:44:04.000,00:44:04.800,00:00:00.800,,,,,"eighty times y"
00:44:04.800,00:44:07.700,00:00:02.900,,,,,"let's just pretend that says eighty times y okay"
00:44:08.200,00:44:13.100,00:00:04.900,,,,,"because we got there because we had multiplied times y on each side"
00:44:13.100,00:44:15.700,00:00:02.600,,,,,"and it became negative three equals eighty y"
00:44:15.800,00:44:16.700,00:00:00.900,,,,,"you get that"
00:44:19.700,00:44:20.200,00:00:00.500,,,,,"you get that"
00:44:20.800,00:44:21.500,00:00:00.700,,,,,"you get that"
00:44:21.700,00:44:22.300,00:00:00.600,,,,,"you get that"
00:44:22.300,00:44:23.200,00:00:00.900,,,,,"you get that"
00:44:22.500,00:44:23.500,00:00:01.000,,,,"hold up",
00:44:24.500,00:44:25.700,00:00:01.200,,,,"go back to eighty times y",
00:44:25.700,00:44:26.900,00:00:01.200,,,,"what does it equal",
00:44:28.500,00:44:30.200,00:00:01.700,,,,,"we don't do eighty times y"
00:44:30.600,00:44:32.400,00:00:01.800,,,,,"what we do next is the fourth like"
00:44:32.800,00:44:34.400,00:00:01.600,,,,,"we want to get y alone"
00:44:34.400,00:44:36.200,00:00:01.800,,,,,"and right now y is with eighty"
00:44:36.200,00:44:37.500,00:00:01.300,,,,,"so you have to divide"
00:44:37.700,00:44:43.500,00:00:05.800,,,,,"if you do eighty if eighty times y if you do eighty times y divided by eight"
00:44:43.500,00:44:45.600,00:00:02.100,,,,,"it just becomes y"
00:44:45.600,00:44:49.500,00:00:03.900,,,,,"because the eighty divided eighty just cancels out and then becomes y"
00:44:49.700,00:44:51.800,00:00:02.100,,,,,"so you get that"
00:44:51.800,00:44:54.340,00:00:02.540,,,,"yeah so now it's just y",
00:44:55.400,00:44:57.200,00:00:01.800,,,,,"yeah so it's just y on the right side"
00:44:57.200,00:45:01.500,00:00:04.300,,,,,"and then we also have to do pause filler divide eighty on the other side"
00:45:01.500,00:45:03.300,00:00:01.800,,,,,"so then it's just negative three divided by eighty"
00:45:03.300,00:45:05.100,00:00:01.800,,,,,"so the final thing do you"
00:45:05.200,00:45:05.900,00:00:00.700,,,,,"what is it"
00:45:08.500,00:45:10.200,00:00:01.700,,,,,"negative three over"
00:45:12.600,00:45:14.600,00:00:02.000,,,,"I can't do math that fast",
00:45:12.710,00:45:13.290,00:00:00.580,,,,,"eighty"
00:45:16.600,00:45:18.300,00:00:01.700,,,,,"no because like what I just said"
00:45:18.300,00:45:21.000,00:00:02.700,,,,,"it's negative three over eighty equals y"
00:45:22.400,00:45:24.700,00:00:02.300,,,,,"oh I've been using the wrong side"
00:45:24.900,00:45:27.300,00:00:02.400,,,,,"I was using the other side"
00:45:27.300,00:45:29.200,00:00:01.900,,,,,"I probably looked like an idiot"
00:45:32.000,00:45:34.000,00:00:02.000,,,,,"okay do you want to go onto the next one"
00:45:41.600,00:45:45.000,00:00:03.400,,,,,"how do you like get that away (laughter)"
00:45:45.000,00:45:48.100,00:00:03.100,,,,,"okay do you know what to do now"
00:45:48.700,00:45:52.400,00:00:03.700,,,,"we have to subtract forty fifty-four sorry pause filler (laughter)",
00:45:53.900,00:45:55.500,00:00:01.600,,,,,"I just like dropped it"
00:45:56.300,00:45:57.600,00:00:01.300,,,,,"why is that scaring me"
00:45:57.600,00:45:58.700,00:00:01.100,,,,,"it's like I'm going to break it"
00:45:58.700,00:45:59.900,00:00:01.200,,,,,"okay I'm not going to do that"
00:45:59.900,00:46:05.500,00:00:05.600,,,,,"yeah so write that down subtract fifty-four from each side"
00:46:16.500,00:46:20.200,00:00:03.700,,,,,"I just moved my little box where like I am"
00:46:20.200,00:46:21.000,00:00:00.800,,,,,"I just moved it"
00:46:22.200,00:46:23.800,00:00:01.600,,,,,"I don't remember like mess up"
00:46:23.800,00:46:25.300,00:00:01.500,,,,,"oh my gosh"
00:46:26.000,00:46:27.000,00:00:01.000,,,,,"there we go okay"
00:46:29.400,00:46:33.800,00:00:04.400,,,,,"so you just subtract fifty-four from each side"
00:46:33.800,00:46:36.700,00:00:02.900,,,,,"because then you'll get rid of the fifty-four on the one side"
00:46:49.700,00:46:53.200,00:00:03.500,,,,,"okay so then it's just yeah four over k equals"
00:46:53.200,00:46:59.300,00:00:06.100,,,,,"and then what is one hundred sixteen minus fifty-four"
00:47:06.000,00:47:07.400,00:00:01.400,,,,,"sixty-two"
00:47:07.000,00:47:08.900,00:00:01.900,,,,"I was about to say that",
00:47:11.000,00:47:17.000,00:00:06.000,,,,,"okay so right now yeah so then what we have to do is"
00:47:21.300,00:47:22.580,00:00:01.280,,,,,"what do you think we have to do"
00:47:26.500,00:47:27.900,00:00:01.400,,,,,"just what we have to do"
00:47:27.900,00:47:29.600,00:00:01.700,,,,,"how do we get the four all alone"
00:47:31.200,00:47:31.800,00:00:00.600,,,,"the what",
00:47:32.500,00:47:32.900,00:00:00.400,,,,,"the four"
00:47:32.900,00:47:34.000,00:00:01.100,,,,,"how do you get the four alone"
00:47:34.000,00:47:36.500,00:00:02.500,,,,"oh I was about to be like I don't get it",
00:47:36.500,00:47:38.300,00:00:01.800,,,,"okay so you have to divide",
00:47:38.300,00:47:40.200,00:00:01.900,,,,,"you have to multiply"
00:47:41.500,00:47:42.600,00:00:01.100,,,,"whatever same thing",
00:47:43.200,00:47:44.000,00:00:00.800,,,,"pause filler okay",
00:47:44.100,00:47:48.900,00:00:04.800,,,,,"so you have to do yeah so multiply k by each side"
00:47:49.600,00:47:51.400,00:00:01.800,,,,,"so then on the left side"
00:47:49.900,00:47:52.400,00:00:02.500,,,,"that was really weird oh my gosh",
00:47:54.800,00:47:55.700,00:00:00.900,,,,,"it looks like a highlighter"
00:47:56.500,00:47:57.000,00:00:00.500,,,,"it is",
00:47:57.000,00:47:58.800,00:00:01.800,,,,"but did you see what it looked like",
00:48:00.200,00:48:00.700,00:00:00.500,,,,,"no"
00:48:01.400,00:48:01.800,00:00:00.400,,,,"good",
00:48:04.900,00:48:05.500,00:00:00.600,,,,,"okay"
00:48:07.700,00:48:13.700,00:00:06.000,,,,,"so if we multiply k to each side we'll get four all alone"
00:48:13.700,00:48:15.400,00:00:01.700,,,,,"and then you'll have sixty-two k"
00:48:15.400,00:48:17.000,00:00:01.600,,,,,"so can you write that down"
00:48:24.600,00:48:25.400,00:00:00.800,,,,,"equals four"
00:48:32.500,00:48:33.900,00:00:01.400,,,,,"okay now we're not done yet"
00:48:34.700,00:48:36.000,00:00:01.300,,,,,"what do we have to do"
00:48:36.600,00:48:37.300,00:00:00.700,,,,"divide it",
00:48:38.000,00:48:39.800,00:00:01.800,,,,"I have no idea",
00:48:40.800,00:48:43.200,00:00:02.400,,,,,"wait oh one minute let me check"
00:48:43.200,00:48:45.000,00:00:01.800,,,,,"yeah you're right divide it"
00:48:45.100,00:48:49.100,00:00:04.000,,,,,"wait wait wait wait wait wait wait wait wait wait wait"
00:48:49.400,00:48:50.000,00:00:00.600,,,,,"yeah"
00:48:50.000,00:48:52.600,00:00:02.600,,,,,"but what do you think we have to divide it by"
00:49:00.800,00:49:02.200,00:00:01.400,,,,,"guess what we have to divide it by"
00:49:03.500,00:49:03.900,00:00:00.400,,,,"four",
00:49:04.100,00:49:06.000,00:00:01.900,,,,,"you can just write it as a fraction"
00:49:06.000,00:49:07.300,00:00:01.300,,,,,"you don't have to actually do the thing"
00:49:08.500,00:49:09.000,00:00:00.500,,,,"yes I do",
00:49:10.000,00:49:11.380,00:00:01.380,,,,,"okay if you want to"
00:49:11.380,00:49:18.500,00:00:07.120,,,,,"so then at the end it all just equals k equals four divided by sixty-two"
00:49:19.400,00:49:20.500,00:00:01.100,,,,,"okay"
00:49:20.700,00:49:21.500,00:00:00.800,,,,"okay",
00:49:34.200,00:49:36.300,00:00:02.100,,,,,"all right did you get it"
00:49:36.700,00:49:37.300,00:00:00.600,,,,"almost",
00:49:53.800,00:49:54.800,00:00:01.000,,,,,"look at me"
00:49:54.800,00:49:59.000,00:00:04.200,,,,,"this is my short this is me as a boy"
00:49:59.800,00:50:00.900,00:00:01.100,,,,"lovely",
00:50:01.800,00:50:03.000,00:00:01.200,,,,,"alright okay"
00:50:04.600,00:50:06.700,00:00:02.100,,,,,"did you figure out what it was is it fifteen point"
00:50:06.500,00:50:07.600,00:00:01.100,,,,"fifteen point five",
00:50:07.700,00:50:11.100,00:00:03.400,,,,,"all right so then fifteen point five equals k"
00:50:13.800,00:50:14.600,00:00:00.800,,,,,"what was that"
00:50:15.580,00:50:16.800,00:00:01.220,,,,"my watch",
00:50:15.800,00:50:17.000,00:00:01.200,,,,,"did you hear that"
00:50:17.000,00:50:18.100,00:00:01.100,,,,"it was my watch",
00:50:21.000,00:50:23.600,00:00:02.600,,,,,"(laughter) I'll draw another fancy k"
00:50:23.600,00:50:24.800,00:00:01.200,,,,,"oh or not"
00:50:25.700,00:50:27.600,00:00:01.900,,,,,"okay one minute"
00:50:27.600,00:50:30.800,00:00:03.200,,,,,"let me figure out what we have to do for this just so I can pause filler"
00:50:32.000,00:50:32.300,00:00:00.300,,,,,"okay"
00:50:34.900,00:50:35.900,00:00:01.000,,,,,"yeah okay"
00:50:35.900,00:50:38.800,00:00:02.900,,,,,"I think I know (laughter)"
00:50:40.700,00:50:42.400,00:00:01.700,,,,,"how do I get"
00:50:43.100,00:50:45.700,00:00:02.600,,,,"well I think you have to subtract it",
00:50:48.000,00:50:48.900,00:00:00.900,,,,,"no no no (laughter)"
00:50:48.900,00:50:50.800,00:00:01.900,,,,"well then it's multiply or addition",
00:50:50.800,00:50:54.900,00:00:04.100,,,,,"yeah how do we get the negative fourteen all alone"
00:50:57.100,00:50:59.500,00:00:02.400,,,,"you have to subtract it by y",
00:50:59.500,00:51:00.800,00:00:01.300,,,,,"multiply multiply"
00:51:00.800,00:51:01.500,00:00:00.700,,,,"whatever",
00:51:02.300,00:51:03.300,00:00:01.000,,,,"multiply by y",
00:51:03.800,00:51:05.800,00:00:02.000,,,,,"so you're going to wait"
00:51:07.300,00:51:10.000,00:00:02.700,,,,,"oh that feels good to like take them off"
00:51:10.900,00:51:11.400,00:00:00.500,,,,,"okay"
00:51:12.200,00:51:15.700,00:00:03.500,,,,,"that's the people at school would be like put their heads (inaudible)"
00:51:16.100,00:51:21.800,00:00:05.700,,,,,"okay so if we did pause filler negative fourteen over y times y"
00:51:21.800,00:51:24.000,00:00:02.200,,,,,"that's going to just equal negative fourteen"
00:51:24.000,00:51:25.300,00:00:01.300,,,,,"do you want to write that down"
00:51:27.700,00:51:30.000,00:00:02.300,,,,,"here I'll like write a little arrow"
00:51:33.900,00:51:35.600,00:00:01.700,,,,,"why is this computer so slow"
00:51:37.000,00:51:49.200,00:00:12.200,,,,,"okay so then it's just going to be it's two hundred ten pause filler times y is going to equal negative fourteen"
00:51:54.000,00:51:55.700,00:00:01.700,,,,,"do you get that"
00:51:56.400,00:51:56.700,00:00:00.300,,,,"yeah",
00:51:58.300,00:52:03.900,00:00:05.600,,,,,"okay so now that we have two hundred ten times y equals fourteen"
00:52:04.400,00:52:06.700,00:00:02.300,,,,,"we just have to make y alone"
00:52:07.800,00:52:13.000,00:00:05.200,,,,"so then we have to do y plus y or subtraction",
00:52:13.400,00:52:14.000,00:00:00.600,,,,,"division"
00:52:14.000,00:52:17.800,00:00:03.800,,,,,"we have to divide two hundred ten y divided by two hundred ten"
00:52:17.800,00:52:20.100,00:00:02.300,,,,,"because then it will leave y alone"
00:52:20.100,00:52:21.200,00:00:01.100,,,,,"do you get that"
00:52:22.500,00:52:25.000,00:00:02.500,,,,,"so oh my god you just disappeared"
00:52:26.400,00:52:27.200,00:00:00.800,,,,,"oh there you are"
00:52:27.200,00:52:28.300,00:00:01.100,,,,,"it like you like disappeared"
00:52:28.300,00:52:30.500,00:00:02.200,,,,,"like the screen went like blue like"
00:52:30.500,00:52:30.700,00:00:00.200,,,,,"not blue"
00:52:30.700,00:52:32.800,00:00:02.100,,,,,"but like it was just like a home screen"
00:52:32.800,00:52:37.000,00:00:04.200,,,,,"and it was just like I was like what did I do okay pause filler"
00:52:39.800,00:52:42.000,00:00:02.200,,,,,"so what's it going to do"
00:52:42.600,00:52:47.400,00:00:04.800,,,,,"it's two hundred ten y divided by two hundred ten"
00:52:48.500,00:52:49.900,00:00:01.400,,,,,"so that's just going to be y"
00:52:49.900,00:52:53.600,00:00:03.700,,,,,"and then what's going to happen to the negative fourteen"
00:52:55.900,00:52:57.200,00:00:01.300,,,,"is that the answer",
00:52:57.800,00:52:58.200,00:00:00.400,,,,,"yeah"
00:52:59.200,00:52:59.600,00:00:00.400,,,,"okay (laughter)",
00:53:00.100,00:53:02.600,00:00:02.500,,,,,"so what's the full answer"
00:53:03.300,00:53:04.800,00:00:01.500,,,,"y equals negative fourteen",
00:53:05.500,00:53:06.200,00:00:00.700,,,,,"over"
00:53:07.700,00:53:09.800,00:00:02.100,,,,"y I have no idea",
00:53:10.700,00:53:11.300,00:00:00.600,,,,,"two hundred ten"
00:53:12.100,00:53:20.900,00:00:08.800,,,,,"because if we have to divide two hundred ten y pause filler by two hundred ten you also have to do that to the other side"
00:53:20.900,00:53:22.500,00:00:01.600,,,,,"because since we're trying to get y alone"
00:53:22.800,00:53:26.500,00:00:03.700,,,,,"so we had to divide two hundred ten to each side"
00:53:26.800,00:53:28.900,00:00:02.100,,,,,"so then the other side just became y"
00:53:28.900,00:53:34.200,00:00:05.300,,,,,"and the other side is now negative fourteen divided by two hundred ten"
00:53:36.900,00:53:38.300,00:00:01.400,,,,,"you got it"
00:53:38.300,00:53:40.600,00:00:02.300,,,,,"all right want to go to the next one"
00:53:40.600,00:53:41.400,00:00:00.800,,,,,"I think they might be coming"
00:53:41.400,00:53:41.900,00:00:00.500,,,,,"yeah they're coming"
00:53:41.900,00:53:43.600,00:00:01.700,,,,,"wait are they coming yeah"
00:53:45.000,00:53:47.000,00:00:02.000,,,,,"no okay pause filler"
00:53:47.200,00:53:48.600,00:00:01.400,,,,,"let's go to the next one"
00:53:54.100,00:53:57.700,00:00:03.600,,,,,"I did it like the first time I"
00:53:58.100,00:53:59.300,00:00:01.200,,,,"actually that was me",
00:53:59.300,00:54:03.200,00:00:03.900,,,,,"oh that was oh wait maybe we just both pressed it at the same time"
00:54:03.200,00:54:04.800,00:00:01.600,,,,,"okay so for this one you have to oh"
00:54:04.800,00:54:08.200,00:00:03.400,,,"okay that is all the time that we have",,
00:54:08.200,00:54:09.700,00:00:01.500,,,"pause filler I'll be right back",,
00:54:09.000,00:54:10.000,00:00:01.000,,,,,"all right"
00:54:10.600,00:54:31.700,00:00:21.100,,"great so you're done with the (inaudible) today we're going to end the call in just a couple of minutes so you can just stay on (inaudible)",,,
00:54:32.300,00:54:33.400,00:00:01.100,,,,,"that was fifty-five"
00:54:33.400,00:54:43.900,00:00:10.500,,"so you guys can just say goodbye and then end the call",,,
00:54:49.000,00:54:51.600,00:00:02.600,,,,,"can you believe it was fifty-five minutes"
00:54:51.600,00:54:52.800,00:00:01.200,,,,,"it's like almost one hour like"
00:54:53.900,00:54:55.100,00:00:01.200,,,,,"all right"
00:54:56.800,00:55:04.600,00:00:07.800,,"do you know how to end it",,,

