,Dyad,Session,Temps de départ - hh:mm:ss.ms,temps de fin - hh:mm:ss.ms,Durée - hh:mm:ss.ms,P1,P2
673,7,1,00:46:10.200,00:46:11.900,00:00:01.700,,really (laughter)
674,7,1,00:46:11.900,00:46:12.100,00:00:00.200,yeah,
675,7,1,00:46:12.200,00:46:17.000,00:00:04.800,,ops okay pause filler I just pressed actually pressing it
676,7,1,00:46:17.000,00:46:19.100,00:00:02.100,,okay how do we go to the next thing
677,7,1,00:46:20.500,00:46:23.200,00:00:02.700,don't you see the arrows that I've got on the page,
678,7,1,00:46:23.700,00:46:25.900,00:00:02.200,,oh I did it okay
679,7,1,00:46:26.800,00:46:27.100,00:00:00.300,,now
680,7,1,00:46:32.700,00:46:34.800,00:00:02.100,,we got to do this
681,7,1,00:46:36.700,00:46:37.600,00:00:00.900,yes,
682,7,1,00:46:37.800,00:46:43.200,00:00:05.400,,start by (laughter) adding k
683,7,1,00:46:44.455,00:46:48.860,00:00:04.405,,try adding k to each side of the equation
684,7,1,00:46:48.900,00:46:51.600,00:00:02.700,that's pretty much getting rid of the ks,
685,7,1,00:46:51.600,00:46:54.200,00:00:02.600,,well if you add k to this side
686,7,1,00:46:55.000,00:46:56.400,00:00:01.400,,and you add k to this side
687,7,1,00:46:57.700,00:46:59.300,00:00:01.600,,this will be canceled out
688,7,1,00:46:59.300,00:47:00.000,00:00:00.700,,and just be zero
689,7,1,00:47:00.000,00:47:05.600,00:00:05.600,,so it will be negative fourteen equals thirty-six
690,7,1,00:47:05.600,00:47:09.400,00:00:03.800,,and then since we add another k to the k it would be plus two k
691,7,1,00:47:09.400,00:47:11.300,00:00:01.900,,do you get that
692,7,1,00:47:14.600,00:47:17.900,00:00:03.300,what am I doing,
693,7,1,00:47:17.900,00:47:20.300,00:00:02.400,this is really scary,
694,7,1,00:47:21.100,00:47:23.700,00:00:02.600,,what did you do
695,7,1,00:47:23.700,00:47:27.100,00:00:03.400,I just made you big big,
696,7,1,00:47:27.400,00:47:28.600,00:00:01.200,I just full screened you,
697,7,1,00:47:30.139,00:47:30.962,00:00:00.823,it was weird,
698,7,1,00:47:31.800,00:47:32.400,00:00:00.600,,what do you mean
699,7,1,00:47:34.900,00:47:38.800,00:00:03.900,,there's like two videos of you
700,7,1,00:47:39.000,00:47:40.000,00:00:01.000,,there's like one right here
701,7,1,00:47:40.000,00:47:41.400,00:00:01.400,,and then there's like one up more
702,7,1,00:47:41.400,00:47:43.000,00:00:01.600,,like a little one
703,7,1,00:47:43.500,00:47:45.000,00:00:01.500,,because there's just like that
704,7,1,00:47:46.000,00:47:47.000,00:00:01.000,,(laughter)
705,7,1,00:47:47.500,00:47:48.700,00:00:01.200,,and we had two little videos
706,7,1,00:47:51.139,00:47:52.430,00:00:01.291,,how did you do that
707,7,1,00:47:54.300,00:48:02.544,00:00:08.244,this damps (laughter),
708,7,1,00:48:04.430,00:48:05.300,00:00:00.870,,where's my star
709,7,1,00:48:08.000,00:48:09.582,00:00:01.582,,all right we need to get on track
710,7,1,00:48:14.800,00:48:15.000,00:00:00.200,,so
711,7,1,00:48:19.500,00:48:20.500,00:00:01.000,,oh which one is that
712,7,1,00:48:21.607,00:48:22.962,00:00:01.355,,I'm like checking it
713,7,1,00:48:27.000,00:48:27.200,00:00:00.200,,okay
714,7,1,00:48:31.400,00:48:33.800,00:00:02.400,,this is supposed to be black I think right
715,7,1,00:48:34.721,00:48:36.316,00:00:01.595,I have no idea,
716,7,1,00:48:37.810,00:48:38.379,00:00:00.569,,I think it is
717,7,1,00:48:38.379,00:48:39.303,00:00:00.924,,he said this was supposed to be black
718,7,1,00:48:39.303,00:48:42.800,00:00:03.497,,I think yeah because mine is supposed to be green because I'm like the tutor
719,7,1,00:48:42.800,00:48:44.500,00:00:01.700,,and yours is supposed to be black
720,7,1,00:48:45.900,00:48:47.800,00:00:01.900,black is so boring,
721,7,1,00:48:50.215,00:48:51.329,00:00:01.114,it's like black,
722,7,1,00:48:53.898,00:48:56.962,00:00:03.064,like this pen it's not colorful,
723,7,1,00:48:57.000,00:48:59.126,00:00:02.126,it's just (sfx),
724,7,1,00:48:59.139,00:49:04.367,00:00:05.228,,(laughter) you need to color the pen
725,7,1,00:49:04.367,00:49:08.000,00:00:03.633,,to make it colorful yeah
726,7,1,00:49:09.329,00:49:15.278,00:00:05.949,,all right so when we added k to each side
727,7,1,00:49:16.038,00:49:17.354,00:00:01.316,this is how it look like,
728,7,1,00:49:20.190,00:49:21.050,00:00:00.860,,a comma
729,7,1,00:49:22.848,00:49:25.000,00:00:02.152,I think it's too big to be a comma,
730,7,1,00:49:27.417,00:49:29.101,00:00:01.684,probably it came,
731,7,1,00:49:30.100,00:49:35.100,00:00:05.000,,yeah all right back on topic
732,7,1,00:49:35.600,00:49:37.400,00:00:01.800,,if we add k
733,7,1,00:49:40.200,00:49:53.900,00:00:13.700,,(laughter) if we added k to each side the left side of the equation would be fourteen negative fourteen because the other side cancels out because the ks cancel out
734,7,1,00:49:54.700,00:49:56.700,00:00:02.000,,and in the other side would be thirty-six
735,7,1,00:49:56.900,00:50:00.000,00:00:03.100,,and then plus two k now that we added another k
736,7,1,00:50:00.500,00:50:02.700,00:00:02.200,,I don't know what that is
737,7,1,00:50:03.700,00:50:08.822,00:00:05.122,,wait I don't know what that is but yeah
738,7,1,00:50:18.000,00:50:19.797,00:00:01.797,only chair,
739,7,1,00:50:24.038,00:50:27.759,00:00:03.721,,all right so I hear my voice echoing
740,7,1,00:50:29.200,00:50:31.500,00:00:02.300,I hear it too,
741,7,1,00:50:32.100,00:50:40.531,00:00:08.431,,all right so now that we have the equation simplify down to a negative fourteen equals thirty-six plus two k
742,7,1,00:50:43.500,00:50:47.582,00:00:04.082,,one minute
743,7,1,00:50:56.700,00:50:57.800,00:00:01.100,,this is confusing
744,7,1,00:51:00.600,00:51:02.481,00:00:01.881,,okay now what we want to do
745,7,1,00:51:04.683,00:51:05.050,00:00:00.367,,is
746,7,1,00:51:15.481,00:51:17.354,00:00:01.873,(inaudible) yourself,
747,7,1,00:51:18.000,00:51:18.600,00:00:00.600,,no
748,7,1,00:51:20.772,00:51:22.000,00:00:01.228,,what do you mean
749,7,1,00:51:22.700,00:51:25.300,00:00:02.600,because you were just never mind,
750,7,1,00:51:26.900,00:51:33.000,00:00:06.100,,okay well
751,7,1,00:51:35.190,00:51:35.683,00:00:00.493,whoops,
752,7,1,00:51:35.200,00:51:41.633,00:00:06.433,,oh no okay I know what to do
753,7,1,00:51:43.038,00:51:46.500,00:00:03.462,,now what we got to do is
754,7,1,00:51:48.500,00:51:52.200,00:00:03.700,,subtract thirty-six from each side
755,7,1,00:51:54.300,00:52:00.300,00:00:06.000,,so then we have so we subtract thirty-six from each side of the equation
756,7,1,00:52:00.700,00:52:04.500,00:00:03.800,,we'll just have two k right here
757,7,1,00:52:05.600,00:52:14.400,00:00:08.800,,and then figure out what negative fourteen minus thirty-one is or thirty-six because then that would be the answer pretty much
758,7,1,00:52:14.600,00:52:17.500,00:00:02.900,,and (inaudible) too but yeah
759,7,1,00:52:17.500,00:52:20.600,00:00:03.100,why are you dropping your Skittles,
760,7,1,00:52:21.600,00:52:22.000,00:00:00.400,,huh
761,7,1,00:52:22.900,00:52:25.300,00:00:02.400,there are Skittles on the table,
762,7,1,00:52:26.800,00:52:29.700,00:00:02.900,,yeah but wouldn't like on the table
763,7,1,00:52:30.200,00:52:30.800,00:00:00.600,yeah,
764,7,1,00:52:32.164,00:52:34.341,00:00:02.177,,not like on the table but in the bag
765,7,1,00:52:35.800,00:52:37.700,00:00:01.900,I heard them go on the table,
766,7,1,00:52:39.000,00:52:39.200,00:00:00.200,,no
767,7,1,00:52:39.200,00:52:41.300,00:00:02.100,,I heard just me getting them out of the bag
768,7,1,00:52:41.900,00:52:43.500,00:00:01.600,,does that sound like that right now
769,7,1,00:52:46.800,00:52:48.900,00:00:02.100,okay there it is,
770,7,1,00:52:47.835,00:52:49.848,00:00:02.013,,yeah I'm just shaking the bag on the table
771,7,1,00:52:52.012,00:52:56.544,00:00:04.532,,okay did you a negative fourteen minus thirty-one
772,7,1,00:52:57.100,00:52:57.900,00:00:00.800,nope,
773,7,1,00:52:58.000,00:52:59.800,00:00:01.800,,all right try to do that
774,7,1,00:53:00.600,00:53:02.300,00:00:01.700,,and then the equation will almost be done
775,7,1,00:53:05.000,00:53:06.300,00:00:01.300,negative thirteen minus,
776,7,1,00:53:06.300,00:53:07.200,00:00:00.900,,or negative fourteen
777,7,1,00:53:07.800,00:53:13.900,00:00:06.100,okay thirty-one,
778,7,1,00:53:13.900,00:53:15.200,00:00:01.300,,minus thirty-six
779,7,1,00:53:16.000,00:53:18.600,00:00:02.600,,my writing is like almost up
780,7,1,00:53:32.300,00:53:33.200,00:00:00.900,wait no sorry,
781,7,1,00:53:33.200,00:53:34.000,00:00:00.800,that's a nine,
782,7,1,00:53:34.000,00:53:36.600,00:00:02.600,,yeah there
783,7,1,00:53:39.025,00:53:40.633,00:00:01.608,I hate when I do that,
784,7,1,00:53:43.000,00:53:45.100,00:00:02.100,,I think they're looking at the testings
785,7,1,00:53:46.900,00:53:47.500,00:00:00.600,,from earlier
786,7,1,00:53:48.721,00:53:50.215,00:00:01.494,,all right did you get it
787,7,1,00:53:51.100,00:53:55.860,00:00:04.760,no okay so let's see here,
788,7,1,00:54:04.101,00:54:05.700,00:00:01.599,,all right because when you get that
789,7,1,00:54:05.700,00:54:08.700,00:00:03.000,,then you just have to divide that by two
790,7,1,00:54:08.700,00:54:11.329,00:00:02.629,,and then the two k divided by oh
791,7,1,00:54:15.300,00:54:15.400,00:00:00.100,,oh
792,7,1,00:54:26.417,00:54:27.278,00:00:00.861,,this looks like the timer
793,7,1,00:54:31.800,00:54:32.200,00:00:00.400,what,
794,7,1,00:54:36.000,00:54:38.000,00:00:02.000,we're done,
795,7,1,00:54:38.600,00:54:38.700,00:00:00.100,,oh
796,7,1,00:54:42.240,00:54:43.126,00:00:00.886,,oh no
797,7,1,00:54:44.860,00:54:45.898,00:00:01.038,,bye
798,7,1,00:54:47.800,00:54:47.900,00:00:00.100,bye,
